participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,4,13,10.0,0,0,0.0,0,0.0,0.0,0.0
25,0.0,1.0,0.5,1,79,79.0,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,5,12,9.4,1,16,16.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,5,12,9.0,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,6,17,12.166666666666666,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,7,10,8.0,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,4,35,26.5,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,5,24,14.0,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,2,43,42.5,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,6,21,14.833333333333334,0,0,0.0,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,3,32,23.333333333333332,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,4,15,10.5,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,0.5,5,19,11.2,1,7,7.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,54,46.0,0,0,0.0,1,8.0,6.023650006223267,24.709306712345672
26,1.0,1.0,1.0,2,45,26.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,2,60,49.5,1,16,16.0,0,0.0,0.0,0.0
10,1.0,1.0,1.0,4,20,14.5,1,18,18.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,9,13,10.444444444444445,0,0,0.0,1,10.0,2.9681527409159782,20.207372173943185
24,0.0,1.0,0.5,5,35,17.4,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,5,13,10.2,0,0,0.0,0,0.0,0.0,0.0
2,0.0,1.0,0.5,2,46,42.0,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,2,27,17.5,1,51,51.0,0,0.0,0.0,0.0
9,0.0,1.0,0.5,3,16,13.333333333333334,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,8,18,10.375,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,3,40,31.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,3,29,21.333333333333332,0,0,0.0,0,0.0,0.0,0.0
1,1.0,1.0,0.5,2,68,44.0,1,19,19.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,6,16,10.833333333333334,0,0,0.0,0,0.0,0.0,0.0
13,0.0,1.0,0.0,4,14,10.0,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,2,16,13.0,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,1.0,5,26,16.6,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,6,31,18.0,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,3,45,22.333333333333332,0,0,0.0,1,8.0,6.29344171621117,7.729964704733879
14,1.0,1.0,1.0,6,14,10.166666666666666,1,26,26.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,3,45,31.333333333333332,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,19,16.0,1,18,18.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,4,35,22.5,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,3,20,16.333333333333332,1,13,13.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,36,32.5,0,0,0.0,0,0.0,0.0,0.0
