participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,2,11,10.0,0,0,0.0,0,0.0,0.0,0.0
25,0.0,1.0,0.5,2,81,54.5,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,4,18,12.5,1,16,16.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,4,12,9.25,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,6,26,14.0,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,4,10,8.25,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,5,28,14.8,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,5,16,10.4,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,2,42,35.5,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,5,19,12.4,0,0,0.0,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,4,32,17.0,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,3,12,9.0,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,0.5,1,23,23.0,0,0,0.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,40,38.5,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,1,45,45.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,2,55,34.0,0,0,0.0,0,0.0,0.0,0.0
10,1.0,1.0,1.0,6,23,14.333333333333334,1,7,7.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,4,14,10.25,1,10,10.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,8,18,11.125,0,0,0.0,2,9.25,3.0070627943130637,19.433085166733342
24,0.0,1.0,0.5,5,36,21.4,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,5,22,12.0,0,0,0.0,0,0.0,0.0,0.0
2,0.0,1.0,0.5,2,35,35.0,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,2,27,21.0,1,51,51.0,0,0.0,0.0,0.0
9,0.0,1.0,0.5,5,17,11.4,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,8,13,10.125,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,45,42.5,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,4,31,18.5,0,0,0.0,0,0.0,0.0,0.0
1,1.0,1.0,0.5,1,50,50.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,6,20,11.5,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,1,10,10.0,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,1.0,5,35,19.4,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,7,22,13.142857142857142,0,0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,6,16,11.5,1,26,26.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,3,45,34.333333333333336,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,33,26.0,1,18,18.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,5,35,20.0,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,3,35,25.0,1,13,13.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,31,28.5,0,0,0.0,0,0.0,0.0,0.0
22,1.0,1.0,0.0,5,39,14.6,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,2,31,22.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,1.0,3,28,23.0,1,20,20.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,3,11,8.666666666666666,0,0,0.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,11,9.5,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,4,25,17.0,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,3,45,31.666666666666668,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,3,36,27.333333333333332,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,3,31,21.0,1,26,26.0,0,0.0,0.0,0.0
12,0.0,1.0,0.5,8,10,8.75,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,2,28,18.5,0,0,0.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,5,27,20.2,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,2,31,28.0,0,0,0.0,0,0.0,0.0,0.0
22,0.0,1.0,0.0,1,97,97.0,0,0,0.0,1,8.0,6.515590762318357,25.895040863477057
9,1.0,1.0,0.5,6,17,10.5,1,20,20.0,0,0.0,0.0,0.0
6,0.0,1.0,0.0,5,20,11.0,1,5,5.0,0,0.0,0.0,0.0
5,0.0,1.0,0.5,3,18,15.0,1,20,20.0,0,0.0,0.0,0.0
14,0.0,1.0,0.0,5,18,12.4,1,77,77.0,0,0.0,0.0,0.0
19,0.0,1.0,0.5,5,12,8.0,1,15,15.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,3,47,32.0,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.0,3,29,21.0,1,21,21.0,1,8.0,4.416799437435534,13.401131791902003
17,0.0,1.0,0.0,4,45,22.25,0,0,0.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,2,16,12.0,1,10,10.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,5,39,19.4,0,0,0.0,1,7.0,5.275531256517055,21.566859925567435
24,0.0,1.0,0.5,7,15,10.857142857142858,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,4,33,22.25,0,0,0.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,2,71,50.5,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,0.0,3,42,26.333333333333332,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,2,28,27.5,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,3,74,34.0,0,0,0.0,0,0.0,0.0,0.0
16,0.0,1.0,0.5,5,20,17.0,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,7,15,10.285714285714286,0,0,0.0,0,0.0,0.0,0.0
7,1.0,1.0,0.5,4,29,22.0,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,2,56,52.0,0,0,0.0,1,7.5,4.198479431772142,9.264149393790952
4,0.0,1.0,0.5,2,12,9.5,0,0,0.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,2,44,36.0,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,37,33.0,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.0,4,29,18.0,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,7,34,13.571428571428571,0,0,0.0,2,8.0,3.989810767972656,20.153566220261695
14,0.0,1.0,0.0,3,29,16.0,1,40,40.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,3,28,16.0,0,0,0.0,0,0.0,0.0,0.0
3,1.0,1.0,0.5,5,16,9.6,1,16,16.0,0,0.0,0.0,0.0
26,1.0,1.0,0.5,2,70,43.0,0,0,0.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,1,41,41.0,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,2,55,35.0,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,4,18,11.25,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,0.5,3,27,20.0,0,0,0.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,21,14.5,1,29,29.0,0,0.0,0.0,0.0
