participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,5,109,62.0,2,54,35.0,3,7.333333333333333,5.460245964667021,18.362918679235495
17,1.0,0.0,,10,57,19.2,0,0,0.0,1,7.0,4.264474651018956,20.968311032686472
19,1.0,0.0,,8,157,30.875,1,12,12.0,0,0.0,0.0,0.0
19,1.0,0.0,,9,27,16.444444444444443,1,20,20.0,0,0.0,0.0,0.0
17,1.0,0.0,,11,36,16.727272727272727,0,0,0.0,2,7.25,3.8774898241552447,20.002845988163152
8,1.0,0.0,,12,61,21.333333333333332,1,15,15.0,0,0.0,0.0,0.0
14,0.0,0.0,,10,50,29.7,1,44,44.0,1,7.0,3.8610098219142417,20.649249378109758
23,0.0,0.0,,12,18,10.5,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,10,27,11.7,0,0,0.0,1,10.0,2.5071485016493233,20.950700766918622
16,0.0,0.0,,8,38,19.625,1,36,36.0,0,0.0,0.0,0.0
19,0.0,0.0,,13,28,15.615384615384615,1,18,18.0,0,0.0,0.0,0.0
24,0.0,0.0,,16,42,15.25,1,7,7.0,0,0.0,0.0,0.0
21,0.0,0.0,,7,84,41.714285714285715,2,23,15.5,0,0.0,0.0,0.0
3,0.0,0.0,,11,46,21.363636363636363,1,18,18.0,0,0.0,0.0,0.0
6,0.0,0.0,,7,62,33.714285714285715,1,244,244.0,0,0.0,0.0,0.0
3,0.0,0.0,,12,46,22.166666666666668,2,16,15.0,0,0.0,0.0,0.0
13,0.0,0.0,,12,47,20.916666666666668,1,72,72.0,0,0.0,0.0,0.0
16,0.0,0.0,,11,38,18.727272727272727,1,36,36.0,0,0.0,0.0,0.0
25,0.0,0.0,,8,76,21.75,2,23,21.0,0,0.0,0.0,0.0
19,0.0,0.0,,16,32,14.1875,1,18,18.0,0,0.0,0.0,0.0
3,0.0,0.0,,14,37,18.428571428571427,1,11,11.0,0,0.0,0.0,0.0
13,0.0,0.0,,10,30,16.9,0,0,0.0,0,0.0,0.0,0.0
14,0.0,0.0,,9,50,30.77777777777778,1,44,44.0,0,0.0,0.0,0.0
18,1.0,0.0,,10,104,27.2,0,0,0.0,0,0.0,0.0,0.0
24,0.0,0.0,,12,52,23.25,1,21,21.0,1,7.0,3.854977942741973,18.93082059798408
7,0.0,0.0,,7,70,43.714285714285715,0,0,0.0,0,0.0,0.0,0.0
12,1.0,0.0,,12,47,19.416666666666668,1,39,39.0,0,0.0,0.0,0.0
4,0.0,0.0,,15,42,13.0,0,0,0.0,0,0.0,0.0,0.0
8,1.0,0.0,,18,28,11.88888888888889,0,0,0.0,0,0.0,0.0,0.0
9,1.0,0.0,,9,104,30.22222222222222,1,18,18.0,0,0.0,0.0,0.0
15,1.0,0.0,,13,45,23.076923076923077,2,63,46.5,0,0.0,0.0,0.0
26,0.0,0.0,,14,53,18.928571428571427,0,0,0.0,1,7.5,3.001218629306567,16.519400620765545
16,1.0,0.0,,6,151,55.666666666666664,0,0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,17,60,17.235294117647058,2,23,17.0,1,8.0,6.307549479088679,14.556600044648615
26,0.0,0.0,,15,27,14.733333333333333,0,0,0.0,1,8.0,8.910059720748519,37.3283216502659
7,0.0,0.0,,11,50,24.818181818181817,0,0,0.0,0,0.0,0.0,0.0
24,1.0,0.0,,13,54,20.153846153846153,0,0,0.0,2,8.5,4.038349226010971,22.64120291365429
21,1.0,0.0,,12,44,20.083333333333332,1,11,11.0,0,0.0,0.0,0.0
22,0.0,0.0,,11,52,27.272727272727273,1,2,2.0,1,9.0,3.502440348016302,22.310555975680888
21,1.0,0.0,,12,44,17.416666666666668,1,32,32.0,0,0.0,0.0,0.0
5,0.0,0.0,,9,145,35.44444444444444,2,14,13.5,2,7.25,4.5197184538337005,15.61774487745542
21,0.0,0.0,,6,79,52.333333333333336,1,28,28.0,2,8.25,5.94127892799815,21.573848268846874
24,0.0,0.0,,18,30,14.444444444444445,1,7,7.0,1,7.0,4.08260761624911,19.07706036396269
9,1.0,0.0,,12,99,21.333333333333332,2,16,13.5,2,8.0,3.4416713884913595,15.930884439961034
22,0.0,0.0,,11,64,27.636363636363637,0,0,0.0,0,0.0,0.0,0.0
21,1.0,0.0,,13,44,17.153846153846153,1,32,32.0,0,0.0,0.0,0.0
24,0.0,0.0,,18,42,13.666666666666666,1,7,7.0,1,7.0,4.08260761624911,19.07706036396269
16,0.0,0.0,,12,30,14.5,1,145,145.0,0,0.0,0.0,0.0
14,0.0,0.0,,14,75,20.857142857142858,0,0,0.0,1,7.5,9.25896316858049,10.231483032142938
6,0.0,0.0,,13,76,21.53846153846154,1,18,18.0,1,9.0,3.725714886517573,22.508808225440895
23,0.0,0.0,,10,32,13.7,0,0,0.0,1,10.0,2.5071485016493233,20.950700766918622
4,0.0,0.0,,13,99,22.53846153846154,1,85,85.0,0,0.0,0.0,0.0
1,1.0,0.0,,14,54,19.714285714285715,1,14,14.0,0,0.0,0.0,0.0
13,1.0,0.0,,12,36,19.0,2,31,23.5,0,0.0,0.0,0.0
19,0.0,0.0,,21,34,11.523809523809524,1,17,17.0,1,7.0,4.477117743059004,19.767317787137742
22,0.0,0.0,,17,38,16.823529411764707,1,26,26.0,2,8.0,3.7143526588068427,19.67916952680666
24,1.0,0.0,,13,45,19.46153846153846,0,0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,4,163,81.5,0,0,0.0,1,7.0,4.710565898716458,18.306302981624157
17,1.0,0.0,,12,49,23.0,0,0,0.0,0,0.0,0.0,0.0
14,0.0,0.0,,10,40,22.6,1,122,122.0,0,0.0,0.0,0.0
15,1.0,0.0,,15,28,14.6,2,39,29.0,0,0.0,0.0,0.0
21,0.0,0.0,,5,79,61.6,1,28,28.0,2,8.25,5.94127892799815,21.573848268846874
6,0.0,0.0,,10,75,20.3,1,72,72.0,0,0.0,0.0,0.0
24,0.0,0.0,,18,42,14.444444444444445,0,0,0.0,0,0.0,0.0,0.0
4,0.0,0.0,,11,20,12.090909090909092,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,11,43,19.0,1,46,46.0,0,0.0,0.0,0.0
7,0.0,0.0,,9,82,32.111111111111114,2,29,25.0,1,9.0,4.0158585503654205,20.630492197951003
6,0.0,0.0,,12,44,22.666666666666668,2,18,17.0,1,10.5,2.1895456517579683,17.156604675508984
18,1.0,0.0,,12,24,13.416666666666666,0,0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,13,36,17.0,1,18,18.0,0,0.0,0.0,0.0
23,0.0,0.0,,12,23,12.0,0,0,0.0,0,0.0,0.0,0.0
24,1.0,0.0,,14,54,18.928571428571427,0,0,0.0,2,8.5,4.038349226010971,22.64120291365429
26,0.0,0.0,,15,36,16.266666666666666,1,20,20.0,1,9.0,3.0377942688802078,20.149784165000383
24,1.0,0.0,,13,54,20.153846153846153,0,0,0.0,2,8.5,4.038349226010971,22.64120291365429
14,0.0,0.0,,14,70,20.5,0,0,0.0,1,7.5,9.25896316858049,10.231483032142938
22,0.0,0.0,,2,258,154.5,0,0,0.0,2,8.75,2.696525173114779,8.877562586162915
4,0.0,0.0,,14,42,13.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,5,195,58.6,0,0,0.0,0,0.0,0.0,0.0
6,0.0,0.0,,12,75,19.083333333333332,1,72,72.0,0,0.0,0.0,0.0
24,1.0,0.0,,15,65,20.933333333333334,0,0,0.0,2,8.5,4.038349226010971,22.64120291365429
19,1.0,0.0,,8,53,19.875,1,12,12.0,1,9.0,3.599461962509589,22.010235137983813
14,0.0,0.0,,9,94,34.111111111111114,1,23,23.0,0,0.0,0.0,0.0
1,1.0,0.0,,12,39,13.916666666666666,1,99,99.0,0,0.0,0.0,0.0
9,1.0,0.0,,8,69,30.875,1,18,18.0,0,0.0,0.0,0.0
7,1.0,0.0,,12,66,21.166666666666668,2,89,56.5,2,12.25,2.67862456509712,21.6809723892947
12,1.0,0.0,,15,27,14.8,1,39,39.0,0,0.0,0.0,0.0
25,0.0,0.0,,14,36,15.642857142857142,1,252,252.0,0,0.0,0.0,0.0
17,1.0,0.0,,12,51,21.0,0,0,0.0,1,9.0,2.211532236902193,7.552429809911834
14,0.0,0.0,,8,70,38.125,0,0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,2,300,175.5,0,0,0.0,2,8.75,2.696525173114779,8.877562586162915
14,0.0,0.0,,8,125,35.125,2,21,18.5,0,0.0,0.0,0.0
7,1.0,0.0,,15,66,19.733333333333334,2,24,21.5,1,13.5,2.139050046771615,19.176734553225415
8,1.0,0.0,,9,65,28.555555555555557,1,67,67.0,0,0.0,0.0,0.0
26,0.0,0.0,,16,24,14.625,0,0,0.0,0,0.0,0.0,0.0
