participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,12,39,18.75,0,0,0.0,0,0.0,0.0,0.0
25,0.0,1.0,0.5,8,81,32.375,1,19,19.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,12,40,18.75,2,20,18.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,8,115,25.375,0,0,0.0,1,13.0,3.679839889594338,9.76685447545839
24,1.0,1.0,1.0,10,58,19.8,1,32,32.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,14,33,12.357142857142858,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,14,35,17.428571428571427,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,10,43,28.5,1,16,16.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,16,21,12.8125,0,0,0.0,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,13,33,17.307692307692307,0,0,0.0,1,8.0,3.1472864971168666,18.11620673981796
23,1.0,1.0,1.0,9,57,16.444444444444443,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,0.5,10,31,20.3,0,0,0.0,1,9.0,2.88468171291837,16.958821581270815
18,1.0,1.0,0.5,11,29,13.636363636363637,2,98,65.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,7,96,45.0,1,32,32.0,1,7.5,5.828131960499238,12.531041917748908
26,1.0,1.0,1.0,4,82,52.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,13,60,23.846153846153847,2,67,41.5,0,0.0,0.0,0.0
10,1.0,1.0,1.0,12,65,21.0,2,28,23.0,2,7.75,3.344945449993785,16.468283516943217
13,1.0,1.0,1.0,9,110,26.666666666666668,1,106,106.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,14,80,21.928571428571427,1,30,30.0,4,9.0,3.2719466215604243,16.95550995023824
24,0.0,1.0,0.5,16,36,15.9375,1,26,26.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,18,45,11.722222222222221,0,0,0.0,0,0.0,0.0,0.0
2,0.0,1.0,0.5,10,50,29.9,1,21,21.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,6,71,29.333333333333332,1,51,51.0,1,11.0,5.1206158379463425,16.38687969633731
9,0.0,1.0,0.5,16,29,13.0625,2,19,18.0,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,14,52,16.571428571428573,1,19,19.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,8,32,16.75,0,0,0.0,1,9.0,11.327779860392742,34.03407264199686
1,1.0,1.0,0.5,8,69,25.625,2,19,16.5,0,0.0,0.0,0.0
23,0.0,1.0,0.5,14,33,17.785714285714285,0,0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,7,96,28.428571428571427,1,264,264.0,0,0.0,0.0,0.0
