participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,0.24125003814697266,62.094277143478394,0.0016427223024977932,-0.2216258943080902,-0.2216258943080902,-0.186465322971344,205,0,0,0.0,5,23.6,26.69201951907497,136.1806697201323,0,0.0,0.0,0.0
25,0.0,1.0,0.5,0.7056049644947056,0.0852499008178711,0.0010506974687788527,0.3558353679854663,0.3558353679854663,0.3530703391717828,111,1,19,19.0,4,29.5,19.692390373984832,115.22618785588459,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0.7406497001647949,2.742150068283081,0.0011232257680995298,0.31736173215700464,0.31736173215700464,0.3194379105577805,289,2,20,10.5,3,30.0,30.66416280933255,230.28914135089644,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0.21484994888305664,112.56439936161041,-0.009048488857668796,-1.0633324715269714,-1.0633324715269714,-1.0526099059532528,93,1,36,36.0,5,23.2,23.0889923635076,146.18986860194155,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0.15485000610351562,184.8750970363617,-0.0063241438353309,-1.473517894744873,-1.473517894744873,-1.429123878479004,59,0,0,0.0,3,51.0,31.107209393185922,200.49854487799203,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0.5935499668121338,3.812303304672241,0.0010127946745629103,0.14221815764904022,0.14221815764904022,0.13846080005168915,244,0,0,0.0,7,18.714285714285715,28.0448568153929,155.25246265422578,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.29690003395080566,229.35569036006927,-0.003613271765983893,-0.7603745367012772,-0.7603745367012772,-0.7368722521345142,75,1,63,63.0,4,17.25,11.048316225800946,64.51387626443048,0,0.0,0.0,0.0
6,1.0,1.0,0.5,0.06410026550292969,253.86643373966217,-0.007337497273940792,-1.2055241049838668,-1.2055241049838668,-1.1873057001333924,23,1,86,86.0,4,12.25,16.091241577625844,58.64033855259558,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0.6160502433776855,0.06215023994445801,0.0008068938865933287,0.280738890171051,0.280738890171051,0.28401726484298706,315,0,0,0.0,5,25.2,22.48668764023767,121.02521552831395,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,1.0814497470855713,0.0,0.001212174092707535,0.5066782832145691,0.5066782832145691,0.5038304328918457,256,0,0,0.0,5,23.0,24.645277317702618,177.33205454915066,1,8.0,3.1472864971168666,18.11620673981796
23,1.0,1.0,1.0,0.08715009689331055,195.2718105316162,-0.007706492475006794,-0.9986398816108704,-0.9986398816108704,-0.9889370203018188,73,0,0,0.0,7,23.857142857142858,27.960316419399785,192.486065434687,0,0.0,0.0,0.0
16,1.0,1.0,0.5,0.66444993019104,0.14855027198791504,0.0009838534590419865,0.31890133023262024,0.31890133023262024,0.30158254504203796,300,0,0,0.0,4,21.75,25.97596670687032,111.38087101284003,0,0.0,0.0,0.0
18,1.0,1.0,0.5,1.5430558288798615,0.012749910354614258,-6.167445095295803e-05,0.37184189564707565,0.37184189564707565,0.3829629527239637,119,2,33,24.5,3,49.666666666666664,38.605251130146506,342.3171921511196,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0.21754980087280273,127.63440179824829,-0.005335711173994368,-0.4681535065174103,-0.4681535065174103,-0.4560086131095886,188,0,0,0.0,1,138.0,30.120913360590077,223.20131871911784,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1.0196499824523926,13.065805315971375,0.0035798991357369548,0.3533888828186762,0.3533888828186762,0.35051042131145893,248,1,67,67.0,2,11.5,8.810293695663766,20.32509877044865,0,0.0,0.0,0.0
10,1.0,1.0,1.0,0.5816502571105957,70.18780159950256,-0.0044438048689880135,-0.18828054436114655,-0.18828054436114655,-0.19530653131419215,108,1,28,28.0,4,16.0,19.38945125347809,92.72253463869198,3,9.166666666666666,3.3510058581545272,15.868180772618063
13,1.0,1.0,1.0,0.19091665117364176,91.68198323249817,-0.006667508812540972,-0.6053368604483724,-0.6053368604483724,-0.5899964686480302,168,1,10,10.0,3,27.0,21.03735054269887,146.59676927780276,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0.28584980964660645,114.43770384788513,-0.007304847485589947,-0.6687988623851487,-0.6687988623851487,-0.6598111612808487,54,1,30,30.0,2,8.5,13.875180958230814,75.71823649809988,3,8.666666666666666,3.373211248441906,15.871555875669927
24,0.0,1.0,0.5,0.40240001678466797,5.821800231933594,-0.004178295338795565,-0.2349939306243127,-0.2349939306243127,-0.23591978686525544,184,2,26,25.5,4,20.75,9.890575686314131,74.64127254244622,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0.20925045013427734,53.5848433971405,0.0017504103848252379,-0.25408899784088135,-0.25408899784088135,-0.23525618016719818,289,0,0,0.0,6,25.5,28.18499115086216,145.13284855261028,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0.034600019454956055,6.563899993896484,-0.013203952685155047,-1.6521975494900338,-1.6521975494900338,-1.6689729151022203,36,1,47,47.0,5,24.8,13.32797183095173,154.01273238321227,2,9.5,4.414586548978747,14.8594579039497
9,0.0,1.0,0.5,0.3150501251220703,294.20545452833176,-0.008759572528016112,-1.2809415119034904,-1.2809415119034904,-1.2614120636653006,61,2,19,18.0,6,11.166666666666666,18.726644169948575,110.215413353053,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,0.14514994621276855,97.38605093955994,-0.0055603852644423085,-0.6455345000205588,-0.6455345000205588,-0.6419575481819267,156,1,126,126.0,4,26.75,21.66110151289061,145.98132517897812,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0.042799949645996094,414.43726897239685,-0.003019678074283844,-1.6030253171920776,-1.6030253171920776,-1.5857892036437988,13,0,0,0.0,6,35.0,26.89817064405298,170.9064757999678,1,9.0,11.327779860392742,34.03407264199686
