participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,0.16314983367919922,3.433302879333496,-0.0006213134898881295,-0.01970388926565647,-0.01970388926565647,-0.02505624294281006,25,0,0,0.0,1,31.0,20.527628854469416,62.233606369220944,0,0.0,0.0,0.0
23,0.0,0.0,,0.08875012397766113,3.789750337600708,-0.0014284414471324525,-0.10636493283459264,-0.10636493283459264,-0.10966126180507918,79,1,47,47.0,3,22.666666666666668,15.32618861035896,93.73265316331452,0,0.0,0.0,0.0
19,1.0,0.0,,0.17494964599609375,0.05390024185180664,0.0012712463667085138,0.0982600674033165,0.0982600674033165,0.09128743410110474,106,0,0,0.0,1,116.0,3.4778268248378947,16.057031304571904,0,0.0,0.0,0.0
7,1.0,0.0,,0.01335000991821289,1.0021733412375813,-0.001152255464059997,-0.09470308845878671,-0.09470308845878671,-0.10032427530224908,58,1,22,22.0,1,11.0,3.1578284846747837,12.307561959662925,0,0.0,0.0,0.0
3,1.0,0.0,,0.3993499279022217,0.19415020942687988,2.439284067751755e-06,0.12064612319326809,0.12064612319326809,0.11937489733099937,48,1,7,7.0,3,14.0,17.75524236865537,73.74431147459565,1,7.5,5.2194908011585825,8.028247937431214
13,1.0,0.0,,0.6575180721282958,0.2443990707397461,0.0005178343432892167,0.22120399760384846,0.22120399760384846,0.2639525888079688,48,1,24,24.0,1,85.0,22.61266450408739,286.4019732243697,0,0.0,0.0,0.0
18,1.0,0.0,,0.1506500244140625,10.774149894714355,-0.018978205333000216,-0.5534034371376038,-0.5534034371376038,-0.5631812810897827,38,0,0,0.0,2,8.0,26.28181794268246,71.33231888967605,0,0.0,0.0,0.0
9,1.0,0.0,,0.3289499282836914,0.5533517588033767,0.0018762743391411347,0.16656538869580653,0.16656538869580653,0.15320406720365165,75,1,16,16.0,1,19.0,22.0369851155269,279.3307720895223,1,7.0,3.8174901920559474,18.586122795807242
19,0.0,0.0,,0.41519999504089355,0.0,-0.00041707461725886763,0.1997726197935577,0.1997726197935577,0.20098543951385894,43,1,18,18.0,3,30.333333333333332,23.545983222989303,204.10778933088764,0,0.0,0.0,0.0
1,1.0,0.0,,0.4211997985839844,3.3177499771118164,-0.010489240050315264,-0.059622279599181614,-0.059622279599181614,-0.15590942395039092,44,1,14,14.0,1,14.0,2.985874072961648,38.81636294850126,0,0.0,0.0,0.0
24,1.0,0.0,,0.0,15.993350982666016,-0.018293856123850066,-1.6459633111953735,-1.6459633111953735,-1.574049949645996,0,0,0,0.0,1,17.0,19.78200779988002,58.89350666459325,0,0.0,0.0,0.0
14,0.0,0.0,,0.2151501178741455,10.75419819355011,-0.0001907152127177973,-0.09680296722640339,-0.09680296722640339,-0.08573437482118607,50,1,23,23.0,3,11.0,20.8593440039805,104.98185230766317,0,0.0,0.0,0.0
22,0.0,0.0,,0.20059967041015625,0.1347501277923584,0.001594173145232735,0.0970849096775055,0.0970849096775055,0.10715615749359131,95,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.10750007629394531,6.019899368286133,-0.013307654935704193,-0.33831140398979187,-0.33831140398979187,-0.3289748430252075,57,0,0,0.0,1,10.0,27.21828510840537,86.46591414305419,0,0.0,0.0,0.0
16,1.0,0.0,,0.2793998718261719,0.11085009574890137,0.0015975121719044103,0.1491055190563202,0.1491055190563202,0.13361871242523193,22,0,0,0.0,1,98.0,22.630951801836254,57.65848004834243,0,0.0,0.0,0.0
22,0.0,0.0,,0.02084970474243164,1.9251999855041504,-0.018161207899764113,-1.243617296218872,-1.243617296218872,-1.1828501224517822,3,0,0,0.0,1,49.0,7.3904838913981585,26.15730998930481,0,0.0,0.0,0.0
3,1.0,0.0,,0.11895012855529785,3.0675997734069824,-0.018860866821275458,-0.41908274756537545,-0.41908274756537545,-0.4561437291758401,47,1,34,34.0,1,14.0,4.541934445371167,59.045147789824746,1,8.5,3.6970694916965963,13.941160554658278
12,1.0,0.0,,0.05820012092590332,22.165892839431763,-0.0024249935252332513,-0.19241447746753693,-0.19241447746753693,-0.1593811810016632,7,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,0.0,0.0,,0.05619978904724121,11.121201038360596,-0.00508411126537735,-0.4277513027191162,-0.4277513027191162,-0.39330002665519714,2,0,0,0.0,2,12.0,22.608285326911705,67.98269249711214,0,0.0,0.0,0.0
9,0.0,0.0,,0.11374998092651367,7.945131063461305,-0.002798402735847874,-0.14045767702608028,-0.14045767702608028,-0.12838154318539996,14,1,22,22.0,1,19.0,0.5286273514901115,9.515292326821184,0,0.0,0.0,0.0
21,1.0,0.0,,0.5585503578186035,0.7591953277587891,0.005896738195114183,0.26486340165138245,0.26486340165138245,0.2613813877105713,114,0,0,0.0,2,10.0,24.25616692267875,109.8742640970448,0,0.0,0.0,0.0
5,0.0,0.0,,0.2326498031616211,3.928802013397217,0.0009569548487236301,-0.011720530688762665,-0.011720530688762665,-0.07210004329681396,108,0,0,0.0,2,21.5,26.38667015486756,120.1826669469319,0,0.0,0.0,0.0
7,0.0,0.0,,0.297149658203125,2.6332039833068848,-0.0013570855837880572,0.0537857711315155,0.0537857711315155,0.05815619230270386,111,0,0,0.0,2,9.0,29.17115176844262,95.69980913848127,0,0.0,0.0,0.0
24,0.0,0.0,,0.2782001495361328,2.171943426132202,0.0025682937386284983,0.03292109817266464,0.03292109817266464,0.02696266770362854,98,0,0,0.0,1,7.0,37.58594082810963,201.25458619363144,0,0.0,0.0,0.0
12,1.0,0.0,,0.13829994201660156,2.601200580596924,-0.0008477735442412363,-0.04192121365131477,-0.04192121365131477,-0.030489866347873984,91,1,33,33.0,2,11.5,1.8162068071406132,14.479236624749436,0,0.0,0.0,0.0
3,1.0,0.0,,0.7030496597290039,0.08740234375,0.006436683324531351,0.3211263418197632,0.3211263418197632,0.309856116771698,92,0,0,0.0,2,6.5,13.34154505198105,52.53345031057685,0,0.0,0.0,0.0
15,0.0,0.0,,0.06399989128112793,0.653900146484375,-0.0020150598607425844,-0.10728728669321436,-0.10728728669321436,-0.11210651640538816,10,1,28,28.0,2,12.0,9.35107848138395,48.12539193796112,0,0.0,0.0,0.0
