participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.5779500007629395,13.637352585792542,0.002262718040854825,0.031733195741468344,0.031733195741468344,-0.006021844002238493,206,1,18,18.0,3,39.333333333333336,32.4403455965972,254.31085874702458,0,0.0,0.0,0.0
25,0.0,0.0,,0.5051001310348511,0.09075009822845459,0.001263199312514177,0.2851068998690899,0.2851068998690899,0.2866818110148112,160,1,42,42.0,2,17.5,2.438015717466989,29.816677192523336,0,0.0,0.0,0.0
22,0.0,0.0,,0.2742999792098999,0.46619999408721924,-0.0008607885930197018,0.07135391084453728,0.07135391084453728,0.0709573443394279,60,1,27,27.0,1,12.0,15.768817157755675,88.12168636944571,0,0.0,0.0,0.0
19,0.0,0.0,,0.0,87.59583735466003,-0.0002568284356221988,-0.49952671799478654,-0.49952671799478654,-0.5142783081322385,0,1,18,18.0,3,49.0,27.930128928319245,240.2313646760975,0,0.0,0.0,0.0
23,0.0,0.0,,0.04375028610229492,80.0865969657898,-0.012434477942000375,-0.870962917804718,-0.870962917804718,-0.8226931691169739,8,0,0,0.0,1,104.0,33.84047189768523,263.98681298279473,0,0.0,0.0,0.0
23,0.0,0.0,,0.17479991912841797,10.11739730834961,-0.0019917862712067287,-0.19055394935205516,-0.19055394935205516,-0.17972848538687589,21,1,46,46.0,4,15.25,21.324975393482205,109.4894294705329,0,0.0,0.0,0.0
5,0.0,0.0,,0.7997000217437744,6.412149786949158,-0.001012977672301658,0.12534080452053858,0.12534080452053858,0.12824785601009017,117,1,73,73.0,4,10.0,4.269661271515951,29.853266106772153,0,0.0,0.0,0.0
15,1.0,0.0,,0.6521997451782227,0.03940010070800781,0.0007731739170574825,0.25910863280296326,0.25910863280296326,0.2706398367881775,174,0,0,0.0,2,17.5,24.767275771516978,117.0032149944723,1,9.0,3.7403221909139535,22.61579052256323
15,0.0,0.0,,0.6452498435974121,32.750460386276245,-0.004291235612157152,-0.22478479146957397,-0.22478479146957397,-0.2258501499891281,44,0,0,0.0,5,13.8,14.23270384304244,80.67445460316677,0,0.0,0.0,0.0
10,1.0,0.0,,0.5404000282287598,3.4332944754231187,-0.00102585812779853,-0.16653116141693503,-0.16653116141693503,-0.16384638799683623,236,1,170,170.0,5,14.6,0.8806445478216804,11.97676585037442,0,0.0,0.0,0.0
17,1.0,0.0,,0.18415021896362305,5.291098594665527,-0.0006528622639099731,-0.02209593541920185,-0.02209593541920185,-0.010319964028894901,162,0,0,0.0,2,6.5,28.978893743669964,84.82710329964908,0,0.0,0.0,0.0
14,0.0,0.0,,0.5651006698608398,0.02879953384399414,0.0011232095546867907,0.22315895557403564,0.22315895557403564,0.20156027376651764,203,0,0,0.0,3,10.333333333333334,16.60116405006793,100.46048458670606,1,7.0,2.919447984136573,10.722008364503797
25,0.0,0.0,,0.42180001735687256,32.09084791352875,0.00175059724573715,-0.1355161553696741,-0.1355161553696741,-0.12283322911513478,220,1,18,18.0,3,39.333333333333336,34.16769819430188,256.319749754552,0,0.0,0.0,0.0
26,0.0,0.0,,0.04550027847290039,31.377305269241333,0.0017013164408049503,-0.189761221408844,-0.189761221408844,-0.20094339549541473,150,0,0,0.0,1,46.0,26.74866818633288,149.56425352430824,0,0.0,0.0,0.0
9,0.0,0.0,,0.8299500942230225,0.012099981307983398,0.0020389742579442057,0.45944303601099973,0.45944303601099973,0.41656406105889215,183,1,23,23.0,4,12.75,24.38567989934895,193.6819747566943,0,0.0,0.0,0.0
23,0.0,0.0,,0.189849853515625,0.1963491439819336,0.00040881185501062683,0.11218235641717911,0.11218235641717911,0.11351349949836731,151,0,0,0.0,1,59.0,5.204740625407418,25.907001351020345,1,9.5,2.0730078361601163,12.223109065474809
17,1.0,0.0,,0.20529937744140625,1.5109002590179443,-0.006269376986513684,-0.24596291780471802,-0.24596291780471802,-0.2164335399866104,137,0,0,0.0,2,28.0,34.31792885102691,257.5779791739389,1,10.5,7.91859150945475,34.11428498737356
1,1.0,0.0,,0.3171498775482178,22.79240310192108,-0.003386765857246975,-0.42352635397689753,-0.42352635397689753,-0.3926553372542063,17,1,14,14.0,4,20.5,16.50536055023197,118.47503111478179,0,0.0,0.0,0.0
23,0.0,0.0,,0.36675024032592773,5.59679651260376,0.0003149727295800083,0.047383394092321396,0.047383394092321396,0.041273389011621475,151,0,0,0.0,4,27.75,25.71145266205368,136.01408254781023,0,0.0,0.0,0.0
4,0.0,0.0,,0.5713000297546387,7.922499656677246,0.0030956048353472146,0.09489809721708298,0.09489809721708298,0.09341001510620117,209,0,0,0.0,5,9.8,21.578969017855602,88.04478737650244,0,0.0,0.0,0.0
1,1.0,0.0,,0.30200016498565674,0.5425487756729126,0.00064995664553895,0.10305197832453603,0.10305197832453603,0.0870515609398866,185,1,14,14.0,3,25.0,6.809273454709589,49.9861478034366,0,0.0,0.0,0.0
5,0.0,0.0,,0.37615013122558594,3.2452621459960938,3.662924691841694e-05,0.019717292860150337,0.019717292860150337,0.07152652740478516,161,0,0,0.0,2,30.5,32.554683468891795,219.23482859421466,2,7.0,3.714099074212742,16.988381955043295
4,0.0,0.0,,0.5694999694824219,0.20199990272521973,7.884655423571419e-05,0.19300507009029388,0.19300507009029388,0.19807665050029755,64,0,0,0.0,3,30.666666666666668,25.75190313637259,191.06106181189602,0,0.0,0.0,0.0
5,0.0,0.0,,0.7278816049749199,17.72945261001587,0.002216201328021715,-0.039548968967003155,-0.039548968967003155,-0.05138823301821892,232,1,16,16.0,4,8.75,17.251381545476903,86.69937598061004,0,0.0,0.0,0.0
9,0.0,0.0,,0.20280003547668457,5.083849906921387,-0.01368341863529368,-0.5420677309800803,-0.5420677309800803,-0.43314124266306553,82,0,0,0.0,1,13.0,56.61925646458582,679.4310775750295,1,8.5,7.322254683999944,28.529691360043586
25,0.0,0.0,,0.5063231312311611,0.22459983825683594,0.0013809887146203654,0.20761482952013297,0.20761482952013297,0.1983833909034729,172,1,23,23.0,3,32.333333333333336,16.59125489891746,109.80383008755702,0,0.0,0.0,0.0
14,0.0,0.0,,0.266049861907959,1.7721999883651733,-0.006449415138468059,-0.275579754813311,-0.275579754813311,-0.22522262188426237,163,1,18,18.0,2,24.5,9.785833531062373,34.75961550121623,1,10.5,7.269451842064805,11.405481248120822
14,0.0,0.0,,0.4008502960205078,0.3160433769226074,0.0015516226597522816,0.12192545086145401,0.12192545086145401,0.11568034440279007,184,0,0,0.0,1,60.0,15.83201366916422,34.585337424743514,0,0.0,0.0,0.0
4,0.0,0.0,,0.872499942779541,9.140977008398188,0.0016760360937798425,0.2378163463455715,0.2378163463455715,0.2045993531027506,235,1,85,85.0,2,14.5,7.382331691012349,20.73497876586364,0,0.0,0.0,0.0
10,1.0,0.0,,0.02109980583190918,1.4778501987457275,-0.002402044597808428,-0.8753152446907784,-0.8753152446907784,-0.8308410506021409,1,1,13,13.0,3,13.333333333333334,24.220005117302534,118.0738451498047,0,0.0,0.0,0.0
4,0.0,0.0,,0.627849817276001,1.3039038181304932,0.002104285182398447,0.15878485143184662,0.15878485143184662,0.10641319304704666,236,0,0,0.0,6,11.833333333333334,18.178846459132725,71.44277509836785,1,7.0,5.179923775847962,27.201356791673298
16,1.0,0.0,,0.1916499137878418,101.79289901256561,-0.014072161176378618,-1.595790683468686,-1.595790683468686,-1.5185263785401721,24,1,16,16.0,3,18.0,6.919498843452295,23.098284118790833,0,0.0,0.0,0.0
17,1.0,0.0,,0.09659981727600098,11.638753652572632,9.105234911641513e-05,-0.11186777055263519,-0.11186777055263519,-0.11228335648775101,231,0,0,0.0,1,30.0,17.698662298835654,46.70584531237788,2,7.5,4.17037705983323,16.300894253577333
24,1.0,0.0,,0.16054964065551758,1.158601999282837,-0.00019356002795306368,0.005748158320784569,0.005748158320784569,0.018719863146543503,115,0,0,0.0,2,25.5,27.81610135099976,170.6591894842249,0,0.0,0.0,0.0
18,1.0,0.0,,0.1134498119354248,2.7404000759124756,-0.0016116981897001325,-0.17633992106602664,-0.17633992106602664,-0.13006002108256023,7,1,9,9.0,2,53.5,16.61752922915048,165.25610949930058,0,0.0,0.0,0.0
18,1.0,0.0,,0.4937000274658203,10.190507888793945,-0.001496538392884263,-0.0611009959933124,-0.0611009959933124,-0.06316608411294442,12,1,8,8.0,4,26.5,33.981847790227995,223.069423360425,0,0.0,0.0,0.0
9,1.0,0.0,,0.32144999504089355,15.594440698623657,-0.0016501319588329265,-0.07015580014337468,-0.07015580014337468,-0.08892948794783209,83,1,18,18.0,5,13.6,19.74064925904281,93.7555755101674,0,0.0,0.0,0.0
18,1.0,0.0,,0.8304004669189453,5.113439559936523,0.0032656883028061856,0.22739222645759583,0.22739222645759583,0.22738689184188843,234,0,0,0.0,5,19.2,20.47976838213939,93.57103450556471,0,0.0,0.0,0.0
12,0.0,0.0,,0.24804997444152832,27.06327676773071,-0.0017587591547193473,-0.1291908352686886,-0.1291908352686886,-0.1186843136378697,43,1,33,33.0,3,31.666666666666668,34.1686048764248,186.9018390058511,0,0.0,0.0,0.0
13,0.0,0.0,,0.5778553967524056,9.002601861953735,-0.0006132494356705167,0.0807754631283917,0.0807754631283917,0.08428661317536322,106,0,0,0.0,3,26.0,35.117889936981406,187.93512048484595,0,0.0,0.0,0.0
12,1.0,0.0,,0.1535499095916748,2.9326006174087524,-0.002481611814129989,-0.3296380317160852,-0.3296380317160852,-0.3232101698475167,70,1,38,38.0,4,11.5,11.096242613740086,54.27305349251347,0,0.0,0.0,0.0
14,0.0,0.0,,0.15539979934692383,1.589900016784668,-0.0007432619494788721,-0.025509079918265343,-0.025509079918265343,-0.023516623303294182,42,0,0,0.0,1,9.0,3.741451310720616,7.482902621441232,0,0.0,0.0,0.0
26,0.0,0.0,,0.07160007953643799,8.527449131011963,-0.002076939509251786,-0.18206745486722214,-0.18206745486722214,-0.15626995317519657,2,1,20,20.0,2,20.0,13.880291815878806,92.57236662000724,0,0.0,0.0,0.0
25,0.0,0.0,,0.756850004196167,0.044950008392333984,0.001284262061562037,0.28374543597426594,0.28374543597426594,0.2600624759155407,134,1,18,18.0,2,52.0,18.08618201808124,199.88273779715362,0,0.0,0.0,0.0
24,1.0,0.0,,0.31149959564208984,0.032900333404541016,-6.1309773115586155e-06,0.15606793761253357,0.15606793761253357,0.15704645216464996,125,0,0,0.0,2,20.5,27.81610135099976,170.6591894842249,0,0.0,0.0,0.0
1,1.0,0.0,,0.20764994621276855,56.96974539756775,-0.006453011983405427,-0.7403750238539297,-0.7403750238539297,-0.6967794033519008,5,1,18,18.0,2,13.0,6.435920446139962,27.962716815709527,1,10.0,3.0142293244898406,19.651699212562725
7,1.0,0.0,,0.350100040435791,6.028949975967407,-0.0026979602106061654,-0.03649006915997855,-0.03649006915997855,0.09542520395914712,138,1,24,24.0,1,9.0,0.9758855025840552,7.807084020672413,1,13.5,2.139050046771615,19.176734553225415
6,0.0,0.0,,0.25204992294311523,21.15730381011963,-0.0020984930297226994,-0.1449403464794159,-0.1449403464794159,-0.13920998573303223,15,0,0,0.0,2,25.5,30.31564638955826,205.42320670478324,0,0.0,0.0,0.0
19,1.0,0.0,,0.10559964179992676,9.64225172996521,-0.002077397279000266,-0.7194720189782637,-0.7194720189782637,-0.6773909356170918,10,1,10,10.0,2,33.5,23.824008634372355,180.32665377312424,0,0.0,0.0,0.0
15,1.0,0.0,,0.4576500654220581,1.1679993867874146,-0.000911426335090317,0.2151198920318346,0.2151198920318346,0.2186526003338042,120,1,20,20.0,4,22.5,26.613513391714857,117.20982651752958,0,0.0,0.0,0.0
13,1.0,0.0,,0.8170112272652474,0.037600040435791016,0.0028683761691184165,0.5304033384041444,0.5304033384041444,0.5151762473210006,213,0,0,0.0,2,38.5,16.300982563666444,40.72522806238919,0,0.0,0.0,0.0
7,1.0,0.0,,0.1580500602722168,0.22114968299865723,0.00020480439923330443,-0.013815744013725964,-0.013815744013725964,-0.005273509192332604,208,1,140,140.0,3,17.666666666666668,7.741143868051032,20.675559535559255,0,0.0,0.0,0.0
19,0.0,0.0,,0.05424976348876953,170.01166486740115,-0.004319380674840706,-1.1603878761645612,-1.1603878761645612,-1.1337349975318238,5,1,18,18.0,3,38.333333333333336,28.59088234851816,230.76989039885154,2,8.25,3.411943296639702,20.824978803018855
13,0.0,0.0,,0.23888863050020603,1.35019951233497,-0.0001869403754933505,-0.01492773329658347,-0.01492773329658347,-0.007444781278952621,226,1,24,24.0,2,19.0,19.86141755885822,150.28228345868365,0,0.0,0.0,0.0
19,1.0,0.0,,1.815150260925293,0.8916988372802734,0.006818637323719011,0.7928470373153687,0.7928470373153687,0.7430267333984375,230,0,0,0.0,6,22.666666666666668,20.041882319506303,145.71965734983021,0,0.0,0.0,0.0
15,1.0,0.0,,0.5472993850708008,2.211357593536377,0.00233604506559566,0.16886627674102783,0.16886627674102783,0.1568862944841385,234,0,0,0.0,3,15.666666666666666,9.16261008983909,62.88064221336483,0,0.0,0.0,0.0
19,0.0,0.0,,0.25225019454956055,20.65044665336609,0.0002961721198813651,-0.07111368702433783,-0.07111368702433783,-0.06119664510091146,236,1,78,78.0,3,37.666666666666664,9.09956627155627,33.12758276492726,1,9.0,4.645869617458768,24.311980363067214
22,0.0,0.0,,0.27049994468688965,2.992900013923645,-0.006881993605144329,-0.3139402614867134,-0.3139402614867134,-0.27666437369520946,128,1,30,30.0,1,17.0,23.992126904358763,80.17612070817907,0,0.0,0.0,0.0
23,0.0,0.0,,0.3410501480102539,2.9863076210021973,0.0012425915348920741,0.05862627923488617,0.05862627923488617,0.03867654874920845,235,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,0.0,0.0,,0.3588998317718506,1.6641806030273436,0.0012533510477084656,0.13865584864395078,0.13865584864395078,0.12662924056019892,133,2,26,24.0,1,32.0,3.1734102313275248,19.35614577956036,0,0.0,0.0,0.0
9,0.0,0.0,,0.19665002822875977,184.1223087310791,-0.011201205728865854,-1.4183857440948486,-1.4183857440948486,-1.3601800203323364,37,0,0,0.0,3,9.666666666666666,11.437823139279446,59.98893703233235,0,0.0,0.0,0.0
26,0.0,0.0,,0.21679973602294922,0.5596504211425781,0.0006100508259735787,0.07284622639417648,0.07284622639417648,0.0787031501531601,135,0,0,0.0,0,0.0,0.0,0.0,1,11.0,8.047901488316553,30.61681245676433
24,1.0,0.0,,0.3074498176574707,4.701507806777954,0.0010142785820726622,0.01065621618181467,0.01065621618181467,0.007706562522798777,203,0,0,0.0,3,24.333333333333332,27.220491356897057,135.21993010614435,0,0.0,0.0,0.0
7,1.0,0.0,,0.4123497009277344,28.864725589752197,0.005210983459382338,-0.08066465705633163,-0.08066465705633163,-0.08682361990213394,209,0,0,0.0,2,22.5,21.163316935108103,99.13916860111694,0,0.0,0.0,0.0
22,0.0,0.0,,0.709399938583374,0.044299960136413574,0.001396459782040111,0.27466203492402025,0.27466203492402025,0.2565758174465549,216,1,30,30.0,3,19.666666666666668,19.804735757938943,97.35785589490986,0,0.0,0.0,0.0
13,0.0,0.0,,0.19865036010742188,141.89178943634033,-0.007662459758292186,-0.7243795394897461,-0.7243795394897461,-0.7038432955741882,54,0,0,0.0,2,10.0,7.651690899831164,24.94144531140311,0,0.0,0.0,0.0
3,1.0,0.0,,0.21724987030029297,0.5988998413085938,0.0007116569709506511,-0.008138841214562275,-0.008138841214562275,0.008987844576601074,198,1,121,121.0,2,15.5,3.6730865152060925,15.247965794347834,1,7.5,4.834133612956673,9.42000986835687
