participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,0.16210007667541504,247.52260518074036,-0.008408713510165141,-1.1424100502532404,-1.1424100502532404,-1.1252428151175211,126,1,26,26.0,4,10.0,13.190644429762948,55.631308080384116,0,0.0,0.0,0.0
17,1.0,0.0,,0.24534988403320312,88.27509701251984,-0.004952381657742014,-0.38303238771208864,-0.38303238771208864,-0.37528760565651786,189,1,15,15.0,4,25.5,22.799866250436896,159.62791138358887,1,10.5,7.91859150945475,34.11428498737356
19,1.0,0.0,,2.0194501876831055,3.0012474060058594,0.005140185679286088,0.9347148537635803,0.9347148537635803,0.9050023555755615,281,0,0,0.0,8,23.0,18.584215169518288,146.18995857835358,0,0.0,0.0,0.0
19,1.0,0.0,,0.45460009574890137,76.72126019001007,0.0025276190589407204,-0.43942964577875215,-0.43942964577875215,-0.41757190409807604,336,1,86,86.0,4,54.25,19.10486909027986,238.61691069988973,0,0.0,0.0,0.0
17,1.0,0.0,,0.3740997314453125,33.82165277004242,-0.003725776582865456,-0.11607161723599047,-0.11607161723599047,-0.12914016367732611,231,1,15,15.0,3,33.0,28.141384446006143,185.76028888868836,1,10.5,7.91859150945475,34.11428498737356
8,1.0,0.0,,0.36645007133483887,51.369757652282715,0.0005396841555677917,-0.154325932264328,-0.154325932264328,-0.12318483740091324,356,0,0,0.0,3,28.0,28.333053578704604,192.834590892224,0,0.0,0.0,0.0
14,0.0,0.0,,0.23874998092651367,12.429864244291897,0.0003621397108516914,0.007992027186546003,0.007992027186546003,0.007438710659507355,187,1,122,122.0,4,20.0,3.8876250078795858,13.541685408754738,0,0.0,0.0,0.0
23,0.0,0.0,,1.1657497882843018,0.01654982566833496,0.0020931602969800774,0.792366087436676,0.792366087436676,0.7752826809883118,355,0,0,0.0,7,27.857142857142858,21.070576848156673,140.58114546360105,0,0.0,0.0,0.0
23,0.0,0.0,,0.40400028228759766,13.885639190673828,0.0008799916095800557,0.0013230695622041821,0.0013230695622041821,-0.0016346703050658107,342,0,0,0.0,4,23.25,25.88802417659027,119.53908527882825,1,10.0,2.5071485016493233,20.950700766918622
16,0.0,0.0,,0.0,292.3964343070984,0.0001958649118343295,-1.0381739316534262,-1.0381739316534262,-1.0088514459781344,0,1,36,36.0,5,29.6,18.36009554130694,134.79097304833343,0,0.0,0.0,0.0
