participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
22,1.0,1.0,1.0,0.04415011405944824,231.0230497121811,-0.006790831532697469,-1.1470630923573042,-1.1470630923573042,-1.1270485775542627,37,14,80,21.928571428571427,3,8.666666666666666,18.596181648921387,88.5912195088248,4,9.0,3.2719466215604243,16.95550995023824
24,0.0,1.0,0.5,0.3303501605987549,42.696149826049805,-0.007765092555250052,-0.6437143878776486,-0.6437143878776486,-0.6309270064036051,124,16,36,15.9375,4,20.5,8.47317448433668,50.138301418344085,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0.9147500991821289,8.03714394569397,0.0026513319788075166,0.430548757314682,0.430548757314682,0.4258197247982025,353,18,45,11.722222222222221,8,15.125,26.222112396347093,120.59959425550915,0,0.0,0.0,0.0
2,0.0,1.0,0.5,0.7094498872756958,3.355950713157654,0.0018964192680898232,0.2700863156665941,0.2700863156665941,0.25586458548255586,274,10,50,29.9,2,14.5,3.116994738800873,11.642520893767461,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0.020600318908691406,351.4644708633423,-0.004742050957207674,-1.6008912905925463,-1.6008912905925463,-1.580222154822191,51,6,71,29.333333333333332,6,29.0,17.486492269070865,155.13593100545083,1,11.0,5.1206158379463425,16.38687969633731
9,0.0,1.0,0.5,0.007799863815307617,461.29779702425003,-0.005390602953971057,-1.9032982155388476,-1.9032982155388476,-1.8617650668300598,1,16,29,13.0625,6,20.5,21.555961240522873,130.82517123024408,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,0.11929988861083984,192.34771728515625,-0.005001543421206457,-0.9828912924651673,-0.9828912924651673,-0.947327599318131,72,14,52,16.571428571428573,4,25.0,22.280761564063443,152.6324196331755,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0.0,119.95688509941101,0.00047417239545391487,-0.4256078004837036,-0.4256078004837036,-0.4124976396560669,0,8,32,16.75,6,35.666666666666664,31.237349485065852,181.79508377233404,1,9.0,11.327779860392742,34.03407264199686
1,1.0,1.0,0.5,0.44579994678497314,26.077945232391357,0.0006670523496399343,-0.05900830497928694,-0.05900830497928694,-0.059851746109948645,187,8,69,25.625,4,35.0,17.0713681707362,161.3673382489578,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0.10210013389587402,24.992855072021484,0.00020593471842018205,-0.2170906662940979,-0.2170906662940979,-0.20545873045921326,4,14,33,17.785714285714285,7,11.571428571428571,19.47297082059684,110.3669698674061,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0.6086997985839844,0.3336005210876465,0.001218536264984782,0.16659030961055385,0.16659030961055385,0.15529371188116303,300,7,96,28.428571428571427,5,29.2,6.256116167153572,36.75053320250123,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0.0,87.56311416625977,0.000774844830579012,-0.29911965131759644,-0.29911965131759644,-0.28024786710739136,0,15,23,10.666666666666666,8,22.625,28.297704608891674,140.5663826833329,2,10.0,3.1719503108337257,21.88785288712458
21,1.0,1.0,1.0,0.5427498817443848,0.05325007438659668,0.0009728946035570305,0.2518283566173051,0.2518283566173051,0.2613860113465268,347,12,38,19.083333333333332,4,27.0,19.748595032427076,174.75258727945825,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0.2555999755859375,132.45156478881836,-0.0043658130709587845,-0.4528791010379791,-0.4528791010379791,-0.4462805688381195,143,12,135,27.0,1,10.0,33.36649652471796,178.14630121160664,1,7.5,1.0964681662984828,5.645992504482651
16,1.0,1.0,1.0,0.5783997774124146,34.86716449260712,-0.0011227573755161538,-0.10030702132136882,-0.10030702132136882,-0.12489326422828496,41,11,45,18.0,4,34.75,18.999263492765923,97.82431158902132,1,8.0,6.29344171621117,7.729964704733879
14,1.0,1.0,1.0,0.25350022315979004,242.10495722293854,-0.008066153958475345,-0.8855479832122973,-0.8855479832122973,-0.8720647918511623,55,10,127,29.1,4,13.0,4.99300011868786,28.45604707651907,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.12594985961914062,369.6458806991577,-0.0031636160476085085,-1.3765372037887573,-1.3765372037887573,-1.3389564752578735,40,15,45,19.466666666666665,3,8.666666666666666,30.376919166078917,166.30798788557158,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.35429978370666504,20.41925835609436,-0.0011700168433992747,-0.15677478867752545,-0.15677478867752545,-0.1587870373866793,86,13,30,13.076923076923077,6,27.833333333333332,24.18166623058219,156.7163699505997,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0.30804991722106934,122.16125667095184,-0.004840082814020347,-0.44291849496985686,-0.44291849496985686,-0.44240754531777426,130,12,42,23.0,5,11.6,6.416419683814558,31.651243525331175,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0.38665008544921875,108.69890129566194,-0.004382394814083858,-0.3652615059657591,-0.3652615059657591,-0.3469529145730588,160,8,70,31.5,4,21.5,11.040350105673678,124.57253696607813,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.3367500305175781,0.21794986724853516,0.00021487999583566958,0.048212066292762756,0.048212066292762756,0.040800031274557114,354,8,85,36.625,1,50.0,27.86258341626865,209.26320617231215,0,0.0,0.0,0.0
22,1.0,1.0,0.0,0.363800048828125,20.89752835663635,0.00015091744666698924,-0.029589117408132685,-0.029589117408132685,-0.0319270697960723,205,12,45,18.833333333333332,4,28.25,13.407564518376885,70.7912474547091,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0.9047000408172607,1.469249963760376,0.0027107065193152035,0.3549562680955027,0.3549562680955027,0.357080981104517,203,8,32,22.875,3,53.0,18.998819794637136,236.73838659522357,0,0.0,0.0,0.0
5,1.0,1.0,1.0,1.4381999969482422,3.199198365211487,0.0035694813140255935,0.34312376087787105,0.34312376087787105,0.35752660591409813,337,11,108,25.545454545454547,5,12.0,24.645997898534343,86.50856880890896,1,11.0,4.210568458071157,15.509759942903374
19,1.0,1.0,1.0,0.05349993705749512,256.82065534591675,-0.0024385932038281403,-1.0811596901810803,-1.0811596901810803,-1.0592103002382363,11,10,85,23.2,6,19.0,19.320161011274973,128.13569560842484,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0.8347499370574951,0.2380000352859497,0.001249116224961031,0.27029934400269967,0.27029934400269967,0.2830844723716969,261,14,34,14.5,5,25.4,18.088004491002046,136.17097085980228,2,7.5,3.6954113708143206,19.68847941258252
5,1.0,1.0,0.5,0.10135006904602051,230.32538270950317,0.00110391070721107,-0.9808087499201799,-0.9808087499201799,-0.9262608134228251,1,15,41,16.733333333333334,5,15.6,30.74256484019255,133.4484512288166,1,13.0,3.1561741226653477,20.128869997881885
19,1.0,1.0,1.0,0.4415006637573242,1.4783484935760498,-0.0003556829443518125,0.06801074743270874,0.06801074743270874,0.06591971218585968,229,5,123,59.4,1,45.0,3.202024628170219,7.001875634875256,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0.5000500679016113,11.080450057983398,-0.006500506027749523,-0.2651354968547821,-0.2651354968547821,-0.28603699803352356,237,10,69,32.9,2,6.5,13.505335148453561,30.110918508658195,0,0.0,0.0,0.0
21,1.0,1.0,0.5,1.8174000978469849,0.4689997434616089,0.0022031980017863887,1.1288786076364064,1.1288786076364064,1.0877259339046488,316,8,31,18.0,5,40.8,23.217994263147357,263.3152647549185,0,0.0,0.0,0.0
12,0.0,1.0,0.5,0.5646998882293701,0.1707000732421875,0.0007631688879448388,0.170624777674675,0.170624777674675,0.19067810475826263,194,19,84,13.421052631578947,4,19.0,18.983437334885107,121.34221712104876,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0.12310004234313965,25.25650405883789,-0.0011832445438307029,-0.2300923615694046,-0.2300923615694046,-0.22370217740535736,22,9,36,18.333333333333332,3,56.666666666666664,26.331664744899815,210.53360000702892,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0.0,379.0529183149338,0.0007822493712620867,-1.4174206323650371,-1.4174206323650371,-1.3818690130182427,0,14,69,22.785714285714285,1,10.0,0.2862035675478622,2.575832107930381,0,0.0,0.0,0.0
6,1.0,1.0,0.5,0.11230015754699707,40.047797083854675,-0.006359179978105504,-0.5000556774166118,-0.5000556774166118,-0.513490477250375,177,9,67,26.0,5,22.0,17.607735313774818,78.02312590583864,0,0.0,0.0,0.0
22,0.0,1.0,0.0,0.3580000400543213,0.2677500247955322,-0.0006614563756432691,0.12048136436638712,0.12048136436638712,0.1183870873255692,17,9,113,34.666666666666664,2,15.0,9.685992049294018,66.67364501477337,1,7.0,6.515590762318357,25.607347846123115
6,0.0,1.0,0.0,0.7461902141571048,7.552525083223978,0.001977261095681591,0.21872879143188648,0.21872879143188648,0.20701388518015545,231,14,27,12.785714285714286,7,22.0,30.36922180977229,163.29439821591274,0,0.0,0.0,0.0
5,0.0,1.0,0.5,0.8743999004364014,4.386899948120117,-0.010059848678209585,-0.5191820275549796,-0.5191820275549796,-0.5180258068237075,217,5,141,48.0,2,8.0,48.1665518043177,248.88215239872156,0,0.0,0.0,0.0
19,0.0,1.0,0.5,0.7653002738952637,0.921198844909668,0.0018262291931586004,0.3316171202672964,0.3316171202672964,0.3141340629385394,289,11,34,13.363636363636363,8,24.75,22.590321233584206,180.97216252380127,0,0.0,0.0,0.0
2,0.0,1.0,0.0,0.5712999105453491,16.465023887468377,0.0005361136491143301,0.03967069143674621,0.03967069143674621,0.008444150768109391,114,12,37,15.5,6,25.0,15.868354225587602,168.94067638536535,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.5388000011444092,0.5066506862640381,0.0011238888071443943,0.2028995007276535,0.2028995007276535,0.20201297104358673,333,7,76,41.857142857142854,2,26.5,28.542094703379227,91.36493909001857,0,0.0,0.0,0.0
6,1.0,1.0,0.0,0.16899991035461426,44.1373016834259,-0.003956243043259876,-0.2642880067104051,-0.2642880067104051,-0.2636632134320708,223,8,56,36.0,3,18.0,2.8472358315176183,33.047748666463924,2,8.25,6.1750153796419385,8.799335221515634
17,0.0,1.0,0.0,0.07240009307861328,34.03731346130371,0.0002740032606080977,-0.2442602962255478,-0.2442602962255478,-0.2313218116760254,1,11,45,24.0,3,25.0,35.42491626455564,243.9787204652821,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.9699501991271973,0.06924962997436523,0.000828588049482939,0.3702230155467987,0.3702230155467987,0.3689979910850525,102,18,30,13.777777777777779,4,20.25,27.334349349184535,151.0195077239653,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.24424982070922852,84.17781257629395,-0.006884687038508034,-0.4493471086025238,-0.4493471086025238,-0.453724205493927,135,13,79,26.0,0,0.0,0.0,0.0,1,9.0,4.2284885426022765,27.65449337123372
7,1.0,1.0,1.0,0.1340501308441162,4.181149840354919,-0.003718824472011845,-0.22208182451103917,-0.22208182451103917,-0.24608138739863367,81,4,168,81.5,1,23.0,11.758233568910759,23.784400465114246,1,11.0,6.817186326774136,10.898717796400936
23,1.0,1.0,0.0,0.6433001756668091,8.265796661376953,-0.0016717595125823898,0.2587216033988974,0.2587216033988974,0.24002263077167219,96,11,42,18.272727272727273,6,23.166666666666668,20.24400512171441,127.45095140409221,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.569849967956543,3.5096421241760254,0.0008075548411717916,0.17991189658641815,0.17991189658641815,0.17502836883068085,277,13,57,23.0,1,26.0,23.595689472359997,81.01208558315211,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0.24700021743774414,146.0759518146515,-0.007926949044281392,-0.6750020980834961,-0.6750020980834961,-0.6653260588645935,91,6,87,51.166666666666664,1,37.0,18.10544305892673,46.907599251931,0,0.0,0.0,0.0
16,0.0,1.0,0.5,0.3681497573852539,6.23365592956543,-0.001029565266208523,0.036635205149650574,0.036635205149650574,0.012441200204193592,111,20,27,15.2,1,7.0,13.728399507300425,27.45679901460085,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0.25549983978271484,31.558985710144043,-0.00197561093511094,-0.30901938676834106,-0.30901938676834106,-0.29034334421157837,156,15,22,10.133333333333333,9,19.22222222222222,22.124717943001556,143.62285890636016,0,0.0,0.0,0.0
21,0.0,1.0,0.5,0.014149904251098633,56.64581382274628,0.0007311981143462792,-0.6007545358326589,-0.6007545358326589,-0.5953629633078829,356,7,52,29.571428571428573,3,43.666666666666664,23.162576372960388,138.67872779519777,2,13.75,5.2789161448031265,30.81679543421749
7,1.0,1.0,0.5,0.11249995231628418,94.46895039081573,-0.004935640506166037,-0.4832660420602109,-0.4832660420602109,-0.4822809375070116,153,8,127,37.125,4,11.25,11.048045611539049,42.19969344303505,1,8.5,3.279837560079944,9.62289469353938
18,1.0,1.0,1.0,0.6136999130249023,7.395150184631348,0.0013383150728009821,0.13498012721538544,0.13498012721538544,0.12895214557647705,347,7,93,47.285714285714285,1,10.0,33.556623758502475,169.93076850194234,2,8.75,3.157717708431935,7.43780460598229
4,0.0,1.0,0.5,0.8088498115539551,7.26430082321167,0.0017035778876936347,0.2976907789707184,0.2976907789707184,0.29278478026390076,287,8,29,11.375,6,42.833333333333336,24.78674279435295,177.38410535335944,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0.5032498836517334,0.2416001558303833,0.0006572761081864361,0.2097632621182781,0.2097632621182781,0.20068329069620508,121,10,46,27.4,4,15.0,10.532103997748184,45.15827947947446,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.0857999324798584,12.842650055885315,-0.006685775522180791,-0.5577699570428758,-0.5577699570428758,-0.5696456735297023,198,5,93,49.6,2,47.5,13.470439110655759,50.99974686303164,1,10.0,2.0466607937111365,10.75250711871336
6,1.0,1.0,0.0,0.7359499931335449,3.6272346688353494,0.0016613461162381798,0.26718093116744224,0.26718093116744224,0.26441189156588174,331,11,52,20.545454545454547,4,27.75,10.488517645624302,74.1913631291427,1,7.5,2.8165772751157667,16.118736369987484
6,1.0,1.0,1.0,0.3726499080657959,96.02890658378601,-0.005528244367349336,-0.4281601638687091,-0.4281601638687091,-0.4231846879790783,65,14,84,21.5,4,9.25,18.82677592788477,95.08845340148955,2,7.75,3.500592991340775,19.02853985831052
14,0.0,1.0,0.0,0.7953000068664551,0.8629992008209229,0.0019226663503698336,0.23490481750637873,0.23490481750637873,0.2388850336746128,310,9,54,21.88888888888889,5,29.6,5.006335356696026,32.136043373336015,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0.12474966049194336,18.086305618286133,-0.005011436699334288,-0.4186001420021057,-0.4186001420021057,-0.4138503670692444,200,6,90,42.333333333333336,2,44.5,31.620161176166334,226.59075590034064,1,7.0,2.756038884851561,5.416674131969936
3,1.0,1.0,0.5,0.8898000717163086,1.5401992797851562,0.002763808436545481,0.42837368640579093,0.42837368640579093,0.42864818129473375,346,18,35,14.88888888888889,4,15.75,19.562666830224867,115.80190376414899,0,0.0,0.0,0.0
26,1.0,1.0,0.5,0.7566502094268799,0.0,0.001270057175637702,0.47563081979751587,0.47563081979751587,0.46422165632247925,294,13,56,26.076923076923077,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.2013998031616211,0.4465000629425049,0.00021605089685870738,-0.053070109431483166,-0.053070109431483166,-0.057150421511147916,284,6,104,55.666666666666664,1,16.0,0.8470893857618317,12.706340786427319,1,12.5,2.4834900222936236,14.837316396593195
25,1.0,1.0,1.0,0.22749996185302734,23.930452466011047,-0.002114031584677666,-0.14585755719524138,-0.14585755719524138,-0.1535889818214405,224,9,55,32.333333333333336,3,13.333333333333334,8.780147797368953,30.946859890353753,0,0.0,0.0,0.0
23,1.0,1.0,0.5,0.7769501209259033,0.017349958419799805,-0.0005207635916837119,0.32932326973987225,0.32932326973987225,0.3184849979216911,145,11,43,18.363636363636363,4,35.25,28.728668894404777,171.66533687424138,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0.056799888610839844,17.098200917243958,-0.002885519088136682,-1.4151019899785018,-1.4151019899785018,-1.3889720100507161,17,13,39,19.076923076923077,4,21.25,17.566096016624513,132.52767425915215,2,8.5,3.2147771080140233,18.738191220587744
4,0.0,1.0,0.5,0.10320322513580305,12.201359902109417,3.5214823327648766e-05,-0.19165163480934977,-0.19165163480934977,-0.19585182651969954,329,16,25,12.125,6,23.833333333333332,20.194511565741347,141.82999563076353,2,8.75,3.8750762172678384,18.12819964062447
18,1.0,1.0,1.0,0.20025014877319336,210.2198348045349,-0.006544728386751114,-1.032120704650879,-1.032120704650879,-1.0378280878067017,106,8,56,27.75,4,30.75,30.812675697014893,210.86798038640416,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0.46259987354278564,18.31720530986786,0.0012878066824488243,-0.02064235804795551,-0.02064235804795551,-0.019832258093548036,330,16,39,17.0625,2,23.5,23.375281109675598,141.8210625440442,1,8.0,3.1326675118312197,17.653291420233977
24,0.0,1.0,0.5,0.034800052642822266,183.22904348373413,0.0017671410307517536,-0.680340051651001,-0.680340051651001,-0.6647716760635376,3,14,36,18.0,3,25.0,33.62192078452719,197.22062125454545,1,9.0,3.3103021120926854,23.670770472304113
24,1.0,1.0,1.0,0.1918501853942871,40.44079518318176,-0.0077234890142753206,-0.7135489583015442,-0.7135489583015442,-0.7302302718162537,203,10,77,33.1,1,6.0,18.983081432166138,88.41594782494272,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0.13940000534057617,56.363353848457336,-0.00570180790729899,-0.5519758008775257,-0.5519758008775257,-0.5567994323867343,197,12,59,21.25,4,17.25,7.160161365623076,81.50547278411483,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0.12695026397705078,19.82697081565857,-0.0006559724405838507,-0.07204823195934296,-0.07204823195934296,-0.0807606652379036,138,16,51,18.5,2,12.5,4.2738395839042145,16.784210049804265,3,9.0,3.4997014594019844,25.150208196723952
22,1.0,1.0,1.0,0.5343000888824463,2.164548397064209,0.0009195973469417899,0.15670864672220053,0.15670864672220053,0.16233614625767895,349,17,39,14.529411764705882,5,15.0,15.680446742856407,92.647065956738,0,0.0,0.0,0.0
18,0.0,1.0,0.0,0.5307002067565918,34.78800177574158,0.0005131779706744189,-0.15342718362808228,-0.15342718362808228,-0.12389352172613144,356,10,22,11.7,3,75.33333333333333,44.210921607966704,451.0292196985143,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0.12654972076416016,384.10867977142334,-0.0054259815431213386,-1.7408808469772339,-1.7408808469772339,-1.7062135934829712,50,11,33,16.818181818181817,6,25.166666666666668,25.428552931267337,120.04687747316073,0,0.0,0.0,0.0
6,0.0,1.0,0.0,0.16704988479614258,20.225250959396362,-0.0038564862842848133,-0.3122002183556223,-0.3122002183556223,-0.32889876123787704,207,6,122,50.666666666666664,2,21.5,8.304315395696717,23.01295395742243,1,8.0,5.003855490416845,24.36408213376869
9,1.0,1.0,1.0,0.0,179.42020881175995,0.00025737195690902755,-1.2508322718430633,-1.2508322718430633,-1.2194195937012773,0,11,37,16.454545454545453,4,40.75,28.66047857457581,189.90677038185294,1,8.5,5.013684057549861,15.18023359670654
6,0.0,1.0,0.5,0.9940499067306519,4.876350045204163,0.0012677789369786624,0.4727107349897967,0.4727107349897967,0.4059960980346238,343,9,90,35.77777777777778,2,7.5,20.851405947274273,98.08155894035966,1,8.0,4.772686047598079,16.31266709195345
9,1.0,1.0,0.5,0.9898000955581665,1.9543409307463833,0.0025087393080422894,0.40971580940802227,0.40971580940802227,0.40803397679963554,354,6,93,43.166666666666664,3,28.666666666666668,1.7776426140994535,22.540365988005068,0,0.0,0.0,0.0
2,1.0,1.0,0.5,0.29540014266967773,3.341248631477356,-3.1275754035391886e-05,0.032257335860522186,0.032257335860522186,0.03408293590023178,340,17,38,16.0,5,12.8,16.437043706764236,123.95494228410868,1,7.0,3.5122812729598696,17.321118183890064
21,1.0,1.0,1.0,1.0732002258300781,0.029149770736694336,0.001776925013706548,0.3716830015182495,0.3716830015182495,0.36034807562828064,356,8,83,28.125,3,37.666666666666664,28.19784129050886,188.77337077099006,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0.5168498754501343,44.17380207455348,-0.0009741666072790703,-0.048703646459499324,-0.048703646459499324,-0.03959266688594989,201,12,91,21.75,4,18.75,15.853117203716867,74.81549586031475,0,0.0,0.0,0.0
7,1.0,1.0,1.0,1.1611499786376953,0.24469923973083496,0.001832434976786684,0.6663810610771179,0.6663810610771179,0.6683740019798279,220,11,54,26.818181818181817,3,14.333333333333334,23.791651981865044,92.74122034511117,0,0.0,0.0,0.0
23,1.0,1.0,0.5,0.4246997833251953,30.26764941215515,0.0020295577594814274,-0.03661452606320381,-0.03661452606320381,-0.04296557977795601,314,12,67,25.083333333333332,3,7.666666666666667,22.115131627275016,83.35007233170401,1,7.0,3.603463233919815,17.935302560714874
23,0.0,1.0,0.0,0.5125001668930054,6.046398401260376,-0.0005177948203211291,0.17688042609965435,0.17688042609965435,0.17723624090816079,189,11,43,23.0,3,25.0,10.738868919465604,46.16699107243961,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0.15884995460510254,209.224338889122,-0.007321024940138905,-0.8908230854349644,-0.8908230854349644,-0.8770477408948152,147,16,82,18.0,4,10.25,13.565012858573878,72.75851539289167,2,8.5,2.55961016045534,16.44879876938374
24,1.0,1.0,0.5,0.45074987411499023,213.45155930519104,-0.006898424772537236,-0.9194849729537964,-0.9194849729537964,-0.905521810054779,114,8,64,37.25,1,31.0,25.299527394456167,77.96531475398287,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.13465023040771484,88.2843918800354,-0.006717466105246451,-0.6097368719864961,-0.6097368719864961,-0.6152855840790302,11,3,204,90.33333333333333,3,27.333333333333332,4.722444749443797,13.144079981859997,1,7.0,0.6467751180426788,3.324986464569638
2,0.0,1.0,0.0,0.4361499547958374,1.5961023569107056,0.0003503468053498714,0.14652236653309242,0.14652236653309242,0.14934006579962217,164,5,100,46.6,3,39.333333333333336,7.046353132377015,32.823433261612585,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0.32899999618530273,1.3680548667907715,0.0004243141821119408,0.07488091289997101,0.07488091289997101,0.07379548251628876,245,10,67,30.5,1,36.0,32.833271910293924,171.70224870779603,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0.9179500341415405,16.80285656452179,0.0011505670315086884,0.05934294265191428,0.05934294265191428,0.053382878815961494,216,18,31,11.11111111111111,7,17.428571428571427,16.632981223869056,84.3312783059301,1,7.0,4.032614903747471,19.788621560074088
14,0.0,1.0,0.5,0.2620999813079834,175.17090022563934,-0.0054288351248474535,-0.7076266369565862,-0.7076266369565862,-0.6878362937467095,97,7,138,42.142857142857146,3,15.333333333333334,13.280118323109493,91.59592873269658,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.2650003433227539,226.273366689682,-0.003259756471716825,-0.916477382183075,-0.916477382183075,-0.8861954808235168,82,17,44,17.11764705882353,2,19.0,27.97541425888612,148.39476262434783,0,0.0,0.0,0.0
