participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,0.28119993209838867,0.019299983978271484,0.0004151404724843686,0.0934039056301117,0.0934039056301117,0.09220004081726074,76,2,77,52.5,1,6.0,5.162993287308079,10.637402260884075,1,12.0,3.6091363260601232,25.43704829474794
23,0.0,0.0,,0.23690032958984375,0.010199546813964844,0.0012578646956504969,0.08783859759569168,0.08783859759569168,0.08736270666122437,116,0,0,0.0,1,116.0,3.3951109664860275,28.92005347885791,0,0.0,0.0,0.0
19,1.0,0.0,,0.0,37.7693247795105,-0.0010334278786205092,-0.45839542150497437,-0.45839542150497437,-0.43028101325035095,0,2,26,19.0,2,38.0,32.39714066864316,305.19049971496054,0,0.0,0.0,0.0
7,1.0,0.0,,0.2997000217437744,1.2579989528655995,0.0023686790114731495,0.051859382890228525,0.051859382890228525,0.06988850712776185,107,4,17,14.0,2,26.5,1.679990821814292,12.371857593999774,1,13.5,2.139050046771615,19.176734553225415
3,1.0,0.0,,0.2375500202178955,3.7027683885473968,0.003018117188231851,-0.0496615038977729,-0.0496615038977729,0.0007398457903610156,104,2,15,11.0,3,30.666666666666668,10.339409151572005,62.00783082207645,0,0.0,0.0,0.0
13,1.0,0.0,,0.48204994201660156,0.0,0.0036548407531183237,0.25223112717652935,0.25223112717652935,0.24367918639539576,116,1,10,10.0,1,104.0,24.875911350689574,176.5567974068485,0,0.0,0.0,0.0
18,1.0,0.0,,0.24760007858276367,0.6660938262939453,0.0007906147340687843,0.05023825541138649,0.05023825541138649,0.04424399137496948,98,1,93,93.0,1,17.0,22.55972781621128,81.9111222434134,1,12.0,3.6091363260601232,25.43704829474794
9,1.0,0.0,,0.16989994049072266,2.9637999534606934,-0.026245600863261515,-0.7743679743546706,-0.7743679743546706,-0.7950630661894063,54,4,33,18.0,2,18.0,1.7429590877176202,23.2820109989037,0,0.0,0.0,0.0
19,0.0,0.0,,0.23459982872009277,11.904155492782593,-0.003141461818244802,-0.10892745776054187,-0.10892745776054187,-0.10632986239358488,15,5,18,11.6,1,46.0,24.433947334508144,157.75329874279808,1,9.0,4.645869617458768,24.311980363067214
1,1.0,0.0,,0.2007002830505371,0.26945018768310547,0.0011775776098303626,0.08451063930988312,0.08451063930988312,0.08990621566772461,98,3,33,29.0,2,11.0,25.0544282376301,78.45288620130293,0,0.0,0.0,0.0
24,1.0,0.0,,0.006849765777587891,5.946406364440918,-0.00048016847626108797,-0.1172167956829071,-0.1172167956829071,-0.12043136358261108,2,4,35,21.75,3,8.333333333333334,14.967575723323568,72.4484743835862,0,0.0,0.0,0.0
14,0.0,0.0,,0.4138498306274414,0.21955108642578125,0.0016650134598267896,0.15213920176029205,0.15213920176029205,0.16165608167648315,54,4,34,24.75,1,11.0,37.51745284807178,150.72183256495168,0,0.0,0.0,0.0
22,0.0,0.0,,0.055700063705444336,0.9672000408172607,-0.0023954949257987595,-0.06725044548511505,-0.06725044548511505,-0.0855875313282013,30,4,33,24.25,2,6.5,17.551449104563073,63.925712382127124,0,0.0,0.0,0.0
26,0.0,0.0,,0.0012500286102294922,14.692645788192749,-0.00290282676495378,-0.22274437546730042,-0.22274437546730042,-0.2178124487400055,11,2,32,20.0,3,24.666666666666668,12.539531445565382,95.04002187935828,0,0.0,0.0,0.0
16,1.0,0.0,,0.0,32.317129373550415,-0.0005050119751801596,-0.28819432854652405,-0.28819432854652405,-0.25663769245147705,0,2,23,17.5,1,77.0,22.718872316641512,74.98808620750127,0,0.0,0.0,0.0
22,0.0,0.0,,0.0,16.180450439453125,-0.0007081437667207329,-0.23887604475021362,-0.23887604475021362,-0.22671252489089966,0,3,54,32.0,2,8.5,13.138720139329822,55.479775098074754,0,0.0,0.0,0.0
3,1.0,0.0,,0.12544989585876465,2.862800121307373,0.0004338827421014597,-0.016831410236847706,-0.016831410236847706,-0.027728140354156494,53,3,36,23.333333333333332,2,21.5,8.25727126135173,83.18342924427851,0,0.0,0.0,0.0
12,1.0,0.0,,0.1294999122619629,3.0893017053604126,-0.001003527586273142,-0.04729730043655787,-0.04729730043655787,-0.039805736806657555,85,5,19,14.4,2,14.5,1.856402732843899,20.099000049314164,0,0.0,0.0,0.0
5,0.0,0.0,,0.6442999839782715,4.3637999296188354,-0.0062437159752602445,0.07485028209849304,0.07485028209849304,-0.052335221852575026,108,4,43,23.75,1,13.0,48.01844770925386,314.967777012232,0,0.0,0.0,0.0
9,0.0,0.0,,0.3108499050140381,0.9204274082183836,0.0009186606603033989,0.10222959518432617,0.10222959518432617,0.09372068493262586,112,2,50,28.5,1,54.0,4.003526414788191,29.70791126329705,0,0.0,0.0,0.0
21,1.0,0.0,,0.3079500198364258,56.36724349072105,-0.0009843756900343678,-0.474945335306673,-0.474945335306673,-0.4062611168809501,78,3,32,19.333333333333332,3,18.333333333333332,19.790270360362953,81.11275654658033,0,0.0,0.0,0.0
5,0.0,0.0,,0.5245504379272461,0.3332991600036621,0.004759280480703804,0.211342453956604,0.211342453956604,0.19279390573501587,88,3,33,22.666666666666668,1,42.0,47.4053106112724,367.70917191783536,0,0.0,0.0,0.0
7,0.0,0.0,,0.14935016632080078,4.021449089050293,-0.002673484179011374,-0.021014001220464706,-0.021014001220464706,-0.016912400722503662,22,3,56,34.666666666666664,1,6.0,12.597737939333168,25.195475878666336,0,0.0,0.0,0.0
24,0.0,0.0,,0.051599979400634766,0.7910499572753906,-0.00037053987343870225,-0.11032614856958389,-0.11032614856958389,-0.11266258358955383,68,6,27,12.5,4,8.75,15.074669317911068,55.61949157801951,1,7.0,3.380709006356178,20.416833212538947
12,1.0,0.0,,0.7615501880645752,0.38989996910095215,-0.00028553713116363316,0.18739039469987917,0.18739039469987917,0.11971625685691833,58,4,34,17.75,2,20.5,11.668423454857962,32.69740364429986,0,0.0,0.0,0.0
3,1.0,0.0,,0.03334999084472656,6.420252799987793,-0.002980533068685071,-0.20113582437873906,-0.20113582437873906,-0.166510562102,26,6,13,9.666666666666666,2,26.0,21.263549799412704,120.59515048203619,1,9.0,2.8992476959414386,19.08318874461412
15,0.0,0.0,,0.443850040435791,2.7132997512817383,-0.01110833577710001,-0.20260126888751984,-0.20260126888751984,-0.20473748445510864,29,5,32,17.4,2,10.0,10.225880571096452,91.94424753773066,0,0.0,0.0,0.0
