participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.5856316306374287,1.0787159134359925,-0.00022680897939572224,0.1595359950125972,0.1595359950125972,0.1609307230007627,64,4,23,13.75,3,58.0,32.41835433619112,302.2145018888241,0,0.0,0.0,0.0
25,0.0,0.0,,0.4359002113342285,1.0452489852905273,0.001532097590429593,0.13896776735782623,0.13896776735782623,0.14255335927009583,189,9,36,19.88888888888889,2,15.5,30.261287675250223,79.79800177807063,0,0.0,0.0,0.0
22,0.0,0.0,,0.03175020217895508,42.44553303718567,-0.0030883633926802275,-0.40874361991882324,-0.40874361991882324,-0.39450976252555847,33,7,38,26.0,3,13.333333333333334,18.012846292061003,90.46138368202004,0,0.0,0.0,0.0
19,0.0,0.0,,0.14494991302490234,19.77001166343689,-0.0014815635909607495,-0.08201373126436387,-0.08201373126436387,-0.08324990570545196,56,10,32,14.6,1,74.0,2.5493107379976223,186.09968387382366,1,9.0,4.645869617458768,24.311980363067214
23,0.0,0.0,,0.05769968032836914,1.4836993217468262,-0.000380873618431683,-0.01736106351017952,-0.01736106351017952,-0.008569908328354359,71,1,103,103.0,1,132.0,5.204740625407418,27.877530158739177,1,9.0,2.0730078361601163,11.712883848497153
23,0.0,0.0,,0.34890031814575195,3.102244019508362,-0.000954601701164743,0.11348243051440404,0.11348243051440404,0.10473015663471627,39,6,95,26.333333333333332,3,22.666666666666668,15.851046430972517,121.02311435032273,1,8.0,3.396131543119771,11.939331236308256
5,0.0,0.0,,0.25005006790161133,1.3270498514175415,-0.003524718956496684,-0.09000417552416838,-0.09000417552416838,-0.053196588055840856,184,4,144,51.75,1,17.0,45.750454896733345,148.83966564735414,0,0.0,0.0,0.0
15,1.0,0.0,,0.6466498374938965,0.3040003776550293,0.0019765351869391046,0.2729889154434204,0.2729889154434204,0.2619398832321167,227,11,31,16.0,2,20.0,5.595496660080576,63.292990545246724,0,0.0,0.0,0.0
15,0.0,0.0,,0.4468998908996582,51.59790802001953,-0.003988779673145708,-0.4356539249420166,-0.4356539249420166,-0.4082334339618683,34,11,32,13.636363636363637,6,11.166666666666666,17.230203241371967,91.98651601339351,0,0.0,0.0,0.0
10,1.0,0.0,,0.0026001930236816406,22.963544845581055,-0.002313943349438571,-0.4001042339872207,-0.4001042339872207,-0.37781732153697717,15,8,57,20.375,3,18.666666666666668,9.507111828574232,61.81871901817825,0,0.0,0.0,0.0
17,1.0,0.0,,0.33424997329711914,0.06270027160644531,0.0001497923548859881,0.15253883600234985,0.15253883600234985,0.16016647219657898,209,7,68,27.714285714285715,2,12.0,12.491653364074036,52.06294804510883,1,7.5,3.5404603087622233,16.65620838075882
14,0.0,0.0,,0.9450500011444092,0.09064996242523193,0.002303902155772516,0.46703717477210965,0.46703717477210965,0.4657266089410493,125,10,27,17.1,3,17.333333333333332,11.929116060745026,58.73024474099307,0,0.0,0.0,0.0
25,0.0,0.0,,0.4344316937706685,0.48780012130737305,0.0002960947768425509,0.02081580403484875,0.02081580403484875,0.0064480343731966394,200,4,55,36.25,2,43.5,25.88566074554125,258.8357267522391,1,10.5,3.5469122071484187,11.982463594024846
26,0.0,0.0,,0.2722501754760742,0.40474891662597656,0.0003992016549840084,0.12310621004064375,0.12310621004064375,0.11867984269922877,81,6,62,25.166666666666668,1,70.0,2.352150919321121,26.045397657948264,0,0.0,0.0,0.0
