participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
18,1.0,0.0,,1,5,5.0,3,45.0,33.22130445101538,281.43127382126
9,1.0,0.0,,1,15,15.0,2,8.0,13.15808083361958,44.93489791162695
18,1.0,0.0,,0,0,0.0,1,9.0,35.64755363845236,141.61111918683176
12,0.0,0.0,,0,0,0.0,2,9.5,24.021229920142048,112.1780659720385
13,0.0,0.0,,1,24,24.0,2,13.5,20.57846869700781,112.76207679559366
12,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
14,0.0,0.0,,1,122,122.0,4,21.0,3.125118668327004,13.003957205953633
26,0.0,0.0,,1,19,19.0,2,15.5,2.004170575084319,23.623706804064877
25,0.0,0.0,,1,18,18.0,3,44.333333333333336,24.742007387375164,197.1299079307123
24,1.0,0.0,,1,27,27.0,2,17.0,6.695073372721167,114.46492574421845
1,1.0,0.0,,0,0,0.0,3,19.0,9.635022587583128,44.38790617747954
7,1.0,0.0,,1,16,16.0,0,0.0,0.0,0.0
6,0.0,0.0,,0,0,0.0,3,20.0,29.08397484353446,161.42260696688766
19,1.0,0.0,,1,16,16.0,1,74.0,24.808260968505287,284.4332557136412
15,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
13,1.0,0.0,,1,31,31.0,3,19.0,18.354216904926375,102.02804819526496
7,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
19,0.0,0.0,,0,0,0.0,2,15.5,16.49507092471695,69.32259380020393
13,0.0,0.0,,1,72,72.0,5,19.8,12.88827307525471,89.06998477588895
19,1.0,0.0,,1,16,16.0,2,40.5,24.01744175086636,174.12683170611024
15,1.0,0.0,,1,34,34.0,3,21.0,25.2698869667922,130.56019082925852
19,0.0,0.0,,1,17,17.0,2,26.5,16.1084288059018,139.81971027817792
22,0.0,0.0,,1,11,11.0,3,16.333333333333332,14.725948312054491,91.40054538012105
23,0.0,0.0,,0,0,0.0,4,35.25,22.896115354628442,152.51643572772
9,0.0,0.0,,2,26,24.0,2,7.0,14.525290891414173,45.60902511209035
9,0.0,0.0,,1,26,26.0,1,15.0,19.75906184128421,50.76587829870813
26,0.0,0.0,,0,0,0.0,2,38.5,33.48195399861972,164.76627731284398
24,1.0,0.0,,0,0,0.0,2,23.0,24.883327763820613,71.42406731152715
7,1.0,0.0,,1,89,89.0,2,59.5,2.0096396959041694,12.438105229176585
22,0.0,0.0,,1,28,28.0,1,109.0,3.982260541411133,14.48682296795468
13,0.0,0.0,,0,0,0.0,2,8.0,4.643497257290225,14.361709573498
3,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,1,56,56.0,3,42.0,28.556711267926858,218.66368656084435
26,0.0,0.0,,1,28,28.0,1,11.0,1.6848668260118858,8.626807889348441
17,1.0,0.0,,1,15,15.0,2,22.5,23.719132921247912,108.46935870781445
3,0.0,0.0,,1,18,18.0,5,19.0,23.535198739497197,158.75795744084357
15,1.0,0.0,,1,63,63.0,0,0.0,0.0,0.0
4,0.0,0.0,,0,0,0.0,6,24.666666666666668,25.721003820661306,132.50794067897502
1,1.0,0.0,,1,99,99.0,5,23.2,9.569061346714246,63.64072630542861
4,0.0,0.0,,0,0,0.0,3,38.333333333333336,33.48829831840335,177.57613047918574
24,0.0,0.0,,1,34,34.0,2,54.0,15.188275347874399,66.63200263673083
1,1.0,0.0,,0,0,0.0,3,30.666666666666668,12.82786712699117,98.98885142281809
24,1.0,0.0,,0,0,0.0,2,8.5,12.395996085203329,39.31506569353302
25,0.0,0.0,,1,19,19.0,3,37.666666666666664,32.41835433619112,255.0294508424464
23,0.0,0.0,,0,0,0.0,3,12.0,22.025934244478574,62.01137343279685
4,0.0,0.0,,0,0,0.0,2,35.5,9.945521799595323,38.843463699156956
24,0.0,0.0,,1,27,27.0,5,16.2,9.390830089392693,66.41418454335533
6,0.0,0.0,,1,72,72.0,3,24.666666666666668,19.47220940603074,116.88569186963191
26,0.0,0.0,,0,0,0.0,4,45.25,25.432868174255493,204.49640423531932
14,0.0,0.0,,1,23,23.0,2,37.0,9.487961962476009,49.814784065685394
6,0.0,0.0,,1,14,14.0,4,22.25,19.83854444461655,116.47586142683838
5,0.0,0.0,,1,17,17.0,3,17.666666666666668,24.845318434171233,141.70613550823595
25,0.0,0.0,,1,17,17.0,3,19.333333333333332,20.26615866606205,149.2575247312842
16,1.0,0.0,,2,8,6.5,4,13.75,23.134585696579506,133.54268378710734
4,0.0,0.0,,0,0,0.0,6,10.5,23.94991842102188,94.03025991674707
25,0.0,0.0,,1,19,19.0,4,38.75,27.48702466603091,209.27486372517671
16,1.0,0.0,,0,0,0.0,2,44.5,19.470651335238266,63.09471178067292
6,0.0,0.0,,2,19,18.5,2,12.5,2.7947300487991567,29.717997589499365
4,0.0,0.0,,1,85,85.0,4,11.5,10.459004875826778,42.060051311843345
23,0.0,0.0,,1,46,46.0,4,26.0,24.446446703620058,178.35437007818317
19,1.0,0.0,,1,6,6.0,1,6.0,21.448588741275035,107.24294370637506
21,1.0,0.0,,1,32,32.0,3,30.333333333333332,18.461635828426118,159.494205529499
23,0.0,0.0,,0,0,0.0,2,21.5,24.07201502081616,170.65633990100343
26,0.0,0.0,,1,19,19.0,3,27.333333333333332,7.5146166549130955,31.254083092051456
13,1.0,0.0,,0,0,0.0,1,12.0,29.57883244498809,60.64743449272261
21,0.0,0.0,,1,24,24.0,2,12.0,16.156024523663287,87.6384239973014
11,0.0,0.0,,0,0,0.0,3,22.0,29.24183429197147,180.9516739050599
8,1.0,0.0,,0,0,0.0,4,25.0,23.666109515337062,156.76507716907548
2,0.0,0.0,,1,24,24.0,5,29.2,25.19828876016399,187.7016716732134
9,0.0,0.0,,1,26,26.0,1,6.0,2.0023781360173407,6.85638932896752
2,1.0,0.0,,1,23,23.0,1,25.0,7.377773163785582,49.56968482020913
19,0.0,0.0,,1,18,18.0,4,40.0,21.712215063670612,185.26475691859216
17,1.0,0.0,,0,0,0.0,4,20.5,16.022107370080555,111.28198714630757
1,1.0,0.0,,1,73,73.0,3,17.0,6.620325625498974,66.54300217488769
23,0.0,0.0,,0,0,0.0,4,23.0,15.396695448907694,84.42906350244868
24,0.0,0.0,,1,7,7.0,4,7.25,15.859190575451475,66.44705319057724
23,0.0,0.0,,0,0,0.0,4,35.25,26.5432184828949,179.14925957497204
1,1.0,0.0,,0,0,0.0,4,11.25,11.72152032795257,53.22826821525047
24,1.0,0.0,,0,0,0.0,5,17.8,22.213687352722165,133.14347792569325
23,0.0,0.0,,1,56,56.0,3,43.0,28.556711267926858,225.56685588911822
12,1.0,0.0,,1,27,27.0,1,18.0,0.7127398493095517,12.116577438261952
8,1.0,0.0,,0,0,0.0,3,30.666666666666668,24.60275366009056,179.5465089916133
4,0.0,0.0,,0,0,0.0,5,24.8,25.572005415140403,145.72928809248975
16,1.0,0.0,,1,5,5.0,4,25.75,25.86745708366478,142.23549347453104
8,1.0,0.0,,1,19,19.0,4,22.5,20.760269047538237,139.87270848158815
4,0.0,0.0,,0,0,0.0,7,21.0,27.73971621265802,140.154272304994
9,1.0,0.0,,1,63,63.0,3,39.666666666666664,9.784588153752708,37.904287565366666
14,0.0,0.0,,1,30,30.0,1,39.0,13.335395594979854,347.47468388582195
19,0.0,0.0,,1,18,18.0,4,21.75,24.924654026150357,145.98630540816197
22,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
8,1.0,0.0,,1,19,19.0,3,28.333333333333332,19.661975962547377,127.11711971804931
24,0.0,0.0,,1,34,34.0,2,59.0,13.910703640564172,68.50427879094934
25,0.0,0.0,,1,162,162.0,4,30.0,9.182861743351875,83.54767200292963
9,1.0,0.0,,0,0,0.0,3,9.0,23.913214063591084,79.15875827193706
24,1.0,0.0,,1,27,27.0,3,16.0,16.897861904846604,133.80977228148737
2,0.0,0.0,,1,43,43.0,1,15.0,0.7377537978005436,10.328553169207154
24,1.0,0.0,,1,27,27.0,2,15.0,13.990512425427081,142.57484495246118
4,0.0,0.0,,1,85,85.0,2,22.0,9.136001244779948,22.797239467887163
6,0.0,0.0,,1,25,25.0,3,25.333333333333332,27.44641631225453,159.82219654433104
4,0.0,0.0,,0,0,0.0,4,25.75,29.832798927970614,164.06332681035454
17,1.0,0.0,,1,15,15.0,2,17.5,22.388963977163353,124.39467847232568
23,0.0,0.0,,0,0,0.0,1,52.0,6.404487760729067,25.907001351020345
1,1.0,0.0,,1,3,3.0,4,29.5,20.924568408818086,125.08272208608292
9,0.0,0.0,,0,0,0.0,5,10.6,12.778550720715518,55.47413736300041
18,1.0,0.0,,0,0,0.0,2,8.0,26.28181794268246,71.33231888967605
16,1.0,0.0,,0,0,0.0,1,14.0,31.052639485865093,99.93042791065588
12,0.0,0.0,,0,0,0.0,3,8.333333333333334,28.463831815927133,129.68713876071396
17,1.0,0.0,,0,0,0.0,3,32.666666666666664,25.134260302717934,221.6038787624431
3,1.0,0.0,,0,0,0.0,2,23.0,34.444081516306994,182.94404254296455
16,0.0,0.0,,0,0,0.0,4,17.75,20.871717434642814,136.01417861025476
22,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
24,1.0,0.0,,0,0,0.0,1,15.0,30.41068048418851,215.93835875372156
6,0.0,0.0,,0,0,0.0,4,19.5,21.985402891962494,123.76012308146538
6,0.0,0.0,,1,108,108.0,4,14.5,6.7454959802366465,43.95381042503626
10,1.0,0.0,,0,0,0.0,1,22.0,41.55254021044449,731.561394880283
23,0.0,0.0,,1,47,47.0,6,14.666666666666666,17.653860500865004,97.9921753975691
8,1.0,0.0,,0,0,0.0,5,27.0,24.498340651162593,164.29517761130245
17,1.0,0.0,,0,0,0.0,2,20.0,34.31792885102691,257.5779791739389
17,1.0,0.0,,0,0,0.0,4,19.5,27.858585736998055,85.18051877340247
21,1.0,0.0,,2,35,35.0,4,25.25,17.707697286880883,108.72849133190007
14,0.0,0.0,,0,0,0.0,3,12.333333333333334,16.107295467520515,77.95878442560718
2,0.0,0.0,,1,23,23.0,3,51.0,28.53716415431199,293.0796144930387
12,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
7,0.0,0.0,,0,0,0.0,1,51.0,28.014020904726305,130.19032893086634
23,0.0,0.0,,0,0,0.0,4,22.75,11.838395077710324,69.50236200150042
23,0.0,0.0,,0,0,0.0,2,23.5,17.74326885887401,86.34875435650466
22,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
2,1.0,0.0,,1,23,23.0,2,29.0,5.276014699206997,25.402901531230114
18,1.0,0.0,,1,5,5.0,3,48.0,35.712450454405754,310.68622008626045
3,0.0,0.0,,1,14,14.0,2,20.0,26.639817693506565,130.61992927000696
14,0.0,0.0,,1,21,21.0,2,66.5,19.66505406334458,122.11195402616127
19,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,1,213,213.0,5,16.4,0.5954726754529304,4.756778902934187
14,0.0,0.0,,1,41,41.0,1,27.0,6.523317446503405,108.71957287516992
21,0.0,0.0,,1,28,28.0,1,84.0,8.036510184811672,187.7738305955919
7,1.0,0.0,,1,22,22.0,1,34.0,20.67624527160342,52.15945941234888
4,0.0,0.0,,0,0,0.0,3,40.333333333333336,31.56326984726829,186.7132139761302
19,1.0,0.0,,0,0,0.0,1,236.0,5.235187759658249,20.20684614572376
14,0.0,0.0,,1,23,23.0,2,31.0,8.837797617844707,45.6187950996225
2,0.0,0.0,,1,23,23.0,3,52.666666666666664,30.43537289639988,307.4660056355156
14,0.0,0.0,,0,0,0.0,1,13.0,37.51745284807178,150.75545339177432
3,0.0,0.0,,0,0,0.0,6,12.166666666666666,24.775410189385045,108.69219070384817
4,0.0,0.0,,0,0,0.0,3,15.0,28.121724354371242,100.4866707247525
21,1.0,0.0,,2,35,35.0,5,20.6,19.054835098293076,108.66142081529661
5,0.0,0.0,,1,25,25.0,5,19.8,32.62629960727594,176.3626636720264
8,1.0,0.0,,0,0,0.0,4,28.5,23.408620665724456,166.7764063530394
24,1.0,0.0,,0,0,0.0,4,17.75,19.34653148751042,127.55443404121017
21,1.0,0.0,,1,152,152.0,3,33.333333333333336,8.73704260359582,66.06423840570123
24,1.0,0.0,,0,0,0.0,2,11.0,24.883327763820613,71.35244748959158
6,0.0,0.0,,0,0,0.0,3,21.0,28.92613954028036,162.6905679445817
26,0.0,0.0,,0,0,0.0,4,44.25,24.71815075090702,197.6104672864561
7,0.0,0.0,,0,0,0.0,1,13.0,5.797206202142647,11.626378067594414
4,0.0,0.0,,0,0,0.0,6,26.333333333333332,29.565198928385104,162.18059307409544
23,0.0,0.0,,0,0,0.0,5,24.8,25.472285482793193,149.46224523545544
18,1.0,0.0,,0,0,0.0,3,38.0,27.62039559544075,185.38805566977797
6,0.0,0.0,,1,108,108.0,2,19.5,5.508084824608687,46.995514217853355
4,0.0,0.0,,1,88,88.0,3,44.333333333333336,15.864411186149473,119.84930434697822
12,1.0,0.0,,1,27,27.0,2,21.0,10.583411275361387,34.98866827040418
2,1.0,0.0,,1,23,23.0,2,28.5,2.586353113523015,46.17053173827761
13,1.0,0.0,,0,0,0.0,2,15.5,22.894621579223728,91.11625970655484
17,1.0,0.0,,0,0,0.0,1,57.0,28.808282117451228,97.04382440512403
14,0.0,0.0,,1,41,41.0,2,19.5,12.502407372527037,93.35672193297874
18,1.0,0.0,,0,0,0.0,5,20.0,15.191126235668628,72.64707146362512
14,0.0,0.0,,0,0,0.0,2,45.0,17.461241007003807,50.024479623227535
7,0.0,0.0,,0,0,0.0,1,10.0,19.85192414477998,66.73423623424175
23,0.0,0.0,,0,0,0.0,4,12.5,19.951413869496907,73.51508536738034
3,1.0,0.0,,0,0,0.0,3,15.0,31.031743153360704,138.3196180985108
18,1.0,0.0,,1,5,5.0,4,42.75,26.552288741781304,219.52710706200708
9,0.0,0.0,,0,0,0.0,4,20.75,12.731366983811851,54.28352501785002
14,0.0,0.0,,1,30,30.0,1,34.0,13.335395594979854,347.47468388582195
24,1.0,0.0,,0,0,0.0,2,27.5,38.85746834090588,238.72342819105995
17,1.0,0.0,,0,0,0.0,1,28.0,11.953672075062741,24.149718934701266
11,0.0,0.0,,0,0,0.0,2,11.5,15.887800387172966,65.46799566302737
13,1.0,0.0,,1,23,23.0,2,84.5,24.51951333067166,94.52694883904977
7,0.0,0.0,,0,0,0.0,1,25.0,33.02609340284995,75.69499492785347
3,1.0,0.0,,1,22,22.0,2,13.5,13.771193343574994,70.2809687180696
17,1.0,0.0,,0,0,0.0,4,10.0,23.89433782088,86.86067175045024
24,0.0,0.0,,2,30,18.5,3,14.666666666666666,14.533230973703107,81.4206959544391
24,1.0,0.0,,0,0,0.0,2,16.5,27.81610135099976,135.34579972028408
24,0.0,0.0,,1,30,30.0,3,17.666666666666668,19.111162562892023,96.23642173598914
6,0.0,0.0,,1,20,20.0,5,10.6,12.376567322633957,53.9747811337765
4,0.0,0.0,,0,0,0.0,3,29.666666666666668,25.555121274738543,112.55981828666579
16,0.0,0.0,,1,38,38.0,4,24.5,25.21676180512484,143.2773198598905
5,0.0,0.0,,0,0,0.0,1,92.0,2.846391416901172,29.874491108666103
6,0.0,0.0,,0,0,0.0,3,33.333333333333336,21.358953928708175,112.70817712356467
24,0.0,0.0,,0,0,0.0,4,11.75,15.7298549071256,63.545827167906154
19,0.0,0.0,,0,0,0.0,3,13.0,18.065778723678942,59.094894905307484
21,0.0,0.0,,0,0,0.0,2,35.5,15.554056888302338,72.30799775667546
25,0.0,0.0,,1,13,13.0,4,27.0,23.978035032738973,132.94172903045947
14,0.0,0.0,,1,41,41.0,2,30.0,12.502407372527037,93.35672193297874
26,0.0,0.0,,0,0,0.0,2,11.0,29.583952973210124,149.7626026090968
3,1.0,0.0,,1,13,13.0,2,32.0,17.99285939110063,101.0258240737497
3,1.0,0.0,,0,0,0.0,2,6.5,13.34154505198105,52.53345031057685
21,0.0,0.0,,0,0,0.0,2,30.5,15.554056888302338,72.23829792263022
24,1.0,0.0,,0,0,0.0,5,17.6,22.213687352722165,133.14347792569325
22,0.0,0.0,,1,34,34.0,1,9.0,1.370347855986107,5.286198267662716
6,0.0,0.0,,1,99,99.0,3,23.333333333333332,13.014828979884221,111.67429379368942
22,0.0,0.0,,0,0,0.0,1,87.0,14.257608154413122,116.78147026010426
6,0.0,0.0,,1,25,25.0,3,30.333333333333332,27.44641631225453,161.62079062177577
9,1.0,0.0,,0,0,0.0,2,13.0,19.92187704607362,108.58550851429902
13,0.0,0.0,,1,26,26.0,1,22.0,5.700780433959506,11.830006111584606
3,1.0,0.0,,1,78,78.0,3,29.333333333333332,10.286870542764712,60.01974873258056
3,1.0,0.0,,1,17,17.0,3,26.666666666666668,21.235364218454446,82.13681968534611
6,0.0,0.0,,0,0,0.0,3,20.0,29.08397484353446,161.42260696688766
2,0.0,0.0,,2,45,39.0,3,18.333333333333332,9.197781903512045,93.96781608042158
12,0.0,0.0,,0,0,0.0,1,17.0,7.978261593655958,28.587811904181695
16,1.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
2,1.0,0.0,,0,0,0.0,1,7.0,29.04890407788164,159.85178396643474
6,0.0,0.0,,1,14,14.0,5,25.0,16.513717612852282,101.65685006726434
13,0.0,0.0,,1,16,16.0,2,25.0,26.176329485111523,89.74849094664035
1,1.0,0.0,,1,73,73.0,4,22.75,5.547400210822985,52.84301012841956
24,1.0,0.0,,0,0,0.0,2,10.5,17.080639529550943,117.02660517378438
18,1.0,0.0,,1,17,17.0,3,37.333333333333336,17.276942772917607,211.91880441262484
13,1.0,0.0,,1,120,120.0,3,28.666666666666668,16.5236366986661,139.8863627518102
14,0.0,0.0,,0,0,0.0,1,6.0,17.443277491146784,66.47629994733269
19,1.0,0.0,,1,12,12.0,3,29.0,19.570500401136098,177.04578304569682
7,1.0,0.0,,2,71,47.5,2,11.0,2.922199895434644,13.925784344145429
14,0.0,0.0,,0,0,0.0,1,30.0,22.53682786834066,169.9147240394748
19,0.0,0.0,,1,3,3.0,2,32.5,37.137558412070234,286.05032788317266
26,0.0,0.0,,1,29,29.0,1,9.0,1.7759894293899297,9.096098236363664
24,0.0,0.0,,1,21,21.0,2,24.5,17.962695913668732,126.39176609946281
18,1.0,0.0,,1,5,5.0,4,40.5,26.552288741781304,218.91147681753364
16,0.0,0.0,,0,0,0.0,2,33.5,16.341521214002366,85.668313081961
13,1.0,0.0,,1,16,16.0,3,31.0,21.940828972587436,175.1790494350632
14,0.0,0.0,,0,0,0.0,1,75.0,15.83201366916422,34.585337424743514
3,1.0,0.0,,1,17,17.0,3,19.666666666666668,18.025189279122785,89.02707227676642
24,0.0,0.0,,0,0,0.0,5,10.4,14.500783497050708,49.36412769945226
14,0.0,0.0,,1,44,44.0,2,28.5,9.656854807529676,34.00975007123855
13,1.0,0.0,,0,0,0.0,1,8.0,7.19013195768202,30.805214033106257
7,0.0,0.0,,0,0,0.0,1,50.0,27.097767378896346,137.9819099814405
22,0.0,0.0,,2,39,22.5,0,0.0,0.0,0.0
5,0.0,0.0,,1,6,6.0,2,16.0,31.700003749441223,128.7415856200123
23,0.0,0.0,,1,47,47.0,4,27.75,17.906131773777354,95.3366978466804
2,1.0,0.0,,1,6,6.0,2,9.0,18.50058715634276,97.07067254846832
4,0.0,0.0,,0,0,0.0,4,25.75,29.832798927970614,164.57998934103952
23,0.0,0.0,,0,0,0.0,5,32.0,29.75157328538571,253.25832291944644
7,0.0,0.0,,0,0,0.0,2,24.0,14.170104665256376,69.17906471610667
3,0.0,0.0,,1,17,17.0,4,26.25,19.307057657846745,187.6353476668059
9,0.0,0.0,,1,16,16.0,1,126.0,32.87604227623835,124.83573734057798
14,0.0,0.0,,1,44,44.0,1,14.0,1.3855220148226803,18.0117861926948
1,1.0,0.0,,1,14,14.0,3,17.333333333333332,16.47661442189273,96.57228014350596
23,0.0,0.0,,0,0,0.0,4,19.5,20.32096526106048,120.5832616751809
1,1.0,0.0,,0,0,0.0,5,14.4,18.467581310086338,99.98127735419445
21,0.0,0.0,,1,23,23.0,2,15.0,17.8629277522208,135.68062117779
17,1.0,0.0,,0,0,0.0,4,17.25,21.529491706382295,80.15636866712035
12,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0
10,1.0,0.0,,0,0,0.0,1,20.0,31.0819602020212,127.6159047717791
3,1.0,0.0,,0,0,0.0,2,9.0,23.57239312560735,114.10436504378573
23,0.0,0.0,,0,0,0.0,5,28.6,20.70027707970825,145.72017954120312
3,0.0,0.0,,1,18,18.0,5,20.4,23.535198739497197,158.75795744084357
7,0.0,0.0,,0,0,0.0,1,84.0,13.99170789507023,33.54332470874355
13,0.0,0.0,,1,16,16.0,3,16.333333333333332,25.45350130190249,96.9664693185917
17,1.0,0.0,,0,0,0.0,1,30.0,11.953672075062741,24.149718934701266
14,0.0,0.0,,1,21,21.0,3,39.0,11.929116060745026,61.51401229898983
4,0.0,0.0,,0,0,0.0,3,19.0,19.646426676784404,85.9287520436073
14,0.0,0.0,,0,0,0.0,2,22.0,21.72652760760704,65.77464483833296
23,0.0,0.0,,0,0,0.0,5,34.6,24.408503475624794,276.97166503129984
24,0.0,0.0,,1,27,27.0,5,17.6,22.992934278282853,155.07718611400725
14,0.0,0.0,,1,21,21.0,4,7.25,15.07121117685726,57.41555737583759
7,0.0,0.0,,0,0,0.0,1,34.0,33.02609340284995,75.98590919889998
17,1.0,0.0,,0,0,0.0,3,16.333333333333332,28.353356412214964,157.08175845854728
12,1.0,0.0,,1,27,27.0,1,18.0,0.7127398493095517,12.116577438261952
22,0.0,0.0,,1,23,23.0,3,7.0,13.163980522356615,48.517303998676134
2,1.0,0.0,,0,0,0.0,2,36.0,18.859416963679546,93.09484469049251
5,0.0,0.0,,1,3,3.0,2,18.5,45.130291246097485,308.75642740703813
4,0.0,0.0,,1,21,21.0,5,15.0,12.006303975668704,86.06750350382215
3,0.0,0.0,,1,212,212.0,5,13.2,0.6724198339661595,8.203521974386502
6,0.0,0.0,,0,0,0.0,3,20.0,29.08397484353446,161.42260696688766
14,0.0,0.0,,0,0,0.0,2,11.0,20.61103736298538,124.58324996251295
24,0.0,0.0,,2,30,18.5,3,13.0,14.533230973703107,76.08701764074404
3,1.0,0.0,,1,17,17.0,3,22.0,14.997865529924463,85.67547892483724
2,1.0,0.0,,1,23,23.0,2,30.0,2.586353113523015,46.64671929920624
19,1.0,0.0,,1,12,12.0,4,24.25,22.078229977806906,201.25225728584087
24,1.0,0.0,,0,0,0.0,1,44.0,3.3006174492148026,17.804118341188417
6,0.0,0.0,,1,108,108.0,2,22.5,5.508084824608687,50.640974111333456
2,1.0,0.0,,1,23,23.0,2,76.0,5.0163172313163615,16.391453684070214
14,0.0,0.0,,1,21,21.0,3,22.333333333333332,11.929116060745026,58.73024474099307
12,0.0,0.0,,0,0,0.0,5,12.6,25.26013608780369,120.12265935857053
19,1.0,0.0,,0,0,0.0,5,27.2,23.855711441996608,189.02674686917507
26,0.0,0.0,,0,0,0.0,2,45.5,35.05558858903642,251.9718206064887
3,0.0,0.0,,1,201,201.0,5,13.6,1.1278723219247015,14.211191256250512
7,1.0,0.0,,1,89,89.0,2,60.5,2.0096396959041694,12.438105229176585
5,0.0,0.0,,0,0,0.0,2,41.5,36.022804336536204,223.15244177104006
8,1.0,0.0,,0,0,0.0,4,27.75,26.511619882795255,195.11138092647218
18,1.0,0.0,,0,0,0.0,2,26.0,30.890012821259006,111.31857666244451
21,0.0,0.0,,1,28,28.0,2,32.0,8.197636909502405,94.3708576934522
17,1.0,0.0,,0,0,0.0,4,23.5,22.863647678334644,91.2750237741943
22,0.0,0.0,,0,0,0.0,2,33.0,4.357295247916715,11.659404694760394
4,0.0,0.0,,0,0,0.0,4,16.5,19.06440077983512,77.08702072196678
4,0.0,0.0,,1,12,12.0,2,58.5,31.43299526566151,232.55307025967704
23,0.0,0.0,,1,42,42.0,3,12.666666666666666,20.612056610319815,92.48433435931929
23,0.0,0.0,,0,0,0.0,2,71.0,7.321766938417347,45.5473768783968
15,1.0,0.0,,1,20,20.0,4,19.0,23.242540515948576,105.60403481074948
23,0.0,0.0,,1,34,34.0,3,32.333333333333336,25.085176218721788,169.6056234785692
5,0.0,0.0,,1,25,25.0,5,20.8,20.70674020884948,102.54116449683094
15,0.0,0.0,,1,169,169.0,4,11.75,0.9483729288855522,7.841115456909636
19,1.0,0.0,,1,12,12.0,3,29.0,19.570500401136098,177.04578304569682
15,0.0,0.0,,1,16,16.0,3,26.666666666666668,13.885687079834959,111.5696998464346
22,0.0,0.0,,1,38,38.0,2,10.0,2.8669299900748397,23.670798853804897
