participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt
9,0.0,0.0,,0.11499977111816406,435.41357016563416,-0.0058475432498323095,-1.6796541213989258,-1.6796541213989258,-1.6515851020812988,41,14,41,19.071428571428573
17,1.0,0.0,,0.7006499767303467,1.7784736359373055,-0.0012579878129479543,0.149730571344787,0.149730571344787,0.14754376977058048,100,12,26,14.666666666666666
19,1.0,0.0,,0.7625999450683594,33.99550950527191,0.001263500677823117,-0.13341622058750868,-0.13341622058750868,-0.12064199933762679,352,9,22,16.0
19,1.0,0.0,,0.21889996528625488,29.15090000629425,-0.003390667458017827,-0.4351035062672377,-0.4351035062672377,-0.43075208651745106,213,12,59,19.75
17,1.0,0.0,,0.11914992332458496,27.961653232574463,-0.0010414727022638466,-0.15003032982349396,-0.15003032982349396,-0.13881739974021912,152,8,78,37.75
8,1.0,0.0,,0.33140015602111816,13.102044105529785,0.0008097193439948152,-0.0603083074092865,-0.0603083074092865,-0.05900644138455391,350,19,28,11.631578947368421
14,0.0,0.0,,1.3376498222351074,0.04369997978210449,0.002728638377263768,0.7247209599038132,0.7247209599038132,0.7214223243078716,252,10,59,22.4
23,0.0,0.0,,0.5186500549316406,5.491199254989624,-0.000375991735087129,0.13196511566638947,0.13196511566638947,0.13329783082008362,70,14,26,12.785714285714286
23,0.0,0.0,,0.31599950790405273,0.03704977035522461,0.0006650812126210443,0.19563060998916626,0.19563060998916626,0.1871172934770584,221,2,131,122.5
16,0.0,0.0,,1.0967998504638672,0.1554504632949829,0.001625163218980411,0.5657634885371232,0.5657634885371232,0.5458792083322741,323,12,38,19.666666666666668
19,0.0,0.0,,1.191438564887413,0.5721429261294277,0.0026461016166083842,0.7068700105870137,0.7068700105870137,0.6935570716536884,189,6,75,48.333333333333336
24,0.0,0.0,,0.4804501533508301,0.04979991912841797,0.0006649022697490314,0.2422885149717331,0.2422885149717331,0.2501436471939087,273,17,42,14.529411764705882
21,0.0,0.0,,0.07310009002685547,2.910799980163574,-0.0025646269982154283,-0.5673753979827175,-0.5673753979827175,-0.5712245299620329,5,5,113,64.4
3,0.0,0.0,,0.22030019760131836,31.733136653900146,-0.0008481352410086121,-0.16902201683247456,-0.16902201683247456,-0.14896946368010147,116,14,32,14.571428571428571
6,0.0,0.0,,0.3092000484466553,10.676652550697323,-0.0009318384218220745,-0.11105565063091886,-0.11105565063091886,-0.11150104619651341,163,13,41,18.307692307692307
3,0.0,0.0,,0.05254983901977539,141.34197199344632,0.0011017452631314048,-0.567117289334786,-0.567117289334786,-0.5501787845435959,1,12,42,19.916666666666668
13,0.0,0.0,,0.557999849319458,2.4620513916015625,0.0009008594059620076,0.20369843141037544,0.20369843141037544,0.2111084456535756,21,8,58,29.625
16,0.0,0.0,,1.1006499528884888,0.8172495365142822,0.0017940895222784334,0.5052796992935052,0.5052796992935052,0.49888430389503724,346,11,38,18.90909090909091
25,0.0,0.0,,0.12110018730163574,85.86074429750443,6.95570651466195e-05,-0.34262420433242113,-0.34262420433242113,-0.31549282014835106,31,9,76,21.88888888888889
19,0.0,0.0,,0.5846500396728516,11.053435325622559,0.00035189372744938457,0.0924946516752243,0.0924946516752243,0.08747847378253937,344,19,32,13.105263157894736
3,0.0,0.0,,0.35865020751953125,2.0476821131176415,1.3209888837060428e-05,0.08839087760081145,0.08839087760081145,0.08503776796289053,334,13,30,14.615384615384615
13,0.0,0.0,,0.45729994773864746,0.2572163000498726,-0.0008179923061357189,0.05695037731603414,0.05695037731603414,0.06910969882089431,353,11,38,22.90909090909091
14,0.0,0.0,,0.5303997993469238,38.537309646606445,-0.0026319620684370592,-0.07554069553770605,-0.07554069553770605,-0.07841057512776178,77,11,50,23.818181818181817
18,1.0,0.0,,0.9729499816894531,1.5319979190826416,0.0003359647213706231,0.4069353893023579,0.4069353893023579,0.4191131695457127,167,15,23,11.6
24,0.0,0.0,,0.28474998474121094,49.56252260506153,-0.007681705332061615,-0.6946061961457175,-0.6946061961457175,-0.6957966318095382,170,10,101,28.4
7,0.0,0.0,,0.10445022583007812,284.3461151123047,-0.0031011616271110825,-1.06767737865448,-1.06767737865448,-1.0558695793151855,56,9,79,34.77777777777778
12,1.0,0.0,,0.23720002174377441,55.13650619983673,-0.0015195494190789732,-0.31029619873404835,-0.31029619873404835,-0.3011842448827646,74,17,41,13.058823529411764
4,0.0,0.0,,0.0,161.943621635437,-0.001719173524875018,-1.4981807470321655,-1.4981807470321655,-1.4549436569213867,0,13,21,11.923076923076923
8,1.0,0.0,,0.48600006103515625,16.667995929718018,0.0016015609429810677,-0.03264952450990677,-0.03264952450990677,-0.04095863178372383,343,18,28,11.0
9,1.0,0.0,,0.7469497919082642,2.198400139808655,-0.00026739307246163515,0.32081811635100205,0.32081811635100205,0.3232197595133661,163,9,64,31.22222222222222
15,1.0,0.0,,0.3598501682281494,26.71279725415894,-0.00029536106249771204,-0.07763208361232982,-0.07763208361232982,-0.07901973855020925,53,14,33,16.285714285714285
26,0.0,0.0,,0.41750001907348633,0.12504911422729492,0.00014326990928375863,0.21661922335624695,0.21661922335624695,0.22333277761936188,261,13,53,20.076923076923077
16,1.0,0.0,,0.0,5.5492002964019775,-0.0023236201011118305,-0.5402890091516724,-0.5402890091516724,-0.5525283906988259,0,12,53,21.25
22,0.0,0.0,,0.5778499841690063,0.49730002880096436,0.00010606199091099968,0.22824053637453823,0.22824053637453823,0.20891835724098098,216,12,65,21.916666666666668
26,0.0,0.0,,0.25570011138916016,135.04298400878906,-0.006620162961218137,-0.551593542098999,-0.551593542098999,-0.5454715490341187,93,8,87,33.0
7,0.0,0.0,,0.4259004592895508,192.88262033462524,-0.004319248405290323,-0.6575280427932739,-0.6575280427932739,-0.6536194682121277,86,8,82,39.875
24,1.0,0.0,,0.3128499984741211,7.291145324707031,-0.0001525140548249657,-0.004632992669939995,-0.004632992669939995,-0.0031521425116807222,145,14,45,20.142857142857142
21,1.0,0.0,,0.6411001682281494,0.09994983673095703,-0.0007266659940206238,0.2607820962323528,0.2607820962323528,0.2383124288318073,171,12,44,17.416666666666668
22,0.0,0.0,,0.0,83.87342345714569,-0.0009111928795322767,-0.3194305950186166,-0.3194305950186166,-0.32293747865986244,0,13,37,14.923076923076923
21,1.0,0.0,,0.23539996147155762,72.45576564584458,0.003141092601901303,-0.3277368769258344,-0.3277368769258344,-0.28800428070278017,319,12,44,19.083333333333332
5,0.0,0.0,,0.43975019454956055,12.890344023704529,-0.0011311218634499013,-0.011602929326332584,-0.011602929326332584,-0.017440228358558987,27,17,28,13.470588235294118
21,0.0,0.0,,0.22029995918273926,267.8827266693115,-0.006016960733235902,-1.1101909241422552,-1.1101909241422552,-1.0900371333827144,28,9,54,34.22222222222222
24,0.0,0.0,,0.13849997520446777,0.5728999376296997,-5.9604757122948274e-05,-0.16565119268513528,-0.16565119268513528,-0.18001919581694303,263,12,52,25.0
9,1.0,0.0,,0.5534498691558838,10.007999420166016,0.0009704324850739517,0.10442989213126046,0.10442989213126046,0.10188342177349588,330,12,104,24.083333333333332
22,0.0,0.0,,0.5316498279571533,0.4742499589920044,0.000698796412301959,0.22744978342403552,0.22744978342403552,0.22253828832763853,319,8,70,38.375
21,1.0,0.0,,0.6291999816894531,0.02089977264404297,0.00025987406710872477,0.326345831155777,0.326345831155777,0.31416991353034973,138,16,30,12.4375
24,0.0,0.0,,0.6710000038146973,0.41740015149116516,0.0015291507363965249,0.35406065638325795,0.35406065638325795,0.3587543705235357,354,19,42,13.68421052631579
16,0.0,0.0,,0.13105010986328125,50.799997329711914,0.00014620489373232197,-0.2222701609134674,-0.2222701609134674,-0.2084977924823761,11,14,24,12.857142857142858
14,0.0,0.0,,1.5302999019622803,0.053750038146972656,0.004068590164623984,0.7988490527417479,0.7988490527417479,0.7774639456242344,298,9,59,21.77777777777778
6,0.0,0.0,,0.34200000762939453,152.13610649108887,-0.005817225355044125,-0.548338637799442,-0.548338637799442,-0.5221317594602397,128,12,77,23.083333333333332
23,0.0,0.0,,1.0497499704360962,0.17390012741088867,0.0023782685482993888,0.5071372050865024,0.5071372050865024,0.4934069749920867,337,9,51,25.444444444444443
4,0.0,0.0,,0.03014993667602539,163.06456446647644,-0.002702000137824935,-1.6341296434402466,-1.6341296434402466,-1.5986328125,2,13,21,11.538461538461538
1,1.0,0.0,,0.37700021266937256,5.017899870872498,-0.0003946566566416624,0.12663885458510796,0.12663885458510796,0.07518064877014478,322,12,54,24.916666666666668
13,1.0,0.0,,0.4431372260259199,8.72699417429088,0.0010490859366050237,-0.04408656315309326,-0.04408656315309326,-0.05318303544611706,274,11,36,18.363636363636363
19,0.0,0.0,,0.21075010299682617,33.52114510536194,-0.002085089973886174,-0.20690383530464493,-0.20690383530464493,-0.2027137044910981,11,12,39,16.75
22,0.0,0.0,,0.07530009746551514,36.37639057636261,-0.0009435385422689883,-0.2834190716262625,-0.2834190716262625,-0.27658958975572767,7,7,59,43.285714285714285
24,1.0,0.0,,0.0,199.4327027797699,-0.0011282957901909635,-1.0149370431900024,-1.0149370431900024,-0.9891916513442993,0,13,54,20.153846153846153
22,0.0,0.0,,0.7440999746322632,0.00010001659393310547,0.0009480242136497474,0.3579271580992627,0.3579271580992627,0.35601325897350244,175,10,70,28.7
17,1.0,0.0,,0.28534996509552,2.5309971139786094,0.0009596354293293682,0.056839603168957704,0.056839603168957704,0.049249281454964496,283,14,32,14.142857142857142
14,0.0,0.0,,0.06360006332397461,6.132149934768677,-0.003503072853850491,-0.4302703873450015,-0.4302703873450015,-0.4681526457668392,104,8,63,38.25
15,1.0,0.0,,0.05480003356933594,259.056150496006,-0.0008213868595717864,-1.0257024212377746,-1.0257024212377746,-0.9899788276008937,49,16,36,15.875
21,0.0,0.0,,0.8971002101898193,1.25124990940094,-0.0017658314813143567,0.1937531019125332,0.1937531019125332,0.18081158082842247,199,7,84,37.285714285714285
6,0.0,0.0,,0.19755005836486816,5.279249906539917,-0.0020813621954403963,-0.27788596994736614,-0.27788596994736614,-0.3350460376978235,19,16,39,15.25
