participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt
18,1.0,0.0,,0.19764983654022217,10.720900893211365,-0.0012727854195730718,-0.08642352238679543,-0.08642352238679543,-0.1134837836027145,18,2,9,8.5
23,0.0,0.0,,0.41099977493286133,0.44899940490722656,0.0034711330454235438,0.18955861032009125,0.18955861032009125,0.16333132982254028,115,4,25,15.5
19,1.0,0.0,,0.6667499542236328,0.0,0.002804754060090305,0.4358612596988678,0.4358612596988678,0.42903727293014526,78,5,27,14.8
7,1.0,0.0,,0.12060022354125977,0.3451509475708008,0.0004155269321761271,0.024152114987373352,0.024152114987373352,0.024774909019470215,92,1,96,96.0
3,1.0,0.0,,0.023349761962890625,8.13845157623291,-0.01750857600772177,-0.8217105269432068,-0.8217105269432068,-0.8319189548492432,13,4,27,24.0
13,1.0,0.0,,0.5828680229187011,0.014400005340576172,-0.0004381053474055944,0.18875776804410493,0.18875776804410493,0.1419438077103008,58,2,22,19.5
18,1.0,0.0,,0.44766446522304015,0.8351665602789984,0.0050789396043746495,0.086760813354427,0.086760813354427,0.056957719942708096,51,2,7,7.0
9,1.0,0.0,,0.1179497241973877,1.520902395248413,0.00048711111370167224,-0.011189608492402948,-0.011189608492402948,-0.025525886565446854,116,3,33,25.0
19,0.0,0.0,,0.08755016326904297,22.35001277923584,0.00022472017066371437,-0.24333393573760986,-0.24333393573760986,-0.22483134269714355,103,5,24,16.8
1,1.0,0.0,,0.11326904554624839,0.7685500383377075,-0.0019710353215761766,-0.0883792847649664,-0.0883792847649664,-0.0674473112365146,8,1,9,9.0
24,1.0,0.0,,0.1188497543334961,0.5797502994537354,-0.0016329820046515405,-0.009212858974933624,-0.009212858974933624,-0.03166252374649048,5,4,22,17.25
14,0.0,0.0,,0.10994982719421387,1.5622501373291016,-0.0030876753879712842,-0.07905070394532293,-0.07905070394532293,-0.09487096527043515,10,1,15,15.0
22,0.0,0.0,,0.019350051879882812,4.737900018692017,-0.007240961680169357,-0.24259361089804235,-0.24259361089804235,-0.15647506713867188,11,5,31,17.8
26,0.0,0.0,,0.5886001586914062,1.5007984638214111,0.0043285093995785884,0.1050274670124054,0.1050274670124054,0.1532500982284546,114,3,14,11.666666666666666
16,1.0,0.0,,0.47569990158081055,7.41729998588562,-0.01101947031935695,-0.04435745976928974,-0.04435745976928974,-0.23069513506359524,94,2,98,55.5
22,0.0,0.0,,0.05070018768310547,0.010350227355957031,-6.608638661384626e-05,0.017940569669008255,0.017940569669008255,0.013499975204467773,12,0,0,0.0
3,1.0,0.0,,0.09950017929077148,12.212249755859375,0.0017579125451220568,-0.140278622508049,-0.140278622508049,-0.1330438256263733,110,3,70,29.0
12,1.0,0.0,,0.17939996719360352,4.972752332687378,-0.0026962270387118083,-0.07779752463102341,-0.07779752463102341,-0.09067511558532715,40,6,33,16.166666666666668
5,0.0,0.0,,0.37494993209838867,0.24449992179870605,-0.0034183256561351786,0.08010265231132507,0.08010265231132507,0.09358754754066467,52,6,17,12.333333333333334
9,0.0,0.0,,0.35704994201660156,0.31622799873352037,0.0003852782283536514,0.11879319207281129,0.11879319207281129,0.11611419848773785,78,4,49,21.75
21,1.0,0.0,,0.10174989700317383,16.24974354944731,-7.691828645168232e-05,-0.3985197640891768,-0.3985197640891768,-0.38409784850147033,11,3,12,10.0
5,0.0,0.0,,0.4536001682281494,0.4408998489379883,-0.0011768310658750835,0.15826985876784366,0.15826985876784366,0.14852046247186323,39,4,19,11.75
7,0.0,0.0,,0.38145017623901367,1.357253943790088,0.002159491419643898,0.04082571950733152,0.04082571950733152,0.04523320170966061,105,2,56,43.0
24,0.0,0.0,,0.2796499729156494,0.06694984436035156,-0.0006524376778520494,0.08998331427574158,0.08998331427574158,0.07929375767707825,34,4,31,18.0
12,1.0,0.0,,0.26600003242492676,0.5389499664306641,0.000421348271807762,0.14896118640899658,0.14896118640899658,0.09241250157356262,87,6,47,18.0
3,1.0,0.0,,0.49849987030029297,1.5255722999572754,0.003957693657811249,0.10921875387430191,0.10921875387430191,0.10123080015182495,116,4,40,26.0
15,0.0,0.0,,0.13590002059936523,3.350452423095703,0.002190829833526048,-0.05463427763718825,-0.05463427763718825,-0.037658145030339485,116,4,31,21.0
12,1.0,0.0,,0.3014497756958008,2.8184049129486084,2.4999722059724756e-06,0.021263515576720238,0.021263515576720238,-0.029637664556503296,37,5,17,14.4
26,0.0,0.0,,0.10935020446777344,0.39839982986450195,-0.0009620191497878762,0.00262441288711679,0.00262441288711679,-0.004477041083223665,15,1,91,91.0
18,1.0,0.0,,0.12685012817382812,1.4390497207641602,-0.008510928707153958,-0.21689178049564362,-0.21689178049564362,-0.2255624532699585,64,5,32,19.4
15,0.0,0.0,,0.3024001121520996,7.202099084854126,-0.004965123833838089,-0.21373501420021057,-0.21373501420021057,-0.1856624186038971,35,3,26,20.666666666666668
25,0.0,0.0,,0.16270017623901367,1.6569979190826416,-0.0003678456513130545,-0.0352584533393383,-0.0352584533393383,-0.01746872067451477,51,8,18,10.375
14,0.0,0.0,,0.10255002975463867,1.9239544868469238,0.00034138274147433743,0.004415271803736687,0.004415271803736687,-0.0004750490188598633,54,3,33,26.333333333333332
7,1.0,0.0,,0.0,10.229307246208192,-0.003071974737538306,-0.18084398599771354,-0.18084398599771354,-0.17555926304597125,0,3,66,32.333333333333336
9,0.0,0.0,,0.1568000316619873,16.094954268137617,0.0013551269417597222,-0.16769358031770104,-0.16769358031770104,-0.13459775924682615,113,5,31,17.2
18,1.0,0.0,,0.23489999771118164,0.8793454170227051,0.001163200907698711,0.04029928520321846,0.04029928520321846,0.0257875919342041,106,2,93,50.5
21,1.0,0.0,,0.5176501274108887,0.07884979248046875,0.004370906455218582,0.2259705811738968,0.2259705811738968,0.2192562222480774,114,5,30,12.4
5,0.0,0.0,,0.8408000469207764,0.21433923695538493,0.004342835700507109,0.4084625993019495,0.4084625993019495,0.39118466802691937,76,5,23,17.8
17,1.0,0.0,,0.20095014572143555,3.8779518604278564,0.0003993291589317646,-0.001411580597050488,-0.001411580597050488,-0.010100066661834717,71,2,18,17.0
