participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
12,1.0,0.0,,17,51,18.176470588235293,1,8.0,20.14703773567362,68.72421291314585
25,0.0,0.0,,14,31,12.571428571428571,5,29.0,12.473749879449372,125.76783830590675
17,1.0,0.0,,10,51,28.6,3,19.333333333333332,26.549037047057,146.776617052585
14,0.0,0.0,,8,125,33.875,4,19.0,12.631308571827322,62.56682539647381
22,0.0,0.0,,12,45,25.166666666666668,4,6.75,17.404076761994812,78.21804705711311
14,0.0,0.0,,9,125,32.111111111111114,3,17.666666666666668,4.221354395675474,34.03611364248173
7,1.0,0.0,,12,58,26.5,2,10.0,19.32737240764778,89.22730415752035
8,1.0,0.0,,14,61,17.571428571428573,4,23.0,18.81788486544859,157.5937526550017
26,0.0,0.0,,13,33,13.846153846153847,6,25.333333333333332,22.194834347570467,134.23165943637073
21,1.0,0.0,,18,29,11.166666666666666,7,18.428571428571427,16.80426315137014,114.16181731332986
5,0.0,0.0,,20,28,11.9,5,17.4,25.814407731549682,125.89922187458407
5,0.0,0.0,,15,33,17.666666666666668,3,18.0,12.810559752461607,59.29449525483043
23,0.0,0.0,,12,65,17.583333333333332,5,25.2,26.749808540364352,163.2932752840231
14,0.0,0.0,,9,125,31.22222222222222,3,20.666666666666668,12.666265628252901,66.19411592266785
25,0.0,0.0,,14,38,14.714285714285714,4,33.75,22.062772125479345,232.0480575356233
5,0.0,0.0,,15,43,16.2,7,12.285714285714286,25.479509973707618,135.24078171219713
6,0.0,0.0,,11,75,19.818181818181817,6,21.0,17.983143804223612,153.838584590992
23,0.0,0.0,,4,161,57.5,3,40.0,28.615029738776272,203.47917725742548
21,1.0,0.0,,13,35,17.76923076923077,5,20.8,16.77649154183115,91.97025976625869
24,0.0,0.0,,15,26,13.133333333333333,7,18.428571428571427,14.312128526969103,71.95422069671807
18,1.0,0.0,,7,77,32.857142857142854,2,56.5,35.42965834535262,262.69575216976716
25,0.0,0.0,,12,36,18.75,1,96.0,34.69723295086544,391.0669229316667
14,0.0,0.0,,11,125,27.363636363636363,3,13.666666666666666,17.926728857622425,71.58758581888196
1,1.0,0.0,,16,53,14.9375,4,22.0,17.59230481978035,116.90009804019857
21,0.0,0.0,,6,127,45.666666666666664,3,21.666666666666668,20.07263367960387,188.38103014938997
22,0.0,0.0,,12,87,20.75,4,23.75,21.28356783544949,166.99563068132903
15,0.0,0.0,,13,43,21.53846153846154,3,16.666666666666668,8.355713086873156,91.53754825279212
26,0.0,0.0,,3,290,115.66666666666667,1,6.0,4.889888131007605,13.31172618063708
2,1.0,0.0,,10,68,25.7,2,41.0,9.208880988765024,64.23507539718868
17,1.0,0.0,,10,49,28.6,4,13.75,22.90343463568203,112.85193855671204
2,0.0,0.0,,13,37,13.692307692307692,8,20.25,12.74118635542033,119.42510593827464
25,0.0,0.0,,8,76,21.5,5,34.4,22.32876859405881,169.37297591365967
21,1.0,0.0,,12,32,15.833333333333334,5,28.8,15.74151986387175,129.71366898521765
25,0.0,0.0,,13,47,22.846153846153847,2,13.5,14.93481810252861,33.887439239725396
15,0.0,0.0,,15,33,16.266666666666666,5,17.0,22.62973298799099,174.50308224952386
15,1.0,0.0,,15,36,18.8,4,13.0,12.861936485321074,93.57503023473225
14,0.0,0.0,,9,63,27.555555555555557,5,18.8,5.872588419279789,23.4978716072916
17,1.0,0.0,,14,26,13.071428571428571,6,24.166666666666668,28.853946506061146,143.7269450729123
24,0.0,0.0,,10,114,31.3,2,15.0,25.193026667510132,133.79377243379258
24,1.0,0.0,,15,41,19.666666666666668,3,14.0,23.57266091145819,183.27766387637925
3,1.0,0.0,,17,48,16.41176470588235,4,11.25,23.65042110619672,103.70300260295568
12,1.0,0.0,,17,43,17.88235294117647,2,11.5,14.121044795543831,66.57442817163837
14,0.0,0.0,,16,29,17.0625,4,12.75,16.23524166338099,72.88867995267958
7,1.0,0.0,,10,82,32.3,1,6.0,0.2080132049706055,1.0400660248529274
15,0.0,0.0,,14,33,17.714285714285715,4,21.25,27.43187322447294,231.9935630229097
24,0.0,0.0,,16,42,15.25,8,10.125,26.9613894611758,162.21897458625003
25,0.0,0.0,,12,45,17.916666666666668,5,23.2,15.367233381139048,102.86197409739918
1,1.0,0.0,,12,45,17.083333333333332,3,45.333333333333336,22.828527409460506,100.50758893007304
18,1.0,0.0,,9,44,22.333333333333332,2,66.5,34.15529634975277,322.05488285401987
26,0.0,0.0,,16,24,14.75,3,28.0,25.897699317161024,117.0297095278351
7,1.0,0.0,,7,78,34.0,2,45.5,0.749352533947911,4.553944178709909
23,0.0,0.0,,2,151,138.0,1,78.0,33.84047189768523,263.98681298279473
23,0.0,0.0,,2,132,109.0,1,136.0,5.204740625407418,27.877530158739177
6,0.0,0.0,,15,28,14.333333333333334,6,18.333333333333332,12.615276988976106,91.06525919493488
3,0.0,0.0,,11,46,26.181818181818183,3,13.666666666666666,23.922856845829134,170.54543530366655
24,0.0,0.0,,9,63,25.333333333333332,4,28.25,23.999072445914276,127.91198244979674
22,0.0,0.0,,12,64,24.833333333333332,3,6.666666666666667,13.45980323772041,53.86074451431648
15,0.0,0.0,,14,33,17.857142857142858,4,19.75,16.811598769791946,161.1878952871902
25,0.0,0.0,,13,38,12.538461538461538,4,43.0,19.081784219785654,230.58290696187188
25,0.0,0.0,,10,45,21.7,6,20.333333333333332,20.761309546256083,102.97370938228148
13,1.0,0.0,,11,47,21.90909090909091,3,32.666666666666664,11.79040270625798,132.43751136399928
5,0.0,0.0,,10,53,20.1,7,19.142857142857142,29.426211718416802,143.57399454689468
9,1.0,0.0,,17,30,13.882352941176471,7,13.857142857142858,20.048343554032527,99.38327909939646
1,1.0,0.0,,16,45,16.0625,6,13.166666666666666,15.826715738807168,61.29246326137695
24,0.0,0.0,,13,79,21.076923076923077,5,12.0,17.06505729752731,83.45141351181299
22,0.0,0.0,,15,64,19.933333333333334,4,8.5,15.704525117246323,80.98078330744784
6,0.0,0.0,,11,77,27.272727272727273,3,12.0,3.7340078474652287,31.68033455505638
3,0.0,0.0,,12,46,20.25,5,18.4,23.535198739497197,158.75795744084357
7,1.0,0.0,,15,66,18.866666666666667,5,8.8,11.322104478782583,61.952319404841845
25,0.0,0.0,,12,20,13.916666666666666,4,41.25,24.95592345527123,188.92436505845401
4,0.0,0.0,,18,40,12.833333333333334,5,19.2,22.26236103680413,99.03871379072116
6,0.0,0.0,,10,39,18.5,5,30.2,16.84626767340871,95.8809889227529
15,1.0,0.0,,13,49,21.76923076923077,5,7.8,12.452478221386425,48.05456337415548
4,0.0,0.0,,17,26,12.235294117647058,5,23.6,27.786252174636626,115.89107861644081
5,0.0,0.0,,12,71,26.25,1,8.0,5.6845258755430566,31.095557564583473
24,0.0,0.0,,16,39,16.875,5,11.4,13.353801366730659,70.63245528424207
19,0.0,0.0,,10,38,17.8,6,28.0,18.696263962685858,144.3655447474068
24,1.0,0.0,,8,65,34.375,3,22.333333333333332,19.407366928019144,172.38580369174304
26,0.0,0.0,,9,81,30.0,2,35.5,25.439251546946096,158.99055109648322
26,0.0,0.0,,11,36,16.0,4,40.75,18.38245909164077,109.3968173047754
6,0.0,0.0,,12,40,16.833333333333332,7,19.142857142857142,18.48920043947266,111.45183321183212
26,0.0,0.0,,8,99,40.5,1,15.0,3.1495570123821253,44.09379817334919
22,0.0,0.0,,12,54,25.833333333333332,3,8.0,8.280419478859685,45.434249890628756
21,0.0,0.0,,5,113,65.2,2,10.5,22.38265939208205,99.05548749898685
7,0.0,0.0,,9,53,34.666666666666664,2,12.5,21.50699667166907,82.26015859327023
24,1.0,0.0,,15,32,19.2,3,13.0,22.435818935515424,106.03660650234376
3,1.0,0.0,,17,34,13.647058823529411,4,23.5,22.02402515577717,118.56837143258835
23,0.0,0.0,,3,145,90.33333333333333,2,41.0,34.84979056861202,239.32455688978973
8,1.0,0.0,,12,61,20.666666666666668,3,30.666666666666668,24.441964791906983,213.98963463517035
9,1.0,0.0,,10,104,24.5,4,24.0,15.640553289105334,84.83865124569903
14,0.0,0.0,,5,171,65.4,2,10.0,15.664480682089353,44.03635003430659
14,0.0,0.0,,13,40,21.307692307692307,4,14.5,14.364678580496003,79.23161286330412
9,1.0,0.0,,11,104,27.727272727272727,3,11.0,15.052818416733233,46.6137736996945
24,0.0,0.0,,10,63,27.3,5,13.2,21.3864080614403,129.14406453343707
23,0.0,0.0,,13,137,20.153846153846153,4,19.0,14.406497742745966,105.59503896278527
8,1.0,0.0,,12,65,19.0,4,24.25,21.313482093236825,156.3249387846077
10,1.0,0.0,,18,58,15.722222222222221,5,9.6,26.24051158854528,120.9081785614716
11,0.0,0.0,,10,102,24.2,4,15.75,31.00843459161268,288.5341555002861
19,0.0,0.0,,18,32,14.0,3,25.666666666666668,19.558288140979045,143.45015150319546
4,0.0,0.0,,13,42,11.461538461538462,9,20.11111111111111,22.252231876587043,109.5273774079954
2,0.0,0.0,,10,36,15.7,6,31.5,11.218114693821983,113.83956871767549
9,0.0,0.0,,16,37,18.3125,3,13.0,31.564056546942368,251.5136961481696
2,0.0,0.0,,11,77,19.545454545454547,6,21.666666666666668,9.073773667279513,111.16215683464524
12,0.0,0.0,,13,66,23.53846153846154,4,7.75,24.735766580032028,94.43819103878633
22,0.0,0.0,,10,51,26.3,4,17.25,15.215374426981583,83.14068759414663
8,1.0,0.0,,16,46,14.1875,5,21.0,17.292532727048098,141.90573409508778
23,0.0,0.0,,7,42,22.571428571428573,6,31.5,27.083077030373317,235.31136604977902
15,0.0,0.0,,14,34,19.428571428571427,5,10.4,4.148657713526518,10.193718133511052
24,0.0,0.0,,17,30,14.941176470588236,6,11.333333333333334,15.784006987065872,82.585660342227
22,0.0,0.0,,13,65,19.923076923076923,4,19.75,17.972154176924974,157.98220600240901
12,0.0,0.0,,17,25,12.529411764705882,5,21.8,31.723402281370046,163.43233071440878
12,0.0,0.0,,14,66,21.357142857142858,4,10.0,22.780297747048685,111.32709441766966
18,1.0,0.0,,13,23,12.153846153846153,4,41.0,34.76175938534632,243.40655550627474
18,1.0,0.0,,13,31,14.384615384615385,4,35.0,31.856741038776068,181.1947282569688
3,1.0,0.0,,5,66,40.8,2,71.0,10.661571974019639,113.14525003614085
23,0.0,0.0,,5,79,36.2,1,170.0,5.685066628180629,30.015328587585607
16,0.0,0.0,,11,89,24.727272727272727,3,22.666666666666668,18.12548189222974,97.99468320199686
18,1.0,0.0,,13,31,14.384615384615385,4,35.0,31.856741038776068,181.1947282569688
14,0.0,0.0,,13,53,21.23076923076923,4,14.0,16.74726979209232,84.86366382033337
26,0.0,0.0,,9,32,13.444444444444445,7,32.285714285714285,22.9753421462251,176.82088746852781
19,0.0,0.0,,12,28,12.916666666666666,7,25.857142857142858,25.05277344737303,168.24831878940662
6,0.0,0.0,,10,59,20.9,5,27.4,18.750829773002245,105.43319123292886
7,0.0,0.0,,8,73,39.25,1,22.0,23.791950481523703,85.01647836127714
25,0.0,0.0,,10,76,21.5,5,26.2,18.910576783242124,133.12160567521187
24,0.0,0.0,,15,27,15.0,7,13.714285714285714,18.460908745891253,116.08263163897801
23,0.0,0.0,,11,42,18.181818181818183,6,24.0,20.80670014869368,131.31641940577322
26,0.0,0.0,,13,27,13.23076923076923,4,40.75,29.860452497294457,149.00039124008646
9,0.0,0.0,,9,50,35.111111111111114,2,11.5,10.508831996532995,65.43181506090315
19,0.0,0.0,,23,34,11.217391304347826,3,19.666666666666668,20.007592844740962,126.67522267960794
17,1.0,0.0,,11,51,26.181818181818183,3,17.333333333333332,20.930833699594167,122.74732381974378
23,0.0,0.0,,9,95,25.11111111111111,5,23.2,19.273742289513635,115.80452100419139
12,1.0,0.0,,16,34,14.9375,6,16.166666666666668,18.530752992034877,94.00898904475692
2,1.0,0.0,,14,68,19.142857142857142,4,17.0,15.60900082381475,64.59149358175488
6,0.0,0.0,,15,39,16.2,4,21.0,10.733819221961788,153.80495910160445
18,1.0,0.0,,11,44,15.181818181818182,6,29.0,25.37636925125062,178.33737032343444
18,1.0,0.0,,16,31,13.6875,4,25.25,18.328131834549623,121.68188617398908
23,0.0,0.0,,10,65,18.9,5,31.0,29.709057385215523,229.27581705891043
19,0.0,0.0,,6,75,47.333333333333336,4,15.0,8.89336346890726,82.51919611822223
23,0.0,0.0,,14,65,17.142857142857142,5,19.0,21.73889064474314,99.36354630388239
22,0.0,0.0,,14,64,21.5,4,8.0,10.447601840867797,44.380938624137045
15,0.0,0.0,,12,43,20.75,5,17.8,12.730074225396038,80.66998848294718
23,0.0,0.0,,5,195,63.4,2,15.5,15.288796604739952,56.349687221150205
19,1.0,0.0,,9,60,34.666666666666664,1,21.0,21.926010677695245,155.8306206313337
13,0.0,0.0,,10,47,21.9,6,19.333333333333332,13.799805008220387,78.09868488046395
17,1.0,0.0,,12,26,15.416666666666666,5,28.6,21.627300182914254,154.6647946712377
14,0.0,0.0,,12,53,21.833333333333332,5,14.4,16.557773881058743,80.32339615182175
15,0.0,0.0,,13,43,21.53846153846154,4,13.0,14.19742469806976,84.91691611918375
23,0.0,0.0,,8,189,33.25,3,26.333333333333332,21.42904812669515,114.2858822399184
8,1.0,0.0,,8,69,33.75,4,17.75,19.929996563783654,126.62721455243152
25,0.0,0.0,,12,21,12.333333333333334,6,32.666666666666664,14.83358935037253,140.68405755946722
2,1.0,0.0,,5,166,61.6,4,10.75,10.404464671329045,54.42652031915549
19,1.0,0.0,,8,134,28.0,3,40.333333333333336,24.257143342427756,259.068106762169
18,1.0,0.0,,11,46,20.727272727272727,5,20.4,29.83278523820122,199.76679933035916
2,0.0,0.0,,10,38,21.5,6,21.333333333333332,0.9383755405974985,7.9991685631203735
22,0.0,0.0,,12,65,27.416666666666668,1,6.0,8.39458317161468,18.867474414093152
7,1.0,0.0,,17,54,16.294117647058822,6,9.666666666666666,15.864827053417391,90.21924119101527
25,0.0,0.0,,11,36,17.363636363636363,3,46.666666666666664,33.401860182342055,208.00152802388138
9,0.0,0.0,,9,49,32.44444444444444,2,23.5,8.417963243092048,151.08171086153186
13,1.0,0.0,,7,103,40.714285714285715,2,30.5,16.747060128346895,95.42765698964963
22,0.0,0.0,,12,59,25.666666666666668,1,24.0,6.150975524582118,67.70054971278194
17,1.0,0.0,,8,59,35.75,3,19.0,22.92505792160257,101.13151521936827
24,1.0,0.0,,12,65,26.25,2,6.5,15.315411267200608,44.40927528377364
24,0.0,0.0,,7,101,39.142857142857146,3,23.0,13.029841728961017,81.98772916162294
13,1.0,0.0,,5,157,62.2,3,13.333333333333334,13.084687048516328,50.26705427754708
7,0.0,0.0,,10,81,31.2,2,10.0,2.2107464259029372,21.324875383538675
12,0.0,0.0,,15,25,11.666666666666666,6,25.0,26.88121626532133,160.77050552466417
14,0.0,0.0,,12,27,17.0,4,33.25,11.150207899217293,50.80322961251298
22,0.0,0.0,,17,38,16.470588235294116,5,10.0,10.300888647403818,39.78347771617934
13,1.0,0.0,,11,36,18.0,4,34.75,13.652753574626635,126.55311418288078
18,1.0,0.0,,8,93,38.625,1,16.0,31.98028555805415,311.0204843004379
17,1.0,0.0,,14,32,14.357142857142858,4,31.75,22.962413844859665,147.14213238919712
1,1.0,0.0,,8,76,41.0,1,14.0,9.326754315682955,76.02188879257403
6,0.0,0.0,,8,62,30.25,4,26.5,20.43325959849298,117.35851483763359
24,1.0,0.0,,13,45,20.615384615384617,4,17.0,30.989626362408266,182.53051328062244
17,1.0,0.0,,14,53,14.285714285714286,7,19.285714285714285,18.349048067289882,100.59534175013538
4,0.0,0.0,,15,20,12.466666666666667,5,27.8,24.77302457867224,200.64919414603898
17,1.0,0.0,,12,53,15.666666666666666,7,21.857142857142858,19.315167330982003,101.23467379075227
12,0.0,0.0,,14,82,22.571428571428573,4,6.5,15.858778965137518,67.3602390147183
18,1.0,0.0,,7,77,32.857142857142854,2,56.5,35.42965834535262,262.69575216976716
14,0.0,0.0,,10,60,25.5,4,18.5,3.125118668327004,12.84143100353283
18,1.0,0.0,,11,71,27.454545454545453,4,10.5,23.588493447931267,99.52192240400998
26,0.0,0.0,,14,53,17.785714285714285,4,19.25,27.88097966504578,131.81411836140373
7,0.0,0.0,,8,73,39.0,1,20.0,5.797206202142647,11.626378067594414
16,1.0,0.0,,4,151,73.5,1,50.0,10.419958172701865,27.0136583309734
3,0.0,0.0,,14,32,14.5,7,19.142857142857142,22.43967262191975,148.61914764592476
25,0.0,0.0,,12,31,13.333333333333334,6,27.833333333333332,14.086131479633286,129.48016037965627
25,0.0,0.0,,11,45,21.09090909090909,4,25.0,18.362804580640507,123.60306636084817
24,1.0,0.0,,16,41,16.9375,4,15.0,14.65102092051158,109.71523683534575
24,1.0,0.0,,13,45,19.46153846153846,6,14.5,22.67479505131971,119.52115031401063
19,1.0,0.0,,10,60,24.0,4,25.75,15.69899416047949,118.63884047077146
3,0.0,0.0,,11,46,23.727272727272727,4,17.25,24.583384848548928,175.59427160872815
4,0.0,0.0,,11,42,16.09090909090909,5,30.6,24.862487432848003,142.84778295813732
9,0.0,0.0,,12,41,20.083333333333332,4,25.75,12.838722660029127,133.98856794605715
4,0.0,0.0,,11,20,10.545454545454545,7,30.714285714285715,32.38774978032346,198.8625340466168
8,1.0,0.0,,12,65,20.916666666666668,2,41.0,11.148554045775171,186.75626457632833
14,0.0,0.0,,4,198,75.25,2,23.5,7.1249961438244895,17.053693456139758
6,0.0,0.0,,14,41,17.642857142857142,3,30.666666666666668,6.935712521976723,156.0289768471371
3,1.0,0.0,,6,125,52.833333333333336,3,10.666666666666666,11.331155921133428,88.55926957752962
2,0.0,0.0,,12,23,10.5,6,36.333333333333336,26.180112670303107,218.6182728391362
6,0.0,0.0,,11,75,20.0,6,20.666666666666668,18.28345689837475,142.09447459739692
22,0.0,0.0,,6,134,54.166666666666664,2,9.5,10.485396331479738,44.94130768791431
9,0.0,0.0,,10,78,25.4,3,30.666666666666668,39.78651368214308,254.73939995069986
22,0.0,0.0,,14,64,21.5,4,7.0,10.448569129381733,44.53224031456171
7,1.0,0.0,,4,177,85.25,1,6.0,2.7624884799691722,8.47151090250432
18,1.0,0.0,,10,104,27.3,5,12.4,25.400471458465535,120.82023605069564
1,1.0,0.0,,11,69,24.363636363636363,3,21.333333333333332,8.713058718805415,63.12622791991583
24,1.0,0.0,,15,36,18.4,4,12.75,17.226768439528193,93.75315933330324
25,0.0,0.0,,12,45,23.583333333333332,4,12.25,12.664286449420434,69.03328015024572
18,1.0,0.0,,12,23,12.666666666666666,5,36.0,28.64748603319897,200.20683108376446
4,0.0,0.0,,20,26,12.9,5,12.2,27.28809216271609,108.35780364087672
19,0.0,0.0,,19,32,13.105263157894736,4,19.75,21.755837931977958,109.04493918552922
1,1.0,0.0,,14,55,21.571428571428573,3,10.0,6.431603661232457,34.91012795140511
3,0.0,0.0,,11,46,26.09090909090909,3,13.0,18.230935008312297,170.4447909600341
19,0.0,0.0,,19,32,13.105263157894736,4,19.75,21.755837773694694,135.97937752048225
18,1.0,0.0,,11,49,16.727272727272727,7,23.0,23.71687403687384,149.02110697803127
13,1.0,0.0,,7,103,39.714285714285715,3,23.333333333333332,21.7506548943585,151.2031369499383
23,0.0,0.0,,14,137,19.928571428571427,4,14.5,19.32007502726166,108.05766162989937
13,0.0,0.0,,6,98,50.833333333333336,2,18.5,13.847792047644056,82.64809186462169
4,0.0,0.0,,16,26,13.625,7,16.0,18.676341901075205,87.91753589008694
7,1.0,0.0,,7,96,45.142857142857146,2,12.5,12.46864365631747,40.65117059116492
24,1.0,0.0,,9,57,32.333333333333336,4,13.25,14.528169731321297,106.96696862574821
18,1.0,0.0,,7,93,41.714285714285715,1,37.0,31.98028555805415,352.19972232164474
10,1.0,0.0,,9,49,35.333333333333336,2,11.0,15.387548490883901,69.59796256129019
22,0.0,0.0,,12,65,19.416666666666668,5,22.2,15.946257200250372,131.41343861971632
