participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
15,0.0,1.0,0.5,2,36,22.5,2,34.5,30.132360297413676,172.38311462987593
25,0.0,1.0,0.5,2,30,28.0,1,58.0,26.01400243559656,70.58002794878705
3,0.0,1.0,0.5,3,41,22.0,3,15.666666666666666,24.138050655159958,150.61101038494886
4,1.0,1.0,1.0,3,12,9.333333333333334,1,78.0,34.586591650829874,332.73936899683076
24,1.0,1.0,1.0,4,26,18.0,3,12.0,25.927930985340264,142.6567198090398
4,0.0,1.0,0.5,3,11,9.666666666666666,1,80.0,29.862722772014074,266.1192317861855
17,1.0,1.0,0.5,4,28,19.25,2,16.0,20.015759382434563,155.11648978542917
19,1.0,1.0,1.0,5,28,13.4,2,20.5,20.540655091384163,118.20136365530902
6,1.0,1.0,0.5,4,42,24.25,1,9.0,28.43417425443492,79.27965274250312
26,1.0,1.0,1.0,4,12,10.75,2,33.5,16.182765567778812,138.77193575234543
18,1.0,1.0,0.5,3,12,11.0,3,26.666666666666668,26.026216493847585,193.63245273147004
23,1.0,1.0,1.0,3,12,9.666666666666666,3,27.333333333333332,19.86596912515536,147.8635300749265
16,1.0,1.0,0.5,2,29,24.5,1,62.0,24.364966471485435,78.9868531153422
18,1.0,1.0,0.5,4,14,11.25,2,30.5,38.98031572331763,300.2256897757936
22,1.0,1.0,1.0,2,69,51.5,1,7.0,18.90776987321221,44.77061454409919
26,1.0,1.0,1.0,0,0,0.0,1,116.0,27.779247195788404,196.68526426779897
10,1.0,1.0,1.0,4,28,14.5,3,18.0,25.03408217676856,126.00414524182479
13,1.0,1.0,1.0,3,14,11.666666666666666,2,36.0,18.09982423224513,125.93903270936957
22,1.0,1.0,1.0,6,40,15.666666666666666,1,8.0,23.894655456751483,120.59089048502281
16,1.0,1.0,1.0,5,28,15.8,1,27.0,26.577659436989705,107.3130644551264
2,0.0,1.0,0.5,3,49,32.0,1,10.0,24.43887028799045,126.0541288479914
23,1.0,1.0,1.0,2,27,19.5,3,25.0,10.90712566277452,154.33774398534405
6,1.0,1.0,1.0,6,13,10.0,2,21.0,36.83669106075684,225.13850655616963
19,1.0,1.0,1.0,2,45,38.0,1,34.0,24.597376050991862,135.43467308910004
23,0.0,1.0,0.5,2,31,19.5,2,37.5,32.0491690978583,196.68573400583784
23,0.0,1.0,0.5,5,20,14.0,3,13.333333333333334,16.508026643149275,109.63517435196458
13,0.0,1.0,0.0,4,20,10.5,4,17.5,18.09169970264877,121.04700914254968
17,1.0,1.0,1.0,3,10,8.333333333333334,3,29.333333333333332,22.087936402768705,128.83956526037193
21,1.0,1.0,1.0,3,36,32.0,1,8.0,1.5620429020088658,7.656545184244967
17,1.0,1.0,1.0,6,22,14.166666666666666,2,8.5,18.59738455842022,98.8575333627156
16,1.0,1.0,1.0,3,15,10.666666666666666,1,74.0,42.49069956257089,209.21429709062863
14,1.0,1.0,1.0,5,40,17.0,2,11.5,18.90554721557717,81.21326461130224
24,0.0,1.0,0.5,3,45,32.666666666666664,1,7.0,29.867252285438923,102.70050940030075
19,1.0,1.0,1.0,1,30,30.0,2,42.5,23.952612195412744,191.0224617544621
25,1.0,1.0,1.0,6,26,13.833333333333334,2,11.0,4.984400881196563,31.83860542032569
25,1.0,1.0,1.0,3,35,29.333333333333332,1,23.0,18.442731647193167,74.65059379171126
19,1.0,1.0,1.0,2,57,44.0,1,26.0,27.86258341626865,196.22897889730777
22,1.0,1.0,0.0,6,39,14.0,2,11.5,9.536864357836151,25.86700681311045
21,1.0,1.0,0.5,2,28,20.0,1,71.0,26.18654130852904,310.7417533460278
5,1.0,1.0,1.0,4,28,17.25,2,19.0,11.60554765916089,79.92429633151771
19,1.0,1.0,1.0,3,11,8.666666666666666,4,21.75,22.169508474531156,131.1542850179904
22,1.0,1.0,1.0,2,11,9.5,2,47.0,24.85219699803219,235.8984990666005
5,1.0,1.0,0.5,6,25,14.333333333333334,2,7.5,27.66222381264772,153.00197607232275
19,1.0,1.0,1.0,2,45,40.0,1,34.0,18.025581366320004,65.68849094591754
24,1.0,1.0,1.0,3,36,28.0,2,14.5,13.267698986773276,35.80943628011425
21,1.0,1.0,0.5,3,31,21.0,2,25.0,20.84356882740275,212.05267645226417
12,0.0,1.0,0.5,10,11,8.8,2,7.0,5.876293651501715,29.149201232873686
4,0.0,1.0,0.5,2,35,31.5,1,48.0,27.800650545678703,286.66972302822546
9,1.0,1.0,1.0,3,60,32.0,1,15.0,30.772526582672874,126.47415894574029
6,1.0,1.0,0.5,2,60,42.5,1,25.0,50.33011534516206,267.56165312646874
22,0.0,1.0,0.0,1,73,73.0,1,42.0,3.7015041395931143,8.809680381538065
9,1.0,1.0,0.5,7,17,10.285714285714286,2,16.5,12.29623476154876,101.29350516957957
6,0.0,1.0,0.0,5,17,10.6,2,27.5,29.682856201844096,180.34687670075257
5,0.0,1.0,0.5,3,23,19.333333333333332,3,18.333333333333332,49.985405959755674,234.18406339028945
14,0.0,1.0,0.0,6,25,14.5,1,12.0,22.052855447384953,84.08854338499651
19,0.0,1.0,0.5,5,12,8.4,4,17.25,17.95051636017552,129.0670945650259
2,0.0,1.0,0.0,4,14,9.5,2,34.5,2.7563245660295346,90.08258940555967
24,0.0,1.0,0.5,3,47,26.0,1,35.0,5.9199981689453125,26.793520330554138
6,1.0,1.0,0.0,3,50,31.0,1,15.0,2.9198378769210804,40.877730276894766
17,0.0,1.0,0.0,3,45,32.333333333333336,1,11.0,35.19938088037316,204.50531244746293
14,0.0,1.0,0.5,5,28,13.4,2,20.5,29.338994131253408,130.77129412055652
24,0.0,1.0,0.5,8,18,12.125,0,0.0,0.0,0.0
24,0.0,1.0,0.5,6,34,17.5,0,0.0,0.0,0.0
2,1.0,1.0,0.0,6,15,12.166666666666666,2,17.0,1.7634506598624426,16.135453249329053
7,1.0,1.0,1.0,1,101,101.0,1,14.0,16.497256101640257,42.8627970517009
24,0.0,1.0,0.5,3,45,26.0,2,16.0,26.04976799926132,73.82808902933017
18,1.0,1.0,1.0,3,28,18.333333333333332,1,55.0,19.336737518907142,55.26894642960423
16,0.0,1.0,0.5,5,27,18.8,1,8.0,2.0168530621386864,4.820189386724597
26,1.0,1.0,1.0,6,22,12.5,2,13.0,11.87406974275097,54.54286977595511
21,0.0,1.0,0.5,1,24,24.0,2,45.5,26.4246681880162,155.68267291705175
7,1.0,1.0,0.5,3,29,28.333333333333332,1,25.0,30.373070288244307,131.21520905016772
18,1.0,1.0,1.0,1,86,86.0,1,29.0,12.229764313035922,30.484147400265446
4,0.0,1.0,0.5,1,15,15.0,2,50.0,27.754825346136414,298.46043340323433
9,1.0,1.0,1.0,4,44,21.75,3,8.333333333333334,19.81676231783999,81.56161092057141
19,1.0,1.0,1.0,2,59,48.0,1,15.0,20.923160216882483,87.5450212747731
6,1.0,1.0,0.0,5,29,17.4,1,14.0,9.31435025578889,37.85995464500143
6,1.0,1.0,1.0,6,39,16.166666666666668,1,6.0,18.57546639714678,82.61873832608839
14,0.0,1.0,0.0,4,21,11.75,3,21.666666666666668,11.197957883969488,111.89047385716731
17,1.0,1.0,0.5,4,32,20.0,1,26.0,24.583327901860596,119.61030687547513
3,1.0,1.0,0.5,7,16,10.714285714285714,1,26.0,9.907108738742176,161.7889208932925
26,1.0,1.0,0.5,2,37,28.5,1,57.0,1.930403182146625,22.809522522820206
1,0.0,1.0,0.0,1,71,71.0,1,44.0,1.7823250879201264,5.727148887307208
25,1.0,1.0,1.0,2,55,47.0,2,9.5,12.609184756659051,33.577092157348915
24,0.0,1.0,0.5,5,18,10.2,2,28.5,16.68518879448043,108.20493723547739
23,1.0,1.0,0.5,4,30,15.0,2,26.0,25.173700941210882,149.20790140223923
22,1.0,1.0,1.0,2,25,16.5,3,27.0,16.165193665595023,150.72687369678567
4,0.0,1.0,0.5,5,20,13.8,2,19.5,15.417936168010307,110.43573977179092
18,1.0,1.0,1.0,2,18,13.0,2,44.0,30.891486027171247,223.00635306421555
9,1.0,1.0,1.0,5,39,18.4,1,17.0,0.5968510977308974,9.549617563694058
24,0.0,1.0,0.5,4,36,25.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,3,49,26.0,1,35.0,26.39140310428118,92.4448711057029
25,1.0,1.0,1.0,3,39,21.666666666666668,1,46.0,27.174539674603384,342.83203498636396
17,0.0,1.0,0.5,5,33,19.6,1,10.0,1.3296668753176826,7.486385965758302
22,1.0,1.0,1.0,7,26,12.428571428571429,3,6.666666666666667,18.206894228130633,76.267210184402
18,0.0,1.0,0.0,3,11,10.333333333333334,2,41.0,23.250785245051716,287.25643252323596
24,1.0,1.0,0.5,3,25,14.333333333333334,3,23.333333333333332,26.94192261751832,130.54131659041636
6,0.0,1.0,0.0,3,37,31.0,1,17.0,13.104207861296358,33.15950402269867
9,1.0,1.0,1.0,4,12,10.0,2,36.0,28.315127987772108,184.67366699867375
6,0.0,1.0,0.5,2,48,37.5,1,35.0,9.12681834970153,20.248982557830868
9,1.0,1.0,1.0,3,46,25.666666666666668,1,32.0,3.283877948327312,101.80021639814538
9,1.0,1.0,0.5,1,13,13.0,2,51.0,5.161440003167019,48.4301460418898
2,1.0,1.0,0.5,6,18,10.666666666666666,2,23.0,18.334128800352264,183.22816600540278
21,1.0,1.0,1.0,4,34,16.5,1,43.0,1.6573018546975633,19.052637016481704
7,1.0,1.0,1.0,4,39,20.0,2,14.5,10.481685687828449,42.19648840484533
23,1.0,1.0,0.5,1,36,36.0,2,39.5,27.563201718005825,115.61834051458594
23,0.0,1.0,0.0,4,25,17.5,3,12.333333333333334,9.988398909782303,47.62446886517305
16,1.0,1.0,1.0,8,19,10.75,2,10.5,10.322734544568384,47.26232197489277
24,1.0,1.0,0.5,2,58,35.5,1,40.0,32.855507588683146,169.85971419665364
19,1.0,1.0,1.0,0,0,0.0,1,116.0,0.6822118536650101,13.04223346851205
2,0.0,1.0,0.0,1,98,98.0,1,14.0,19.212989626163363,64.87773320037746
17,0.0,1.0,0.5,5,22,12.4,2,24.5,20.178553963241523,93.84392016411691
14,0.0,1.0,0.5,3,41,24.333333333333332,2,19.0,4.97444677955699,89.5400420320251
24,0.0,1.0,0.5,8,22,11.125,2,9.5,29.89810301707897,133.4540812889537
24,0.0,1.0,0.5,2,28,28.0,1,53.0,30.648569168944306,184.04513339065434
13,1.0,1.0,1.0,2,20,15.5,1,83.0,4.037953822749246,331.1122134654343
4,1.0,1.0,1.0,5,21,13.0,2,16.5,9.773628868404668,82.24014659832686
13,1.0,1.0,1.0,3,31,22.0,2,18.5,20.98831293980994,202.1542748940052
15,1.0,1.0,0.5,5,27,18.0,2,6.5,3.096753975951459,12.529500996289153
3,0.0,1.0,0.5,5,32,15.8,2,14.5,4.23210565342141,18.538251640319537
15,0.0,1.0,0.5,5,39,16.8,2,12.0,7.216539399845622,38.869575932156096
16,1.0,1.0,1.0,3,41,32.333333333333336,1,11.0,28.38454631569309,97.96727683710404
11,1.0,1.0,1.0,7,19,13.428571428571429,1,9.0,8.8490287455735,65.99405370871557
24,1.0,1.0,1.0,7,24,13.571428571428571,1,8.0,34.749659828262125,106.97576984642076
25,1.0,1.0,1.0,3,23,12.666666666666666,2,36.5,8.56223365813685,71.23624898160718
7,1.0,1.0,1.0,2,43,34.5,2,22.5,7.029894742657674,18.47915574141475
7,1.0,1.0,1.0,1,104,104.0,1,11.0,8.106315070817145,16.457011545312312
11,1.0,1.0,1.0,2,8,7.5,3,33.0,24.132107773147016,153.86437926796975
8,1.0,1.0,1.0,7,15,8.857142857142858,2,22.0,22.644461006231232,137.23489872363143
21,1.0,1.0,0.0,2,20,19.0,1,76.0,29.31802906421271,287.66644848649406
26,1.0,1.0,1.0,4,15,10.0,3,23.666666666666668,21.057852158787778,101.21282483930031
4,0.0,1.0,0.5,6,15,10.166666666666666,3,16.333333333333332,30.354373718955944,107.87147553419977
19,1.0,1.0,1.0,5,25,15.6,1,27.0,1.8965189122316934,14.694674231363816
24,1.0,1.0,0.5,4,20,10.75,3,23.0,33.460261161153625,171.6847580284972
4,0.0,1.0,0.5,1,12,12.0,1,102.0,33.728937458456805,354.3731295436876
3,0.0,1.0,0.5,8,17,10.375,2,9.5,18.626404598064383,127.50122410118702
23,1.0,1.0,1.0,2,23,16.0,3,27.333333333333332,19.481853987888766,126.03548807907525
23,1.0,1.0,1.0,3,54,33.0,1,9.0,21.46991057190199,64.87769807142732
5,1.0,1.0,0.5,2,39,37.0,1,40.0,2.02062880452015,6.302202813175812
24,0.0,1.0,0.5,4,47,23.0,1,12.0,31.525981416929028,146.18265561789855
