participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
25,0.0,0.0,,7,45,25.714285714285715,4,10.5,11.897141114687027,46.57373582101181
25,0.0,0.0,,7,34,24.285714285714285,1,49.0,22.606492382287126,114.38862341070923
22,0.0,0.0,,2,124,87.5,1,59.0,7.3904838913981585,26.15730998930481
19,0.0,0.0,,3,63,56.666666666666664,2,30.0,5.001823599701552,82.67541106006408
23,0.0,0.0,,10,65,19.4,2,8.5,21.00738766363898,83.74039998829151
23,0.0,0.0,,8,18,10.5,4,35.25,26.5432184828949,179.14925957497204
5,0.0,0.0,,8,56,22.375,4,10.5,20.475969961790728,115.28854149806052
15,1.0,0.0,,9,31,22.11111111111111,2,12.0,4.847031096177903,25.765121265313063
15,0.0,0.0,,9,31,18.11111111111111,4,11.75,0.9983041794843581,7.725338291551031
10,1.0,0.0,,11,50,15.0,4,11.0,17.759338234826654,82.85975007868554
17,1.0,0.0,,8,28,12.0,4,31.75,22.962413844859665,147.14213238919712
14,0.0,0.0,,11,29,16.454545454545453,3,10.666666666666666,10.180272478613796,24.81193646312639
25,0.0,0.0,,4,29,15.25,3,56.0,32.41835433619112,302.2145018888241
26,0.0,0.0,,6,19,9.833333333333334,4,41.75,19.21317069128178,111.59690939346382
9,0.0,0.0,,4,95,52.5,2,11.0,8.368532647165408,29.302333224313934
23,0.0,0.0,,8,47,24.375,2,14.0,15.224659579032748,70.19668437845539
17,1.0,0.0,,8,67,21.125,3,19.666666666666668,17.42599913240075,82.77939045732718
1,1.0,0.0,,8,35,20.375,3,19.0,9.162913674158757,72.52416631818187
23,0.0,0.0,,5,51,29.8,2,39.5,27.514931466177885,144.24133655412376
4,0.0,0.0,,12,26,13.333333333333334,4,13.25,26.893175734874287,95.75888974662557
1,1.0,0.0,,13,27,15.76923076923077,1,12.0,19.322599956447583,124.85332115853404
5,0.0,0.0,,5,129,43.2,2,7.5,15.72817913851413,46.24140500468969
4,0.0,0.0,,4,83,52.5,1,15.0,1.0703745714343464,3.639497048597198
5,0.0,0.0,,11,36,15.909090909090908,3,15.0,33.43389107092153,151.4886297219261
9,0.0,0.0,,10,28,16.4,4,15.5,12.731366983811851,53.58214016200026
25,0.0,0.0,,6,76,25.666666666666668,2,35.5,22.542745217732627,146.37349953059467
14,0.0,0.0,,9,27,17.555555555555557,3,22.0,11.929116060745026,58.73024474099307
14,0.0,0.0,,6,39,31.5,2,18.0,21.72652760760704,65.77464483833296
4,0.0,0.0,,8,42,12.375,7,17.428571428571427,18.325700530022974,90.31361298447132
10,1.0,0.0,,6,44,32.666666666666664,2,15.5,10.59669285157902,52.02175592121503
4,0.0,0.0,,8,21,11.875,5,25.8,27.79617016837728,141.6571140498317
16,1.0,0.0,,5,65,32.8,3,21.333333333333332,17.3120581403485,79.75556700463387
17,1.0,0.0,,7,26,14.714285714285714,4,29.5,17.10620628696482,144.32035681717144
24,1.0,0.0,,6,54,26.666666666666668,3,22.666666666666668,32.4818125842969,178.30934080173685
18,1.0,0.0,,6,29,13.0,3,48.666666666666664,28.296077611102998,278.6600352429486
18,1.0,0.0,,8,26,15.75,3,33.0,25.185701375236004,282.8786169615133
9,1.0,0.0,,10,41,15.9,3,21.333333333333332,14.861539597930602,103.46591779183991
18,1.0,0.0,,5,15,11.4,4,43.5,34.15687473801278,326.87719638375916
12,0.0,0.0,,10,33,19.8,3,8.333333333333334,28.463831815927133,129.68713876071396
13,0.0,0.0,,9,38,24.0,1,6.0,3.070417741651637,15.560352430161773
12,1.0,0.0,,11,43,16.454545454545453,3,11.333333333333334,14.060915519017085,63.348185005006314
14,0.0,0.0,,6,59,21.333333333333332,2,48.0,19.66926753690851,160.1346843561728
26,0.0,0.0,,7,67,28.571428571428573,2,13.0,14.000883294770643,75.21953420481223
25,0.0,0.0,,7,40,17.571428571428573,3,33.333333333333336,23.710725215197474,155.03727837821003
24,1.0,0.0,,8,54,21.0,2,27.5,38.85746834090588,238.72342819105995
1,1.0,0.0,,8,54,25.875,1,13.0,10.201976180195283,90.94242309253374
7,1.0,0.0,,3,117,71.66666666666667,1,18.0,17.64890121403371,39.21567454076938
6,0.0,0.0,,6,48,32.833333333333336,2,13.5,9.694717853387303,123.65701401500635
19,1.0,0.0,,5,26,14.6,4,39.5,23.4610292804364,216.65412529826568
15,1.0,0.0,,10,31,17.3,3,15.666666666666666,9.16261008983909,62.88064221336483
13,1.0,0.0,,4,90,57.5,0,0.0,0.0,0.0
7,1.0,0.0,,12,52,14.583333333333334,4,10.0,10.344114495552258,45.615717507081875
19,0.0,0.0,,9,34,16.666666666666668,1,74.0,2.5493107379976223,186.09968387382366
13,0.0,0.0,,7,30,14.142857142857142,5,25.8,24.056820573276347,112.33742250644029
19,1.0,0.0,,8,18,11.5,5,26.6,19.435521926237314,141.87521731982346
15,1.0,0.0,,9,28,15.444444444444445,4,19.75,20.91608480799613,97.44825462756963
19,0.0,0.0,,7,38,18.714285714285715,4,24.5,20.29050719495092,133.08219541730955
22,0.0,0.0,,8,52,24.5,1,21.0,0.6300201725952521,4.302209490511142
23,0.0,0.0,,7,35,16.571428571428573,5,22.2,20.24024712258692,144.90048379822875
9,0.0,0.0,,7,38,18.0,3,33.333333333333336,32.367846698852425,226.4653188998723
9,0.0,0.0,,3,109,53.0,2,37.0,17.09246135147216,63.30838041656028
26,0.0,0.0,,10,24,16.7,2,26.0,33.48195399861972,162.34209150086843
24,1.0,0.0,,3,74,42.0,2,53.5,6.276511808929753,46.93290408495935
7,1.0,0.0,,7,66,25.714285714285715,2,18.0,1.2889736203662956,11.775275597369287
22,0.0,0.0,,2,72,61.5,1,111.0,7.3904838913981585,26.505763635019047
13,0.0,0.0,,6,59,31.5,1,37.0,17.5437588099189,59.1138933231118
3,1.0,0.0,,3,125,70.0,2,10.5,6.981477113718373,67.73367707306151
23,0.0,0.0,,8,16,11.5,4,32.75,18.961796178337543,96.13691950922751
26,0.0,0.0,,5,67,40.2,2,15.0,15.059517223643772,69.57373655010069
17,1.0,0.0,,9,26,13.777777777777779,4,23.25,28.648438336173033,140.69484814704566
3,0.0,0.0,,9,39,15.88888888888889,3,25.666666666666668,27.568135383864824,168.06564026133404
15,1.0,0.0,,6,49,29.833333333333332,1,6.0,21.3880399174601,102.16282403931771
4,0.0,0.0,,5,99,40.0,2,14.0,7.197221784703993,17.26250880211404
1,1.0,0.0,,8,41,17.75,5,16.4,9.092123715605805,50.92240296929085
4,0.0,0.0,,7,42,17.0,4,25.75,23.04682270503063,147.10467807542307
24,0.0,0.0,,9,42,17.88888888888889,5,11.6,23.327764033154278,139.80710417702736
1,1.0,0.0,,7,60,23.857142857142858,3,19.666666666666668,6.809273454709589,49.9861478034366
24,1.0,0.0,,9,45,19.22222222222222,4,12.25,22.970177416322457,138.77406830146876
25,0.0,0.0,,8,36,25.875,2,8.0,30.544892128580962,124.95431839290012
23,0.0,0.0,,7,59,17.857142857142858,3,33.0,24.714227491622452,123.20903150649576
4,0.0,0.0,,9,20,11.0,5,23.8,25.878341994899774,180.66058288763816
24,0.0,0.0,,10,27,15.0,4,15.25,23.143360261319064,154.75161845944442
6,0.0,0.0,,9,29,14.11111111111111,4,25.0,23.042035540581704,125.99064732488401
26,0.0,0.0,,7,34,24.0,2,28.5,19.11513391602398,149.25203513373756
14,0.0,0.0,,7,119,31.714285714285715,1,7.0,5.536167092882511,33.217002557294954
6,0.0,0.0,,11,26,15.818181818181818,4,10.75,12.999800662157806,51.137626227734465
5,0.0,0.0,,11,26,17.90909090909091,2,10.0,20.791470694385286,103.43871834713742
25,0.0,0.0,,8,38,18.5,2,34.0,23.644990194605388,220.35904644732432
16,1.0,0.0,,7,42,17.571428571428573,4,26.5,17.582189915986437,68.27865039992327
4,0.0,0.0,,12,26,13.333333333333334,6,9.5,18.45683411174779,77.00119530100322
25,0.0,0.0,,10,31,12.5,5,17.6,0.6114270340666759,5.7371616565458705
16,1.0,0.0,,5,53,33.4,1,59.0,22.718872316641512,74.28445730202986
6,0.0,0.0,,8,40,20.0,2,25.5,19.610036728680875,72.00740691040194
4,0.0,0.0,,7,9,7.714285714285714,7,24.571428571428573,21.078751988741157,116.41622114857202
23,0.0,0.0,,6,15,9.833333333333334,3,56.0,24.396814799842215,174.55311589248467
19,1.0,0.0,,11,29,14.636363636363637,3,19.666666666666668,25.80119208593405,192.64816023013472
21,1.0,0.0,,8,35,17.0,4,22.25,12.553508116539621,76.18651272302878
23,0.0,0.0,,12,20,11.5,4,19.5,20.32096526106048,120.5832616751809
26,0.0,0.0,,3,69,63.0,2,22.0,2.004170575084319,28.44821822696696
13,1.0,0.0,,7,65,19.714285714285715,3,29.666666666666668,21.940828972587436,174.90986298214588
21,0.0,0.0,,5,35,23.8,3,34.666666666666664,17.038760932445523,156.36043678100705
11,0.0,0.0,,7,38,22.857142857142858,5,12.8,18.642530056662288,67.58066213078355
8,1.0,0.0,,5,65,35.8,2,25.0,19.112281715044737,127.11864098467338
2,0.0,0.0,,5,38,31.8,3,23.0,1.7031122825228102,24.545181614180176
9,0.0,0.0,,2,109,74.0,2,43.0,17.069169010535294,64.15555602060526
2,1.0,0.0,,2,158,111.5,1,8.0,16.194807503200146,107.98027617136502
19,0.0,0.0,,9,39,15.333333333333334,3,28.0,29.744656367533747,201.29642400982445
17,1.0,0.0,,10,67,19.7,2,12.0,8.525943335145612,25.410113787642935
1,1.0,0.0,,12,29,12.833333333333334,3,21.0,19.6923346597418,83.70780526161086
23,0.0,0.0,,8,137,26.125,1,13.0,5.439015129220534,58.41507419779185
24,0.0,0.0,,13,30,14.307692307692308,3,7.0,15.543034492282189,60.10373862313438
23,0.0,0.0,,6,25,18.0,5,24.4,18.974381848915648,92.49811605236637
