participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
18,1.0,0.0,,4,10,8.75,3,25.666666666666668,23.194275141341176,199.47382712934413
23,0.0,0.0,,2,72,41.0,2,16.0,24.07201502081616,141.20970495760307
19,1.0,0.0,,0,0,0.0,1,116.0,0.61334228515625,9.062873424243893
7,1.0,0.0,,4,52,22.5,2,8.5,6.522311661019232,14.508451575914538
3,1.0,0.0,,1,48,48.0,1,67.0,6.955349956753685,80.84363718353517
13,1.0,0.0,,2,34,23.0,1,68.0,22.61266450408739,286.4019732243697
18,1.0,0.0,,2,31,28.5,1,54.0,31.98028555805415,311.0204843004379
9,1.0,0.0,,6,12,9.666666666666666,5,10.4,19.07495099724922,66.45745774206259
19,0.0,0.0,,4,15,11.75,1,65.0,29.570579359805077,339.6276130483768
1,1.0,0.0,,6,22,14.333333333333334,2,11.0,17.19295894741143,124.75920543937954
24,1.0,0.0,,1,34,34.0,1,81.0,6.975862694750982,74.10035422029661
14,0.0,0.0,,4,37,19.5,1,27.0,22.642052674627546,149.186925714285
22,0.0,0.0,,4,26,16.75,1,37.0,6.800368863806166,34.56843649763292
26,0.0,0.0,,0,0,0.0,1,116.0,0.42934927574164683,6.089289625330498
16,1.0,0.0,,2,27,26.5,1,61.0,6.646257239764431,24.740310288849823
22,0.0,0.0,,0,0,0.0,1,116.0,0.6822214783202842,4.333097425578312
3,1.0,0.0,,7,29,13.285714285714286,2,6.5,13.34154505198105,52.53345031057685
12,1.0,0.0,,3,23,14.333333333333334,3,23.333333333333332,14.789479805674588,95.67418841439415
5,0.0,0.0,,2,56,48.0,1,14.0,38.88453483657957,133.45613357655725
9,0.0,0.0,,3,37,31.666666666666668,1,18.0,34.89584811980435,303.86087164040345
21,1.0,0.0,,3,20,15.333333333333334,1,68.0,20.824234824933797,329.4498235721749
5,0.0,0.0,,1,95,95.0,0,0.0,0.0,0.0
7,0.0,0.0,,3,51,34.0,0,0.0,0.0,0.0
24,0.0,0.0,,3,63,28.666666666666668,2,13.5,39.06916552759205,169.47784932057004
12,1.0,0.0,,2,56,37.0,1,40.0,8.613405547050363,48.85651108108026
3,1.0,0.0,,5,34,17.8,1,15.0,24.066795171227366,134.25454445766712
15,0.0,0.0,,4,27,14.5,2,23.5,22.323419049817332,145.48326100157686
12,1.0,0.0,,6,17,13.166666666666666,1,21.0,26.61028961537926,127.46781472297631
26,0.0,0.0,,3,53,30.666666666666668,2,10.5,30.099810954495915,137.67570765972997
18,1.0,0.0,,4,15,9.25,2,35.5,26.01402403969409,310.15844271570984
15,0.0,0.0,,4,22,17.0,3,11.666666666666666,8.888711594249427,55.10521035863417
