participant,study_status,scene_familiarity,recall_status,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,5,23.6,26.69201951907497,136.1806697201323,0,0.0,0.0,0.0
25,0.0,1.0,0.5,4,29.5,19.692390373984832,115.22618785588459,0,0.0,0.0,0.0
3,0.0,1.0,0.5,3,30.0,30.66416280933255,230.28914135089644,0,0.0,0.0,0.0
24,1.0,1.0,1.0,5,23.2,23.0889923635076,146.18986860194155,0,0.0,0.0,0.0
4,0.0,1.0,0.5,3,51.0,31.107209393185922,200.49854487799203,0,0.0,0.0,0.0
17,1.0,1.0,0.5,7,18.714285714285715,28.0448568153929,155.25246265422578,0,0.0,0.0,0.0
19,1.0,1.0,1.0,4,17.25,11.048316225800946,64.51387626443048,0,0.0,0.0,0.0
6,1.0,1.0,0.5,4,12.25,16.091241577625844,58.64033855259558,0,0.0,0.0,0.0
26,1.0,1.0,1.0,5,25.2,22.48668764023767,121.02521552831395,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,5,23.0,24.645277317702618,177.33205454915066,1,8.0,3.1472864971168666,18.11620673981796
23,1.0,1.0,1.0,7,23.857142857142858,27.960316419399785,192.486065434687,0,0.0,0.0,0.0
16,1.0,1.0,0.5,4,21.75,25.97596670687032,111.38087101284003,0,0.0,0.0,0.0
18,1.0,1.0,0.5,3,49.666666666666664,38.605251130146506,342.3171921511196,0,0.0,0.0,0.0
26,1.0,1.0,1.0,1,138.0,30.120913360590077,223.20131871911784,0,0.0,0.0,0.0
5,1.0,1.0,0.5,2,11.5,8.810293695663766,20.32509877044865,0,0.0,0.0,0.0
10,1.0,1.0,1.0,4,16.0,19.38945125347809,92.72253463869198,3,9.166666666666666,3.3510058581545272,15.868180772618063
13,1.0,1.0,1.0,3,27.0,21.03735054269887,146.59676927780276,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,8.5,13.875180958230814,75.71823649809988,3,8.666666666666666,3.373211248441906,15.871555875669927
24,0.0,1.0,0.5,4,20.75,9.890575686314131,74.64127254244622,0,0.0,0.0,0.0
16,1.0,1.0,1.0,6,25.5,28.18499115086216,145.13284855261028,0,0.0,0.0,0.0
23,1.0,1.0,1.0,5,24.8,13.32797183095173,154.01273238321227,2,9.5,4.414586548978747,14.8594579039497
9,0.0,1.0,0.5,6,11.166666666666666,18.726644169948575,110.215413353053,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,4,26.75,21.66110151289061,145.98132517897812,0,0.0,0.0,0.0
23,0.0,1.0,0.5,6,35.0,26.89817064405298,170.9064757999678,1,9.0,11.327779860392742,34.03407264199686
14,1.0,1.0,1.0,4,34.25,0.9698611867856712,25.042880418885847,0,0.0,0.0,0.0
17,1.0,1.0,1.0,7,19.714285714285715,23.825419087815636,117.35149185195304,2,10.5,3.4088415155183225,23.148131826748138
21,1.0,1.0,1.0,4,24.5,19.41549709265334,173.7932103363435,1,7.5,15.867925553729307,13.341581485804493
17,1.0,1.0,1.0,1,10.0,33.36649652471796,178.14630121160664,0,0.0,0.0,0.0
16,1.0,1.0,1.0,3,45.333333333333336,18.043103444982112,118.82434046206248,1,7.0,3.8665161805971664,18.58800789270748
14,1.0,1.0,1.0,2,11.5,18.90554721557717,81.21326461130224,0,0.0,0.0,0.0
24,0.0,1.0,0.5,3,8.0,28.025424061475558,145.5086153436982,0,0.0,0.0,0.0
19,1.0,1.0,1.0,5,36.4,26.44729179345905,205.1035325397605,1,8.5,3.393367476148435,22.554830298469966
25,1.0,1.0,1.0,4,9.5,2.6969448077304494,17.35252570751911,0,0.0,0.0,0.0
25,1.0,1.0,1.0,3,15.666666666666666,6.352884946180015,27.14189354643037,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,26.0,27.86258341626865,196.22897889730777,0,0.0,0.0,0.0
22,1.0,1.0,0.0,4,17.5,13.407564518376885,70.37737622558444,0,0.0,0.0,0.0
21,1.0,1.0,0.5,4,39.25,22.056034594245396,232.7601990338972,0,0.0,0.0,0.0
5,1.0,1.0,1.0,6,11.0,25.81132511414458,106.8854381292627,1,11.0,4.210568458071157,15.509759942903374
22,1.0,1.0,1.0,4,29.25,24.74400583998421,207.86173389033803,3,8.333333333333334,3.424768917126379,22.951523467815196
5,1.0,1.0,0.5,3,18.333333333333332,33.441603239019976,182.66982097499465,1,13.0,3.1561741226653477,20.128869997881885
19,1.0,1.0,1.0,1,34.0,18.025581366320004,65.68849094591754,0,0.0,0.0,0.0
24,1.0,1.0,1.0,3,12.333333333333334,15.49671712356214,42.47675252994866,0,0.0,0.0,0.0
