participant,study_status,scene_familiarity,recall_status,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,4,26.5,23.424687938383453,131.12216448832498,0,0.0,0.0,0.0
25,0.0,1.0,0.5,2,41.0,19.20754768156067,172.48345278502154,0,0.0,0.0,0.0
3,0.0,1.0,0.5,4,29.25,26.156739107226347,168.45769180766118,0,0.0,0.0,0.0
4,1.0,1.0,1.0,4,33.75,20.73442269248802,144.11986952532644,1,13.0,3.679839889594338,9.76685447545839
24,1.0,1.0,1.0,7,20.142857142857142,25.71335433869756,163.94176059191008,0,0.0,0.0,0.0
4,0.0,1.0,0.5,4,39.75,25.511711877823032,158.2821194687062,0,0.0,0.0,0.0
17,1.0,1.0,0.5,4,21.0,26.33480032205894,163.61739730630046,0,0.0,0.0,0.0
6,1.0,1.0,0.5,3,14.666666666666666,18.660039454037516,86.5180097989123,0,0.0,0.0,0.0
26,1.0,1.0,1.0,6,21.0,24.994275890636697,126.63730540981021,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,4,24.5,29.73841379163786,239.39184193854635,1,8.0,3.1472864971168666,18.11620673981796
23,1.0,1.0,1.0,7,26.857142857142858,24.620006174241553,202.44109979764897,0,0.0,0.0,0.0
16,1.0,1.0,0.5,2,66.5,27.528710483152576,116.23898461752238,1,9.0,2.88468171291837,16.958821581270815
18,1.0,1.0,0.5,4,47.0,21.045502590054628,244.2128393634159,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,16.0,3.5549656614898364,12.792401546294954,1,7.5,5.828131960499238,12.531041917748908
26,1.0,1.0,1.0,3,48.0,22.316741563720868,149.0486140339863,0,0.0,0.0,0.0
5,1.0,1.0,0.5,2,11.0,4.417049118636502,16.627420629866474,0,0.0,0.0,0.0
10,1.0,1.0,1.0,4,22.5,20.740048467228846,142.10251995511572,2,7.75,3.344945449993785,16.468283516943217
13,1.0,1.0,1.0,4,25.5,17.180597556776437,106.99725578648149,0,0.0,0.0,0.0
22,1.0,1.0,1.0,3,8.666666666666666,18.596181648921387,88.5912195088248,4,9.0,3.2719466215604243,16.95550995023824
24,0.0,1.0,0.5,4,20.5,8.47317448433668,50.138301418344085,0,0.0,0.0,0.0
16,1.0,1.0,1.0,8,15.125,26.222112396347093,120.59959425550915,0,0.0,0.0,0.0
2,0.0,1.0,0.5,2,14.5,3.116994738800873,11.642520893767461,0,0.0,0.0,0.0
23,1.0,1.0,1.0,6,29.0,17.486492269070865,155.13593100545083,1,11.0,5.1206158379463425,16.38687969633731
9,0.0,1.0,0.5,6,20.5,21.555961240522873,130.82517123024408,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,4,25.0,22.280761564063443,152.6324196331755,0,0.0,0.0,0.0
23,0.0,1.0,0.5,6,35.666666666666664,31.237349485065852,181.79508377233404,1,9.0,11.327779860392742,34.03407264199686
1,1.0,1.0,0.5,4,35.0,17.0713681707362,161.3673382489578,0,0.0,0.0,0.0
23,0.0,1.0,0.5,7,11.571428571428571,19.47297082059684,110.3669698674061,0,0.0,0.0,0.0
14,1.0,1.0,1.0,5,29.2,6.256116167153572,36.75053320250123,0,0.0,0.0,0.0
17,1.0,1.0,1.0,8,22.625,28.297704608891674,140.5663826833329,2,10.0,3.1719503108337257,21.88785288712458
21,1.0,1.0,1.0,4,27.0,19.748595032427076,174.75258727945825,0,0.0,0.0,0.0
17,1.0,1.0,1.0,1,10.0,33.36649652471796,178.14630121160664,1,7.5,1.0964681662984828,5.645992504482651
16,1.0,1.0,1.0,4,34.75,18.999263492765923,97.82431158902132,1,8.0,6.29344171621117,7.729964704733879
14,1.0,1.0,1.0,4,13.0,4.99300011868786,28.45604707651907,0,0.0,0.0,0.0
24,0.0,1.0,0.5,3,8.666666666666666,30.376919166078917,166.30798788557158,0,0.0,0.0,0.0
19,1.0,1.0,1.0,6,27.833333333333332,24.18166623058219,156.7163699505997,0,0.0,0.0,0.0
25,1.0,1.0,1.0,5,11.6,6.416419683814558,31.651243525331175,0,0.0,0.0,0.0
25,1.0,1.0,1.0,4,21.5,11.040350105673678,124.57253696607813,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,50.0,27.86258341626865,209.26320617231215,0,0.0,0.0,0.0
22,1.0,1.0,0.0,4,28.25,13.407564518376885,70.7912474547091,0,0.0,0.0,0.0
21,1.0,1.0,0.5,3,53.0,18.998819794637136,236.73838659522357,0,0.0,0.0,0.0
5,1.0,1.0,1.0,5,12.0,24.645997898534343,86.50856880890896,1,11.0,4.210568458071157,15.509759942903374
19,1.0,1.0,1.0,6,19.0,19.320161011274973,128.13569560842484,0,0.0,0.0,0.0
22,1.0,1.0,1.0,5,25.4,18.088004491002046,136.17097085980228,2,7.5,3.6954113708143206,19.68847941258252
5,1.0,1.0,0.5,5,15.6,30.74256484019255,133.4484512288166,1,13.0,3.1561741226653477,20.128869997881885
19,1.0,1.0,1.0,1,45.0,3.202024628170219,7.001875634875256,0,0.0,0.0,0.0
24,1.0,1.0,1.0,2,6.5,13.505335148453561,30.110918508658195,0,0.0,0.0,0.0
21,1.0,1.0,0.5,5,40.8,23.217994263147357,263.3152647549185,0,0.0,0.0,0.0
12,0.0,1.0,0.5,4,19.0,18.983437334885107,121.34221712104876,0,0.0,0.0,0.0
4,0.0,1.0,0.5,3,56.666666666666664,26.331664744899815,210.53360000702892,0,0.0,0.0,0.0
9,1.0,1.0,1.0,1,10.0,0.2862035675478622,2.575832107930381,0,0.0,0.0,0.0
6,1.0,1.0,0.5,5,22.0,17.607735313774818,78.02312590583864,0,0.0,0.0,0.0
22,0.0,1.0,0.0,2,15.0,9.685992049294018,66.67364501477337,1,7.0,6.515590762318357,25.607347846123115
6,0.0,1.0,0.0,7,22.0,30.36922180977229,163.29439821591274,0,0.0,0.0,0.0
5,0.0,1.0,0.5,2,8.0,48.1665518043177,248.88215239872156,0,0.0,0.0,0.0
19,0.0,1.0,0.5,8,24.75,22.590321233584206,180.97216252380127,0,0.0,0.0,0.0
2,0.0,1.0,0.0,6,25.0,15.868354225587602,168.94067638536535,0,0.0,0.0,0.0
24,0.0,1.0,0.5,2,26.5,28.542094703379227,91.36493909001857,0,0.0,0.0,0.0
6,1.0,1.0,0.0,3,18.0,2.8472358315176183,33.047748666463924,2,8.25,6.1750153796419385,8.799335221515634
17,0.0,1.0,0.0,3,25.0,35.42491626455564,243.9787204652821,0,0.0,0.0,0.0
24,0.0,1.0,0.5,4,20.25,27.334349349184535,151.0195077239653,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0,1,9.0,4.2284885426022765,27.65449337123372
7,1.0,1.0,1.0,1,23.0,11.758233568910759,23.784400465114246,1,11.0,6.817186326774136,10.898717796400936
23,1.0,1.0,0.0,6,23.166666666666668,20.24400512171441,127.45095140409221,0,0.0,0.0,0.0
24,0.0,1.0,0.5,1,26.0,23.595689472359997,81.01208558315211,0,0.0,0.0,0.0
18,1.0,1.0,1.0,1,37.0,18.10544305892673,46.907599251931,0,0.0,0.0,0.0
16,0.0,1.0,0.5,1,7.0,13.728399507300425,27.45679901460085,0,0.0,0.0,0.0
26,1.0,1.0,1.0,9,19.22222222222222,22.124717943001556,143.62285890636016,0,0.0,0.0,0.0
21,0.0,1.0,0.5,3,43.666666666666664,23.162576372960388,138.67872779519777,2,13.75,5.2789161448031265,30.81679543421749
7,1.0,1.0,0.5,4,11.25,11.048045611539049,42.19969344303505,1,8.5,3.279837560079944,9.62289469353938
18,1.0,1.0,1.0,1,10.0,33.556623758502475,169.93076850194234,2,8.75,3.157717708431935,7.43780460598229
4,0.0,1.0,0.5,6,42.833333333333336,24.78674279435295,177.38410535335944,0,0.0,0.0,0.0
9,1.0,1.0,1.0,4,15.0,10.532103997748184,45.15827947947446,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,47.5,13.470439110655759,50.99974686303164,1,10.0,2.0466607937111365,10.75250711871336
6,1.0,1.0,0.0,4,27.75,10.488517645624302,74.1913631291427,1,7.5,2.8165772751157667,16.118736369987484
6,1.0,1.0,1.0,4,9.25,18.82677592788477,95.08845340148955,2,7.75,3.500592991340775,19.02853985831052
14,0.0,1.0,0.0,5,29.6,5.006335356696026,32.136043373336015,0,0.0,0.0,0.0
17,1.0,1.0,0.5,2,44.5,31.620161176166334,226.59075590034064,1,7.0,2.756038884851561,5.416674131969936
3,1.0,1.0,0.5,4,15.75,19.562666830224867,115.80190376414899,0,0.0,0.0,0.0
26,1.0,1.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,1,16.0,0.8470893857618317,12.706340786427319,1,12.5,2.4834900222936236,14.837316396593195
25,1.0,1.0,1.0,3,13.333333333333334,8.780147797368953,30.946859890353753,0,0.0,0.0,0.0
23,1.0,1.0,0.5,4,35.25,28.728668894404777,171.66533687424138,0,0.0,0.0,0.0
22,1.0,1.0,1.0,4,21.25,17.566096016624513,132.52767425915215,2,8.5,3.2147771080140233,18.738191220587744
4,0.0,1.0,0.5,6,23.833333333333332,20.194511565741347,141.82999563076353,2,8.75,3.8750762172678384,18.12819964062447
18,1.0,1.0,1.0,4,30.75,30.812675697014893,210.86798038640416,0,0.0,0.0,0.0
