participant,study_status,scene_familiarity,recall_status,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,2,31.0,14.93481810252861,38.572829073193596,0,0.0,0.0,0.0
25,0.0,0.0,,3,13.333333333333334,23.533126032370195,89.73198473961475,0,0.0,0.0,0.0
22,0.0,0.0,,1,7.0,20.732181070252672,49.2132425595027,0,0.0,0.0,0.0
19,0.0,0.0,,3,30.333333333333332,25.37260883568886,199.02568591855416,0,0.0,0.0,0.0
23,0.0,0.0,,5,32.0,23.53589565778092,176.076095237152,1,10.0,2.5071485016493233,20.950700766918622
23,0.0,0.0,,4,23.0,15.396695448907694,84.19010395955979,1,8.0,4.253548345554735,18.731432277020037
5,0.0,0.0,,5,12.6,28.039773666524866,140.72643593297389,0,0.0,0.0,0.0
15,1.0,0.0,,1,6.0,21.3880399174601,102.16282403931771,0,0.0,0.0,0.0
15,0.0,0.0,,2,16.5,10.723215554226837,79.75579108883417,0,0.0,0.0,0.0
10,1.0,0.0,,4,17.0,26.23172474515968,144.0130514177058,1,8.0,4.053037740790556,19.448959621836693
17,1.0,0.0,,4,10.75,22.281594087292433,93.80736690858498,0,0.0,0.0,0.0
14,0.0,0.0,,5,12.2,11.088329441818392,62.16025693184199,0,0.0,0.0,0.0
25,0.0,0.0,,1,26.0,13.94252579174112,39.43831835898401,0,0.0,0.0,0.0
26,0.0,0.0,,2,26.5,26.17800635688143,113.8656341137107,0,0.0,0.0,0.0
9,0.0,0.0,,2,27.0,16.602887192435407,61.048445064885854,3,7.333333333333333,5.460245964667021,18.362918679235495
23,0.0,0.0,,5,28.6,23.321244786434512,228.03735075233377,0,0.0,0.0,0.0
17,1.0,0.0,,0,0.0,0.0,0.0,2,7.5,4.17037705983323,16.300894253577333
1,1.0,0.0,,2,11.5,12.644044633402444,64.2646824239344,0,0.0,0.0,0.0
23,0.0,0.0,,1,119.0,5.395704758708581,32.86874364803247,1,10.5,3.842543448364255,15.544117131589527
4,0.0,0.0,,4,26.5,19.60568408704949,88.11700476503233,0,0.0,0.0,0.0
1,1.0,0.0,,2,64.5,27.936264614732785,138.14833039619361,0,0.0,0.0,0.0
5,0.0,0.0,,2,34.0,36.022804336536204,223.15244177104006,0,0.0,0.0,0.0
4,0.0,0.0,,3,18.666666666666668,25.985455170293978,101.95597160248313,1,11.0,2.940331986132865,23.850175301234238
5,0.0,0.0,,4,16.0,39.13186631796634,179.0830663989264,0,0.0,0.0,0.0
