participant,study_status,scene_familiarity,recall_status,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
25,0.0,0.0,,2,25.5,14.93481810252861,35.23605420826929
25,0.0,0.0,,3,27.333333333333332,13.210204495152764,120.83884776620302
22,0.0,0.0,,0,0.0,0.0,0.0
19,0.0,0.0,,3,23.666666666666668,28.963479626784245,137.17988697301215
23,0.0,0.0,,4,28.5,25.71145266205368,136.01408254781023
23,0.0,0.0,,4,25.0,17.906131773777354,101.57793670930286
5,0.0,0.0,,2,8.5,10.238542688938303,23.223223051893893
15,1.0,0.0,,3,14.333333333333334,13.74469004123865,63.61529816770963
15,0.0,0.0,,5,10.8,14.753218957607473,78.43060488521692
10,1.0,0.0,,3,15.333333333333334,9.4325795322683,70.06592439263939
17,1.0,0.0,,2,36.0,25.641299429021508,272.32542096165184
14,0.0,0.0,,0,0.0,0.0,0.0
25,0.0,0.0,,2,8.0,17.731966740117002,83.38346898033156
26,0.0,0.0,,1,15.0,3.1495570123821253,44.09379817334919
9,0.0,0.0,,3,10.333333333333334,29.788342601385562,216.59564831567369
23,0.0,0.0,,1,101.0,5.204740625407418,25.907001351020345
17,1.0,0.0,,2,18.0,22.388963977163353,125.68873328986831
1,1.0,0.0,,3,18.0,16.40549178288975,118.85636676301074
23,0.0,0.0,,3,29.666666666666668,23.211902190656236,118.90743021582887
4,0.0,0.0,,3,12.333333333333334,30.931671521674144,123.05988346270821
1,1.0,0.0,,0,0.0,0.0,0.0
5,0.0,0.0,,3,25.0,28.379642026663134,164.59698423361468
4,0.0,0.0,,4,33.0,29.339778617039784,154.3672855308224
5,0.0,0.0,,4,13.5,23.3795967466235,172.81577958301128
9,0.0,0.0,,2,32.5,4.630628944908225,12.686930480486371
25,0.0,0.0,,3,23.0,22.131566990263185,149.58910405729188
14,0.0,0.0,,2,19.5,4.107583359102474,22.136343416383173
14,0.0,0.0,,0,0.0,0.0,0.0
4,0.0,0.0,,1,10.0,14.0982048461248,33.81058295513473
10,1.0,0.0,,2,9.0,14.47999329867267,37.31829187327196
4,0.0,0.0,,5,15.2,14.711137006792708,86.6982694015479
16,1.0,0.0,,2,17.5,24.505836037776504,114.62265244552935
17,1.0,0.0,,1,22.0,17.698662298835654,41.83207240451296
24,1.0,0.0,,3,20.666666666666668,28.537061396264363,181.0894262725732
18,1.0,0.0,,2,53.0,22.01890546111688,369.1325058864337
18,1.0,0.0,,1,61.0,35.64755363845236,150.59859191459503
9,1.0,0.0,,5,17.0,23.19052028416605,95.07911379947029
18,1.0,0.0,,3,22.0,21.714128839529224,165.56699207512105
12,0.0,0.0,,3,7.333333333333333,22.261028751223396,93.45568114481569
13,0.0,0.0,,2,28.0,25.95738890209239,105.42212036915836
12,1.0,0.0,,6,16.166666666666668,18.530752992034877,94.00898904475692
14,0.0,0.0,,2,12.5,4.451654809221241,17.27845340749905
26,0.0,0.0,,3,29.0,25.892142047275104,109.0037175443495
25,0.0,0.0,,2,48.5,35.942725779841794,279.1780911132152
24,1.0,0.0,,3,14.333333333333334,28.537061396264363,175.2140268900247
1,1.0,0.0,,4,17.25,14.405474622038046,118.32074564277822
7,1.0,0.0,,1,155.0,24.230815198430367,77.98956487630083
6,0.0,0.0,,3,24.0,2.6366246542128287,8.186270863577166
19,1.0,0.0,,1,32.0,23.247648194314987,57.26438844244744
15,1.0,0.0,,2,13.0,17.646482501543122,85.32828396515526
13,1.0,0.0,,4,17.25,14.25045180261425,77.64571166215492
7,1.0,0.0,,0,0.0,0.0,0.0
19,0.0,0.0,,3,25.333333333333332,32.642364850810836,234.53944669178736
13,0.0,0.0,,2,9.0,7.651690899831164,24.94144531140311
19,1.0,0.0,,3,39.333333333333336,17.79874894474422,203.22840512836356
15,1.0,0.0,,0,0.0,0.0,0.0
