participant,study_status,scene_familiarity,recall_status,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
22,0.0,0.0,,3,24.333333333333332,22.92245399733675,206.98453017824832
21,1.0,0.0,,4,26.25,13.658759041697682,114.61501626344807
24,0.0,0.0,,2,28.0,7.31226753265944,69.10902164366856
16,0.0,0.0,,4,23.0,24.184699052957605,137.9533504348267
14,0.0,0.0,,4,36.0,22.73709089857864,125.91134185813902
6,0.0,0.0,,4,10.75,8.177408842386388,39.062144534871486
23,0.0,0.0,,6,31.666666666666668,26.22770498419838,254.16513589274686
4,0.0,0.0,,7,16.0,15.64903852379676,77.6652514842964
1,1.0,0.0,,5,15.6,7.746216935114122,48.50266247519338
13,1.0,0.0,,2,34.0,16.747060128346895,96.28608746467944
19,0.0,0.0,,5,20.8,17.26204329921244,114.29066747927709
22,0.0,0.0,,3,13.0,10.264441907353007,45.905275641850544
24,1.0,0.0,,4,18.0,14.326155404430216,121.37400931371702
22,0.0,0.0,,2,11.0,10.485396331479738,44.96105812494611
17,1.0,0.0,,3,37.0,24.81453690241332,137.33964892471127
14,0.0,0.0,,2,25.0,10.310085962971234,30.711147197638272
15,1.0,0.0,,6,13.166666666666666,21.06448083012221,92.02166359002642
21,0.0,0.0,,3,19.0,20.48299247092834,166.14238320269945
6,0.0,0.0,,5,18.2,14.211763866838709,146.55478337763824
24,0.0,0.0,,1,8.0,36.96601015014625,236.22379611788568
4,0.0,0.0,,7,27.285714285714285,27.792767727308384,181.73674501878006
23,0.0,0.0,,3,23.666666666666668,25.803820358714603,173.24797244834542
7,0.0,0.0,,2,17.0,8.789009925872907,55.02436004211545
6,0.0,0.0,,4,12.75,12.999800662157806,51.137626227734465
18,1.0,0.0,,5,28.0,33.97803735952047,239.27272532720318
25,0.0,0.0,,2,59.5,31.013139820797996,233.12493447075838
23,0.0,0.0,,6,22.666666666666668,15.799128370929338,86.4701367943954
24,1.0,0.0,,4,18.25,25.306031450315714,138.27075058071367
26,0.0,0.0,,4,28.25,22.209996780557752,117.17749747409616
24,1.0,0.0,,3,17.0,28.537061396264363,181.0894262725732
14,0.0,0.0,,2,20.5,4.175651024818016,66.24168635794703
22,0.0,0.0,,3,29.333333333333332,19.364799612616,118.3380780759933
4,0.0,0.0,,5,29.4,28.660326037171888,177.1378767714224
23,0.0,0.0,,5,37.2,18.097675958371216,103.00254525194507
6,0.0,0.0,,4,12.0,4.42144471278835,21.47826557239869
24,1.0,0.0,,3,10.0,22.435818935515424,106.03660650234376
19,1.0,0.0,,8,20.0,18.39001833535326,147.43800111442755
14,0.0,0.0,,3,20.666666666666668,11.14910863572984,69.05395702808666
1,1.0,0.0,,5,14.6,12.14380601495792,71.39546865496683
9,1.0,0.0,,6,12.666666666666666,20.1813914609324,103.36252704298448
7,1.0,0.0,,5,11.2,13.478755538015102,68.9189312275082
12,1.0,0.0,,7,17.0,16.278688955513104,83.97190985934857
25,0.0,0.0,,5,36.8,12.790202148103205,143.68497577493622
17,1.0,0.0,,5,28.6,24.37659392751749,133.2071528324364
14,0.0,0.0,,4,16.25,18.904759199953787,109.36060689306188
22,0.0,0.0,,4,16.25,19.851240114013507,95.38923223808786
14,0.0,0.0,,2,23.5,15.664480682089353,44.03635003430659
7,1.0,0.0,,2,11.0,2.32589803200939,31.943847850524534
8,1.0,0.0,,5,31.6,26.723062787815945,166.6895889750646
26,0.0,0.0,,2,37.5,25.439251546946096,162.0565649776674
21,1.0,0.0,,5,24.6,16.77649154183115,93.12438793857008
5,0.0,0.0,,7,16.142857142857142,24.179403530699524,104.12145971922118
5,0.0,0.0,,2,16.0,36.561701488283674,198.57524737119192
23,0.0,0.0,,1,65.0,33.84047189768523,263.4910448495772
14,0.0,0.0,,1,10.0,0.07729015411173042,0.6956113870052393
25,0.0,0.0,,3,31.666666666666668,17.445965378366264,162.56438050007065
5,0.0,0.0,,2,7.0,6.453410228454116,23.273982289881772
6,0.0,0.0,,3,25.0,14.13220561908451,204.18332142152215
23,0.0,0.0,,3,31.0,13.800905522340026,103.58343612492784
21,1.0,0.0,,4,32.75,27.168063473096765,240.1647379760392
24,0.0,0.0,,3,13.666666666666666,15.613932747948008,91.84751515139654
18,1.0,0.0,,2,47.0,17.322743317013874,167.20903857335503
25,0.0,0.0,,2,19.0,20.20335434290573,235.0158096814432
14,0.0,0.0,,4,19.0,18.904759199953787,109.36060689306188
1,1.0,0.0,,3,21.0,15.511047422380612,63.17399247784544
21,0.0,0.0,,5,14.0,8.79032506695757,43.18410239810412
22,0.0,0.0,,1,26.0,0.6300201703246356,5.359417552334207
15,0.0,0.0,,4,16.0,19.599564196462197,105.81876008276076
26,0.0,0.0,,4,25.25,25.663497573808435,139.56988393660902
2,1.0,0.0,,2,6.5,27.851725549992437,139.69468846234284
17,1.0,0.0,,5,14.4,29.568372761782037,128.04453012525627
2,0.0,0.0,,4,19.0,0.44511974258235454,5.13143663915232
25,0.0,0.0,,6,32.333333333333336,9.787938731978441,116.47543573740045
21,1.0,0.0,,6,14.666666666666666,16.687444731720834,108.44330175126534
25,0.0,0.0,,1,96.0,34.69723295086544,391.0669229316667
15,0.0,0.0,,5,12.2,14.232707375117965,80.67445460316677
15,1.0,0.0,,6,17.333333333333332,21.392866162768275,106.48408546522374
14,0.0,0.0,,2,13.5,14.858285611421401,70.58353922009803
17,1.0,0.0,,5,20.0,31.169417986644458,130.92332081334183
24,0.0,0.0,,2,16.0,25.66140941110227,151.39667402296607
24,1.0,0.0,,5,19.4,22.430422669453886,125.02431420542273
3,1.0,0.0,,3,10.333333333333334,19.502747928492056,121.39844257773406
12,1.0,0.0,,7,11.714285714285714,18.352237338174408,86.16077843936846
14,0.0,0.0,,2,15.5,4.602156169270005,37.95393884242067
7,1.0,0.0,,3,13.0,6.97767642548449,19.29600093295876
15,0.0,0.0,,4,19.75,27.43187322447294,216.14781244344908
24,0.0,0.0,,4,11.25,23.332301433383137,124.28487414527501
25,0.0,0.0,,3,45.333333333333336,31.01992508122102,213.6152737028175
1,1.0,0.0,,5,33.0,22.220095794011485,100.050559130304
18,1.0,0.0,,8,22.25,21.569680593432096,132.86176610065024
26,0.0,0.0,,2,37.5,25.439251546946096,162.0565649776674
7,1.0,0.0,,1,18.0,18.58759927218168,43.1505063766818
23,0.0,0.0,,4,27.0,25.71145266205368,134.10558233686191
23,0.0,0.0,,2,44.5,34.84979056861202,288.577378369804
6,0.0,0.0,,5,11.2,8.034233932325101,47.90118401734067
3,0.0,0.0,,7,19.142857142857142,20.537040306634566,147.88983700947173
24,0.0,0.0,,8,12.5,19.609142969849092,121.58836013730078
22,0.0,0.0,,3,24.333333333333332,22.92245399733675,206.98453017824832
15,0.0,0.0,,4,20.25,12.165113296390837,87.94574781996809
25,0.0,0.0,,4,33.5,21.00185119328807,231.98930753675754
25,0.0,0.0,,3,37.0,32.613909340283755,220.52973230453674
13,1.0,0.0,,5,27.2,17.85873326697543,155.1648910367569
5,0.0,0.0,,5,11.8,36.19391486116898,215.9002014837053
9,1.0,0.0,,5,18.2,19.74064925904281,94.25277910828157
1,1.0,0.0,,5,8.2,9.153608750120808,33.29859949229603
24,0.0,0.0,,8,9.5,21.93582014317225,123.57102377751298
22,0.0,0.0,,4,20.5,17.93533342662166,158.43970794662647
6,0.0,0.0,,4,11.5,8.928104910580714,62.1172537564357
3,0.0,0.0,,5,15.2,15.860831631281249,85.05981753620581
7,1.0,0.0,,2,10.5,0.749352533947911,2.7720994619457793
25,0.0,0.0,,4,41.25,26.77827699631996,206.84634512041862
4,0.0,0.0,,4,56.75,34.684554192886765,229.48050897354932
6,0.0,0.0,,4,14.75,6.7454959802366465,44.20927901683659
15,1.0,0.0,,5,18.8,22.111736994230498,94.87540265708084
4,0.0,0.0,,8,15.375,23.331307780655912,104.5778260089676
5,0.0,0.0,,4,8.0,16.54362287429293,82.45553580987068
24,0.0,0.0,,3,14.333333333333334,21.410074675023537,137.9641521460466
19,0.0,0.0,,4,36.0,28.12973330332219,198.17397966975565
24,1.0,0.0,,4,14.25,30.989626362408266,179.94971340020925
26,0.0,0.0,,7,24.857142857142858,21.32976316362048,144.53217080508506
26,0.0,0.0,,4,31.75,22.844470897507588,125.60722388699308
6,0.0,0.0,,7,19.142857142857142,18.48920043947266,111.45183321183212
26,0.0,0.0,,2,17.5,15.380770759087412,117.99766537806968
22,0.0,0.0,,5,15.2,21.447135354912035,99.39346542271758
21,0.0,0.0,,2,9.0,22.38265939208205,99.05548749898685
7,0.0,0.0,,3,15.0,26.70816943080646,89.89688671582024
24,1.0,0.0,,3,21.333333333333332,10.664677923841095,111.4243534125715
3,1.0,0.0,,4,22.75,17.041931372073016,98.920993397246
23,0.0,0.0,,5,29.4,27.70084365397046,180.0741860062952
8,1.0,0.0,,4,23.25,20.77600819743736,166.21409658084735
9,1.0,0.0,,4,25.25,11.815018945455602,34.39611854302132
14,0.0,0.0,,3,17.666666666666668,12.666265628252901,65.9293932519763
14,0.0,0.0,,0,0.0,0.0,0.0
9,1.0,0.0,,7,12.285714285714286,20.68636971443352,104.26475196182909
24,0.0,0.0,,9,10.222222222222221,16.927477369971825,77.68545530830384
23,0.0,0.0,,4,11.75,16.251199665172862,95.72420027718732
8,1.0,0.0,,5,32.8,26.56880527151866,169.56225403947957
10,1.0,0.0,,6,9.833333333333334,18.325598112530905,88.93284226870487
11,0.0,0.0,,5,12.6,24.97888316417788,100.50397884303808
19,0.0,0.0,,5,20.8,25.045827556358766,132.4549539229087
4,0.0,0.0,,8,21.625,22.366821471134365,114.71605818406803
2,0.0,0.0,,6,41.0,18.627738658489772,183.17927695066248
9,0.0,0.0,,3,32.333333333333336,39.78651368214308,254.73939995069986
2,0.0,0.0,,6,23.333333333333332,10.519754991798253,119.10742532143642
12,0.0,0.0,,4,9.5,26.104059055696247,117.12326167645791
22,0.0,0.0,,3,8.666666666666666,8.221451230815164,46.08686170552369
8,1.0,0.0,,6,27.333333333333332,22.67306675856706,140.4148045029141
23,0.0,0.0,,1,128.0,5.204740625407418,25.907001351020345
15,0.0,0.0,,6,28.666666666666668,26.421971851202926,189.7297305374445
24,0.0,0.0,,6,15.0,20.068093422915833,130.81939916723948
22,0.0,0.0,,3,7.333333333333333,13.163980522356615,55.92551354818526
12,0.0,0.0,,6,20.166666666666668,30.56024603901432,154.182536460198
12,0.0,0.0,,5,13.6,24.61622633858886,139.7330965924903
18,1.0,0.0,,4,35.0,35.72811047228239,240.89145185734475
18,1.0,0.0,,5,21.4,19.683703589644885,144.4073171866824
3,1.0,0.0,,3,19.666666666666668,15.938312225641718,93.10515114630367
23,0.0,0.0,,5,17.0,18.50666345670928,107.88811154783761
16,0.0,0.0,,5,26.8,20.95809775610675,116.125325011776
18,1.0,0.0,,4,44.5,35.08651099715783,299.3135042825802
14,0.0,0.0,,2,18.0,15.664480682089353,44.03635003430659
26,0.0,0.0,,6,37.166666666666664,22.11893168340825,200.00467883560066
19,0.0,0.0,,5,21.0,24.642665249022624,143.44085185980026
6,0.0,0.0,,4,24.25,20.43325959849298,115.7507066729371
7,0.0,0.0,,1,10.0,28.093527475769044,108.6115842671382
25,0.0,0.0,,6,31.333333333333332,15.012443918070607,139.2432789022491
24,0.0,0.0,,8,14.75,13.342743998991782,65.83978676332246
23,0.0,0.0,,4,41.25,19.81859764280341,107.55784696172564
26,0.0,0.0,,6,21.666666666666668,27.625355610624876,148.6956476024876
9,0.0,0.0,,2,14.0,7.2208895574602705,21.93120043164727
19,0.0,0.0,,4,21.5,22.156929269624985,132.55959644409768
17,1.0,0.0,,4,12.25,26.934286735949456,138.24964338148874
23,0.0,0.0,,3,21.0,22.74995381236158,99.1359472970726
12,1.0,0.0,,2,27.0,14.121044795543831,83.10869121566927
2,1.0,0.0,,3,16.0,13.396686631552383,52.960864675542105
6,0.0,0.0,,4,19.75,22.158485092928693,126.05673131864302
18,1.0,0.0,,3,66.0,25.320345038068425,357.0020479094039
18,1.0,0.0,,3,41.666666666666664,40.07330030100286,299.93128437173124
23,0.0,0.0,,5,28.8,27.67130492104955,168.50313630989245
19,0.0,0.0,,5,22.4,17.26204329921244,119.96407180779451
23,0.0,0.0,,5,17.2,22.741823122999694,105.5916597988869
22,0.0,0.0,,1,33.0,9.984875946868378,39.899488163231354
15,0.0,0.0,,5,21.2,20.01863515505789,150.24869023035646
23,0.0,0.0,,4,24.5,24.446446703620058,177.06486509311975
19,1.0,0.0,,2,100.0,21.948874488565007,336.3078203827076
13,0.0,0.0,,2,22.0,13.847792047644056,82.68798168533176
17,1.0,0.0,,5,24.4,25.31819449939504,116.81079404062186
14,0.0,0.0,,3,10.333333333333334,16.04335369704026,79.53119967986134
15,0.0,0.0,,5,11.0,4.183875593086228,21.629448750537634
23,0.0,0.0,,2,27.0,26.72589785813653,123.186795440254
8,1.0,0.0,,2,39.5,11.148554045775171,186.6662468578899
25,0.0,0.0,,6,20.0,12.626865165240682,56.23945543594803
2,1.0,0.0,,5,9.0,18.89134695362139,106.88639967027305
19,1.0,0.0,,6,33.166666666666664,22.746583449084046,202.7681884801785
18,1.0,0.0,,5,12.6,29.832782914371087,176.2152333778833
2,0.0,0.0,,4,14.5,5.630862528884281,35.18175834660777
22,0.0,0.0,,2,13.5,2.598724066813431,26.230915848987216
7,1.0,0.0,,1,76.0,17.64890121403371,41.170506222246814
25,0.0,0.0,,2,61.0,35.942725779841794,281.3600487011929
9,0.0,0.0,,3,34.333333333333336,39.78651368214308,254.73939995069986
13,1.0,0.0,,3,35.0,17.97601664876278,140.9093738928769
22,0.0,0.0,,5,11.0,19.472417884371843,86.94774800813123
17,1.0,0.0,,3,19.333333333333332,30.220070158396407,183.00720130319914
24,1.0,0.0,,3,21.0,32.4818125842969,175.45153775404333
24,0.0,0.0,,9,9.555555555555555,22.084094540518727,121.0279206185389
13,1.0,0.0,,3,38.333333333333336,12.379117032445459,48.00452347700886
7,0.0,0.0,,2,20.5,27.115963077766757,103.97104130295595
12,0.0,0.0,,5,22.0,24.841841941133012,158.25824687297722
14,0.0,0.0,,2,11.0,20.611032611416537,124.58324996251295
22,0.0,0.0,,1,66.0,7.3904838913981585,26.15730998930481
13,1.0,0.0,,2,44.5,12.780034243733008,159.4117085207673
18,1.0,0.0,,3,48.666666666666664,31.974171441905185,180.11678689522057
17,1.0,0.0,,4,12.0,19.29323678882095,102.85897257822187
1,1.0,0.0,,4,17.5,13.584303478542521,94.29209826207747
6,0.0,0.0,,4,35.25,32.49823289840745,248.51822660850604
24,1.0,0.0,,4,15.75,26.6799999582826,150.6336975444172
17,1.0,0.0,,0,0.0,0.0,0.0
4,0.0,0.0,,6,17.5,21.618266497743107,90.49994769713636
17,1.0,0.0,,5,12.2,19.76046629858626,94.73055103428412
12,0.0,0.0,,6,9.166666666666666,22.653314394842894,109.46612070322708
18,1.0,0.0,,3,58.0,26.84315872015989,353.1839344603864
14,0.0,0.0,,4,19.5,5.100732607934573,17.97402480476786
18,1.0,0.0,,7,22.571428571428573,23.71687403687384,149.02110697803127
26,0.0,0.0,,2,11.0,3.1595710357055315,19.78956720899907
7,0.0,0.0,,1,6.0,29.022285448267915,132.4044671554507
16,1.0,0.0,,1,87.0,32.25601931478026,281.4004218163844
3,0.0,0.0,,5,6.6,25.593837245955047,89.19859586848153
25,0.0,0.0,,7,15.142857142857142,4.827829671671235,20.42236472600311
25,0.0,0.0,,5,39.6,25.195005378965952,183.0848667776012
24,1.0,0.0,,4,18.0,31.149283841067327,152.52419766102443
24,1.0,0.0,,6,11.5,24.368155324554994,100.73964734345276
19,1.0,0.0,,4,37.5,21.660933507006128,245.5469701592978
3,0.0,0.0,,8,14.375,20.129697928468605,91.42268987101656
4,0.0,0.0,,6,22.166666666666668,18.248842484747197,152.97406855323274
9,0.0,0.0,,4,29.75,12.731366983811851,55.74881839080141
4,0.0,0.0,,5,43.2,28.764122583082564,194.80835234096102
8,1.0,0.0,,3,28.0,15.77463070634375,106.12359853063644
14,0.0,0.0,,4,15.5,4.312099878064037,31.82917958318862
6,0.0,0.0,,4,23.75,18.336602489782074,157.1337631318876
3,1.0,0.0,,3,22.0,3.0140036023613264,39.468765649752136
2,0.0,0.0,,7,20.857142857142858,9.799347837823362,105.86938513858097
6,0.0,0.0,,5,22.0,22.0991690637603,189.22425376248935
22,0.0,0.0,,3,7.0,18.012846292061003,78.32778245649043
9,0.0,0.0,,4,11.5,9.25439471311813,51.21298357084356
22,0.0,0.0,,3,10.0,10.524070599270873,74.01974922394949
7,1.0,0.0,,2,87.0,2.550833921241909,12.465143103401033
18,1.0,0.0,,4,35.25,33.981847790227995,234.05267736558136
1,1.0,0.0,,4,22.25,13.464561453194277,106.86131257315725
24,1.0,0.0,,3,23.333333333333332,26.330110616876983,161.98478213460797
25,0.0,0.0,,4,53.5,25.295220331873086,234.9371773148933
18,1.0,0.0,,4,32.75,25.313622187721588,160.4867323539291
4,0.0,0.0,,8,20.375,23.662875636811556,123.7727360038196
19,0.0,0.0,,4,18.25,22.572083966751872,118.58558133254726
1,1.0,0.0,,3,19.333333333333332,16.40549178288975,131.97458764328658
3,0.0,0.0,,6,11.5,19.134275875210662,93.26183313881928
19,0.0,0.0,,5,30.4,22.14652162792175,172.14089421828982
18,1.0,0.0,,2,44.0,33.3405592706614,239.69384120377373
13,1.0,0.0,,2,28.0,18.384485368161556,103.68100571997738
23,0.0,0.0,,5,35.0,17.324378707266895,103.47833149186208
13,0.0,0.0,,6,27.833333333333332,21.275724152748577,113.1215025797761
4,0.0,0.0,,7,18.285714285714285,25.827778699145174,119.38401401868259
7,1.0,0.0,,1,135.0,24.230815198430367,77.98956487630083
24,1.0,0.0,,3,26.333333333333332,22.435818935515424,107.92463017870983
18,1.0,0.0,,1,15.0,20.527628854469416,59.082456330117964
10,1.0,0.0,,2,28.5,3.33963665571759,43.91474586404874
22,0.0,0.0,,3,10.666666666666666,19.051321052555082,95.34589562543569
24,1.0,0.0,,2,51.5,13.558072354463995,80.59333197037239
24,0.0,0.0,,3,10.0,12.423057572151558,96.12962234223191
25,0.0,0.0,,3,31.666666666666668,17.533634796834523,185.34942815909707
24,1.0,0.0,,5,13.4,28.775250943824936,123.94900657470153
4,0.0,0.0,,7,14.571428571428571,15.342897314165354,76.1586703510428
26,0.0,0.0,,2,20.0,24.547492555749347,133.61463743498607
18,1.0,0.0,,5,27.8,30.131879261875078,198.37197250178605
6,0.0,0.0,,6,16.666666666666668,12.615276988976106,86.11970878470004
5,0.0,0.0,,1,20.0,42.541242533259854,117.06267885733168
24,1.0,0.0,,3,12.0,13.344649562617874,124.39636957565396
23,0.0,0.0,,5,20.6,21.73889064474314,108.09801891204536
18,1.0,0.0,,4,33.5,34.76175938534632,225.2471425562819
9,1.0,0.0,,5,11.6,16.86002992960225,71.85723697463574
3,1.0,0.0,,3,19.666666666666668,3.533316057707372,49.13013073352622
15,1.0,0.0,,5,23.2,24.076296539683515,121.93014779766732
18,1.0,0.0,,8,23.75,27.884216097518127,175.2998689818231
24,0.0,0.0,,7,16.285714285714285,14.743287394971007,68.82861173673369
7,0.0,0.0,,1,46.0,29.022285448267915,137.99368126419537
4,0.0,0.0,,6,17.666666666666668,21.326590684310315,146.6373181434639
23,0.0,0.0,,5,18.2,18.294723843345754,107.88399650683907
2,0.0,0.0,,5,36.2,18.234322810831138,179.20992030282954
23,0.0,0.0,,6,17.333333333333332,19.276769823722674,98.8488449971628
24,1.0,0.0,,5,13.2,26.421835108767464,153.60198356560633
15,0.0,0.0,,5,18.4,20.807765702435553,124.76665580832659
9,1.0,0.0,,4,13.25,17.491406668001616,88.54971805407337
15,1.0,0.0,,4,20.5,24.71388981273828,102.85189725490164
4,0.0,0.0,,10,13.7,18.527830614048423,85.8540739480766
24,1.0,0.0,,2,16.5,27.81610135099976,135.34579972028408
6,0.0,0.0,,5,12.2,7.458095230199876,45.14894368044683
24,0.0,0.0,,1,7.0,37.58594082810963,201.25458619363144
3,0.0,0.0,,4,7.25,22.664156370219935,113.66093924900775
24,0.0,0.0,,1,48.0,2.005178193102182,22.080568291961043
25,0.0,0.0,,4,43.0,22.466152413730875,201.51802972500442
13,1.0,0.0,,5,26.8,16.69224657028017,122.48978101957903
3,1.0,0.0,,3,12.333333333333334,0.5448595460114455,6.175074854796121
1,1.0,0.0,,3,9.0,12.674467763451515,51.41990504355359
3,1.0,0.0,,4,20.0,21.4193301542307,108.86833754572497
7,1.0,0.0,,4,21.25,4.154610744428682,10.015863244521714
4,0.0,0.0,,5,35.6,24.431646116003854,165.15551460491062
17,1.0,0.0,,4,35.25,25.49331914442566,223.57379035521578
24,1.0,0.0,,4,18.0,35.52588270478911,198.2471601963016
18,1.0,0.0,,6,27.666666666666668,26.83303371262674,171.58211157459905
14,0.0,0.0,,2,36.5,27.676023239362557,180.5275855041946
13,0.0,0.0,,4,17.25,20.59422268980347,108.65278231774201
23,0.0,0.0,,2,41.0,18.018536574781137,140.7301441107118
23,0.0,0.0,,5,20.0,19.458246822087794,112.66639842283976
3,1.0,0.0,,4,33.5,0.8971573270826668,9.750676075166067
25,0.0,0.0,,5,37.0,23.901060979633403,190.38283512398112
15,0.0,0.0,,5,28.4,25.044832202891673,185.0373520988756
4,0.0,0.0,,4,13.0,11.27830573373339,45.33623054617567
14,0.0,0.0,,3,10.0,5.2075424456125,37.22062217311499
6,0.0,0.0,,2,31.5,27.705571635361885,86.14966294475047
23,0.0,0.0,,5,37.4,18.097675958371216,103.00254525194507
16,1.0,0.0,,1,51.0,32.25601931478026,163.68631925996593
4,0.0,0.0,,5,20.8,23.828492632550734,93.15210946938564
6,0.0,0.0,,6,19.5,29.66444508191418,193.92568640375848
2,0.0,0.0,,6,27.333333333333332,14.962849587118356,115.21065369057224
1,1.0,0.0,,5,12.2,5.628273216828618,38.90626687778758
4,0.0,0.0,,4,34.75,31.524641224683727,171.70994247657688
5,0.0,0.0,,4,6.75,13.031851747388814,57.39917336720987
1,1.0,0.0,,4,23.5,16.487118507405306,90.4501986775075
21,1.0,0.0,,6,14.5,16.514185746997693,110.17929839782242
4,0.0,0.0,,5,31.4,24.77302457867224,210.40731001218109
19,1.0,0.0,,2,39.0,21.585005659731976,229.62969753930582
6,0.0,0.0,,4,10.5,8.832626906335019,45.167294397491574
8,1.0,0.0,,5,21.0,18.04777101528652,142.14911907178197
24,1.0,0.0,,3,12.333333333333334,15.716253512020112,129.28796575873352
13,1.0,0.0,,3,33.333333333333336,11.812020230233722,139.19444635796205
23,0.0,0.0,,7,27.571428571428573,21.735919966093782,140.6168394066544
17,1.0,0.0,,2,16.5,25.638869052911332,135.5375960628981
23,0.0,0.0,,5,15.8,16.26464918183553,101.17521000235466
3,1.0,0.0,,3,15.333333333333334,23.66661742946997,132.43527187270712
12,0.0,0.0,,3,15.666666666666666,5.281626414793273,21.702696229650343
21,0.0,0.0,,1,90.0,8.036510184811672,187.7738305955919
24,0.0,0.0,,5,13.8,21.3864080614403,129.14406453343707
8,1.0,0.0,,5,23.4,21.483629523103666,156.8760753585346
9,0.0,0.0,,4,11.5,29.81906912402662,217.56790012974295
25,0.0,0.0,,3,58.0,34.42564141080204,281.3570695087928
24,1.0,0.0,,6,12.833333333333334,24.27703770968392,101.63697218161484
17,1.0,0.0,,2,28.0,14.5597530370863,53.32941721961316
4,0.0,0.0,,10,16.2,21.479811508145392,116.93177086894234
18,1.0,0.0,,4,33.25,35.72811047228239,240.89145185734475
16,1.0,0.0,,6,18.833333333333332,18.883939122027794,79.32942891260582
22,0.0,0.0,,1,6.0,16.858558322321514,74.80277918092123
2,0.0,0.0,,7,29.857142857142858,18.196487050578078,139.34713344417864
9,1.0,0.0,,3,17.0,2.977613358831722,24.749466289837116
6,0.0,0.0,,5,25.2,14.479584843198717,144.841859141552
14,0.0,0.0,,2,28.0,4.451654809221241,18.025133625931538
4,0.0,0.0,,5,43.2,28.671260083025185,195.53129702626606
11,0.0,0.0,,2,17.5,19.53531946404138,119.61965358571462
4,0.0,0.0,,5,29.4,28.660326037171888,177.1378767714224
17,1.0,0.0,,3,16.666666666666668,24.37758734903795,136.8610763494222
16,1.0,0.0,,3,20.333333333333332,6.919498843452295,23.566389126555986
18,1.0,0.0,,2,70.5,34.15529634975277,322.05488285401987
13,0.0,0.0,,3,14.666666666666666,26.437109104813583,132.90550027708096
5,0.0,0.0,,6,11.666666666666666,32.4985602836942,184.46587729329812
24,1.0,0.0,,1,7.0,23.557579443129285,71.77850051809307
3,0.0,0.0,,5,21.2,21.535838663014154,127.55652905515839
25,0.0,0.0,,4,27.25,18.298767458648932,152.16351920149089
7,1.0,0.0,,3,10.666666666666666,21.647256977918207,117.73767540617187
2,1.0,0.0,,3,25.666666666666668,2.4043928208623866,41.9803314556901
