participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
15,0.0,1.0,0.5,0.2885003089904785,16.048095703125,-0.0046451047926408294,-0.2519998848438263,-0.2519998848438263,-0.2320874035358429,5,4,13,10.0,0,0,0.0,2,35.5,30.132360297413676,168.8948353142511
25,0.0,1.0,0.5,0.08890008926391602,3.0099475383758545,-0.0013190791222776517,-0.04934094846248627,-0.04934094846248627,-0.0454249382019043,5,1,79,79.0,0,0,0.0,1,36.0,24.29281374064457,87.60125755813046
3,0.0,1.0,0.5,0.11065006256103516,16.483497142791748,-0.007553764979116056,-0.36843065624563104,-0.36843065624563104,-0.35630562068784943,28,5,12,9.4,1,16,16.0,2,32.0,22.096749454328947,108.26253279119918
4,1.0,1.0,1.0,0.5105998516082764,0.2977001667022705,0.0031838842197114033,0.25426235795021057,0.25426235795021057,0.25289997458457947,96,5,12,9.0,0,0,0.0,3,20.0,21.9820741986301,91.50464295526778
24,1.0,1.0,1.0,1.0974998474121094,0.08794927597045898,0.009438265346984493,0.589974582195282,0.589974582195282,0.5808875560760498,96,6,17,12.166666666666666,0,0,0.0,3,12.333333333333334,34.28784020580674,215.48451069576382
4,0.0,1.0,0.5,0.32359981536865234,2.164354085922241,0.0014846182110322859,0.060766566544771194,0.060766566544771194,0.04251241683959961,107,7,10,8.0,0,0,0.0,2,24.5,17.128641397451016,77.22950270376482
17,1.0,1.0,0.5,0.0,5.337050914764404,-0.0015649446027432427,-0.22676242887973785,-0.22676242887973785,-0.21579378843307495,0,4,35,26.5,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0.33430004119873047,6.173753261566162,-0.004165591664665776,-0.039862919598817825,-0.039862919598817825,-0.011906266212463379,21,5,24,14.0,0,0,0.0,2,21.0,19.135429388158798,91.68951040099782
6,1.0,1.0,0.5,0.5326499938964844,0.0,-0.0016668012168656867,0.2718542814254761,0.2718542814254761,0.2344687581062317,53,2,43,42.5,0,0,0.0,1,23.0,17.78965755863163,85.04912099451653
26,1.0,1.0,1.0,0.4356498718261719,0.05235004425048828,0.0019704776164748607,0.2545136511325836,0.2545136511325836,0.25673121213912964,95,6,21,14.833333333333334,0,0,0.0,2,8.5,23.077661190945726,93.83827404617193
18,1.0,1.0,0.5,0.33550024032592773,7.49444055557251,0.003371057564112964,-0.03893265873193741,-0.03893265873193741,-0.008962154388427734,112,3,32,23.333333333333332,0,0,0.0,2,17.5,34.71455779055662,242.9235047277289
23,1.0,1.0,1.0,0.4560997486114502,1.5909514427185059,0.004763041962631014,0.10615760087966919,0.10615760087966919,0.08999994397163391,109,4,15,10.5,0,0,0.0,3,21.0,19.900053488507805,169.65717931101184
16,1.0,1.0,0.5,0.0,9.581200122833252,0.0005712402538803832,-0.10336323827505112,-0.10336323827505112,-0.09146875143051147,0,0,0,0.0,0,0,0.0,1,116.0,2.1154103208175954,19.10974790114926
18,1.0,1.0,0.5,0.7485500574111938,0.06270003318786621,0.001323270000487929,0.16731794777079526,0.16731794777079526,0.1377687305212021,55,5,19,11.2,1,7,7.0,3,18.0,19.048625122453558,151.02588279749904
22,1.0,1.0,1.0,0.0,9.597903966903687,0.000482820819980561,-0.19121630489826202,-0.19121630489826202,-0.19283753633499146,0,2,54,46.0,0,0,0.0,1,22.0,6.6683741693766665,21.61078871016313
26,1.0,1.0,1.0,0.9348001480102539,0.0406498908996582,0.006073178875053118,0.44356459379196167,0.44356459379196167,0.45007503032684326,82,2,45,26.0,0,0,0.0,3,20.666666666666668,21.536186175453647,122.1885474708542
5,1.0,1.0,0.5,0.52590012550354,3.4987982511520386,0.004209565359286996,0.005351761467436436,0.005351761467436436,0.010081076349308327,116,2,60,49.5,1,16,16.0,1,15.0,1.012845850894103,14.179841912517091
10,1.0,1.0,1.0,0.8458499908447266,0.0,0.00547353179904029,0.556118357894767,0.556118357894767,0.5401581980680165,77,4,20,14.5,1,18,18.0,2,27.0,26.057896752826935,185.2712275404741
22,1.0,1.0,1.0,0.7299001216888428,0.012850046157836914,0.0038854169631919364,0.26703205704689026,0.26703205704689026,0.2560187578201294,113,9,13,10.444444444444445,0,0,0.0,1,9.0,28.03818303030253,114.33718553027465
24,0.0,1.0,0.5,0.0,17.651150465011597,-0.0067186160311894505,-0.6612401604652405,-0.6612401604652405,-0.6222187280654907,0,5,35,17.4,0,0,0.0,1,23.0,1.7850689861454843,19.694163481861015
16,1.0,1.0,1.0,0.3199496269226074,1.0877070426940918,0.0016817242158565261,0.013710795901715755,0.013710795901715755,0.02230590581893921,113,5,13,10.2,0,0,0.0,3,20.0,21.85188321771508,101.53041499970197
2,0.0,1.0,0.5,0.14654994010925293,3.6816000938415527,-0.0031375038616485297,-0.05654057115316391,-0.05654057115316391,-0.06938749551773071,34,2,46,42.0,0,0,0.0,2,12.5,7.197764639339172,15.890789452267265
