participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
4,0.0,0.0,,0.6029000282287598,7.113499402999878,0.0008915195220661526,0.11902884393930435,0.11902884393930435,0.13231953978538513,224,20,26,12.3,0,0,0.0,6,12.0,28.243396398206343,112.94608105414177
1,1.0,0.0,,0.29354989528656006,1.0872509479522705,-0.0005632901682343272,0.01906143650621259,0.01906143650621259,0.017613017040750256,82,16,49,18.125,1,14,14.0,5,9.4,8.538070398978482,49.540471209002035
13,1.0,0.0,,0.2228699333366304,5.710134774789043,-0.008412936537940837,-1.2813105142417074,-1.2813105142417074,-1.267851744217613,10,4,157,54.0,1,23,23.0,3,45.333333333333336,17.560588670821716,64.66680025951906
19,0.0,0.0,,0.468250036239624,34.98410081863403,0.00034182851986111013,-0.1409766083004094,-0.1409766083004094,-0.12086049383101255,345,14,38,16.071428571428573,2,79,47.0,3,38.333333333333336,10.638066565613313,108.57082203179728
22,0.0,0.0,,0.10269975662231445,0.7656998634338379,7.480236547841013e-06,-0.01509837806224823,-0.01509837806224823,-0.016947871074080467,297,1,336,336.0,0,0,0.0,1,19.0,5.044635131450014,12.705102692975416
24,1.0,0.0,,0.2841498851776123,24.269352912902832,-0.0014429621942138547,-0.09027847647666931,-0.09027847647666931,-0.09522829204797745,43,13,45,19.53846153846154,0,0,0.0,5,16.2,22.214727531572688,125.7539769192728
22,0.0,0.0,,0.11399996280670166,34.949151396751404,-0.0009252094090563119,-0.24940436076717215,-0.24940436076717215,-0.250650356161712,3,8,59,37.5,1,34,34.0,2,22.0,9.262615952661571,51.43224140981957
17,1.0,0.0,,0.2685999870300293,7.105999708175659,-0.001369104852499515,-0.04023543372750282,-0.04023543372750282,-0.03419128805398941,108,8,78,34.625,0,0,0.0,3,23.333333333333332,30.220070158396407,183.05459566816702
14,0.0,0.0,,1.3392000198364258,0.04214978218078613,0.002815553123222673,0.7197056113838816,0.7197056113838816,0.7067685825283846,255,10,59,22.4,2,41,31.0,2,53.5,19.66926753690851,161.16099090816954
15,1.0,0.0,,0.5402499437332153,2.9877582788467407,-0.00024822047421855755,0.09467483535200275,0.09467483535200275,0.1005570251932471,96,15,33,15.4,2,42,38.0,6,15.666666666666666,15.945246480409873,83.68316016995765
21,0.0,0.0,,0.5847001075744629,4.893049955368042,-0.0011635551053732459,-0.08626719649766339,-0.08626719649766339,-0.1223793768734229,332,12,52,21.666666666666668,2,102,59.5,5,13.8,7.504490102279983,79.51005105841485
6,0.0,0.0,,0.30429983139038086,0.007349967956542969,0.0005939477209464749,0.13961035564166158,0.13961035564166158,0.13552450229990193,299,7,62,37.142857142857146,1,244,244.0,4,21.0,0.21633830487801928,4.326766097559452
24,0.0,0.0,,0.40306243726185365,0.5902005434036255,0.00029143102453426685,0.11902550021473433,0.11902550021473433,0.11711361627401033,247,14,30,15.642857142857142,1,27,27.0,6,18.0,20.403357108725245,134.40658313085189
4,0.0,0.0,,0.32089996337890625,5.3885498046875,-0.0067900990960212656,-0.5508840680122375,-0.5508840680122375,-0.5315653085708618,166,13,92,21.46153846153846,0,0,0.0,3,17.333333333333332,21.366269564885126,95.30150350629911
23,0.0,0.0,,0.64205002784729,5.274049997329712,-0.0018488142503502705,0.14114524002502613,0.14114524002502613,0.08556657085804516,173,9,137,29.11111111111111,0,0,0.0,3,17.333333333333332,25.690000842874372,150.42987909729626
7,0.0,0.0,,0.15559959411621094,25.079435348510742,0.0002855602483067522,-0.08850165456533432,-0.08850165456533432,-0.08525680750608444,356,7,73,44.0,0,0,0.0,2,15.5,15.452348272547486,61.57235739200313
6,0.0,0.0,,0.21324992179870605,6.5687501430511475,-0.0062208512695878975,-0.8272270321512089,-0.8272270321512089,-0.8569825914959068,88,13,75,22.53846153846154,2,18,12.0,3,10.333333333333334,10.307170754026798,45.52640798578985
18,1.0,0.0,,0.47459983825683594,33.392805099487305,0.002558225274866079,-0.1512828193792776,-0.1512828193792776,-0.13548915800840958,282,17,26,11.411764705882353,1,8,8.0,6,21.5,29.300864648054812,198.93033077597127
25,0.0,0.0,,0.06295013427734375,5.242549896240234,-0.006807498382603093,-1.1970936111709316,-1.1970936111709316,-1.2153941459409252,93,12,45,16.333333333333332,2,42,27.0,5,27.4,21.4749243247854,155.00932529543135
23,0.0,0.0,,0.28984999656677246,14.299699544906616,-0.0014072294939092807,-0.09636389207439262,-0.09636389207439262,-0.1076261824975819,28,11,43,19.09090909090909,1,46,46.0,6,21.166666666666668,22.240654573062326,129.92433115548704
24,1.0,0.0,,0.11954975128173828,316.14247274398804,-0.006192357377259774,-2.1622040271759033,-2.1622040271759033,-2.129943609237671,16,11,54,24.0,0,0,0.0,3,23.333333333333332,32.4818125842969,179.33396188076685
26,0.0,0.0,,0.0372999906539917,4.908100008964539,-0.0030158015295986434,-0.3545916018699731,-0.3545916018699731,-0.3923742934866063,24,17,36,16.58823529411765,1,20,20.0,2,17.5,15.380770759087412,117.99766537806968
24,1.0,0.0,,0.3610999584197998,2.402851939201355,0.0009791092238864542,0.13047889534498797,0.13047889534498797,0.13076536776637218,266,8,65,34.5,1,27,27.0,2,33.0,18.462821098396816,207.73336066810924
14,0.0,0.0,,0.4022998809814453,0.30135011672973633,-0.00014363948426715037,0.12311612057084796,0.12311612057084796,0.1259799008019707,55,8,63,34.0,2,44,37.0,3,22.666666666666668,18.719304242778804,199.3533210530246
22,0.0,0.0,,0.25954997539520264,34.9246141910553,-0.001138503740329338,-0.10743151893134878,-0.10743151893134878,-0.10723288770652979,29,16,37,15.25,2,28,27.0,4,21.75,8.103829373010026,38.85756980899865
4,0.0,0.0,,0.4065999984741211,26.49234914779663,-0.00409339871163389,-0.17687393724918365,-0.17687393724918365,-0.18790647387504578,239,8,92,36.625,0,0,0.0,4,12.0,16.541942694026375,75.69427936315384
23,0.0,0.0,,1.264350175857544,4.470849990844727,0.000754426950826331,0.7668367036584378,0.7668367036584378,0.7209008500195931,347,13,25,12.846153846153847,1,8,8.0,7,24.714285714285715,23.167251997045646,147.80399881649967
6,0.0,0.0,,0.4353499412536621,13.583535900679966,0.0008609208240578727,0.03277869852317147,0.03277869852317147,0.035752694517982436,276,16,39,15.3125,1,30,30.0,4,21.0,13.994868681014228,149.79156870784894
24,1.0,0.0,,0.49414992332458496,27.706196069717407,0.00016407173484448394,-0.10042168200016022,-0.10042168200016022,-0.08495214581489563,356,13,35,19.23076923076923,0,0,0.0,5,18.0,21.307597398844784,129.80485464808788
19,1.0,0.0,,0.5042498111724854,24.52270472049713,-0.00043785477092115276,-0.11974223855496789,-0.11974223855496789,-0.1281770841292534,85,10,22,15.1,1,86,86.0,3,63.333333333333336,16.657761573121494,228.8530365734966
14,0.0,0.0,,0.023149967193603516,6.172600030899048,-0.0027787758980470163,-0.41546908212976963,-0.41546908212976963,-0.4590880635746791,110,9,63,34.888888888888886,2,44,30.0,2,12.5,19.541483557956113,197.49311860179503
1,1.0,0.0,,0.07809996604919434,5.891200065612793,-0.006801108367965291,-0.6287856459283694,-0.6287856459283694,-0.634628238125525,225,9,46,20.11111111111111,0,0,0.0,5,25.0,29.20393718293502,174.85187240414967
9,1.0,0.0,,0.10930013656616211,175.08145368099213,-0.006774670226380698,-1.5216163590508682,-1.5216163590508682,-1.4699308262436142,44,17,46,14.823529411764707,2,16,13.5,6,12.833333333333334,21.421330380349858,113.06140017294423
7,1.0,0.0,,0.017499685287475586,8.382752180099487,-0.0011945895911211603,-0.3136736939267284,-0.3136736939267284,-0.3045604548380354,1,8,87,34.25,2,142,84.0,2,27.0,2.1243028197153544,9.905956494241767
12,1.0,0.0,,0.20315003395080566,37.07210719585419,-0.0007133876066051705,-0.15760956792270436,-0.15760956792270436,-0.18484943879617224,11,15,27,15.266666666666667,1,39,39.0,7,14.857142857142858,16.195442847790176,82.04732823129275
25,0.0,0.0,,0.7841001749038696,24.46449407787332,0.0025356351424992546,0.12984048618989832,0.12984048618989832,0.11817923966456367,267,12,28,12.583333333333334,1,162,162.0,6,32.166666666666664,9.787938731978441,116.21518484955332
17,1.0,0.0,,0.19470000267028809,9.725553035736084,-6.208573593130946e-05,-0.0418122373521328,-0.0418122373521328,-0.032495707273483276,351,11,68,22.818181818181817,0,0,0.0,6,13.833333333333334,24.402696717873297,117.31843197620857
14,0.0,0.0,,0.42044973373413086,29.338411450386047,0.0007447244207102188,-0.10704419125361937,-0.10704419125361937,-0.09477969342436236,234,13,53,22.615384615384617,1,33,33.0,4,9.5,16.74726979209232,84.86366382033337
22,0.0,0.0,,0.281749963760376,0.4109001159667969,-7.107926833108382e-05,0.08316238921563499,0.08316238921563499,0.08183901908439037,65,5,134,62.2,1,28,28.0,3,12.333333333333334,8.611461087934975,37.50582051269012
14,0.0,0.0,,0.7128000259399414,3.319585482863819,0.00020097473485065754,0.16691096991050144,0.16691096991050144,0.15659804438829586,355,9,125,33.111111111111114,2,21,18.5,4,12.0,17.870537048192226,85.43095521350199
7,1.0,0.0,,0.18470001220703125,20.964470014572143,-3.266734727848827e-05,-0.08306962301751145,-0.08306962301751145,-0.0957832328132961,341,15,52,16.666666666666668,1,24,24.0,6,14.5,13.110214089922072,70.60042345573683
8,1.0,0.0,,0.8793998956680298,0.0,3.318131713853153e-05,0.42058694112200695,0.42058694112200695,0.4175403776785329,209,16,18,10.75,1,19,19.0,5,31.6,26.723062787815945,166.6895889750646
26,0.0,0.0,,0.2761499881744385,4.0059473514556885,-0.00025383684342613087,0.002866424387320876,0.002866424387320876,0.009486996568739414,95,14,27,13.071428571428571,0,0,0.0,5,31.0,26.415900592539185,125.40138475027615
21,1.0,0.0,,0.4539499282836914,40.59675657749176,0.0033466500654707513,-0.10822094154625043,-0.10822094154625043,-0.10853008911162244,310,12,44,18.333333333333332,1,32,32.0,3,34.333333333333336,24.121191543659616,277.26150975292734
5,0.0,0.0,,0.5165002346038818,0.5851492881774902,0.0007137902362417418,0.14969537004369313,0.14969537004369313,0.13945431836321476,349,13,53,16.307692307692307,1,25,25.0,7,16.571428571428573,24.52809527219167,114.75212279951167
5,0.0,0.0,,0.7301998138427734,0.13285040855407715,0.00016379220259281357,0.3440602123737335,0.3440602123737335,0.32452157139778137,148,17,36,16.941176470588236,0,0,0.0,3,12.666666666666666,34.08909975209643,120.42887923754687
23,0.0,0.0,,1.0420498847961426,0.8372008800506592,0.0015349679790547328,0.3647784889579153,0.3647784889579153,0.3786907610685929,174,10,42,14.7,1,56,56.0,7,27.571428571428573,26.431410500146548,255.20269317591394
14,0.0,0.0,,0.5243000984191895,51.61208975315093,0.0007336918497901258,-0.10898250391503342,-0.10898250391503342,-0.09550714516934425,355,9,125,32.22222222222222,2,21,18.5,3,16.333333333333332,3.9894175409877874,32.639829922332005
25,0.0,0.0,,0.36470019817352295,51.01634335605538,-0.002699296366347835,-0.12010879276179466,-0.12010879276179466,-0.11635414932030283,45,12,31,13.333333333333334,2,138,76.5,6,27.666666666666668,14.105791538547555,119.6752270157876
5,0.0,0.0,,0.4473998546600342,8.03940486907959,-0.00031103751341528117,0.05735129117965698,0.05735129117965698,0.06901076436042786,123,17,36,18.0,0,0,0.0,2,10.0,18.135402259525762,103.39797202070645
6,0.0,0.0,,0.07159996032714844,49.63725137710571,-0.0007975431376615898,-0.2886357307434082,-0.2886357307434082,-0.27892613410949707,74,17,37,12.941176470588236,0,0,0.0,5,20.2,18.300189071158655,134.24862405017052
23,0.0,0.0,,0.523400068283081,8.367390871047974,0.0011123970636759057,0.12084561586380005,0.12084561586380005,0.1163305714726448,328,10,32,13.7,0,0,0.0,6,34.5,26.65503997856572,251.80486029415655
21,1.0,0.0,,0.09310007095336914,34.81679332256317,-0.001367006325695888,-0.3586100202982499,-0.3586100202982499,-0.33979157411556293,57,14,44,14.357142857142858,1,32,32.0,4,32.75,18.773862770240036,186.52518133964998
24,0.0,0.0,,0.34041247197559876,13.821652054786682,-0.0009618260600493924,0.013154240883365054,0.013154240883365054,0.01712529043233173,63,15,52,16.2,1,27,27.0,6,14.5,15.430448866044728,79.79485407648696
18,1.0,0.0,,0.7976999282836914,18.182600498199463,-0.0021351835588094364,0.31567487120628357,0.31567487120628357,0.30173468589782715,268,13,71,23.615384615384617,0,0,0.0,3,11.333333333333334,24.590389533362398,113.04538281773807
25,0.0,0.0,,0.43705034255981445,1.0291471481323242,0.0006421183401823158,0.16355328261852264,0.16355328261852264,0.1416132152080536,183,13,47,23.0,0,0,0.0,2,10.0,14.93481810252861,33.74572256531882
14,0.0,0.0,,0.35884952545166016,1.3783068656921387,0.0008179861887797633,0.13192686438560486,0.13192686438560486,0.1365281641483307,355,9,70,37.111111111111114,0,0,0.0,0,0.0,0.0,0.0
1,1.0,0.0,,0.5838499069213867,0.03390002250671387,0.0008673119927262243,0.2714604092579262,0.2714604092579262,0.2735416811445485,320,8,76,40.5,1,11,11.0,1,18.0,9.326754315682955,91.63354827038027
21,0.0,0.0,,0.18285012245178223,70.44783732891082,-0.0007563280999542771,-0.209106248800828,-0.209106248800828,-0.1953497878759791,154,3,123,89.66666666666667,1,20,20.0,3,26.666666666666668,14.74544153105103,75.74561373836009
22,0.0,0.0,,0.05924999713897705,49.47034233808517,0.0005409994862616878,-0.1950673651294548,-0.1950673651294548,-0.19392506713452545,222,14,64,21.714285714285715,1,23,23.0,3,7.333333333333333,13.163980522356615,55.92551354818526
15,0.0,0.0,,0.572700023651123,42.20088928937912,0.0007980232708424661,-0.0686430441899126,-0.0686430441899126,-0.07416057960151712,356,14,33,17.571428571428573,1,16,16.0,4,21.0,27.43187322447294,231.48727984821357
26,0.0,0.0,,0.5643002986907959,17.69674324989319,0.0016693535951161384,0.043700478971004486,0.043700478971004486,0.05207179859280586,300,16,31,14.3125,0,0,0.0,3,30.333333333333332,24.524914301915302,133.53120022955287
2,1.0,0.0,,0.31329989433288574,25.586851835250854,-0.002594575896390058,-0.0933304901550464,-0.0933304901550464,-0.10237669570434496,268,4,166,79.25,2,23,14.5,2,15.0,9.900789296194818,55.12165251935704
17,1.0,0.0,,0.7913498878479004,0.16201604680812087,-0.0005824215000404541,0.23544771013473595,0.23544771013473595,0.23213882513858702,138,12,29,15.666666666666666,1,46,46.0,5,28.2,20.703048155032178,148.42549973864365
2,0.0,0.0,,0.05789995193481445,54.510298788547516,-0.0019179847159179642,-0.4417987736333318,-0.4417987736333318,-0.4224490944396388,7,14,31,13.428571428571429,2,161,92.0,7,21.571428571428573,7.024282097599604,59.923356735330465
25,0.0,0.0,,0.2526110874281988,2.215399980545044,-0.006197886563263935,-0.6965484817822775,-0.6965484817822775,-0.6838044895180716,34,14,38,13.428571428571429,2,68,42.5,5,31.0,23.57835674903218,213.541818765266
21,1.0,0.0,,0.8539001941680908,19.620995847802412,0.002735472304769586,0.17864669922019252,0.17864669922019252,0.17436624077568838,167,11,37,18.454545454545453,2,152,93.5,6,22.333333333333332,11.624070806480967,67.93577169959899
25,0.0,0.0,,0.3169317462227559,0.747249960899353,-8.153680506652309e-05,-0.10132223250819188,-0.10132223250819188,-0.09450378352003137,243,9,55,23.88888888888889,1,19,19.0,4,31.5,29.128625863620506,218.94846573794106
15,0.0,0.0,,1.730799913406372,0.19720005989074707,0.0036657562229236783,0.9002319100190278,0.9002319100190278,0.9026520396637171,352,12,43,21.833333333333332,2,30,23.0,4,19.0,19.599564196462197,136.73902784633958
15,1.0,0.0,,0.3849000930786133,25.780607939247158,0.00025617061605933344,-0.13741877933844132,-0.13741877933844132,-0.12425086276310522,297,12,45,24.416666666666668,2,63,46.5,1,21.0,9.215529114052815,24.536454342533602
14,0.0,0.0,,0.13894987106323242,77.35996496677397,-0.0024212985367539942,-0.6592192092195612,-0.6592192092195612,-0.6508967971613285,5,13,65,16.692307692307693,1,21,21.0,2,54.5,27.676022747827137,186.60497016365147
17,1.0,0.0,,0.24145007133483887,4.905598402023315,-0.0012815401834128505,-0.05971769616007805,-0.05971769616007805,-0.06499777734279633,118,8,78,35.5,0,0,0.0,3,20.0,30.220070158396407,183.00720130319914
