participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
23,1.0,1.0,1.0,0.3598499298095703,0.0908498764038086,0.0019913089775750073,0.18563377857208252,0.18563377857208252,0.17479372024536133,56,3,12,9.666666666666666,0,0,0.0,3,27.333333333333332,19.86596912515536,147.8635300749265
16,1.0,1.0,0.5,0.3872499465942383,0.3778507709503174,0.0033363696420478026,0.14639396965503693,0.14639396965503693,0.13902491331100464,60,2,29,24.5,0,0,0.0,1,62.0,24.364966471485435,78.9868531153422
18,1.0,1.0,0.5,0.8411500453948975,0.3839638432765975,0.0020719397362612426,0.18875597582923043,0.18875597582923043,0.18637944913018345,115,4,14,11.25,1,16,16.0,2,30.5,38.98031572331763,300.2256897757936
22,1.0,1.0,1.0,0.0,81.97165155410767,-0.016817425537821108,-1.4853013753890991,-1.4853013753890991,-1.4149563312530518,0,2,69,51.5,0,0,0.0,1,7.0,18.90776987321221,44.77061454409919
26,1.0,1.0,1.0,0.3919498920440674,7.294259071350098,0.0057924975809935,0.013604946434497833,0.013604946434497833,0.036193639039993286,116,0,0,0.0,0,0,0.0,1,116.0,27.779247195788404,196.68526426779897
10,1.0,1.0,1.0,0.7828493118286133,4.450908660888672,0.007718241869135791,0.11854590475559235,0.11854590475559235,0.10498738288879395,111,4,28,14.5,0,0,0.0,3,18.0,25.03408217676856,126.00414524182479
13,1.0,1.0,1.0,0.001399993896484375,18.234625339508057,-0.001145012565843119,-0.29467083857609677,-0.29467083857609677,-0.2503243386745453,6,3,14,11.666666666666666,1,10,10.0,2,36.0,18.09982423224513,125.93903270936957
22,1.0,1.0,1.0,0.03535008430480957,12.266690492630005,0.0012355911449279226,-0.20303361117839813,-0.20303361117839813,-0.1802811324596405,113,6,40,15.666666666666666,0,0,0.0,1,8.0,23.894655456751483,120.59089048502281
16,1.0,1.0,1.0,0.12024974822998047,3.02200984954834,-0.0011117040809972404,-0.11976531893014908,-0.11976531893014908,-0.09641903638839722,49,5,28,15.8,0,0,0.0,1,27.0,26.577659436989705,107.3130644551264
2,0.0,1.0,0.5,0.4921998977661133,0.11865043640136719,0.00265104419905078,0.3276461362838745,0.3276461362838745,0.3145124614238739,94,3,49,32.0,0,0,0.0,1,10.0,24.43887028799045,126.0541288479914
23,1.0,1.0,1.0,0.3241000175476074,4.227800011634827,-0.03181022633622495,-0.739608781460004,-0.739608781460004,-0.8169284997943869,57,2,27,19.5,1,47,47.0,3,25.0,10.90712566277452,154.33774398534405
6,1.0,1.0,1.0,0.5975499153137207,0.091400146484375,0.0035835269218164366,0.2886349558830261,0.2886349558830261,0.265231192111969,102,6,13,10.0,0,0,0.0,2,21.0,36.83669106075684,225.13850655616963
19,1.0,1.0,1.0,0.05350017547607422,59.605947732925415,-0.02237911520668982,-1.3015358448028564,-1.3015358448028564,-1.2281498908996582,7,2,45,38.0,0,0,0.0,1,34.0,24.597376050991862,135.43467308910004
23,0.0,1.0,0.5,0.11950016021728516,6.4214982986450195,-0.0018734538708245656,-0.09018072485923767,-0.09018072485923767,-0.09126868844032288,24,2,31,19.5,0,0,0.0,2,37.5,32.0491690978583,196.68573400583784
23,0.0,1.0,0.5,0.0,15.591753959655762,-0.0010349709447876638,-0.25151798129081726,-0.25151798129081726,-0.23524385690689087,0,5,20,14.0,0,0,0.0,3,13.333333333333334,16.508026643149275,109.63517435196458
13,0.0,1.0,0.0,0.8292881180258362,0.34531100400212633,0.005084735923019289,0.25915254894484824,0.25915254894484824,0.21576078182437408,26,4,20,10.5,1,16,16.0,4,17.5,18.09169970264877,121.04700914254968
17,1.0,1.0,1.0,0.2864999771118164,0.0007500648498535156,0.0006512194524880864,0.13345682621002197,0.13345682621002197,0.11718755960464478,59,3,10,8.333333333333334,0,0,0.0,3,29.333333333333332,22.087936402768705,128.83956526037193
21,1.0,1.0,1.0,0.2243499755859375,0.12724971771240234,0.0009075494555660676,0.11049357056617737,0.11049357056617737,0.10959368944168091,71,3,36,32.0,0,0,0.0,1,8.0,1.5620429020088658,7.656545184244967
17,1.0,1.0,1.0,0.0,71.82190704345703,-0.00416533086163017,-0.941397488117218,-0.941397488117218,-0.8740189075469971,0,6,22,14.166666666666666,0,0,0.0,2,8.5,18.59738455842022,98.8575333627156
16,1.0,1.0,1.0,0.4933500289916992,3.333438277244568,0.002545780826071193,0.19971685582755977,0.19971685582755977,0.17611829936504364,63,3,15,10.666666666666666,1,25,25.0,1,74.0,42.49069956257089,209.21429709062863
14,1.0,1.0,1.0,0.006549954414367676,41.469424843788154,-0.00356086782250129,-0.4669339840228741,-0.4669339840228741,-0.426962501472897,1,5,40,17.0,1,26,26.0,2,11.5,18.90554721557717,81.21326461130224
24,0.0,1.0,0.5,0.5104503631591797,0.03099966049194336,0.0023002737559476736,0.2624104917049408,0.2624104917049408,0.25010645389556885,116,3,45,32.666666666666664,0,0,0.0,1,7.0,29.867252285438923,102.70050940030075
19,1.0,1.0,1.0,0.048349857330322266,15.392854452133182,-0.0017909067463032678,-0.27087446563264245,-0.27087446563264245,-0.27194213014718327,14,1,30,30.0,1,18,18.0,2,42.5,23.952612195412744,191.0224617544621
25,1.0,1.0,1.0,0.0,61.6192045211792,-0.010433729326718396,-1.053666353225708,-1.053666353225708,-0.9961750507354736,0,6,26,13.833333333333334,0,0,0.0,2,11.0,4.984400881196563,31.83860542032569
25,1.0,1.0,1.0,0.014999866485595703,66.05545234680176,-0.008120858877761938,-1.0294125080108643,-1.0294125080108643,-0.985143780708313,2,3,35,29.333333333333332,0,0,0.0,1,23.0,18.442731647193167,74.65059379171126
19,1.0,1.0,1.0,0.19225001335144043,5.270246744155884,0.0008803376489924063,-0.08973240107297897,-0.08973240107297897,-0.09173744916915894,101,2,57,44.0,0,0,0.0,1,26.0,27.86258341626865,196.22897889730777
22,1.0,1.0,0.0,0.2495499849319458,0.5898500680923462,-0.0030859620552307087,0.04667689555730575,0.04667689555730575,0.028114024996757525,25,6,39,14.0,1,25,25.0,2,11.5,9.536864357836151,25.86700681311045
21,1.0,1.0,0.5,0.37074995040893555,0.9180512428283691,-0.002055127602582226,0.09202771633863449,0.09202771633863449,0.0888250470161438,23,2,28,20.0,0,0,0.0,1,71.0,26.18654130852904,310.7417533460278
5,1.0,1.0,1.0,0.7694001197814941,0.04369997978210449,0.005510126639199237,0.31145453656840527,0.31145453656840527,0.33536389257226673,114,4,28,17.25,1,20,20.0,2,19.0,11.60554765916089,79.92429633151771
19,1.0,1.0,1.0,0.502049446105957,0.035500526428222656,0.0014505130244343975,0.22145475447177887,0.22145475447177887,0.17459958791732788,105,3,11,8.666666666666666,0,0,0.0,4,21.75,22.169508474531156,131.1542850179904
22,1.0,1.0,1.0,0.7967499494552612,0.04975008964538574,0.00209453204664655,0.3752723927171821,0.3752723927171821,0.3490218800994066,81,2,11,9.5,1,25,25.0,2,47.0,24.85219699803219,235.8984990666005
5,1.0,1.0,0.5,0.7880001068115234,0.12099957466125488,0.0059664565660907465,0.40204668045043945,0.40204668045043945,0.40475013852119446,102,6,25,14.333333333333334,0,0,0.0,2,7.5,27.66222381264772,153.00197607232275
19,1.0,1.0,1.0,0.3771505355834961,0.715247631072998,-0.0007561879759059648,0.09089966863393784,0.09089966863393784,0.08837509155273438,49,2,45,40.0,0,0,0.0,1,34.0,18.025581366320004,65.68849094591754
24,1.0,1.0,1.0,0.11315011978149414,1.9626502990722656,-0.017002166917318387,-0.5037239193916321,-0.5037239193916321,-0.501018762588501,57,3,36,28.0,0,0,0.0,2,14.5,13.267698986773276,35.80943628011425
21,1.0,1.0,0.5,0.48719990253448486,2.999650001525879,-0.011713715159149327,-0.13725556114799956,-0.13725556114799956,-0.19822365790605545,20,3,31,21.0,1,8,8.0,2,25.0,20.84356882740275,212.05267645226417
12,0.0,1.0,0.5,0.08645009994506836,0.5938498973846436,-0.0031560455000786956,-0.23653370141983032,-0.23653370141983032,-0.24971869587898254,14,10,11,8.8,0,0,0.0,2,7.0,5.876293651501715,29.149201232873686
4,0.0,1.0,0.5,0.298799991607666,0.8167998790740967,-0.00023494212472952784,-0.024588460102677345,-0.024588460102677345,0.0034625232219696045,95,2,35,31.5,0,0,0.0,1,48.0,27.800650545678703,286.66972302822546
9,1.0,1.0,1.0,0.3917999267578125,0.10424995422363281,0.0010545885163263614,0.12361115962266922,0.12361115962266922,0.1180313229560852,67,3,60,32.0,0,0,0.0,1,15.0,30.772526582672874,126.47415894574029
6,1.0,1.0,0.5,0.07254981994628906,3.7718496322631836,-0.019015765990105328,-0.5888972878456116,-0.5888972878456116,-0.6042311787605286,4,2,60,42.5,0,0,0.0,1,25.0,50.33011534516206,267.56165312646874
22,0.0,1.0,0.0,0.015250205993652344,7.356490135192871,-0.0008460738364530669,-0.10240282118320465,-0.10240282118320465,-0.10012480616569519,4,1,73,73.0,0,0,0.0,1,42.0,3.7015041395931143,8.809680381538065
9,1.0,1.0,0.5,0.4114999771118164,4.734149932861328,-0.004259267142538031,-0.24104823414077106,-0.24104823414077106,-0.338079794058724,105,7,17,10.285714285714286,1,8,8.0,2,16.5,12.29623476154876,101.29350516957957
6,0.0,1.0,0.0,0.6206900119781498,0.6548511981964111,0.0035541171724173997,0.19945741820539165,0.19945741820539165,0.17907805740833282,51,5,17,10.6,1,5,5.0,2,27.5,29.682856201844096,180.34687670075257
5,0.0,1.0,0.5,0.9477874984343853,6.003055993290175,0.0012957128745192433,0.08240431954718046,0.08240431954718046,0.080559700550068,82,3,23,19.333333333333332,1,20,20.0,3,18.333333333333332,49.985405959755674,234.18406339028945
14,0.0,1.0,0.0,0.32990026473999023,0.37649989128112793,0.0013516850308499151,0.008180229072896844,0.008180229072896844,0.01660633087158203,116,6,25,14.5,1,9,9.0,1,12.0,22.052855447384953,84.08854338499651
19,0.0,1.0,0.5,0.5597503185272217,0.19629907608032227,0.0033050748838107315,0.2967255940804115,0.2967255940804115,0.26190950721502304,109,5,12,8.4,1,15,15.0,4,17.25,17.95051636017552,129.0670945650259
2,0.0,1.0,0.0,0.39375507045578173,11.084283967705009,0.004717387730969278,0.00558642138782731,0.00558642138782731,0.026835772922682022,103,4,14,9.5,1,90,90.0,2,34.5,2.7563245660295346,90.08258940555967
24,0.0,1.0,0.5,0.42890024185180664,0.21000099182128906,0.001967669726686484,0.13859769701957703,0.13859769701957703,0.1592997908592224,111,3,47,26.0,0,0,0.0,1,35.0,5.9199981689453125,26.793520330554138
6,1.0,1.0,0.0,0.09289979934692383,1.1654503345489502,-0.00773577493863028,-0.21054738199608958,-0.21054738199608958,-0.23150355165654968,43,3,50,31.0,1,21,21.0,1,15.0,2.9198378769210804,40.877730276894766
17,0.0,1.0,0.0,0.18104982376098633,1.0077550411224365,0.0007511883119696521,0.019918199628591537,0.019918199628591537,0.017606079578399658,116,3,45,32.333333333333336,0,0,0.0,1,11.0,35.19938088037316,204.50531244746293
14,0.0,1.0,0.5,0.29814958572387695,0.5811061859130859,-0.0022058796712200253,0.09841001033782959,0.09841001033782959,0.061231017112731934,31,5,28,13.4,0,0,0.0,2,20.5,29.338994131253408,130.77129412055652
24,0.0,1.0,0.5,0.36084985733032227,0.15250062942504883,0.00289800157472537,0.18967822194099426,0.18967822194099426,0.19392496347427368,82,8,18,12.125,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0.07595014572143555,4.2659993171691895,-0.02349827708115255,-0.7483630180358887,-0.7483630180358887,-0.7338997721672058,49,6,34,17.5,0,0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,0.0,0.05945003032684326,4.398999929428101,-0.04179293340376769,-1.834017632354019,-1.834017632354019,-1.79350146651268,2,6,15,12.166666666666666,1,95,95.0,2,17.0,1.7634506598624426,16.135453249329053
7,1.0,1.0,1.0,0.03320026397705078,0.5192499160766602,-0.0017588297183039623,-0.06466846168041229,-0.06466846168041229,-0.07526266574859619,100,1,101,101.0,0,0,0.0,1,14.0,16.497256101640257,42.8627970517009
24,0.0,1.0,0.5,0.6107997894287109,0.46180057525634766,0.006231880300178533,0.2676713168621063,0.2676713168621063,0.2745562493801117,97,3,45,26.0,0,0,0.0,2,16.0,26.04976799926132,73.82808902933017
18,1.0,1.0,1.0,0.045749664306640625,38.39355278015137,-0.019535619302992104,-1.4311317205429077,-1.4311317205429077,-1.4098625183105469,9,3,28,18.333333333333332,0,0,0.0,1,55.0,19.336737518907142,55.26894642960423
16,0.0,1.0,0.5,0.1656498908996582,7.144703388214111,-0.003509335173523537,-0.1211462914943695,-0.1211462914943695,-0.09955012798309326,28,5,27,18.8,0,0,0.0,1,8.0,2.0168530621386864,4.820189386724597
26,1.0,1.0,1.0,0.03560018539428711,7.392750024795532,-0.006574146350528514,-0.5460154414176941,-0.5460154414176941,-0.5565000772476196,10,6,22,12.5,0,0,0.0,2,13.0,11.87406974275097,54.54286977595511
21,0.0,1.0,0.5,0.3523026638560829,2.0329513549804688,0.0019208936329893418,-0.033758398814079084,-0.033758398814079084,0.02021523647838175,52,1,24,24.0,1,35,35.0,2,45.5,26.4246681880162,155.68267291705175
7,1.0,1.0,0.5,0.014150619506835938,30.173943042755127,-0.020100630541443325,-0.9914326071739197,-0.9914326071739197,-0.9481621980667114,19,3,29,28.333333333333332,0,0,0.0,1,25.0,30.373070288244307,131.21520905016772
18,1.0,1.0,1.0,0.23379993438720703,0.023150205612182617,0.0006903923621315803,0.0582234226167202,0.0582234226167202,0.05123123526573181,87,1,86,86.0,0,0,0.0,1,29.0,12.229764313035922,30.484147400265446
4,0.0,1.0,0.5,0.2685997486114502,0.20440006256103516,0.0011601085262958576,0.06986061483621597,0.06986061483621597,0.06858739256858826,107,1,15,15.0,0,0,0.0,2,50.0,27.754825346136414,298.46043340323433
9,1.0,1.0,1.0,0.07739996910095215,16.344294548034668,-0.0012706593329968384,-0.16131232678890228,-0.16131232678890228,-0.13736242055892944,5,4,44,21.75,0,0,0.0,3,8.333333333333334,19.81676231783999,81.56161092057141
19,1.0,1.0,1.0,0.08120012283325195,1.9913997650146484,-0.02030720865319692,-0.6074531674385071,-0.6074531674385071,-0.5940436124801636,18,2,59,48.0,0,0,0.0,1,15.0,20.923160216882483,87.5450212747731
6,1.0,1.0,0.0,0.48944997787475586,0.24085092544555664,0.003487876454533566,0.15009254217147827,0.15009254217147827,0.12222480773925781,91,5,29,17.4,0,0,0.0,1,14.0,9.31435025578889,37.85995464500143
6,1.0,1.0,1.0,0.07859992980957031,28.7080979347229,-0.02015538435122788,-1.0410887002944946,-1.0410887002944946,-0.9971498250961304,20,6,39,16.166666666666668,0,0,0.0,1,6.0,18.57546639714678,82.61873832608839
14,0.0,1.0,0.0,0.06509995460510254,12.208450078964233,-0.005346129726950198,-0.3409743492419903,-0.3409743492419903,-0.31521183898079763,1,4,21,11.75,1,40,40.0,3,21.666666666666668,11.197957883969488,111.89047385716731
17,1.0,1.0,0.5,0.008349895477294922,5.777450799942017,-0.01657816758268942,-0.765678882598877,-0.765678882598877,-0.7574002146720886,20,4,32,20.0,0,0,0.0,1,26.0,24.583327901860596,119.61030687547513
3,1.0,1.0,0.5,0.45133416276229,0.08730006217956543,0.0030475903679990164,0.23840681406167838,0.23840681406167838,0.21321252357479958,79,7,16,10.714285714285714,1,16,16.0,1,26.0,9.907108738742176,161.7889208932925
26,1.0,1.0,0.5,0.28535032272338867,0.021600008010864258,0.0006078716719919976,0.0936347171664238,0.0936347171664238,0.08344382047653198,114,2,37,28.5,0,0,0.0,1,57.0,1.930403182146625,22.809522522820206
1,0.0,1.0,0.0,0.3549995422363281,0.15090084075927734,0.0039020553493626957,0.1696721464395523,0.1696721464395523,0.15510618686676025,104,1,71,71.0,0,0,0.0,1,44.0,1.7823250879201264,5.727148887307208
25,1.0,1.0,1.0,0.2496504783630371,0.3807499408721924,-0.002179983743764986,0.11280868947505951,0.11280868947505951,0.0762188732624054,44,2,55,47.0,0,0,0.0,2,9.5,12.609184756659051,33.577092157348915
24,0.0,1.0,0.5,0.03390002250671387,7.5259974002838135,0.0017849353611407636,-0.19846488535404205,-0.19846488535404205,-0.2010062038898468,110,5,18,10.2,0,0,0.0,2,28.5,16.68518879448043,108.20493723547739
23,1.0,1.0,0.5,0.2898998260498047,1.2034544944763184,0.0006939554388122324,0.04411996155977249,0.04411996155977249,0.04478108882904053,67,4,30,15.0,0,0,0.0,2,26.0,25.173700941210882,149.20790140223923
22,1.0,1.0,1.0,0.44050002098083496,2.6633091795829036,0.0047454752601779945,0.14685453003288335,0.14685453003288335,0.13935459438831577,101,2,25,16.5,1,29,29.0,3,27.0,16.165193665595023,150.72687369678567
4,0.0,1.0,0.5,0.18834996223449707,0.8875501155853271,-0.001229265853111682,-0.04064100980758667,-0.04064100980758667,-0.044893741607666016,41,5,20,13.8,0,0,0.0,2,19.5,15.417936168010307,110.43573977179092
18,1.0,1.0,1.0,0.6464495658874512,1.9894516468048096,-0.001181764130247272,0.10135339200496674,0.10135339200496674,0.1698625683784485,17,2,18,13.0,0,0,0.0,2,44.0,30.891486027171247,223.00635306421555
9,1.0,1.0,1.0,0.05295002460479736,0.6404498815536499,-0.0019318486803876276,-0.2203725871876774,-0.2203725871876774,-0.23482957769904222,2,5,39,18.4,1,18,18.0,1,17.0,0.5968510977308974,9.549617563694058
24,0.0,1.0,0.5,0.2654995918273926,0.08565044403076172,0.0018103465641769875,0.13658741116523743,0.13658741116523743,0.13487476110458374,74,4,36,25.5,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0.1356501579284668,22.24064803123474,-0.025576825733513817,-1.0872498750686646,-1.0872498750686646,-1.0570435523986816,23,3,49,26.0,0,0,0.0,1,35.0,26.39140310428118,92.4448711057029
25,1.0,1.0,1.0,0.042150020599365234,29.853751182556152,-0.017337120783931226,-1.0126876831054688,-1.0126876831054688,-0.9760375618934631,17,3,39,21.666666666666668,0,0,0.0,1,46.0,27.174539674603384,342.83203498636396
17,0.0,1.0,0.5,0.007600307464599609,6.223693132400513,0.000400083733065175,-0.09040246903896332,-0.09040246903896332,-0.08410614728927612,108,5,33,19.6,0,0,0.0,1,10.0,1.3296668753176826,7.486385965758302
22,1.0,1.0,1.0,0.1856999397277832,8.831353425979614,-0.004062485770988833,-0.14395692944526672,-0.14395692944526672,-0.13280004262924194,13,7,26,12.428571428571429,0,0,0.0,3,6.666666666666667,18.206894228130633,76.267210184402
18,0.0,1.0,0.0,0.5087499618530273,0.9463992118835449,0.0027796973943313725,0.1866389811038971,0.1866389811038971,0.1831313669681549,44,3,11,10.333333333333334,0,0,0.0,2,41.0,23.250785245051716,287.25643252323596
24,1.0,1.0,0.5,0.8446002006530762,0.029599905014038086,0.007443574812270453,0.328355073928833,0.328355073928833,0.3232875168323517,99,3,25,14.333333333333334,0,0,0.0,3,23.333333333333332,26.94192261751832,130.54131659041636
6,0.0,1.0,0.0,0.24750041961669922,2.7015490531921387,-0.005129527044517073,-0.029407432302832603,-0.029407432302832603,-0.047306060791015625,27,3,37,31.0,0,0,0.0,1,17.0,13.104207861296358,33.15950402269867
9,1.0,1.0,1.0,0.7694000005722046,0.10679996013641357,0.0036646970405027515,0.41530256087963396,0.41530256087963396,0.37985357642173767,74,4,12,10.0,1,16,16.0,2,36.0,28.315127987772108,184.67366699867375
6,0.0,1.0,0.5,0.44575023651123047,0.09159994125366211,0.0043127079294701465,0.21289750933647156,0.21289750933647156,0.21144378185272217,102,2,48,37.5,0,0,0.0,1,35.0,9.12681834970153,20.248982557830868
9,1.0,1.0,1.0,1.2958262904745634,0.43395090103149414,0.012070819665184822,0.50412172333807,0.50412172333807,0.5008845677903111,114,3,46,25.666666666666668,1,60,60.0,1,32.0,3.283877948327312,101.80021639814538
9,1.0,1.0,0.5,0.43490004539489746,0.7242498397827148,0.0027850971844472533,0.19207996384710327,0.19207996384710327,0.18590038857961955,72,1,13,13.0,1,18,18.0,2,51.0,5.161440003167019,48.4301460418898
2,1.0,1.0,0.5,0.120849609375,4.648152589797974,-0.0008176096525876693,-0.14225007593631744,-0.14225007593631744,-0.1454688310623169,19,6,18,10.666666666666666,0,0,0.0,2,23.0,18.334128800352264,183.22816600540278
21,1.0,1.0,1.0,0.13249993324279785,0.6202001571655273,0.0003580722295906913,0.04623715952038765,0.04623715952038765,0.053412437438964844,28,4,34,16.5,0,0,0.0,1,43.0,1.6573018546975633,19.052637016481704
7,1.0,1.0,1.0,0.10129976272583008,12.699702978134155,-0.005141683767728299,-0.18347962200641632,-0.18347962200641632,-0.18648761510849,40,4,39,20.0,0,0,0.0,2,14.5,10.481685687828449,42.19648840484533
23,1.0,1.0,0.5,0.36964988708496094,0.35109996795654297,0.003272988408963382,0.1672268956899643,0.1672268956899643,0.15262502431869507,116,1,36,36.0,0,0,0.0,2,39.5,27.563201718005825,115.61834051458594
23,0.0,1.0,0.0,0.21125006675720215,1.9081002473831177,-0.003046892641095488,-0.03465475587763338,-0.03465475587763338,-0.06047987151931933,9,4,25,17.5,1,51,51.0,3,12.333333333333334,9.988398909782303,47.62446886517305
16,1.0,1.0,1.0,0.0,87.63586258888245,-0.008473480208145277,-1.3776633739471436,-1.3776633739471436,-1.2771689891815186,0,8,19,10.75,0,0,0.0,2,10.5,10.322734544568384,47.26232197489277
24,1.0,1.0,0.5,0.3680002689361572,2.0252013206481934,0.004761335430977902,0.06506746262311935,0.06506746262311935,0.07217496633529663,106,2,58,35.5,0,0,0.0,1,40.0,32.855507588683146,169.85971419665364
19,1.0,1.0,1.0,0.0,1.8921003341674805,-0.02149040534399874,-0.9540315866470337,-0.9540315866470337,-0.9237937331199646,0,0,0,0.0,0,0,0.0,1,116.0,0.6822118536650101,13.04223346851205
2,0.0,1.0,0.0,0.0,17.433453798294067,0.0006631810128939812,-0.24297015368938446,-0.24297015368938446,-0.21742504835128784,0,1,98,98.0,0,0,0.0,1,14.0,19.212989626163363,64.87773320037746
17,0.0,1.0,0.5,0.2438502311706543,0.12594985961914062,0.0007439867660438311,0.08625475317239761,0.08625475317239761,0.050800055265426636,65,5,22,12.4,0,0,0.0,2,24.5,20.178553963241523,93.84392016411691
14,0.0,1.0,0.5,0.0003001689910888672,5.6451499462127686,-0.04331602172396799,-1.410929861231747,-1.410929861231747,-1.4378692307034318,3,3,41,24.333333333333332,1,48,48.0,2,19.0,4.97444677955699,89.5400420320251
24,0.0,1.0,0.5,0.735100269317627,0.016299724578857422,0.0040376759863126315,0.4093426764011383,0.4093426764011383,0.3906187415122986,116,8,22,11.125,0,0,0.0,2,9.5,29.89810301707897,133.4540812889537
24,0.0,1.0,0.5,0.23854970932006836,0.9254508018493652,-0.003194235531997126,-0.04605482891201973,-0.04605482891201973,-0.04545646905899048,35,2,28,28.0,0,0,0.0,1,53.0,30.648569168944306,184.04513339065434
13,1.0,1.0,1.0,0.0037996768951416016,18.355750790957746,-0.03127120858906451,-1.2942038239576878,-1.2942038239576878,-1.2767395436319366,19,2,20,15.5,1,86,86.0,1,83.0,4.037953822749246,331.1122134654343
4,1.0,1.0,1.0,0.4738500118255615,0.2581501007080078,0.001842526730986257,0.19161794939611712,0.19161794939611712,0.12271212131298825,65,5,21,13.0,1,28,28.0,2,16.5,9.773628868404668,82.24014659832686
13,1.0,1.0,1.0,0.0,31.14696741104126,-0.005242409943573182,-0.5767611265182495,-0.5767611265182495,-0.5482128858566284,0,3,31,22.0,0,0,0.0,2,18.5,20.98831293980994,202.1542748940052
15,1.0,1.0,0.5,0.2205500602722168,4.290849685668945,-0.010197100038637111,-0.2823279291136652,-0.2823279291136652,-0.32021595904792566,74,5,27,18.0,1,44,44.0,2,6.5,3.096753975951459,12.529500996289153
3,0.0,1.0,0.5,0.29549992084503174,0.318325974047184,0.0017273298819120225,0.12097087426063342,0.12097087426063342,0.1158999539911747,88,5,32,15.8,1,15,15.0,2,14.5,4.23210565342141,18.538251640319537
15,0.0,1.0,0.5,0.11969995498657227,4.0159995555877686,-0.008448469138434497,-0.34623846411705017,-0.34623846411705017,-0.38269996643066406,4,5,39,16.8,0,0,0.0,2,12.0,7.216539399845622,38.869575932156096
16,1.0,1.0,1.0,0.7225499153137207,0.05135011672973633,0.005527849379893368,0.24593284726142883,0.24593284726142883,0.22962510585784912,114,3,41,32.333333333333336,0,0,0.0,1,11.0,28.38454631569309,97.96727683710404
11,1.0,1.0,1.0,0.5582494735717773,0.11260032653808594,0.003047100684342272,0.3440626859664917,0.3440626859664917,0.2962685823440552,115,7,19,13.428571428571429,0,0,0.0,1,9.0,8.8490287455735,65.99405370871557
24,1.0,1.0,1.0,0.03404998779296875,48.406747817993164,-0.024564818146935195,-1.4016780853271484,-1.4016780853271484,-1.3540436029434204,18,7,24,13.571428571428571,0,0,0.0,1,8.0,34.749659828262125,106.97576984642076
