participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
18,1.0,0.0,,0.11194992065429688,3.7233500480651855,-0.005869931359624003,-0.16302531957626343,-0.16302531957626343,-0.1701875925064087,70,4,32,23.75,0,0,0.0,2,8.5,25.92747707249341,72.22497331299351
23,0.0,0.0,,0.16650009155273438,0.2431483268737793,0.0007332413176090787,0.05772589519619942,0.05772589519619942,0.0381314754486084,84,3,56,24.666666666666668,0,0,0.0,1,39.0,5.685066628180629,23.584786182697684
19,1.0,0.0,,0.3891000747680664,1.8999512700473558,0.004101422939970247,0.11815260210607806,0.11815260210607806,0.1265960177954506,100,1,34,34.0,1,16,16.0,1,78.0,24.808260968505287,270.2453509662362
7,1.0,0.0,,0.959050178527832,0.00469970703125,0.008368654859498515,0.5543312430381775,0.5543312430381775,0.5392999649047852,93,6,44,14.666666666666666,0,0,0.0,2,11.0,15.96589235436695,89.09033339094765
3,1.0,0.0,,0.18004989624023438,1.5168509483337402,0.0015086060270322512,0.02242305502295494,0.02242305502295494,0.013237476348876953,50,2,45,39.5,0,0,0.0,2,17.0,23.57239312560735,116.91786432596919
13,1.0,0.0,,0.6498178672790527,0.022500038146972656,0.0016662748516410731,0.24237170789995763,0.24237170789995763,0.19242488871921193,74,3,34,18.0,1,24,24.0,1,59.0,22.61266450408739,286.4019732243697
18,1.0,0.0,,0.032399654388427734,59.27735781669617,-0.010859123077215933,-1.3931206464767456,-1.3931206464767456,-1.3346314430236816,1,7,22,11.285714285714286,0,0,0.0,3,10.0,23.194272496111136,111.45203607991591
9,1.0,0.0,,0.15114974975585938,8.003741979598999,0.0024483228076729643,-0.09836604446172714,-0.09836604446172714,-0.08710610866546631,116,3,35,21.0,0,0,0.0,2,24.0,10.471957057291625,37.148394744512146
19,0.0,0.0,,0.5341000556945801,0.12045001983642578,0.0006719391699948748,0.21614620828220987,0.21614620828220987,0.15881815866420146,79,2,15,12.5,1,18,18.0,2,44.5,28.780430079183148,275.85012206048657
1,1.0,0.0,,0.1560499668121338,2.1463024616241455,-0.0010617348460684926,-0.03388980031013489,-0.03388980031013489,-0.02118125557899475,64,4,44,22.75,0,0,0.0,1,18.0,1.7003155512088162,7.502010307749558
24,1.0,0.0,,0.05795001983642578,2.540951728820801,-0.0007610637571498366,-0.09373773634433746,-0.09373773634433746,-0.08484384417533875,82,3,26,21.0,0,0,0.0,2,25.0,33.51737863435109,155.20812725420424
14,0.0,0.0,,0.0,22.54684257507324,-0.00020793189855331594,-0.3284887615432087,-0.3284887615432087,-0.2991883426662383,0,4,39,18.5,1,44,44.0,2,19.0,1.3855220148226803,20.357421921488754
22,0.0,0.0,,0.2841496467590332,3.0576109886169434,0.00374081403159515,0.08724760264158249,0.08724760264158249,0.0881185531616211,115,1,110,110.0,0,0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.051200151443481445,3.2074928283691406,-0.0004266050139918264,-0.09862714260816574,-0.09862714260816574,-0.09631234407424927,1,5,27,18.4,0,0,0.0,1,15.0,22.886744259451234,80.21918254207854
16,1.0,0.0,,0.3004499673843384,5.506549954414368,-0.016233464188823637,-0.25284204167178553,-0.25284204167178553,-0.3963363858786496,49,2,84,45.5,1,10,10.0,2,11.5,31.654329400322677,134.79046583914854
22,0.0,0.0,,0.022549867630004883,17.550002455711365,-0.0026295633604483323,-0.2307478928158426,-0.2307478928158426,-0.22453864805337764,7,3,59,32.333333333333336,1,34,34.0,1,12.0,1.0111641767720592,5.286198267662716
3,1.0,0.0,,0.2227001190185547,12.617176055908203,-0.0018099430830086469,-0.13846884667873383,-0.13846884667873383,-0.13507455587387085,9,2,73,42.5,0,0,0.0,1,26.0,33.87404296729199,169.07543467271353
12,1.0,0.0,,0.2380000352859497,4.250399947166443,-0.02988788170617217,-0.7758093308179806,-0.7758093308179806,-0.8123853571195763,35,7,23,13.571428571428571,1,40,40.0,1,7.0,11.921817205149624,24.42911976547086
5,0.0,0.0,,0.3683497905731201,18.655104398727417,-0.004240648824987927,-0.2703663408756256,-0.2703663408756256,-0.20955008268356323,15,6,14,9.666666666666666,0,0,0.0,3,15.666666666666666,26.74116655740505,187.15590536848495
9,0.0,0.0,,0.40199995040893555,0.12720084190368652,0.004116355821707567,0.16772876743577483,0.16772876743577483,0.15573110593401862,99,2,43,39.0,1,22,22.0,2,18.0,8.368532647165408,33.4117584073052
21,1.0,0.0,,0.12829995155334473,1.4798502922058105,-0.0026721562102615722,-0.0709620561355199,-0.0709620561355199,-0.06551910527856819,72,3,44,21.0,1,32,32.0,1,46.0,10.785532576281154,311.9740660531737
5,0.0,0.0,,0.3057999610900879,1.2561545372009277,0.0026039893489001238,0.07397252321243286,0.07397252321243286,0.0703810453414917,105,5,28,17.0,0,0,0.0,1,26.0,2.8598003605229936,20.84113886347399
7,0.0,0.0,,0.3024001121520996,6.41129994392395,-0.012474115725265371,-0.0928069923678015,-0.0928069923678015,-0.2805704590347078,40,3,65,34.333333333333336,0,0,0.0,0,0.0,0.0,0.0
24,0.0,0.0,,0.3733999729156494,0.03014993667602539,0.00171903285042114,0.1545482873916626,0.1545482873916626,0.14723753929138184,68,3,53,25.333333333333332,0,0,0.0,2,18.5,39.06916552759205,169.47784932057004
12,1.0,0.0,,0.3390498161315918,0.9309000968933105,0.00026044165793872806,0.040233734995126724,0.040233734995126724,0.013024985790252686,114,6,20,14.166666666666666,0,0,0.0,1,17.0,25.079264160511574,129.08960784210714
3,1.0,0.0,,0.3715500831604004,0.01854991912841797,0.0008048696490361256,0.19940821826457977,0.19940821826457977,0.19518131017684937,62,3,37,29.333333333333332,0,0,0.0,1,20.0,35.01412006532199,243.85800882647467
15,0.0,0.0,,0.29787085517760215,0.004050016403198242,0.0012906303569795304,0.1637442300462315,0.1637442300462315,0.158788021465051,82,4,26,21.0,1,30,30.0,2,13.0,5.212281994060835,17.2232266725488
12,1.0,0.0,,0.00019991397857666016,4.684100031852722,-0.013999591703854675,-0.45954703877114844,-0.45954703877114844,-0.5453091034522424,1,4,33,25.5,0,0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.05014991760253906,1.3390499353408813,-0.008832176434384378,-0.23884701525044238,-0.23884701525044238,-0.2539336982895346,62,1,65,65.0,1,19,19.0,1,50.0,2.245070856264681,42.17060687274818
18,1.0,0.0,,0.6177501678466797,0.0,0.003930351553334985,0.4397597014904022,0.4397597014904022,0.4211941361427307,86,3,33,23.666666666666668,0,0,0.0,2,21.0,16.545883295891667,112.62429938409912
15,0.0,0.0,,0.36712084277983603,0.05564999580383301,0.002042048738465437,0.22251430484983656,0.22251430484983656,0.20058798171957515,90,4,28,21.75,1,30,30.0,2,9.0,5.212281994060835,16.700523441135108
