participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
25,0.0,0.0,,4,55,36.5,2,43.0,25.88566074554125,258.8357267522391
25,0.0,0.0,,8,20,14.0,2,39.5,34.28984564077033,226.50214279735582
22,0.0,0.0,,6,59,37.333333333333336,0,0.0,0.0,0.0
19,0.0,0.0,,7,39,21.571428571428573,1,74.0,2.5493107379976223,186.09968387382366
23,0.0,0.0,,2,147,114.0,1,6.0,33.84047189768523,136.4492645881295
23,0.0,0.0,,8,24,11.375,4,32.75,24.87011761847968,151.00521865375447
5,0.0,0.0,,9,56,20.0,4,10.0,20.475969961790728,111.27503733562037
15,1.0,0.0,,7,49,26.285714285714285,3,11.666666666666666,8.536750822394291,64.44849139163944
15,0.0,0.0,,7,21,14.428571428571429,3,39.666666666666664,24.870156082990633,215.83472380337102
10,1.0,0.0,,15,18,11.266666666666667,3,15.333333333333334,7.016803549017403,74.68654287854297
17,1.0,0.0,,11,53,14.272727272727273,4,15.25,17.579303526741437,78.20751673838087
14,0.0,0.0,,0,0,0.0,1,236.0,1.5170201586590804,16.34811639764831
25,0.0,0.0,,9,36,23.22222222222222,0,0.0,0.0,0.0
26,0.0,0.0,,7,53,25.0,2,23.0,29.583952973210124,149.92570262053448
9,0.0,0.0,,5,50,39.2,2,15.0,9.785066319444491,31.443321386476995
23,0.0,0.0,,7,35,14.285714285714286,4,32.25,24.058860365195017,116.34210335610314
17,1.0,0.0,,6,48,29.666666666666668,3,14.0,22.92505792160257,100.50176322327157
1,1.0,0.0,,9,55,21.11111111111111,3,10.666666666666666,10.099066775633789,43.86615358871032
23,0.0,0.0,,8,32,14.625,4,27.25,24.891564592116424,149.6965711454456
4,0.0,0.0,,7,16,9.0,6,27.166666666666668,25.721003820661306,145.79523099575985
1,1.0,0.0,,8,37,20.75,2,23.0,11.797977044956182,102.17155972699906
5,0.0,0.0,,13,26,10.846153846153847,4,18.75,20.501492534410303,101.7241596983523
4,0.0,0.0,,9,75,17.555555555555557,4,16.5,21.551633607263653,94.41767128585579
