participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt
15,0.0,1.0,0.5,12,39,18.75
25,0.0,1.0,0.5,8,81,32.375
3,0.0,1.0,0.5,12,40,18.75
4,1.0,1.0,1.0,8,115,25.375
24,1.0,1.0,1.0,10,58,19.8
4,0.0,1.0,0.5,14,33,12.357142857142858
17,1.0,1.0,0.5,14,35,17.428571428571427
6,1.0,1.0,0.5,10,43,28.5
26,1.0,1.0,1.0,16,21,12.8125
18,1.0,1.0,0.5,13,33,17.307692307692307
23,1.0,1.0,1.0,9,57,16.444444444444443
16,1.0,1.0,0.5,10,31,20.3
18,1.0,1.0,0.5,11,29,13.636363636363637
22,1.0,1.0,1.0,7,96,45.0
26,1.0,1.0,1.0,4,82,52.0
5,1.0,1.0,0.5,13,60,23.846153846153847
10,1.0,1.0,1.0,12,65,21.0
13,1.0,1.0,1.0,9,110,26.666666666666668
22,1.0,1.0,1.0,14,80,21.928571428571427
24,0.0,1.0,0.5,16,36,15.9375
16,1.0,1.0,1.0,18,45,11.722222222222221
2,0.0,1.0,0.5,10,50,29.9
23,1.0,1.0,1.0,6,71,29.333333333333332
9,0.0,1.0,0.5,16,29,13.0625
6,1.0,1.0,1.0,14,52,16.571428571428573
23,0.0,1.0,0.5,8,32,16.75
1,1.0,1.0,0.5,8,69,25.625
23,0.0,1.0,0.5,14,33,17.785714285714285
14,1.0,1.0,1.0,7,96,28.428571428571427
17,1.0,1.0,1.0,15,23,10.666666666666666
21,1.0,1.0,1.0,12,38,19.083333333333332
17,1.0,1.0,1.0,12,135,27.0
16,1.0,1.0,1.0,11,45,18.0
14,1.0,1.0,1.0,10,127,29.1
24,0.0,1.0,0.5,15,45,19.466666666666665
19,1.0,1.0,1.0,13,30,13.076923076923077
25,1.0,1.0,1.0,12,42,23.0
25,1.0,1.0,1.0,8,70,31.5
19,1.0,1.0,1.0,8,85,36.625
22,1.0,1.0,0.0,12,45,18.833333333333332
21,1.0,1.0,0.5,8,32,22.875
5,1.0,1.0,1.0,11,108,25.545454545454547
19,1.0,1.0,1.0,10,85,23.2
22,1.0,1.0,1.0,14,34,14.5
5,1.0,1.0,0.5,15,41,16.733333333333334
19,1.0,1.0,1.0,5,123,59.4
24,1.0,1.0,1.0,10,69,32.9
21,1.0,1.0,0.5,8,31,18.0
12,0.0,1.0,0.5,19,84,13.421052631578947
4,0.0,1.0,0.5,9,36,18.333333333333332
9,1.0,1.0,1.0,14,69,22.785714285714285
6,1.0,1.0,0.5,9,67,26.0
22,0.0,1.0,0.0,9,113,34.666666666666664
6,0.0,1.0,0.0,14,27,12.785714285714286
5,0.0,1.0,0.5,5,141,48.0
19,0.0,1.0,0.5,11,34,13.363636363636363
2,0.0,1.0,0.0,12,37,15.5
24,0.0,1.0,0.5,7,76,41.857142857142854
6,1.0,1.0,0.0,8,56,36.0
17,0.0,1.0,0.0,11,45,24.0
24,0.0,1.0,0.5,18,30,13.777777777777779
24,0.0,1.0,0.5,13,79,26.0
7,1.0,1.0,1.0,4,168,81.5
23,1.0,1.0,0.0,11,42,18.272727272727273
24,0.0,1.0,0.5,13,57,23.0
18,1.0,1.0,1.0,6,87,51.166666666666664
16,0.0,1.0,0.5,20,27,15.2
26,1.0,1.0,1.0,15,22,10.133333333333333
21,0.0,1.0,0.5,7,52,29.571428571428573
7,1.0,1.0,0.5,8,127,37.125
18,1.0,1.0,1.0,7,93,47.285714285714285
4,0.0,1.0,0.5,8,29,11.375
9,1.0,1.0,1.0,10,46,27.4
19,1.0,1.0,1.0,5,93,49.6
6,1.0,1.0,0.0,11,52,20.545454545454547
6,1.0,1.0,1.0,14,84,21.5
14,0.0,1.0,0.0,9,54,21.88888888888889
17,1.0,1.0,0.5,6,90,42.333333333333336
3,1.0,1.0,0.5,18,35,14.88888888888889
26,1.0,1.0,0.5,13,56,26.076923076923077
1,0.0,1.0,0.0,6,104,55.666666666666664
25,1.0,1.0,1.0,9,55,32.333333333333336
23,1.0,1.0,0.5,11,43,18.363636363636363
22,1.0,1.0,1.0,13,39,19.076923076923077
4,0.0,1.0,0.5,16,25,12.125
18,1.0,1.0,1.0,8,56,27.75
9,1.0,1.0,1.0,16,39,17.0625
24,0.0,1.0,0.5,14,36,18.0
24,1.0,1.0,1.0,10,77,33.1
25,1.0,1.0,1.0,12,59,21.25
17,0.0,1.0,0.5,16,51,18.5
22,1.0,1.0,1.0,17,39,14.529411764705882
18,0.0,1.0,0.0,10,22,11.7
24,1.0,1.0,0.5,11,33,16.818181818181817
6,0.0,1.0,0.0,6,122,50.666666666666664
9,1.0,1.0,1.0,11,37,16.454545454545453
6,0.0,1.0,0.5,9,90,35.77777777777778
9,1.0,1.0,0.5,6,93,43.166666666666664
2,1.0,1.0,0.5,17,38,16.0
21,1.0,1.0,1.0,8,83,28.125
23,0.0,1.0,0.5,12,91,21.75
7,1.0,1.0,1.0,11,54,26.818181818181817
23,1.0,1.0,0.5,12,67,25.083333333333332
23,0.0,1.0,0.0,11,43,23.0
16,1.0,1.0,1.0,16,82,18.0
24,1.0,1.0,0.5,8,64,37.25
19,1.0,1.0,1.0,3,204,90.33333333333333
2,0.0,1.0,0.0,5,100,46.6
17,0.0,1.0,0.5,10,67,30.5
23,1.0,1.0,1.0,18,31,11.11111111111111
14,0.0,1.0,0.5,7,138,42.142857142857146
24,0.0,1.0,0.5,17,44,17.11764705882353
24,0.0,1.0,0.5,9,56,33.44444444444444
13,1.0,1.0,1.0,10,38,16.3
4,1.0,1.0,1.0,11,39,20.90909090909091
15,1.0,1.0,0.5,11,47,23.09090909090909
3,0.0,1.0,0.5,13,61,20.153846153846153
15,0.0,1.0,0.5,16,39,17.5
6,1.0,1.0,1.0,10,90,29.8
16,1.0,1.0,1.0,9,91,32.111111111111114
11,1.0,1.0,1.0,13,35,18.615384615384617
24,1.0,1.0,1.0,13,56,22.153846153846153
25,1.0,1.0,1.0,10,52,24.8
7,1.0,1.0,1.0,4,207,81.5
7,1.0,1.0,1.0,3,157,102.33333333333333
11,1.0,1.0,1.0,10,41,12.7
8,1.0,1.0,1.0,12,75,22.166666666666668
21,1.0,1.0,0.0,12,56,22.5
26,1.0,1.0,1.0,12,50,13.666666666666666
4,0.0,1.0,0.5,17,22,10.117647058823529
19,1.0,1.0,1.0,10,85,27.8
24,1.0,1.0,0.5,16,36,14.0
4,0.0,1.0,0.5,13,25,11.923076923076923
3,0.0,1.0,0.5,16,49,16.125
23,1.0,1.0,1.0,12,27,16.916666666666668
23,1.0,1.0,1.0,10,58,18.9
24,0.0,1.0,0.5,11,47,26.0
5,1.0,1.0,1.0,9,95,37.666666666666664
7,1.0,1.0,1.0,4,129,80.25
17,1.0,1.0,1.0,11,58,24.90909090909091
15,1.0,1.0,0.5,14,35,17.928571428571427
5,1.0,1.0,0.5,10,57,26.7
4,1.0,1.0,0.5,15,36,15.266666666666667
25,1.0,1.0,1.0,11,49,16.90909090909091
3,0.0,1.0,0.5,11,44,19.545454545454547
1,1.0,1.0,1.0,5,43,21.6
3,0.0,1.0,0.5,14,45,18.571428571428573
8,1.0,1.0,1.0,15,42,17.6
5,1.0,1.0,0.5,11,58,28.636363636363637
18,0.0,1.0,0.5,14,21,10.285714285714286
6,0.0,1.0,0.0,5,120,59.8
24,0.0,1.0,0.5,8,51,14.875
9,0.0,1.0,0.0,13,83,22.615384615384617
13,0.0,1.0,0.5,7,107,41.42857142857143
14,1.0,1.0,1.0,5,256,67.2
1,1.0,1.0,1.0,8,85,27.0
7,1.0,1.0,1.0,4,99,74.5
8,1.0,1.0,0.5,18,31,12.166666666666666
24,0.0,1.0,0.5,10,50,25.0
13,0.0,1.0,0.0,10,38,18.5
4,0.0,1.0,0.5,13,63,19.692307692307693
9,0.0,1.0,0.5,15,31,16.866666666666667
22,1.0,1.0,0.5,10,44,24.7
18,1.0,1.0,1.0,8,76,35.625
8,1.0,1.0,0.0,13,21,11.76923076923077
24,0.0,1.0,0.5,13,18,10.461538461538462
1,1.0,1.0,1.0,8,94,35.375
19,1.0,1.0,1.0,5,103,54.0
21,1.0,1.0,0.5,10,29,16.4
12,0.0,1.0,0.5,19,41,13.736842105263158
22,0.0,1.0,0.5,13,55,19.615384615384617
15,0.0,1.0,0.5,10,34,16.6
9,0.0,1.0,0.0,19,37,14.631578947368421
7,0.0,1.0,0.5,3,155,109.66666666666667
23,1.0,1.0,1.0,10,19,11.2
16,1.0,1.0,0.0,14,37,14.285714285714286
23,0.0,1.0,0.0,14,34,14.0
17,1.0,1.0,1.0,14,34,14.714285714285714
4,1.0,1.0,0.5,11,49,17.636363636363637
4,0.0,1.0,0.5,17,37,13.235294117647058
12,1.0,1.0,1.0,7,63,37.57142857142857
8,1.0,1.0,1.0,12,111,24.583333333333332
3,0.0,1.0,0.5,13,99,22.153846153846153
6,0.0,1.0,0.0,7,121,42.285714285714285
14,1.0,1.0,1.0,14,34,14.857142857142858
14,1.0,1.0,0.5,11,52,16.09090909090909
24,1.0,1.0,0.5,17,43,15.058823529411764
3,1.0,1.0,1.0,13,39,15.846153846153847
13,1.0,1.0,1.0,12,36,16.666666666666668
18,1.0,1.0,1.0,15,41,12.4
21,0.0,1.0,0.5,17,43,15.588235294117647
1,1.0,1.0,1.0,9,58,22.77777777777778
4,1.0,1.0,1.0,12,143,22.833333333333332
6,0.0,1.0,0.5,4,212,87.5
1,1.0,1.0,1.0,8,42,24.625
13,1.0,1.0,1.0,12,34,22.083333333333332
16,1.0,1.0,1.0,10,47,17.9
14,0.0,1.0,0.5,14,83,20.714285714285715
21,1.0,1.0,1.0,9,61,33.44444444444444
18,1.0,1.0,0.0,12,44,22.0
2,0.0,1.0,0.5,15,45,13.266666666666667
3,0.0,1.0,0.5,17,31,13.294117647058824
7,1.0,1.0,1.0,5,133,56.6
12,0.0,1.0,0.5,14,63,22.428571428571427
5,1.0,1.0,0.0,10,50,24.8
13,0.0,1.0,0.5,10,70,22.1
3,1.0,1.0,0.5,11,55,22.363636363636363
24,1.0,1.0,1.0,17,34,15.941176470588236
14,1.0,1.0,1.0,7,105,43.42857142857143
22,1.0,1.0,1.0,13,36,13.307692307692308
1,1.0,1.0,1.0,13,34,17.0
24,1.0,1.0,0.5,15,39,16.466666666666665
4,1.0,1.0,1.0,15,80,15.8
13,1.0,1.0,1.0,12,29,15.833333333333334
21,1.0,1.0,0.0,6,60,44.166666666666664
2,1.0,1.0,0.0,15,31,14.733333333333333
23,1.0,1.0,0.5,12,67,22.0
26,1.0,1.0,1.0,9,83,27.11111111111111
26,1.0,1.0,1.0,10,104,29.2
21,0.0,1.0,1.0,10,28,16.3
23,0.0,1.0,0.5,10,55,19.5
6,0.0,1.0,0.5,17,47,15.941176470588236
6,1.0,1.0,1.0,6,154,47.5
3,1.0,1.0,1.0,14,63,23.0
24,0.0,1.0,0.5,15,29,12.733333333333333
23,0.0,1.0,0.5,13,53,12.692307692307692
3,0.0,1.0,0.5,12,46,25.583333333333332
4,1.0,1.0,0.5,13,45,16.0
6,0.0,1.0,0.5,18,29,13.444444444444445
9,1.0,1.0,1.0,8,143,30.875
22,1.0,1.0,1.0,16,42,14.375
15,1.0,1.0,1.0,14,31,19.357142857142858
18,1.0,1.0,1.0,7,57,29.428571428571427
26,1.0,1.0,1.0,15,62,20.4
23,0.0,1.0,0.5,9,25,12.666666666666666
17,0.0,1.0,0.5,12,37,17.75
15,0.0,1.0,0.5,12,46,18.75
5,1.0,1.0,0.5,14,51,18.714285714285715
13,1.0,1.0,1.0,8,92,33.625
1,1.0,1.0,1.0,15,31,12.8
4,0.0,1.0,0.5,8,61,17.5
4,0.0,1.0,0.5,15,19,9.6
23,0.0,1.0,0.0,13,42,20.53846153846154
14,0.0,1.0,0.5,7,62,38.0
1,1.0,1.0,1.0,16,43,18.3125
17,0.0,1.0,0.5,17,27,13.588235294117647
19,1.0,1.0,1.0,6,179,55.833333333333336
23,0.0,1.0,0.5,16,43,14.0625
24,1.0,1.0,1.0,10,93,30.6
23,0.0,1.0,0.5,8,75,27.125
15,1.0,1.0,0.5,11,45,22.454545454545453
24,1.0,1.0,0.5,13,42,23.384615384615383
18,1.0,1.0,0.0,7,187,38.857142857142854
17,1.0,1.0,1.0,13,91,23.0
6,1.0,1.0,0.0,13,31,15.384615384615385
14,1.0,1.0,1.0,15,45,14.6
3,1.0,1.0,1.0,15,50,19.933333333333334
1,1.0,1.0,1.0,11,52,27.545454545454547
19,1.0,1.0,1.0,15,31,15.333333333333334
6,1.0,1.0,1.0,11,23,16.727272727272727
21,1.0,1.0,1.0,6,99,40.833333333333336
25,0.0,1.0,0.5,10,38,23.4
23,1.0,1.0,0.5,9,67,21.333333333333332
17,1.0,1.0,0.5,15,72,14.533333333333333
21,0.0,1.0,0.5,10,47,21.1
23,0.0,1.0,0.0,10,38,15.4
15,1.0,1.0,1.0,12,32,16.166666666666668
4,1.0,1.0,1.0,14,22,10.785714285714286
8,0.0,1.0,0.0,14,22,12.0
3,1.0,1.0,0.5,9,121,33.77777777777778
4,1.0,1.0,0.5,18,36,15.222222222222221
12,1.0,1.0,1.0,11,57,28.545454545454547
13,1.0,1.0,1.0,9,161,30.88888888888889
