participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt
8,1.0,0.0,,5,14,10.4
25,0.0,0.0,,1,16,16.0
24,0.0,0.0,,1,16,16.0
14,0.0,0.0,,1,88,88.0
14,0.0,0.0,,3,50,33.0
21,0.0,0.0,,3,47,34.0
17,1.0,0.0,,5,28,12.4
1,1.0,0.0,,6,27,16.666666666666668
23,0.0,0.0,,4,29,19.0
4,0.0,0.0,,6,14,10.166666666666666
22,0.0,0.0,,5,39,20.4
24,1.0,0.0,,5,36,19.2
24,1.0,0.0,,4,30,23.25
10,1.0,0.0,,6,18,11.333333333333334
13,0.0,0.0,,3,31,30.0
17,1.0,0.0,,2,46,28.5
4,0.0,0.0,,5,8,7.8
6,0.0,0.0,,3,44,30.666666666666668
4,0.0,0.0,,2,23,17.0
5,0.0,0.0,,4,15,11.25
14,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
16,1.0,0.0,,2,25,16.0
18,1.0,0.0,,2,16,12.5
2,0.0,0.0,,5,33,19.0
14,0.0,0.0,,3,39,29.333333333333332
23,0.0,0.0,,0,0,0.0
4,0.0,0.0,,5,25,13.6
15,0.0,0.0,,5,27,16.2
19,0.0,0.0,,6,18,11.833333333333334
24,1.0,0.0,,5,27,16.6
24,0.0,0.0,,3,40,29.333333333333332
7,1.0,0.0,,1,71,71.0
24,0.0,0.0,,2,45,34.0
18,1.0,0.0,,5,31,19.2
16,1.0,0.0,,1,23,23.0
6,0.0,0.0,,3,59,27.0
21,0.0,0.0,,2,48,28.0
4,0.0,0.0,,4,9,8.25
10,1.0,0.0,,4,27,17.5
4,0.0,0.0,,7,21,11.571428571428571
14,0.0,0.0,,4,25,19.25
6,0.0,0.0,,5,24,12.2
22,0.0,0.0,,4,38,26.25
7,1.0,0.0,,4,44,22.5
24,1.0,0.0,,3,26,21.0
10,1.0,0.0,,6,17,12.166666666666666
19,0.0,0.0,,10,17,9.4
9,0.0,0.0,,2,55,32.0
14,0.0,0.0,,3,39,36.666666666666664
7,0.0,0.0,,2,45,33.0
15,1.0,0.0,,4,27,18.75
16,0.0,0.0,,4,23,18.25
21,0.0,0.0,,3,48,34.0
17,1.0,0.0,,2,17,14.0
6,0.0,0.0,,3,46,32.333333333333336
4,0.0,0.0,,6,19,13.166666666666666
24,0.0,0.0,,4,52,24.75
25,0.0,0.0,,2,10,9.0
17,1.0,0.0,,4,38,22.75
23,0.0,0.0,,0,0,0.0
7,1.0,0.0,,3,52,23.0
4,0.0,0.0,,7,19,11.285714285714286
6,0.0,0.0,,4,16,10.0
3,0.0,0.0,,3,9,8.666666666666666
17,1.0,0.0,,5,45,19.4
21,1.0,0.0,,4,34,20.75
21,0.0,0.0,,3,49,36.333333333333336
9,0.0,0.0,,3,41,34.666666666666664
15,0.0,0.0,,6,17,10.5
22,0.0,0.0,,1,57,57.0
21,0.0,0.0,,1,42,42.0
21,0.0,0.0,,2,74,50.0
13,1.0,0.0,,4,37,22.25
6,0.0,0.0,,6,20,12.166666666666666
13,0.0,0.0,,3,32,23.666666666666668
23,0.0,0.0,,5,32,18.6
10,1.0,0.0,,3,31,24.333333333333332
23,0.0,0.0,,4,32,19.75
14,0.0,0.0,,5,20,12.0
24,1.0,0.0,,5,26,17.4
17,1.0,0.0,,2,36,33.0
9,1.0,0.0,,1,21,21.0
1,1.0,0.0,,7,29,14.142857142857142
19,0.0,0.0,,5,21,17.8
24,1.0,0.0,,3,32,23.333333333333332
13,1.0,0.0,,2,16,13.5
14,0.0,0.0,,1,81,81.0
18,1.0,0.0,,5,19,12.6
25,0.0,0.0,,4,33,19.25
23,0.0,0.0,,3,20,14.333333333333334
22,0.0,0.0,,3,49,36.0
24,1.0,0.0,,5,36,17.2
18,1.0,0.0,,3,46,29.0
16,1.0,0.0,,3,38,26.666666666666668
22,0.0,0.0,,3,54,37.333333333333336
21,1.0,0.0,,5,34,18.6
24,1.0,0.0,,3,42,28.666666666666668
24,0.0,0.0,,6,27,13.666666666666666
3,0.0,0.0,,4,48,24.75
19,1.0,0.0,,4,23,15.75
14,0.0,0.0,,3,24,17.0
4,0.0,0.0,,5,14,10.4
23,0.0,0.0,,3,16,12.0
2,0.0,0.0,,5,33,19.2
24,0.0,0.0,,4,52,25.75
25,0.0,0.0,,3,35,21.666666666666668
24,0.0,0.0,,2,36,30.0
8,1.0,0.0,,7,20,10.285714285714286
18,1.0,0.0,,6,14,11.166666666666666
4,0.0,0.0,,5,26,13.4
19,1.0,0.0,,1,20,20.0
14,0.0,0.0,,3,46,34.333333333333336
4,0.0,0.0,,1,31,31.0
13,0.0,0.0,,4,31,24.75
26,0.0,0.0,,5,34,18.8
15,0.0,0.0,,3,21,16.333333333333332
24,0.0,0.0,,3,52,31.333333333333332
7,0.0,0.0,,4,21,16.75
25,0.0,0.0,,2,13,13.0
25,0.0,0.0,,3,20,14.666666666666666
18,1.0,0.0,,6,24,12.5
13,0.0,0.0,,5,32,16.8
25,0.0,0.0,,5,20,16.8
5,0.0,0.0,,3,55,35.666666666666664
1,1.0,0.0,,3,39,31.666666666666668
24,1.0,0.0,,5,35,20.6
9,0.0,0.0,,5,31,16.4
13,1.0,0.0,,3,16,13.666666666666666
23,0.0,0.0,,3,23,19.333333333333332
9,1.0,0.0,,1,36,36.0
2,1.0,0.0,,4,35,23.5
24,0.0,0.0,,2,23,22.0
24,1.0,0.0,,7,20,12.857142857142858
16,1.0,0.0,,4,44,24.0
8,1.0,0.0,,4,61,27.0
4,0.0,0.0,,4,42,16.5
4,0.0,0.0,,3,20,11.333333333333334
25,0.0,0.0,,4,20,15.5
10,1.0,0.0,,3,44,27.0
9,1.0,0.0,,5,21,13.2
3,1.0,0.0,,6,21,16.333333333333332
3,1.0,0.0,,4,27,22.25
25,0.0,0.0,,2,10,9.0
8,1.0,0.0,,3,61,27.666666666666668
1,1.0,0.0,,3,78,35.666666666666664
3,1.0,0.0,,6,13,9.166666666666666
4,0.0,0.0,,5,16,11.4
8,1.0,0.0,,2,48,27.5
25,0.0,0.0,,3,54,31.666666666666668
15,1.0,0.0,,4,36,23.75
23,0.0,0.0,,3,21,13.0
4,0.0,0.0,,5,21,14.2
15,1.0,0.0,,4,25,19.5
19,1.0,0.0,,5,28,13.4
12,0.0,0.0,,6,27,15.833333333333334
6,0.0,0.0,,1,94,94.0
18,1.0,0.0,,7,25,13.0
9,1.0,0.0,,3,55,31.666666666666668
6,0.0,0.0,,5,26,15.6
2,1.0,0.0,,0,0,0.0
14,0.0,0.0,,3,39,32.0
18,1.0,0.0,,3,50,22.0
6,0.0,0.0,,3,28,19.333333333333332
4,0.0,0.0,,3,28,19.333333333333332
14,0.0,0.0,,0,0,0.0
19,0.0,0.0,,7,32,14.285714285714286
16,1.0,0.0,,3,19,15.666666666666666
8,1.0,0.0,,3,18,12.333333333333334
2,0.0,0.0,,5,10,8.2
7,1.0,0.0,,0,0,0.0
5,0.0,0.0,,5,27,16.8
23,0.0,0.0,,3,44,23.333333333333332
4,0.0,0.0,,8,14,9.25
17,1.0,0.0,,4,38,23.25
1,1.0,0.0,,1,7,7.0
8,1.0,0.0,,4,67,27.25
1,1.0,0.0,,4,20,13.0
6,0.0,0.0,,3,39,19.333333333333332
9,1.0,0.0,,1,67,67.0
3,1.0,0.0,,2,73,42.5
17,1.0,0.0,,3,67,35.666666666666664
22,0.0,0.0,,3,38,28.333333333333332
7,1.0,0.0,,0,0,0.0
26,0.0,0.0,,4,11,10.5
3,1.0,0.0,,4,34,15.0
3,0.0,0.0,,3,39,26.0
9,1.0,0.0,,4,33,17.75
22,0.0,0.0,,5,25,14.2
18,1.0,0.0,,2,32,30.0
14,0.0,0.0,,2,58,36.0
26,0.0,0.0,,5,16,9.8
14,0.0,0.0,,3,41,27.333333333333332
18,1.0,0.0,,5,16,12.0
19,1.0,0.0,,0,0,0.0
19,0.0,0.0,,7,16,10.714285714285714
17,1.0,0.0,,2,27,17.0
8,1.0,0.0,,4,14,11.25
14,0.0,0.0,,5,27,15.6
6,0.0,0.0,,3,33,20.666666666666668
15,0.0,0.0,,3,38,33.333333333333336
13,1.0,0.0,,3,26,15.666666666666666
4,0.0,0.0,,3,11,9.0
17,1.0,0.0,,5,19,15.8
1,1.0,0.0,,7,30,15.142857142857142
23,0.0,0.0,,1,111,111.0
26,0.0,0.0,,7,25,12.714285714285714
6,0.0,0.0,,4,35,20.75
7,1.0,0.0,,3,33,18.0
6,0.0,0.0,,3,37,26.0
24,0.0,0.0,,7,16,9.857142857142858
19,0.0,0.0,,3,33,27.333333333333332
6,0.0,0.0,,5,17,10.6
9,0.0,0.0,,4,20,14.5
2,1.0,0.0,,3,37,27.666666666666668
13,0.0,0.0,,3,37,28.0
21,1.0,0.0,,3,26,16.666666666666668
6,0.0,0.0,,3,39,32.666666666666664
19,1.0,0.0,,1,22,22.0
26,0.0,0.0,,5,10,8.2
15,0.0,0.0,,2,27,17.0
24,1.0,0.0,,5,34,17.6
22,0.0,0.0,,1,30,30.0
14,0.0,0.0,,5,36,20.0
23,0.0,0.0,,1,30,30.0
3,1.0,0.0,,5,22,11.2
18,1.0,0.0,,2,15,12.5
18,1.0,0.0,,2,64,53.5
2,1.0,0.0,,1,57,57.0
1,1.0,0.0,,3,35,26.666666666666668
6,0.0,0.0,,3,15,11.0
14,0.0,0.0,,5,22,14.0
3,0.0,0.0,,3,35,30.666666666666668
3,0.0,0.0,,5,37,17.0
16,0.0,0.0,,2,12,9.5
9,1.0,0.0,,3,56,28.0
3,0.0,0.0,,4,32,20.75
22,0.0,0.0,,4,56,23.75
26,0.0,0.0,,3,53,30.333333333333332
17,1.0,0.0,,2,45,38.0
17,1.0,0.0,,2,43,32.5
12,0.0,0.0,,7,22,14.0
17,1.0,0.0,,3,44,20.666666666666668
23,0.0,0.0,,6,32,14.333333333333334
23,0.0,0.0,,3,28,20.333333333333332
24,0.0,0.0,,2,65,36.5
14,0.0,0.0,,5,23,13.2
9,0.0,0.0,,1,15,15.0
9,1.0,0.0,,3,60,31.333333333333332
24,0.0,0.0,,4,63,25.5
4,0.0,0.0,,4,13,9.5
8,1.0,0.0,,4,13,9.25
18,1.0,0.0,,3,71,38.0
24,0.0,0.0,,3,26,23.0
24,0.0,0.0,,4,44,22.75
25,0.0,0.0,,4,26,15.0
26,0.0,0.0,,3,14,11.666666666666666
2,0.0,0.0,,3,25,17.666666666666668
16,0.0,0.0,,4,15,10.75
17,1.0,0.0,,4,37,15.5
10,1.0,0.0,,4,27,19.25
22,0.0,0.0,,3,50,35.0
6,0.0,0.0,,1,112,112.0
21,0.0,0.0,,2,48,36.0
19,0.0,0.0,,7,15,11.857142857142858
12,0.0,0.0,,6,21,10.333333333333334
4,0.0,0.0,,3,13,10.0
23,0.0,0.0,,3,18,10.666666666666666
18,1.0,0.0,,2,80,54.0
23,0.0,0.0,,2,76,49.5
8,1.0,0.0,,4,34,15.75
24,1.0,0.0,,4,29,21.0
23,0.0,0.0,,2,40,23.5
17,1.0,0.0,,2,69,42.0
7,0.0,0.0,,4,34,18.0
14,0.0,0.0,,4,24,14.75
16,1.0,0.0,,1,12,12.0
19,1.0,0.0,,5,29,15.2
2,1.0,0.0,,3,72,34.333333333333336
1,1.0,0.0,,3,49,26.0
4,0.0,0.0,,1,58,58.0
8,1.0,0.0,,4,11,9.5
25,0.0,0.0,,3,41,32.333333333333336
4,0.0,0.0,,5,8,7.8
23,0.0,0.0,,3,27,17.0
23,0.0,0.0,,3,42,19.666666666666668
26,0.0,0.0,,6,34,16.833333333333332
7,0.0,0.0,,2,81,54.5
24,0.0,0.0,,3,22,21.666666666666668
23,0.0,0.0,,4,26,17.5
4,0.0,0.0,,0,0,0.0
7,1.0,0.0,,3,13,10.333333333333334
15,1.0,0.0,,5,27,18.0
23,0.0,0.0,,1,42,42.0
22,0.0,0.0,,1,50,50.0
18,1.0,0.0,,6,24,12.0
26,0.0,0.0,,4,26,17.75
14,0.0,0.0,,6,25,15.5
14,0.0,0.0,,3,53,35.333333333333336
13,0.0,0.0,,3,11,10.333333333333334
14,0.0,0.0,,1,22,22.0
14,0.0,0.0,,1,39,39.0
15,1.0,0.0,,4,28,19.0
19,1.0,0.0,,2,23,15.5
4,0.0,0.0,,7,14,9.571428571428571
15,1.0,0.0,,6,18,11.333333333333334
1,1.0,0.0,,6,27,15.5
4,0.0,0.0,,3,15,11.333333333333334
22,0.0,0.0,,5,34,17.6
17,1.0,0.0,,3,26,19.333333333333332
25,0.0,0.0,,5,20,12.4
2,0.0,0.0,,5,10,8.2
16,0.0,0.0,,2,12,9.5
15,1.0,0.0,,4,17,12.5
15,1.0,0.0,,4,28,20.75
12,0.0,0.0,,2,65,51.5
22,0.0,0.0,,3,78,32.0
24,1.0,0.0,,3,52,30.333333333333332
5,0.0,0.0,,4,19,12.5
6,0.0,0.0,,4,37,21.75
16,1.0,0.0,,3,19,15.666666666666666
9,1.0,0.0,,4,21,18.5
4,0.0,0.0,,4,26,12.75
7,1.0,0.0,,2,89,48.0
4,0.0,0.0,,7,14,9.571428571428571
13,0.0,0.0,,3,23,14.0
19,1.0,0.0,,7,22,13.428571428571429
9,0.0,0.0,,2,68,47.5
25,0.0,0.0,,4,21,16.0
21,1.0,0.0,,3,23,14.666666666666666
17,1.0,0.0,,5,32,17.4
8,1.0,0.0,,4,14,11.25
16,1.0,0.0,,5,18,12.0
23,0.0,0.0,,7,15,10.714285714285714
4,0.0,0.0,,7,19,11.714285714285714
8,1.0,0.0,,4,51,22.5
16,0.0,0.0,,5,25,17.2
24,1.0,0.0,,7,25,13.571428571428571
2,1.0,0.0,,3,72,32.666666666666664
19,0.0,0.0,,7,32,13.285714285714286
3,1.0,0.0,,7,34,13.857142857142858
14,0.0,0.0,,3,36,28.666666666666668
9,0.0,0.0,,5,33,17.2
6,0.0,0.0,,6,20,12.166666666666666
24,1.0,0.0,,4,35,19.5
24,0.0,0.0,,3,37,24.666666666666668
8,1.0,0.0,,4,12,10.0
1,1.0,0.0,,7,29,14.285714285714286
9,1.0,0.0,,6,41,15.0
19,0.0,0.0,,2,45,34.5
18,1.0,0.0,,8,18,10.875
3,1.0,0.0,,3,45,30.666666666666668
14,0.0,0.0,,0,0,0.0
3,1.0,0.0,,4,38,25.0
16,1.0,0.0,,5,28,15.2
24,1.0,0.0,,2,48,46.5
8,1.0,0.0,,1,63,63.0
6,0.0,0.0,,4,24,18.25
23,0.0,0.0,,2,13,10.0
1,1.0,0.0,,4,36,22.5
26,0.0,0.0,,2,46,40.0
25,0.0,0.0,,3,18,13.0
26,0.0,0.0,,5,22,11.6
3,0.0,0.0,,2,37,35.0
18,1.0,0.0,,2,72,50.0
4,0.0,0.0,,8,14,9.75
24,0.0,0.0,,6,24,13.833333333333334
1,1.0,0.0,,4,55,26.75
14,0.0,0.0,,5,22,13.8
6,0.0,0.0,,5,22,11.0
2,1.0,0.0,,2,67,45.5
25,0.0,0.0,,3,45,23.666666666666668
24,0.0,0.0,,3,21,16.666666666666668
3,0.0,0.0,,1,28,28.0
11,0.0,0.0,,5,31,17.4
23,0.0,0.0,,4,35,16.5
22,0.0,0.0,,1,25,25.0
14,0.0,0.0,,2,70,47.5
24,1.0,0.0,,6,25,15.5
14,0.0,0.0,,2,66,52.5
12,0.0,0.0,,2,59,55.0
3,1.0,0.0,,7,24,12.571428571428571
3,0.0,0.0,,4,37,19.0
24,0.0,0.0,,1,19,19.0
4,0.0,0.0,,3,33,16.666666666666668
18,1.0,0.0,,2,71,46.5
2,1.0,0.0,,2,45,43.5
15,1.0,0.0,,4,19,11.75
23,0.0,0.0,,1,51,51.0
13,1.0,0.0,,4,47,23.0
11,0.0,0.0,,3,39,29.333333333333332
23,0.0,0.0,,1,62,62.0
1,1.0,0.0,,4,26,17.5
11,0.0,0.0,,6,18,12.5
6,0.0,0.0,,6,22,12.166666666666666
1,1.0,0.0,,4,55,26.75
3,1.0,0.0,,3,41,19.666666666666668
18,1.0,0.0,,4,11,9.75
17,1.0,0.0,,6,18,10.0
25,0.0,0.0,,3,14,10.666666666666666
23,0.0,0.0,,1,42,42.0
21,1.0,0.0,,4,29,15.25
25,0.0,0.0,,3,18,14.666666666666666
18,1.0,0.0,,3,50,34.666666666666664
15,0.0,0.0,,4,43,24.75
12,0.0,0.0,,6,42,14.666666666666666
13,0.0,0.0,,1,19,19.0
5,0.0,0.0,,5,36,17.4
25,0.0,0.0,,3,34,27.333333333333332
19,0.0,0.0,,5,17,10.0
2,0.0,0.0,,1,13,13.0
26,0.0,0.0,,4,18,12.25
2,0.0,0.0,,5,30,17.8
23,0.0,0.0,,3,27,17.0
26,0.0,0.0,,4,20,13.75
17,1.0,0.0,,7,31,15.714285714285714
6,0.0,0.0,,5,14,10.6
19,1.0,0.0,,5,19,12.6
9,1.0,0.0,,4,21,15.5
8,1.0,0.0,,4,14,11.25
14,0.0,0.0,,4,30,26.0
18,1.0,0.0,,4,41,25.75
5,0.0,0.0,,4,48,27.0
1,1.0,0.0,,4,30,13.0
24,1.0,0.0,,2,45,31.5
24,1.0,0.0,,4,22,17.25
16,0.0,0.0,,4,30,20.0
9,0.0,0.0,,4,22,13.25
12,0.0,0.0,,3,17,13.666666666666666
7,0.0,0.0,,2,73,50.5
6,0.0,0.0,,2,40,24.0
14,0.0,0.0,,5,29,19.8
13,0.0,0.0,,7,24,15.714285714285714
4,0.0,0.0,,1,80,80.0
25,0.0,0.0,,3,34,27.666666666666668
3,0.0,0.0,,7,13,10.285714285714286
17,1.0,0.0,,2,44,34.5
9,1.0,0.0,,6,41,14.166666666666666
21,1.0,0.0,,4,27,19.0
1,1.0,0.0,,4,32,14.0
24,0.0,0.0,,1,25,25.0
3,0.0,0.0,,3,24,17.0
24,0.0,0.0,,2,23,18.0
16,0.0,0.0,,4,27,18.0
24,0.0,0.0,,3,46,35.333333333333336
23,0.0,0.0,,4,30,14.5
