trial_id,model_name,params,avg_f1,std_f1,avg_kappa,std_kappa,avg_accuracy,std_accuracy,f1_overall,kappa_overall,accuracy_overall,balanced_accuracy,roc_auc_overall,weighted_roc,roc_avg,confusion_matrix,y_pred,y_actual
499,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.7530612244897958, 'n_estimators': 63}",0.5672104898858331,0.08218899092067941,0.1786671506272755,0.14908965784483477,0.5893335753136377,0.07454482892241739,0.5603099890648029,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.6083866901820203, 1: 0.6083866901820203}","{0: 0.6083866901820203, 1: 0.6083866901820203}",0.6083866901820203,"[[507 139]
 [405 241]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
417,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
312,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
297,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
289,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
276,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
350,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
260,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
257,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
254,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 0.5897959183673469, 'n_estimators': 74}",0.5645677737961425,0.09272275213069898,0.17816177617693235,0.17011872942034412,0.5890808880884661,0.08505936471017206,0.5597194624784823,0.1578947368421053,0.5789473684210527,0.5789473684210527,"{0: 0.5993647499736411, 1: 0.5993647499736411}","{0: 0.5993647499736411, 1: 0.5993647499736411}",0.5993647499736411,"[[509 137]
 [407 239]]",[0. 0. 0. ... 0. 0. 0.],[1. 1. 1. ... 0. 0. 0.]
