participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
13,0.0,0.0,,0.5377501249313354,0.5417800013607126,0.002409912867523893,0.19913966519923149,0.19913966519923149,0.17772152870200408,179,4,32.75,19.40550978414947,104.3316276000046
19,1.0,0.0,,0.08300018310546875,20.682700634002686,0.0009722005746699096,-0.11675423383712769,-0.11675423383712769,-0.11213330924510956,13,1,23.0,23.069331274091468,197.2868691406765
15,1.0,0.0,,0.6200999021530151,0.5379012823104858,-0.0005502033157430684,0.1316082090265137,0.1316082090265137,0.0991735918547518,95,3,7.0,18.133878620147495,86.33326625498461
19,0.0,0.0,,0.2528998851776123,54.85479998588562,-0.008206401349155106,-0.5682343812934457,-0.5682343812934457,-0.5571999981289818,87,4,18.25,20.29050719495092,119.72118725423744
22,0.0,0.0,,0.07570028305053711,160.81025314331055,-0.003989560722144377,-1.324148416519165,-1.324148416519165,-1.287993311882019,1,1,19.0,13.956699184453262,33.015667702060064
23,0.0,0.0,,0.5371999740600586,0.04270029067993164,0.001666831352180641,0.22728413343429565,0.22728413343429565,0.21543988585472107,139,2,25.5,24.07201502081616,170.79413452539535
9,0.0,0.0,,0.43904995918273926,20.563964606807698,-0.0007665978329356778,-0.09282283893617396,-0.09282283893617396,-0.08872744914055855,102,2,32.5,20.445702994986682,207.2907843918128
9,0.0,0.0,,0.0654001235961914,20.876149535179138,-0.010162068138217115,-0.6676127493130004,-0.6676127493130004,-0.6052944315804375,137,1,9.0,5.513125763838909,11.667982728647722
26,0.0,0.0,,0.31274986267089844,0.9731521606445312,0.0006860028551897105,0.05169295892119408,0.05169295892119408,0.049136560410261154,201,5,18.8,20.304428786451417,135.6229553211944
24,1.0,0.0,,0.0,68.11194729804993,-0.008263607176143186,-2.2532026767730713,-2.2532026767730713,-2.1641299724578857,0,3,22.666666666666668,27.440642814161077,123.15345125534209
7,1.0,0.0,,0.4257500171661377,4.687199831008911,-0.0016144321501602027,0.1765318334354127,0.1765318334354127,0.17423432806263803,35,1,26.0,26.62588757294237,80.02732350032674
22,0.0,0.0,,0.22870004177093506,4.407299995422363,-0.0031384891620315413,-0.11826117833455403,-0.11826117833455403,-0.03847358460519829,216,0,0.0,0.0,0.0
13,0.0,0.0,,0.35214996337890625,4.390149354934692,-0.0006962014620805983,-0.12953064939643763,-0.12953064939643763,-0.11991191932407723,164,4,30.0,10.174505153153534,83.0917120953786
3,1.0,0.0,,0.20834994316101074,10.360790162790014,0.0011607650480210394,0.005054057901921647,0.005054057901921647,0.0027888252435486057,210,3,14.333333333333334,9.34497418839055,27.149029205825837
23,0.0,0.0,,0.8512496948242188,0.34510064125061035,0.0019322409509232468,0.3862703740596771,0.3862703740596771,0.36660659313201904,233,2,39.0,27.514931466177885,144.24133655412376
26,0.0,0.0,,0.10010004043579102,6.365900039672852,-0.00583410171933932,-0.25809295871589755,-0.25809295871589755,-0.12972105093696876,36,1,15.0,3.1495570123821253,44.09379817334919
17,1.0,0.0,,0.41530001163482666,0.06144988536834717,0.0016474802496569412,0.19868906188111765,0.19868906188111765,0.18213866021898054,202,2,28.0,12.050047382896778,39.707308751959545
3,0.0,0.0,,0.5483002035241373,0.3953994951750097,0.0018701174357109262,0.1996306196043763,0.1996306196043763,0.19470001940141646,142,4,13.75,14.498139260429049,117.83011788884376
15,1.0,0.0,,0.22169995307922363,13.823604106903076,-0.000907092173908718,-0.06647220995858752,-0.06647220995858752,-0.056048789478483664,32,4,21.25,20.91608480799613,97.44825462756963
4,0.0,0.0,,0.1410503387451172,128.8104317188263,-0.008947732764261912,-1.2981927394866943,-1.2981927394866943,-1.2514030933380127,13,5,13.0,21.500172505233785,93.94983627295578
1,1.0,0.0,,0.4387497901916504,13.570802211761475,-0.0038707314480828404,-0.09501056882399547,-0.09501056882399547,-0.10064685690454583,138,3,19.0,9.903858640937786,75.10573901231447
4,0.0,0.0,,0.14565014839172363,30.45525288581848,-0.00023210442479984974,-0.22725890576839447,-0.22725890576839447,-0.22878004610538483,31,5,29.6,31.49574218110381,178.52130858958043
24,0.0,0.0,,0.38494980335235596,7.207756280899048,0.002052500844476393,0.10875137068551301,0.10875137068551301,0.11770008934868705,208,2,12.0,17.962695913668732,126.15362125188562
1,1.0,0.0,,0.20869994163513184,1.6653549671173096,-1.2234319966073644e-05,0.01480984129011631,0.01480984129011631,0.0137465950101614,119,1,6.0,1.9500004155704165,8.945203477494978
24,1.0,0.0,,0.22609996795654297,1.26149582862854,0.000102335793930591,0.07206494361162186,0.07206494361162186,0.05682345852255821,132,2,17.0,27.81610135099976,150.51064792158712
25,0.0,0.0,,0.4100000858306885,0.05325007438659668,0.0007617072719339456,0.2158001077829031,0.2158001077829031,0.19563782492349316,140,2,27.5,2.438015717466989,33.50319450107381
23,0.0,0.0,,0.1835498809814453,0.0,0.0001742665144851276,0.11334691941738129,0.11334691941738129,0.11250031739473343,136,1,74.0,5.204740625407418,25.907001351020345
4,0.0,0.0,,0.7483501434326172,0.07789969444274902,0.0024774554745268865,0.37871965765953064,0.37871965765953064,0.36240676045417786,181,3,16.333333333333332,22.697662914738146,117.28164964648779
24,0.0,0.0,,0.38934993743896484,0.722599983215332,0.0002489223001357714,0.13209246683724318,0.13209246683724318,0.14136340746315573,190,2,22.0,12.631376068782991,69.50290067093326
6,0.0,0.0,,0.9163500070571899,0.6948531568050385,0.001420048752824242,0.10251905294410286,0.10251905294410286,0.08525389234224955,236,4,11.5,12.995344087007972,90.13806949685119
26,0.0,0.0,,0.20254993438720703,8.289464712142944,-0.0004095674205222115,-0.028389809653162956,-0.028389809653162956,-0.02544015273451805,46,2,7.0,21.52938834194276,60.85208239627736
14,0.0,0.0,,0.0,75.78791761398315,-0.0010305524356454996,-0.4475350178746734,-0.4475350178746734,-0.4243936681618212,0,2,22.5,10.310085962971234,30.711147197638272
6,0.0,0.0,,0.4659998416900635,0.31450116634368896,0.0013644567983829583,0.15205156752831825,0.15205156752831825,0.1368194222085703,226,5,14.8,15.913567803052018,84.20875616137025
5,0.0,0.0,,0.0908498764038086,19.56030035018921,-0.010518945908440233,-1.1430815855662029,-1.1430815855662029,-1.093644597338534,61,1,39.0,42.541242533259854,121.43142354844969
25,0.0,0.0,,0.526150107383728,3.0759520530700684,-0.0010358839149016744,0.06589836385179673,0.06589836385179673,0.07464503547419674,96,4,39.0,27.48702466603091,209.27486372517671
16,1.0,0.0,,0.2772500514984131,9.263545989990234,-0.001474068212734768,-0.06889470393144631,-0.06889470393144631,-0.07577011199558482,68,2,51.5,31.421226773665197,211.25307573657943
4,0.0,0.0,,0.7863001823425293,9.156371696050776,0.0014079791442604018,0.21284506793766583,0.21284506793766583,0.20702670586016758,234,2,24.5,9.136001244779948,22.8142698177638
25,0.0,0.0,,0.07055008411407471,4.719299912452698,-0.021993410862631457,-1.9994194248557593,-1.9994194248557593,-1.8835647432269866,26,3,22.0,0.48688896519101493,10.224668269010397
16,1.0,0.0,,0.28625011444091797,5.913360595703125,0.0009245676538849115,0.03716075047850609,0.03716075047850609,0.026133187115192413,233,1,21.0,18.390821360376982,56.24869928372714
6,0.0,0.0,,0.0,115.00020623207092,0.002017300255585493,-0.6416097376417007,-0.6416097376417007,-0.642003349652366,0,3,14.666666666666666,10.509723545068976,50.5437584126249
4,0.0,0.0,,0.13400030136108398,44.738544940948486,-0.010552026768485216,-1.0222190618515015,-1.0222190618515015,-0.9420731663703918,8,5,18.0,17.40337299460746,101.6693415472117
23,0.0,0.0,,0.3818497657775879,0.1499004364013672,-5.5978097186439565e-05,0.1206214502453804,0.1206214502453804,0.11474641412496567,72,4,14.5,22.528725775162325,124.4178005535401
19,1.0,0.0,,0.09159994125366211,100.3004026412964,-0.00011640076343748375,-0.822936522809765,-0.822936522809765,-0.8203808969921534,1,4,19.5,18.45785184894998,106.47906552923553
21,1.0,0.0,,0.31509971618652344,2.5620980262756348,-0.0011661270975931403,0.049698133021593094,0.049698133021593094,0.04093332216143608,70,4,23.25,17.99359184489741,130.15330214341088
23,0.0,0.0,,0.2778003215789795,6.8953383348204875,0.0014836701937618814,-0.012345802431871116,-0.012345802431871116,-0.01697899103164673,166,5,15.6,14.910819184557386,105.79798851144308
26,0.0,0.0,,0.48874998092651367,0.2992994785308838,0.0013967109336583492,0.31181779503822327,0.31181779503822327,0.2785334289073944,72,4,32.75,16.208594627304862,104.81147626325314
13,1.0,0.0,,0.20099997520446777,13.262857556343079,-0.0005459448214114011,-0.15518425034068306,-0.15518425034068306,-0.1803275912513822,186,3,21.333333333333332,15.29621112535925,136.6674666248159
21,0.0,0.0,,0.5367498397827148,4.350761980125222,0.001395085426582576,0.17281415291476349,0.17281415291476349,0.16241469370380066,196,5,17.0,7.637779510245686,44.99915056713951
11,0.0,0.0,,0.16900014877319336,7.812288999557495,0.00024215855045262247,-0.0042427037842571735,-0.0042427037842571735,-0.006139898207038641,230,3,25.333333333333332,14.680085228880243,131.57192215194368
8,1.0,0.0,,0.5062499046325684,0.5135006904602051,0.0020949030787452403,0.2595815698808759,0.2595815698808759,0.24322585942452418,189,2,47.5,11.335667593029612,130.72626909282258
2,0.0,0.0,,0.3155001401901245,77.30534255504608,-0.0026384194897227913,-0.4431163004682034,-0.4431163004682034,-0.4282181343903729,40,4,23.25,9.511227117361678,72.77766772515427
9,0.0,0.0,,0.3621000051498413,0.08570003509521484,0.00031783737517337437,0.11384058250153618,0.11384058250153618,0.11083550176758698,196,2,29.5,8.368532647165408,33.4117584073052
2,1.0,0.0,,0.29750001430511475,11.771899461746216,0.001594682512291137,-0.02366749143801661,-0.02366749143801661,-0.013107485903633946,188,2,22.0,3.9913478897457257,56.80010874532337
19,0.0,0.0,,0.5054500102996826,0.978677219814724,0.00024647066592119903,0.1522503185875808,0.1522503185875808,0.13655491051850496,122,2,29.5,16.1084288059018,149.9937133480279
17,1.0,0.0,,0.0330500602722168,33.96525332014612,-0.001399419489024707,-0.42404635470627733,-0.42404635470627733,-0.42152192555728224,17,4,25.25,27.303295536979284,139.2933868239577
1,1.0,0.0,,0.3908500671386719,11.234400510787964,-0.002154819517362975,0.043157275215985905,0.043157275215985905,0.05228747129440307,140,2,19.5,5.836309854317909,79.33047117029406
23,0.0,0.0,,0.2641000747680664,5.450900077819824,-0.010063420107049983,-0.435182263076557,-0.435182263076557,-0.31907547833704464,93,3,11.666666666666666,22.10359372825751,105.07155636682397
24,0.0,0.0,,0.20869994163513184,72.24229764938354,-0.012901100386564548,-0.8519908672646631,-0.8519908672646631,-0.800793291676429,83,3,13.333333333333334,10.758516002306516,64.43203324877085
23,0.0,0.0,,0.2747001647949219,5.460500001907349,-0.0009970355392452989,-0.10161297683474384,-0.10161297683474384,-0.049936707814534506,230,5,24.2,21.899061128636347,152.81442064766344
1,1.0,0.0,,0.3453502655029297,4.12339448928833,0.001417741608319356,0.06017054617404938,0.06017054617404938,0.07931340485811234,192,3,16.0,19.706858488230242,80.08275575530051
24,1.0,0.0,,0.2664499282836914,2.232701063156128,7.911865635230933e-05,0.0997909820532497,0.0997909820532497,0.10660926593464305,109,3,15.666666666666666,13.43114996258253,129.24929791338306
23,0.0,0.0,,0.5863502025604248,1.4057466983795166,0.0018780305989830012,0.18035773932933807,0.18035773932933807,0.17249344289302826,231,1,60.0,33.13364724672643,237.90902380965417
12,1.0,0.0,,0.31519997119903564,8.977203607559204,-0.001528920336093277,0.04769225739225556,0.04769225739225556,0.05884206855998316,107,3,11.0,14.060915519017085,63.348185005006314
8,1.0,0.0,,0.5132498741149902,0.4505009651184082,0.0021200945655150036,0.2506300638496624,0.2506300638496624,0.2183665909125791,197,2,43.5,11.335667593029612,130.72626909282258
4,0.0,0.0,,0.40849995613098145,0.7771499156951904,0.0009846131780314896,0.09949809891262135,0.09949809891262135,0.11866050194471309,179,4,30.75,25.70393798471056,146.9021264785731
16,1.0,0.0,,0.621999979019165,0.06389999389648438,0.002195221347704334,0.2257756532999031,0.2257756532999031,0.2093482344721308,215,4,17.75,1.2225532352489994,11.277505913568238
8,1.0,0.0,,0.38054990768432617,8.317962102591991,-0.000899361089743498,0.011985454126752379,0.011985454126752379,0.05272668401400248,167,1,62.0,19.83263917690444,359.48716462975096
4,0.0,0.0,,0.2828502655029297,15.73074221611023,-0.0005318012651388451,-0.09294717758893967,-0.09294717758893967,-0.10645660012960434,40,6,26.333333333333332,32.21050723992599,169.9357354923819
9,1.0,0.0,,0.7811501026153564,0.15439987182617188,0.003257269940883189,0.44574529460713835,0.44574529460713835,0.4062801228629219,234,3,32.333333333333336,9.784588153752708,39.257473818923785
14,0.0,0.0,,0.8448500633239746,0.1546497344970703,0.0013871171429026242,0.4339628461041028,0.4339628461041028,0.3961866251406077,147,1,27.0,6.523317446503405,108.71957287516992
19,0.0,0.0,,0.20784997940063477,4.554536819458008,0.0005899970956182676,0.03097674809396267,0.03097674809396267,0.022360069677233696,93,2,8.0,15.080446650816143,55.674733083432045
22,0.0,0.0,,0.460399866104126,0.8069003820419312,0.0016878132616519406,0.1407977624281549,0.1407977624281549,0.12799896240234374,195,1,7.0,1.8621967496432579,10.384095500362484
8,1.0,0.0,,0.3566000461578369,5.873503923416138,-1.8575927744264913e-05,0.05995332449674606,0.05995332449674606,0.05510657653212547,236,1,59.0,31.416849607066656,248.89285151151466
24,0.0,0.0,,0.35409998893737793,0.27104902267456055,0.0013261601397383548,0.18080320954322815,0.18080320954322815,0.17465008795261383,180,2,49.5,29.57883472064455,147.40662689193968
25,0.0,0.0,,0.9175499677658081,0.04205012321472168,0.0010443508558726597,0.43480648144387996,0.43480648144387996,0.40350142379731657,56,2,43.5,15.729319938851184,300.4674071413189
9,1.0,0.0,,0.07185029983520508,9.273799180984497,-0.011081425167608122,-1.4762103245731144,-1.4762103245731144,-1.4365983348626359,21,5,13.8,23.19052028416605,96.46982048236192
24,1.0,0.0,,0.1746501922607422,11.776097297668457,-0.0016469708688441912,-0.09702019393444061,-0.09702019393444061,-0.09678328782320023,24,4,15.75,26.6799999582826,150.6336975444172
2,0.0,0.0,,0.6757999658584595,6.834558486938477,-0.0008102713373861008,0.15665077559555632,0.15665077559555632,0.13131704368232547,235,2,47.5,18.734369482989784,206.64213194622968
24,1.0,0.0,,0.11520004272460938,11.091201066970825,-0.00021283876091252203,-0.15695759654045105,-0.15695759654045105,-0.14640669524669647,10,1,21.0,17.284881441159552,83.83782513579808
4,0.0,0.0,,0.4678001403808594,8.825091123580933,0.0012151139923474552,0.02470346912741661,0.02470346912741661,0.00820342730730772,232,6,12.0,22.833948407307663,102.18512751406978
6,0.0,0.0,,0.21914982795715332,18.11545452642975,0.0013181427083405709,-0.047195368678257923,-0.047195368678257923,-0.0439247861783602,218,3,28.333333333333332,1.9491388746049367,21.00541935763681
4,0.0,0.0,,0.28750014305114746,26.17775321006775,-0.002282531127473637,-0.36916524171829224,-0.36916524171829224,-0.33820009231567383,4,4,34.25,35.404218754679206,226.38219665189882
17,1.0,0.0,,0.13195013999938965,21.852338552474976,-0.0022045160402959733,-0.1525774896144867,-0.1525774896144867,-0.1466498225927353,47,3,35.666666666666664,24.81453690241332,137.33964892471127
23,0.0,0.0,,0.20640039443969727,10.49639081954956,0.00043392854902459514,-0.12741625308990479,-0.12741625308990479,-0.14335979521274567,212,3,31.0,24.714227491622452,119.57623395461115
1,1.0,0.0,,0.6334497928619385,1.248302698135376,0.002068638648226744,0.21629031851321837,0.21629031851321837,0.18479208778916742,217,3,21.0,14.229124600337151,80.66621521735789
9,0.0,0.0,,0.39635002613067627,3.8051065269269437,0.0021329520423156575,0.09290119012196858,0.09290119012196858,0.08495387816945836,124,2,28.5,17.21076442569975,62.11986804746122
18,1.0,0.0,,0.395050048828125,51.337647795677185,0.0001864624770425842,-0.2891009366964992,-0.2891009366964992,-0.2914194663365682,98,4,37.5,27.108641597598886,221.7070079170606
16,1.0,0.0,,0.21630024909973145,13.829999327659607,-0.0035128327587061058,-0.18721766839047524,-0.18721766839047524,-0.16809224615563884,24,4,20.5,16.140377035662436,66.05800509616455
12,0.0,0.0,,0.448699951171875,8.480099201202393,-0.006326820593328032,-0.16377206146717072,-0.16377206146717072,-0.13723665475845337,113,2,8.0,32.98748270421483,139.56536873671217
17,1.0,0.0,,0.1811997890472412,6.273614883422852,0.0004349984602376505,0.016013100743293762,0.016013100743293762,0.029836496338248253,154,3,16.666666666666668,28.042532903343268,114.69429694383682
3,1.0,0.0,,0.5816998481750488,0.0,-0.00025770427923822226,0.28865623474121094,0.28865623474121094,0.29269686341285706,157,2,41.5,20.54000402556547,98.37953575490084
16,0.0,0.0,,0.2870502471923828,10.721795916557312,-0.0022400154437772256,-0.08966907720525556,-0.08966907720525556,-0.07770286118542712,80,2,57.0,31.604758650888492,207.22648755903853
22,0.0,0.0,,0.5137498378753662,0.20089983940124512,0.0017044614626781308,0.18761813640594482,0.18761813640594482,0.15984997153282166,236,2,9.5,4.361294167230616,10.476234436208776
24,1.0,0.0,,0.3302001953125,0.08214974403381348,0.0007755409268019669,0.13576601445674896,0.13576601445674896,0.14375349879264832,216,2,13.0,13.429098446172043,44.79130942964074
6,0.0,0.0,,0.12670016288757324,31.865847945213318,-0.008626788399874465,-0.4983787979254743,-0.4983787979254743,-0.45932586109429074,105,2,16.5,13.880995233802167,68.41183629295158
6,0.0,0.0,,0.0,77.83830571174622,-0.004031117510565324,-0.5604097682212476,-0.5604097682212476,-0.5330380869846718,0,2,24.5,27.705571635361885,84.53830853735019
