participant,study_status,scene_familiarity,recall_status,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,3,7.333333333333333,5.460245964667021,18.362918679235495
17,1.0,0.0,,0,0.0,0.0,0.0
19,1.0,0.0,,1,7.0,2.0552868801726216,9.625571333470456
19,1.0,0.0,,0,0.0,0.0,0.0
17,1.0,0.0,,0,0.0,0.0,0.0
8,1.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,0,0.0,0.0,0.0
23,0.0,0.0,,0,0.0,0.0,0.0
23,0.0,0.0,,2,9.0,2.9577756422621855,13.873965167724446
16,0.0,0.0,,0,0.0,0.0,0.0
19,0.0,0.0,,2,8.25,3.411943296639702,20.824978803018855
24,0.0,0.0,,0,0.0,0.0,0.0
21,0.0,0.0,,0,0.0,0.0,0.0
3,0.0,0.0,,0,0.0,0.0,0.0
6,0.0,0.0,,0,0.0,0.0,0.0
3,0.0,0.0,,1,8.0,3.1299262371675636,15.475253290042025
13,0.0,0.0,,0,0.0,0.0,0.0
16,0.0,0.0,,0,0.0,0.0,0.0
25,0.0,0.0,,0,0.0,0.0,0.0
19,0.0,0.0,,0,0.0,0.0,0.0
3,0.0,0.0,,0,0.0,0.0,0.0
13,0.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,0,0.0,0.0,0.0
18,1.0,0.0,,0,0.0,0.0,0.0
24,0.0,0.0,,0,0.0,0.0,0.0
7,0.0,0.0,,1,9.0,6.148493208962679,21.30509141282043
12,1.0,0.0,,0,0.0,0.0,0.0
4,0.0,0.0,,0,0.0,0.0,0.0
8,1.0,0.0,,0,0.0,0.0,0.0
9,1.0,0.0,,1,7.0,3.8174901920559474,18.586122795807242
15,1.0,0.0,,1,9.0,3.7403221909139535,22.61579052256323
26,0.0,0.0,,2,8.0,3.680986842352847,21.385199002075282
16,1.0,0.0,,0,0.0,0.0,0.0
22,0.0,0.0,,1,8.0,6.307549479088679,14.556600044648615
26,0.0,0.0,,0,0.0,0.0,0.0
7,0.0,0.0,,0,0.0,0.0,0.0
24,1.0,0.0,,2,8.5,4.038349226010971,22.64120291365429
21,1.0,0.0,,0,0.0,0.0,0.0
