participant,study_status,scene_familiarity,recall_status,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,0,0.0,0.0,0.0
25,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,0,0.0,0.0,0.0
26,1.0,1.0,1.0,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
16,1.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,0,0.0,0.0,0.0
10,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,9.25,3.0070627943130637,19.433085166733342
24,0.0,1.0,0.5,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0,0.0,0.0,0.0
2,0.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
9,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,0.5,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,1.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0,0.0,0.0,0.0
5,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0,0.0,0.0,0.0
12,0.0,1.0,0.5,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,0,0.0,0.0,0.0
22,0.0,1.0,0.0,1,8.0,6.515590762318357,25.895040863477057
9,1.0,1.0,0.5,0,0.0,0.0,0.0
6,0.0,1.0,0.0,0,0.0,0.0,0.0
5,0.0,1.0,0.5,0,0.0,0.0,0.0
14,0.0,1.0,0.0,0,0.0,0.0,0.0
19,0.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,0.0,1,8.0,4.416799437435534,13.401131791902003
17,0.0,1.0,0.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,1,7.0,5.275531256517055,21.566859925567435
24,0.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
7,1.0,1.0,1.0,0,0.0,0.0,0.0
23,1.0,1.0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0.0,0.0,0.0
16,0.0,1.0,0.5,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
7,1.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,1,7.5,4.198479431772142,9.264149393790952
4,0.0,1.0,0.5,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
6,1.0,1.0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,2,8.0,3.989810767972656,20.153566220261695
14,0.0,1.0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0.0,0.0,0.0
3,1.0,1.0,0.5,0,0.0,0.0,0.0
26,1.0,1.0,0.5,0,0.0,0.0,0.0
1,0.0,1.0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,1,9.5,4.02396743601542,17.95204422289609
18,1.0,1.0,1.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
18,0.0,1.0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0.0,0.0,0.0
6,0.0,1.0,0.0,0,0.0,0.0,0.0
6,0.0,1.0,0.5,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
9,1.0,1.0,0.5,0,0.0,0.0,0.0
2,1.0,1.0,0.5,2,7.75,3.6422786474433653,18.75186964415723
21,1.0,1.0,1.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
7,1.0,1.0,1.0,0,0.0,0.0,0.0
23,1.0,1.0,0.5,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
2,0.0,1.0,0.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
15,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,9.0,2.9580332688094813,20.802419809174673
16,1.0,1.0,1.0,0,0.0,0.0,0.0
11,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,1,8.5,3.3717794892278574,18.895799353382774
