participant,study_status,scene_familiarity,recall_status,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
13,1.0,1.0,1.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
15,1.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
15,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,9.0,2.9580332688094813,20.802419809174673
16,1.0,1.0,1.0,1,7.5,8.592739514452127,17.99483166233977
11,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,1,8.5,3.3717794892278574,18.895799353382774
25,1.0,1.0,1.0,1,9.0,15.773436681543426,33.301926981949634
7,1.0,1.0,1.0,2,8.5,3.9964729333426394,9.068259129557772
7,1.0,1.0,1.0,1,12.5,3.1706591416290797,14.24562830043212
11,1.0,1.0,1.0,1,9.5,2.8444772001158425,15.786415033648126
8,1.0,1.0,1.0,2,7.75,4.779187328726698,21.068721655307495
21,1.0,1.0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,1,8.0,3.9708907946648218,27.442725823731628
19,1.0,1.0,1.0,1,6.5,6.884654041130158,25.288336432261566
24,1.0,1.0,0.5,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
5,1.0,1.0,1.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,1,8.5,6.805403100720681,10.44268709127314
17,1.0,1.0,1.0,1,8.0,4.044955737303578,23.763839503399083
15,1.0,1.0,0.5,0,0.0,0.0,0.0
5,1.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0.0,0.0,0.0
25,1.0,1.0,1.0,2,10.75,8.462856331501003,29.64024616339614
3,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
8,1.0,1.0,1.0,1,7.5,9.336539708805327,4.1644713903145805
5,1.0,1.0,0.5,0,0.0,0.0,0.0
18,0.0,1.0,0.5,1,7.0,3.704785095056962,17.55995320046808
6,0.0,1.0,0.0,1,10.0,3.303576837433491,10.749616453514403
24,0.0,1.0,0.5,0,0.0,0.0,0.0
9,0.0,1.0,0.0,0,0.0,0.0,0.0
13,0.0,1.0,0.5,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,9.0,3.0775082742496638,20.118613255217902
1,1.0,1.0,1.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,0,0.0,0.0,0.0
8,1.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
13,0.0,1.0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,1,8.5,3.682373068340895,22.170388915766
9,0.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,1,10.5,3.1753036012036593,8.566145984245864
8,1.0,1.0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,1,8.0,4.023910663475339,19.224457842918078
12,0.0,1.0,0.5,0,0.0,0.0,0.0
22,0.0,1.0,0.5,0,0.0,0.0,0.0
15,0.0,1.0,0.5,0,0.0,0.0,0.0
9,0.0,1.0,0.0,1,8.0,3.936481013342002,19.0950202879163
7,0.0,1.0,0.5,2,7.75,3.5301017576812885,8.620428525957848
23,1.0,1.0,1.0,0,0.0,0.0,0.0
16,1.0,1.0,0.0,1,8.0,3.902736472497944,19.00602924543446
23,0.0,1.0,0.0,1,10.0,1.8925981419976305,12.587895668690603
17,1.0,1.0,1.0,3,11.333333333333334,2.5611974066447756,18.604056754970077
4,1.0,1.0,0.5,1,9.0,12.46366210060955,32.5784041478629
4,0.0,1.0,0.5,1,9.0,3.6964412503404196,24.619400974230636
12,1.0,1.0,1.0,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,2,8.0,7.071648081693354,31.20346528278221
6,0.0,1.0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0.0,0.0,0.0
3,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,2,7.5,3.1848482729368497,17.66054886202463
21,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,1.0,1,10.5,3.7347768238756673,11.203122912539559
4,1.0,1.0,1.0,1,8.5,5.838405953378213,27.016575740202352
6,0.0,1.0,0.5,2,7.25,2.1887021553970945,5.890113363025646
1,1.0,1.0,1.0,1,6.5,6.919581092293525,27.202545875895183
13,1.0,1.0,1.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,1,8.5,3.5030917023648946,18.123033188567632
21,1.0,1.0,1.0,0,0.0,0.0,0.0
18,1.0,1.0,0.0,0,0.0,0.0,0.0
2,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
7,1.0,1.0,1.0,0,0.0,0.0,0.0
12,0.0,1.0,0.5,0,0.0,0.0,0.0
5,1.0,1.0,0.0,0,0.0,0.0,0.0
13,0.0,1.0,0.5,0,0.0,0.0,0.0
3,1.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,1,8.5,6.041690690054722,13.48538437778873
14,1.0,1.0,1.0,2,9.75,3.9473723597984236,14.59763282867744
22,1.0,1.0,1.0,1,10.0,3.2540227447922807,22.856149411244665
1,1.0,1.0,1.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,0.5,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
21,0.0,1.0,1.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,1,9.0,11.308362706938665,10.38783521881989
6,0.0,1.0,0.5,2,10.5,3.403755073466646,27.963981482327767
6,1.0,1.0,1.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,1,11.0,4.781003239831694,17.754015074834655
24,0.0,1.0,0.5,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,8.0,2.2508438034294116,13.063780750061166
4,1.0,1.0,0.5,0,0.0,0.0,0.0
6,0.0,1.0,0.5,4,9.25,3.7478842604905136,23.394689281285068
9,1.0,1.0,1.0,3,11.333333333333334,3.6079731524424354,15.898180499334899
22,1.0,1.0,1.0,3,9.0,3.0369843553167946,19.918803832226356
15,1.0,1.0,1.0,1,10.0,2.79927152360957,21.593212926162664
18,1.0,1.0,1.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0.0,0.0,0.0
15,0.0,1.0,0.5,1,8.0,4.7875453484447785,19.97242976643968
5,1.0,1.0,0.5,1,8.0,6.102642201345434,6.369658690366464
13,1.0,1.0,1.0,1,10.5,7.988478588604021,18.500720047542572
1,1.0,1.0,1.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
23,0.0,1.0,0.0,1,7.0,3.918743668580606,19.05554284515222
14,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,1,8.0,3.0057122814043495,17.33785919859281
19,1.0,1.0,1.0,1,12.5,2.5402740228909764,16.756642025983176
23,0.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
15,1.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,0.5,1,8.0,3.4832633966025393,20.139800612683864
18,1.0,1.0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,2,12.75,3.092163238887744,25.426685958721507
6,1.0,1.0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,2,10.75,2.895283743722346,20.80233385923452
1,1.0,1.0,1.0,2,8.25,4.781261280897473,18.176309386273175
19,1.0,1.0,1.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,1.0,1,7.5,11.756658680062557,19.16347368215753
25,0.0,1.0,0.5,1,7.5,10.597786013894325,15.374185091152988
23,1.0,1.0,0.5,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0.0,0.0,0.0
21,0.0,1.0,0.5,1,8.5,5.7555458571704445,25.324912243101412
23,0.0,1.0,0.0,0,0.0,0.0,0.0
15,1.0,1.0,1.0,1,8.0,3.643595890884076,21.062294340504266
4,1.0,1.0,1.0,0,0.0,0.0,0.0
8,0.0,1.0,0.0,0,0.0,0.0,0.0
3,1.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
9,0.0,1.0,0.5,1,11.0,7.23801387707884,27.640350798543714
21,0.0,1.0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
2,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,8.0,3.7193178031517893,20.46426625872725
22,1.0,1.0,1.0,2,8.25,5.166183386051569,20.408912990054663
23,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,1,7.5,2.5290857650185634,13.761649390932513
9,1.0,1.0,1.0,2,7.5,4.718607322778089,21.208752451771993
3,1.0,1.0,1.0,2,10.0,3.061904498087322,19.855924685761074
9,0.0,1.0,0.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,1,7.0,4.359249430185418,19.2745074530836
26,0.0,1.0,0.5,2,7.75,3.6687825624580803,22.94332879469074
8,1.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
1,1.0,1.0,0.0,1,7.0,3.375015355722346,19.099047359118742
16,1.0,1.0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,1,7.0,3.953412342145391,18.594694391943467
23,0.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,1,7.0,3.868443207963578,19.025757729389312
14,0.0,1.0,0.5,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
15,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,1,10.0,4.66806503938281,17.267158983687267
3,0.0,1.0,0.5,3,8.0,3.697332141594488,20.454955896329
7,1.0,1.0,1.0,0,0.0,0.0,0.0
5,1.0,1.0,1.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,3,10.833333333333334,2.794241385919742,21.48707683255128
4,0.0,1.0,0.5,0,0.0,0.0,0.0
21,1.0,1.0,1.0,0,0.0,0.0,0.0
7,0.0,1.0,0.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0.0,0.0,0.0
6,0.0,1.0,0.5,1,12.0,2.3518630174843844,21.577463604371296
1,0.0,1.0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
2,0.0,1.0,0.0,1,8.0,7.028991497588096,21.925741758020408
14,0.0,1.0,0.5,1,8.0,5.070940357616362,28.74932750522379
23,1.0,1.0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,1.0,2,8.75,2.5186137371750026,16.13874720802756
6,1.0,1.0,1.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,4,8.75,3.558702164967629,22.35009117711802
2,0.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,1,7.0,3.847082734549694,15.501690924817698
10,1.0,1.0,0.0,0,0.0,0.0,0.0
7,0.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,10.0,4.699219553533444,31.003321929429173
23,1.0,1.0,1.0,0,0.0,0.0,0.0
18,0.0,1.0,0.0,0,0.0,0.0,0.0
16,0.0,1.0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,0.5,2,8.5,4.761786107172304,18.201796706279232
14,0.0,1.0,0.5,2,7.0,3.5894304843095552,19.751041041581708
17,1.0,1.0,1.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,9.0,4.166754604609857,30.845881901118943
4,0.0,1.0,0.5,0,0.0,0.0,0.0
25,1.0,1.0,1.0,2,7.25,4.130274390324443,14.612600207736813
5,1.0,1.0,0.5,0,0.0,0.0,0.0
23,1.0,1.0,0.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
17,1.0,1.0,1.0,1,10.0,6.718696630093484,20.134070169750725
23,0.0,1.0,0.5,0,0.0,0.0,0.0
21,1.0,1.0,1.0,0,0.0,0.0,0.0
2,0.0,1.0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,1,10.0,1.5024971993382177,10.26638334322288
3,0.0,1.0,0.5,0,0.0,0.0,0.0
3,1.0,1.0,1.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,1,10.5,4.049763810112308,21.376582007976697
15,1.0,1.0,0.5,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,10.5,4.259841844012975,10.762269817245617
9,1.0,1.0,0.5,1,7.0,7.681513918378348,27.431872062517904
2,1.0,1.0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,1,8.0,3.2593959550316,18.11412987828717
24,0.0,1.0,0.5,0,0.0,0.0,0.0
8,0.0,1.0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
26,1.0,1.0,0.5,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
15,1.0,1.0,0.5,1,7.0,3.3733474458376693,15.833177594002384
25,1.0,1.0,1.0,1,7.5,3.386644201775665,19.08306158171638
21,1.0,1.0,1.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0.0,0.0,0.0
10,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,0.0,1,7.0,1.402704638865974,6.003795974521852
25,0.0,1.0,0.5,1,12.0,60.4450982527235,130.51318545302354
13,1.0,1.0,1.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,0.5,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,9.5,11.025264049920155,16.683565273435562
3,1.0,1.0,0.5,3,9.166666666666666,3.125734819103189,18.975765095709875
8,1.0,1.0,0.0,1,7.5,10.210047151352978,17.040359764133665
26,0.0,1.0,0.0,1,9.0,2.802474668420995,20.33860803527155
15,0.0,1.0,0.5,0,0.0,0.0,0.0
16,0.0,1.0,0.5,1,10.0,2.7306769783131504,22.731707975605016
17,0.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
7,1.0,1.0,0.5,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
7,0.0,1.0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,1.0,1,10.5,1.4659995800862635,4.152539426819075
7,0.0,1.0,0.5,0,0.0,0.0,0.0
24,1.0,1.0,1.0,1,10.0,3.8428244193835703,22.20221003957701
18,0.0,1.0,0.5,0,0.0,0.0,0.0
25,1.0,1.0,0.5,0,0.0,0.0,0.0
22,0.0,1.0,0.5,2,8.0,4.103015224522028,21.664121435692145
12,1.0,1.0,0.5,0,0.0,0.0,0.0
8,0.0,1.0,0.5,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0.0,0.0,0.0
1,1.0,1.0,0.5,0,0.0,0.0,0.0
7,0.0,1.0,0.5,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
9,0.0,1.0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
9,1.0,1.0,0.5,1,8.0,3.250624480591606,18.73177594957437
24,1.0,1.0,1.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0.0,0.0,0.0
12,0.0,1.0,0.0,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,2,13.5,2.3968857967592925,17.89526438371345
12,1.0,1.0,1.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,1,7.0,3.223505553917599,6.704927507248534
12,1.0,1.0,1.0,0,0.0,0.0,0.0
8,1.0,1.0,0.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0.0,0.0,0.0
8,1.0,1.0,0.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0.0,0.0,0.0
6,1.0,1.0,0.0,1,8.5,10.195119404786507,15.4432590184488
18,0.0,1.0,0.5,0,0.0,0.0,0.0
18,0.0,1.0,0.5,0,0.0,0.0,0.0
16,0.0,1.0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0.0,0.0,0.0
23,0.0,1.0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,10.5,7.385046875158242,26.76404050554573
3,1.0,1.0,1.0,1,7.0,3.4072710191660445,16.053266732407714
14,1.0,1.0,1.0,1,8.0,0.84265954685842,4.20192612936909
3,0.0,1.0,0.5,0,0.0,0.0,0.0
9,0.0,1.0,0.5,0,0.0,0.0,0.0
15,1.0,1.0,0.5,1,8.0,3.9937407698656795,24.09802978592644
24,1.0,1.0,0.5,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0.0,0.0,0.0
21,0.0,1.0,0.5,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0.0,0.0,0.0
