participant,study_status,scene_familiarity,recall_status,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,1,10.5,3.5469122071484187,11.982463594024846
25,0.0,0.0,,0,0.0,0.0,0.0
22,0.0,0.0,,1,7.0,3.9262649695973835,17.04778307793243
19,0.0,0.0,,0,0.0,0.0,0.0
23,0.0,0.0,,2,9.0,2.9577756422621855,13.873965167724446
23,0.0,0.0,,0,0.0,0.0,0.0
5,0.0,0.0,,1,8.5,4.698951902369565,22.008543353884704
15,1.0,0.0,,0,0.0,0.0,0.0
15,0.0,0.0,,0,0.0,0.0,0.0
10,1.0,0.0,,1,8.5,3.4278285588157433,20.145733703318417
17,1.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,1,7.0,2.919447984136573,10.722008364503797
25,0.0,0.0,,0,0.0,0.0,0.0
26,0.0,0.0,,1,7.0,4.324179415825486,22.62061383915018
9,0.0,0.0,,0,0.0,0.0,0.0
23,0.0,0.0,,0,0.0,0.0,0.0
17,1.0,0.0,,0,0.0,0.0,0.0
1,1.0,0.0,,0,0.0,0.0,0.0
23,0.0,0.0,,2,9.0,2.9577756422621855,13.873965167724446
4,0.0,0.0,,0,0.0,0.0,0.0
1,1.0,0.0,,0,0.0,0.0,0.0
5,0.0,0.0,,1,7.0,3.6548644982569276,20.984646609029703
4,0.0,0.0,,1,9.0,3.8495009801222073,17.123953876328244
5,0.0,0.0,,0,0.0,0.0,0.0
9,0.0,0.0,,0,0.0,0.0,0.0
25,0.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,0,0.0,0.0,0.0
4,0.0,0.0,,0,0.0,0.0,0.0
10,1.0,0.0,,0,0.0,0.0,0.0
4,0.0,0.0,,0,0.0,0.0,0.0
16,1.0,0.0,,0,0.0,0.0,0.0
17,1.0,0.0,,0,0.0,0.0,0.0
24,1.0,0.0,,0,0.0,0.0,0.0
18,1.0,0.0,,0,0.0,0.0,0.0
18,1.0,0.0,,0,0.0,0.0,0.0
9,1.0,0.0,,3,7.666666666666667,3.5669443230128888,16.81596389190977
18,1.0,0.0,,0,0.0,0.0,0.0
12,0.0,0.0,,1,10.0,3.5324277938864235,24.595602663046925
13,0.0,0.0,,0,0.0,0.0,0.0
12,1.0,0.0,,0,0.0,0.0,0.0
14,0.0,0.0,,0,0.0,0.0,0.0
26,0.0,0.0,,0,0.0,0.0,0.0
25,0.0,0.0,,0,0.0,0.0,0.0
24,1.0,0.0,,0,0.0,0.0,0.0
1,1.0,0.0,,1,7.0,3.088569505329095,16.20254288018477
