participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration
9,0.0,0.0,,0.12385010719299316,90.80340039730072,-0.013280389532524457,-1.0914771104160743,-1.0914771104160743,-1.0266040275126327,85,1,26,26.0
25,0.0,0.0,,0.619300127029419,0.8523002862930298,-0.0010718507878109918,0.15981884721965225,0.15981884721965225,0.16214726441148397,94,1,19,19.0
14,0.0,0.0,,0.9254999160766602,0.01719987392425537,0.00046056602896557444,0.48247648140549154,0.48247648140549154,0.48118231584571874,152,1,33,33.0
14,0.0,0.0,,0.6586503982543945,0.024100303649902344,0.001432119882187227,0.2704179883003235,0.2704179883003235,0.25794991850852966,231,0,0,0.0
4,0.0,0.0,,0.7569000720977783,9.822126424589822,0.0013711789243566134,0.18045592811037214,0.18045592811037214,0.1717259262661601,235,1,85,85.0
10,1.0,0.0,,0.015000104904174805,83.87132693553455,-0.0021306373236177818,-0.4868964500065091,-0.4868964500065091,-0.4801309107720447,5,1,95,95.0
4,0.0,0.0,,0.5482001304626465,19.70096260725066,0.002193031299038124,-0.006686205099403637,-0.006686205099403637,-0.026982087978096883,190,1,85,85.0
16,1.0,0.0,,0.0,183.37851762771606,-0.004128725175954397,-1.471461534500122,-1.471461534500122,-1.416033387184143,0,0,0,0.0
17,1.0,0.0,,0.4296499490737915,0.09641811695504687,0.0013919515926272038,0.23440628388762977,0.23440628388762977,0.21127676312805063,220,1,46,46.0
24,1.0,0.0,,0.2659001350402832,1.2563953399658203,0.0007274325830558222,0.07699400186538696,0.07699400186538696,0.08088008314371109,210,0,0,0.0
18,1.0,0.0,,0.1116495132446289,23.31232976913452,-0.0011651620563992368,-0.18508683145046234,-0.18508683145046234,-0.18251685798168182,47,0,0,0.0
18,1.0,0.0,,0.7500498294830322,3.782600998878479,0.003246294428343847,0.280637917639334,0.280637917639334,0.278036634127299,154,1,8,8.0
9,1.0,0.0,,0.2700998783111572,2.901117714935044,0.0007938344816264994,0.03452484617756389,0.03452484617756389,0.041287015884407315,208,1,16,16.0
18,1.0,0.0,,1.4937999248504639,0.0,0.0038392303701968527,0.594831544638686,0.594831544638686,0.5366654713948568,217,1,17,17.0
12,0.0,0.0,,0.07594966888427734,17.02830147743225,-0.004963213884592705,-1.098395824432373,-1.098395824432373,-1.0967535972595215,2,0,0,0.0
13,0.0,0.0,,0.4895503520965576,1.8923122342044723,0.0024884387797111125,0.1585453786427462,0.1585453786427462,0.13825497536432174,174,1,104,104.0
12,1.0,0.0,,0.18014979362487793,16.23025608062744,-2.4033694170737875e-05,-0.07133865356445312,-0.07133865356445312,-0.07360006868839264,112,0,0,0.0
14,0.0,0.0,,0.45184490794227194,6.4200053215026855,0.0001996902286741414,0.04831016918777917,0.04831016918777917,0.04978284987192308,235,1,20,20.0
26,0.0,0.0,,0.45710015296936035,0.2849996089935303,0.0015333986613216299,0.25271166729021677,0.25271166729021677,0.23792732944382966,130,1,28,28.0
25,0.0,0.0,,0.4651317813179707,0.3264496326446533,0.00027446303200292447,0.05023213629984151,0.05023213629984151,0.029663333603830052,201,1,19,19.0
24,1.0,0.0,,0.23705005645751953,2.6844465732574463,0.0006401760860620963,0.05947325378656387,0.05947325378656387,0.055800024420022964,193,0,0,0.0
1,1.0,0.0,,0.5632002353668213,0.0,0.001211233351373971,0.3315268196637117,0.3315268196637117,0.34004216061362746,124,2,78,46.0
7,1.0,0.0,,0.5115499496459961,1.913599967956543,-0.0032367567240057823,0.025075317435123763,0.025075317435123763,0.04576538282891972,174,1,143,143.0
6,0.0,0.0,,0.0,4.329498291015625,-0.0018993831973354502,-0.35860857367515564,-0.35860857367515564,-0.3129797577857971,0,0,0,0.0
19,1.0,0.0,,0.14680004119873047,0.0013499259948730469,0.00038268693499594783,0.09087174385786057,0.09087174385786057,0.0875733345746994,225,0,0,0.0
15,1.0,0.0,,0.37325000762939453,5.521945357322693,0.0004999233010148951,0.030715033977846543,0.030715033977846543,0.02268941958896124,122,1,33,33.0
13,1.0,0.0,,0.03475022315979004,67.33312785625458,-0.0010144020399712429,-0.3388110867029504,-0.3388110867029504,-0.37054786682128904,10,1,16,16.0
7,1.0,0.0,,0.2440500259399414,40.80477488040925,-0.000621763918110161,-0.2200017825460635,-0.2200017825460635,-0.2064357320145789,4,2,31,30.5
19,0.0,0.0,,0.10920000076293945,48.30670236286363,1.9543126555835922e-05,-0.27171835114684284,-0.27171835114684284,-0.24738243839196994,154,1,18,18.0
13,0.0,0.0,,0.4410998821258545,1.622051477432251,0.00030517843673810534,0.15721712585239975,0.15721712585239975,0.161494460880247,48,1,26,26.0
19,1.0,0.0,,0.34604978561401367,0.03890037536621094,0.0011075047317412475,0.23904329538345337,0.23904329538345337,0.23375320434570312,193,0,0,0.0
15,1.0,0.0,,0.46899986267089844,7.053998947143555,0.003205841687624861,0.10823145508766174,0.10823145508766174,0.10602331161499023,236,0,0,0.0
19,0.0,0.0,,0.04329991340637207,30.491264820098877,-0.0008583418249970228,-0.18310950929102515,-0.18310950929102515,-0.17198883295059203,29,1,79,79.0
22,0.0,0.0,,0.46635007858276367,0.0,0.0008173137552082128,0.23577885185112932,0.23577885185112932,0.22453030417293374,177,1,21,21.0
23,0.0,0.0,,0.24454975128173828,0.3599501848220825,-0.0002588572760328208,-0.029766341804955073,-0.029766341804955073,-0.027173959109800094,162,1,46,46.0
9,0.0,0.0,,0.5578998327255249,2.351158267573306,0.002105791111089267,0.34686808193786234,0.34686808193786234,0.3401535680050451,64,1,16,16.0
9,0.0,0.0,,0.6826001405715942,4.152372832298279,0.0027465243505651565,0.20035237300245068,0.20035237300245068,0.18790770689646402,235,1,23,23.0
26,0.0,0.0,,0.6503002643585205,1.5737502574920654,0.00254147985305345,0.19231116771697998,0.19231116771697998,0.20133665204048157,196,0,0,0.0
24,1.0,0.0,,0.2576000690460205,0.795149564743042,-0.00016381584833587634,0.0861567344343612,0.0861567344343612,0.09127833994608074,102,1,27,27.0
7,1.0,0.0,,0.0,35.30615179669367,-0.0018203178582181297,-0.2958440785669576,-0.2958440785669576,-0.28967784095755267,0,1,142,142.0
22,0.0,0.0,,0.049849510192871094,29.773305892944336,-0.007426341682557356,-0.37165138125419617,-0.37165138125419617,-0.3273768723011017,124,0,0,0.0
13,0.0,0.0,,0.40365028381347656,86.72534942626953,-0.007804792780356379,-0.3688312768936157,-0.3688312768936157,-0.34853002429008484,87,0,0,0.0
3,1.0,0.0,,0.1058499813079834,1.2319021224975586,0.00035786378154506465,-0.03466768858301992,-0.03466768858301992,-0.0366605735960461,236,1,13,13.0
23,0.0,0.0,,0.011749982833862305,3.905450224876404,-0.01421181540909467,-1.5861650466415953,-1.5861650466415953,-1.5097570907457072,16,1,45,45.0
26,0.0,0.0,,0.04969978332519531,7.200608015060425,-0.0003008644448435254,-0.07431131601333618,-0.07431131601333618,-0.04731346666812897,1,0,0,0.0
17,1.0,0.0,,0.03764986991882324,24.853222370147705,0.00043930968080032375,-0.1243397668004036,-0.1243397668004036,-0.11227014660835266,158,0,0,0.0
3,0.0,0.0,,0.5183501243591309,0.0386500358581543,-0.001130822238803413,0.322547660598272,0.322547660598272,0.3055085809574446,46,1,136,136.0
15,1.0,0.0,,0.33519983291625977,5.133200168609619,-0.012902078549271931,-0.5196290594616017,-0.5196290594616017,-0.43238461407475504,79,0,0,0.0
4,0.0,0.0,,0.41100001335144043,4.048348903656006,-0.0019311167985904382,0.07458487898111343,0.07458487898111343,0.0567900650203228,90,0,0,0.0
1,1.0,0.0,,0.2841000556945801,15.082101464271545,-0.0020524667702615895,-0.2792798698199952,-0.2792798698199952,-0.2594316879908244,25,1,11,11.0
4,0.0,0.0,,0.24219989776611328,17.005313396453857,0.0006833976546851033,-0.08176679909229279,-0.08176679909229279,-0.11319010704755783,236,0,0,0.0
24,0.0,0.0,,0.3863624078886847,0.6636008024215698,0.00044330940318383687,0.1042371480273798,0.1042371480273798,0.09065758001236687,216,1,27,27.0
1,1.0,0.0,,0.47589993476867676,5.931999921798706,-0.002577973777683557,-0.03654739172649786,-0.03654739172649786,0.11692296981811522,167,2,14,12.5
24,1.0,0.0,,0.1568000316619873,0.9188995361328125,-0.0016007545933101695,-0.15224632620811462,-0.15224632620811462,-0.13577988743782043,18,0,0,0.0
25,0.0,0.0,,0.22566252946853638,21.17989480495453,-0.0004311150001117669,-0.14507031340136306,-0.14507031340136306,-0.11141230312048217,5,1,16,16.0
23,0.0,0.0,,0.0,138.1159131526947,-0.0024528179286367525,-1.4565602943364075,-1.4565602943364075,-1.4201799710591634,0,1,56,56.0
4,0.0,0.0,,0.9047000408172607,0.5820488929748535,0.003243671121675161,0.29377642273902893,0.29377642273902893,0.271206796169281,218,0,0,0.0
24,0.0,0.0,,0.12374997138977051,3.2700014114379883,-5.976664513177755e-05,-0.06206650286912918,-0.06206650286912918,-0.06929341703653336,124,0,0,0.0
6,0.0,0.0,,0.4247502088546753,2.644748330116272,-0.0013777361749413549,0.037073318465349545,0.037073318465349545,0.04093952005197211,97,1,30,30.0
26,0.0,0.0,,0.13345003128051758,13.93515419960022,-0.0006665481778479019,-0.09838970750570297,-0.09838970750570297,-0.08835338056087494,84,0,0,0.0
14,0.0,0.0,,0.0,1.3249998092651367,-0.005199365038353705,-0.6851145625114441,-0.6851145625114441,-0.6479033827781677,0,0,0,0.0
6,0.0,0.0,,0.4485001564025879,0.49059808254241943,0.0014240964542070612,0.14641348520914713,0.14641348520914713,0.14473782263764548,218,1,108,108.0
5,0.0,0.0,,0.3984498977661133,0.04375004768371582,0.0009186914267642998,0.2085924661612209,0.2085924661612209,0.20323101613984912,199,2,28,22.0
25,0.0,0.0,,0.08885002136230469,6.603759295754618,-0.01011893404353873,-0.7432996499890516,-0.7432996499890516,-0.6904536675095467,68,1,152,152.0
16,1.0,0.0,,0.5215499401092529,0.9068999290466309,-0.00036593419367917485,0.1227966873957638,0.1227966873957638,0.13401994549371057,180,1,16,16.0
4,0.0,0.0,,0.46035003662109375,55.03330159187317,-0.010433983537063913,-0.7395437955856323,-0.7395437955856323,-0.6933166980743408,48,0,0,0.0
25,0.0,0.0,,0.29589998722076416,4.617700099945068,-0.020341489151847948,-1.16341138816584,-1.16341138816584,-1.0557450830085389,19,1,123,123.0
16,1.0,0.0,,0.5377500057220459,0.48377825232113114,-2.401519200999091e-05,0.2105179117198735,0.2105179117198735,0.17597912105859498,120,1,16,16.0
6,0.0,0.0,,0.13050007820129395,95.20409917831421,-0.010514911920255466,-0.7593109512127905,-0.7593109512127905,-0.7217626019528037,68,1,18,18.0
4,0.0,0.0,,0.7640500068664551,0.439899206161499,0.0021893583145264437,0.3915719985961914,0.3915719985961914,0.38337668776512146,161,0,0,0.0
23,0.0,0.0,,0.0401003360748291,5.701249837875366,-0.004665171611001403,-0.4036984740430293,-0.4036984740430293,-0.28758051224004205,6,0,0,0.0
19,1.0,0.0,,1.1339001655578613,0.22565031051635742,0.003943042412590372,0.6377962231636047,0.6377962231636047,0.6382331848144531,164,0,0,0.0
21,1.0,0.0,,0.9940500259399414,4.869349956512451,-0.0007923073312754246,0.4513899092935811,0.4513899092935811,0.5774943147386824,222,1,11,11.0
23,0.0,0.0,,0.3531498908996582,18.362414598464966,-0.001844155185109692,-0.036296162754297256,-0.036296162754297256,-0.03313681110739708,52,0,0,0.0
26,0.0,0.0,,0.1312999725341797,5.925099730491638,-0.002681200628379786,-0.20896136836160586,-0.20896136836160586,-0.1896461666576446,38,1,20,20.0
13,1.0,0.0,,0.14860010147094727,2.358615279197693,-0.001378652956445777,-0.15177655974520912,-0.15177655974520912,-0.1370390787516555,236,1,16,16.0
21,0.0,0.0,,0.38545000553131104,23.71034603048428,0.0016129269097083683,-0.10680457937063548,-0.10680457937063548,-0.09226601562280763,229,1,28,28.0
11,0.0,0.0,,0.009050130844116211,51.91338872909546,-0.0005464807367591077,-0.2643345296382904,-0.2643345296382904,-0.2636999189853668,19,0,0,0.0
8,1.0,0.0,,0.34109997749328613,19.45455425232649,-0.0005303962649301896,-0.09079970865812986,-0.09079970865812986,-0.09638157387574514,113,1,15,15.0
2,0.0,0.0,,0.19470000267028809,14.210449516773226,-0.0011734313437735111,-0.10827456923979747,-0.10827456923979747,-0.08718763949824314,91,2,33,21.0
9,0.0,0.0,,0.3689000606536865,10.464913577118157,-6.046958918759397e-05,-0.09890227629665584,-0.09890227629665584,-0.08818076653377191,160,1,18,18.0
2,1.0,0.0,,0.24234998226165771,6.716155773117428,-0.0001621451840281,-0.053392852911969275,-0.053392852911969275,-0.04182035166119773,169,1,26,26.0
19,0.0,0.0,,0.04999995231628418,1.3492999076843262,-0.002179576668539328,-0.4837884948223452,-0.4837884948223452,-0.4779568761587143,17,1,79,79.0
17,1.0,0.0,,0.44399988651275635,0.0004500150680541992,0.0016825669371718403,0.2027854592488285,0.2027854592488285,0.196628020869361,208,1,15,15.0
1,1.0,0.0,,0.13849997520446777,4.01889967918396,-0.0014807729950573317,-0.14553848097595987,-0.14553848097595987,-0.14322929038967522,66,2,73,46.0
23,0.0,0.0,,0.2672004699707031,67.73759126663208,-0.0090686255064666,-0.5365332961082458,-0.5365332961082458,-0.5110765099525452,122,0,0,0.0
24,0.0,0.0,,0.2102982114862515,1.8102996349334717,-0.00109925745717878,-0.04955753847516538,-0.04955753847516538,-0.056321847503567925,26,1,26,26.0
23,0.0,0.0,,0.38880062103271484,17.407896041870117,-0.006677217475774663,-0.2144065946340561,-0.2144065946340561,-0.1810096949338913,154,0,0,0.0
1,1.0,0.0,,0.39655017852783203,0.025949954986572266,-0.00013648146881359744,0.16397236287593842,0.16397236287593842,0.16949667036533356,93,0,0,0.0
24,1.0,0.0,,0.2393498420715332,0.22150015830993652,1.4130185877587421e-05,0.11427256125438062,0.11427256125438062,0.08948336722634055,219,1,74,74.0
23,0.0,0.0,,0.0937504768371582,50.46425724029541,0.00034125915713133996,-0.24284474551677704,-0.24284474551677704,-0.2658964693546295,3,0,0,0.0
12,1.0,0.0,,0.7612497806549072,0.13175010681152344,0.0013669425618864982,0.391899049282074,0.391899049282074,0.39810988306999207,191,0,0,0.0
8,1.0,0.0,,0.49915003776550293,1.4042999744415283,-0.0015321090519809207,0.22299166570735884,0.22299166570735884,0.23950002277598667,149,1,67,67.0
4,0.0,0.0,,0.30935001373291016,5.209049940109253,-0.010913178130918943,-0.5009319978424266,-0.5009319978424266,-0.41109250199561026,135,1,67,67.0
16,1.0,0.0,,0.0,207.92074823379517,-0.0056966732715082085,-1.8098952770233154,-1.8098952770233154,-1.740049958229065,0,0,0,0.0
8,1.0,0.0,,0.33244991302490234,6.48360013961792,-0.01054958832538354,-0.45242387332996736,-0.45242387332996736,-0.32576130169170636,197,0,0,0.0
4,0.0,0.0,,0.11155033111572266,61.83088445663452,-0.0017914090665812263,-0.422127902507782,-0.422127902507782,-0.4063132405281067,70,0,0,0.0
9,1.0,0.0,,0.15070009231567383,36.92090153694153,-0.012898145812939747,-1.0459130645301271,-1.0459130645301271,-0.9552152553175249,61,1,11,11.0
14,0.0,0.0,,0.24589991569519043,18.343172595559096,-0.0005331450954323128,-0.044578148845881856,-0.044578148845881856,-0.040422421638881545,95,1,44,44.0
19,0.0,0.0,,0.3655747440126209,0.6775497198104858,0.0005201155668732723,0.029780927589674037,0.029780927589674037,0.04963488667099565,216,1,17,17.0
22,0.0,0.0,,0.0,184.21018207073212,-0.0022580029986330546,-1.2233971352315653,-1.2233971352315653,-1.1866735654164748,0,1,38,38.0
8,1.0,0.0,,0.48410022258758545,24.09116405248642,0.00198342446041987,-0.17748521224355898,-0.17748521224355898,-0.1793077478492469,230,1,19,19.0
24,0.0,0.0,,0.17409944534301758,13.317255973815918,-0.0016550539934564173,-0.12224426120519638,-0.12224426120519638,-0.1127801388502121,16,0,0,0.0
25,0.0,0.0,,0.12835001945495605,2.20425021648407,-0.0029080105623227005,-0.2108804540795113,-0.2108804540795113,-0.19106147986807703,23,1,138,138.0
9,1.0,0.0,,0.026849985122680664,26.7102472782135,0.0001522849315739947,-0.2259654847881462,-0.2259654847881462,-0.22162893613179524,9,1,15,15.0
24,1.0,0.0,,0.12870025634765625,12.091232299804688,0.00044810053753554396,-0.06786608695983887,-0.06786608695983887,-0.06499654799699783,196,0,0,0.0
2,0.0,0.0,,0.7177000045776367,0.08274996280670166,0.001346796125326111,0.3048521053941944,0.3048521053941944,0.30451496669224326,88,1,24,24.0
24,1.0,0.0,,0.2093496322631836,0.5171518325805664,0.0002295652397875719,0.04568232595920563,0.04568232595920563,0.04855319485068321,65,0,0,0.0
4,0.0,0.0,,0.6914000511169434,1.3162481784820557,0.0020872030978705664,0.32519546151161194,0.32519546151161194,0.3151501417160034,158,0,0,0.0
6,0.0,0.0,,0.5111501216888428,4.913399934768677,-0.003514615167560269,0.12641587740258325,0.12641587740258325,0.24517646519064204,61,2,20,15.0
4,0.0,0.0,,0.09885025024414062,36.21074056625366,-0.00014561369015131867,-0.2745547890663147,-0.2745547890663147,-0.2642899453639984,29,0,0,0.0
17,1.0,0.0,,0.5687499046325684,8.441251754760742,0.0023976508931278077,0.11957717686891556,0.11957717686891556,0.09883329272270203,173,0,0,0.0
23,0.0,0.0,,0.033249855041503906,31.76530170440674,-0.012619667455998016,-1.0495994091033936,-1.0495994091033936,-1.0035334825515747,10,0,0,0.0
1,1.0,0.0,,0.3851499557495117,0.0,0.0006594158789551532,0.18906305730342865,0.18906305730342865,0.1817600280046463,75,0,0,0.0
9,0.0,0.0,,0.41760003566741943,0.7167500257492065,-0.0012942491100538013,0.1095835825561974,0.1095835825561974,0.09788215838226619,56,1,16,16.0
18,1.0,0.0,,0.24309992790222168,4.4462467432022095,-0.0006079178967909632,0.028201751065153612,0.028201751065153612,0.015368049939473464,59,1,9,9.0
16,1.0,0.0,,0.440099835395813,2.438420602503945,0.00015451864275045562,0.10898841508833165,0.10898841508833165,0.09039886344492049,130,1,16,16.0
12,0.0,0.0,,0.5168499946594238,1.3404324199842366,0.00181572568312379,0.21618665723358024,0.21618665723358024,0.19845702226611148,135,1,22,22.0
17,1.0,0.0,,0.48350000381469727,4.313499927520752,-0.006526206850213419,-0.17669455839108816,-0.17669455839108816,-0.08621162242359584,72,0,0,0.0
3,1.0,0.0,,0.0,81.05889749526978,0.0010595060119085852,-0.5464351177215576,-0.5464351177215576,-0.5266330242156982,0,0,0,0.0
16,0.0,0.0,,0.2711000442504883,38.122345209121704,-0.0054699209236121265,-0.5440785884857178,-0.5440785884857178,-0.5153332948684692,54,0,0,0.0
22,0.0,0.0,,0.426050066947937,0.0,-0.0003275034799714199,0.24148956054373633,0.24148956054373633,0.23156169958603687,108,1,23,23.0
24,1.0,0.0,,0.21924972534179688,100.14135837554932,-0.015220763346280253,-1.4165277481079102,-1.4165277481079102,-1.3504269123077393,53,0,0,0.0
6,0.0,0.0,,1.3448594975471497,2.596798896789551,0.006217492524747468,0.5779410490003819,0.5779410490003819,0.5568736931085586,227,1,99,99.0
6,0.0,0.0,,0.6619748473167419,2.404303550720215,-0.00024175192187385745,0.0943306966169977,0.0943306966169977,0.08726486762364706,19,1,15,15.0
10,1.0,0.0,,0.23189973831176758,23.907161712646484,-0.0018944605332008376,-0.3798554837703705,-0.3798554837703705,-0.3779935836791992,2,0,0,0.0
23,0.0,0.0,,0.4371001720428467,1.8265994787216187,0.0016592877140144328,0.15278315594427697,0.15278315594427697,0.15790600000005786,235,1,47,47.0
8,1.0,0.0,,0.41159987449645996,2.322201728820801,0.00013223444398542992,0.0780373066663742,0.0780373066663742,0.057316653430461884,234,0,0,0.0
17,1.0,0.0,,0.29010009765625,1.2142972946166992,0.0003001290372280105,0.12152712047100067,0.12152712047100067,0.12485341727733612,147,0,0,0.0
17,1.0,0.0,,0.25264978408813477,0.7596501111984253,-0.0002630491291938406,0.05975489475556064,0.05975489475556064,0.09828243343918412,192,1,15,15.0
21,1.0,0.0,,0.4284498691558838,31.87961995601654,0.005353140321710773,-0.20835945425154287,-0.20835945425154287,-0.1962768236796061,236,0,0,0.0
14,0.0,0.0,,0.42044973373413086,11.3262540102005,0.0030596028240469724,-0.10473804333038973,-0.10473804333038973,-0.10177214124548062,234,1,33,33.0
2,0.0,0.0,,0.2625000476837158,47.548651576042175,-0.004662495812189295,-0.3656581617608855,-0.3656581617608855,-0.34170454386986937,110,1,50,50.0
12,0.0,0.0,,0.6333498954772949,0.20190000534057617,0.001965144453570902,0.18566609334342088,0.18566609334342088,0.19419719972472257,221,1,22,22.0
7,0.0,0.0,,0.5485000610351562,0.0,0.002032253268916209,0.32538997372494466,0.32538997372494466,0.3084176165880704,120,2,29,25.0
23,0.0,0.0,,0.2259502410888672,134.0770013332367,-0.008343535182342616,-0.8363643884658813,-0.8363643884658813,-0.8189100027084351,70,0,0,0.0
23,0.0,0.0,,0.909000039100647,0.0,0.0029892881185047894,0.5155495898130071,0.5155495898130071,0.49975473788357516,213,1,42,42.0
22,0.0,0.0,,0.7082498073577881,0.23764991760253906,0.002341784196842885,0.39184582233428955,0.39184582233428955,0.3585800230503082,234,0,0,0.0
2,1.0,0.0,,0.23269999027252197,4.441500544548035,-0.0009865658875363823,-0.0272547615228323,-0.0272547615228323,-0.016991117265489356,13,1,23,23.0
18,1.0,0.0,,0.22844970226287842,17.614060401916504,-0.0015976771080508476,-0.17505479361940537,-0.17505479361940537,-0.1912134885787964,25,1,9,9.0
3,0.0,0.0,,0.27409982681274414,0.8923499584197998,-0.003586565778896705,-0.09112225856459091,-0.09112225856459091,-0.08627339996537847,136,1,110,110.0
14,0.0,0.0,,0.872999906539917,0.12649989128112793,0.002121110333111962,0.4418778821888855,0.4418778821888855,0.4323812553968441,160,1,41,41.0
19,1.0,0.0,,1.6855998039245605,0.26889991760253906,0.006791729444894866,0.77752685546875,0.77752685546875,0.7212333679199219,235,0,0,0.0
25,0.0,0.0,,0.05039989948272705,93.12448155879974,-0.0009092747301245346,-0.5287724999938836,-0.5287724999938836,-0.5199351664544136,24,2,18,16.5
14,0.0,0.0,,0.2272500991821289,40.85599601268768,-0.0010424174619067448,-0.17261833732138204,-0.17261833732138204,-0.16554359528753496,38,1,23,23.0
21,0.0,0.0,,0.3811500072479248,24.058645891438566,0.0014872690479301044,-0.11423158167786739,-0.11423158167786739,-0.11445827276640141,231,1,28,28.0
7,1.0,0.0,,0.17289996147155762,14.404724416732787,0.0004497948537159631,-0.06265730294497204,-0.06265730294497204,-0.08251557286580405,228,1,24,24.0
4,0.0,0.0,,0.19534969329833984,76.8081624507904,-0.010350631724113024,-0.7200381755828857,-0.7200381755828857,-0.6735002398490906,90,0,0,0.0
19,1.0,0.0,,0.04959988594055176,34.331570863723755,-0.0022052676389633205,-0.714779366923787,-0.714779366923787,-0.6667846318447228,23,1,10,10.0
14,0.0,0.0,,0.25585031509399414,4.788985729217529,0.0003282558610680063,-0.041061434894800186,-0.041061434894800186,-0.04059629514813423,211,0,0,0.0
2,0.0,0.0,,0.1777498722076416,14.462914089361828,-0.0006857191685496879,-0.11464456490826506,-0.11464456490826506,-0.11285674303702488,221,2,48,35.5
14,0.0,0.0,,0.023549795150756836,65.83777689933777,-0.000952267280889346,-0.37746092739990494,-0.37746092739990494,-0.3653658210682028,3,1,44,44.0
3,0.0,0.0,,0.2384500503540039,0.7500498294830322,-0.00039679891466253713,0.08768640137925933,0.08768640137925933,0.09000966336992053,69,1,14,14.0
4,0.0,0.0,,0.29559993743896484,6.897305965423584,0.00036581057358494413,0.013762390241026878,0.013762390241026878,-0.005473359487950802,236,0,0,0.0
21,1.0,0.0,,0.10814952850341797,17.38270902633667,-0.0010295909595320486,-0.16301406919956207,-0.16301406919956207,-0.1823834776878357,30,0,0,0.0
