participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration
9,0.0,0.0,,0.7463500499725342,0.5281580749310941,8.390468398683028e-05,0.3945416889938654,0.3945416889938654,0.38394396956357313,166,2,23,19.5
17,1.0,0.0,,0.33375000953674316,0.1996002197265625,-0.00014468713681249423,0.17150841653347015,0.17150841653347015,0.18007394671440125,112,0,0,0.0
19,1.0,0.0,,0.4907999038696289,83.91318416595459,0.0014207496145445537,-0.3196437656879425,-0.3196437656879425,-0.29018718004226685,356,0,0,0.0
19,1.0,0.0,,2.1178500652313232,0.024049997329711914,0.0034570339083285044,1.109169363975525,1.109169363975525,1.091454267501831,251,0,0,0.0
17,1.0,0.0,,0.05235004425048828,41.697986364364624,-6.189665536904654e-05,-0.12783314287662506,-0.12783314287662506,-0.11581079661846161,162,0,0,0.0
8,1.0,0.0,,0.5863498449325562,6.279453843832016,0.000544476382351102,0.12712417780852117,0.12712417780852117,0.12411243274160054,272,1,15,15.0
14,0.0,0.0,,1.3598997592926025,0.021450042724609375,0.0026648781706996427,0.7513956880035186,0.7513956880035186,0.7356985771211614,250,2,41,31.0
23,0.0,0.0,,0.14589977264404297,30.133503079414368,-0.0010496144458005763,-0.1934555301479265,-0.1934555301479265,-0.1895901717927917,198,1,46,46.0
23,0.0,0.0,,0.6179497241973877,0.36945033073425293,0.0010230396232987077,0.28580808639526367,0.28580808639526367,0.2703152298927307,303,0,0,0.0
16,0.0,0.0,,0.11170017719268799,38.677187972689325,-0.0014481737638944864,-0.36934672951364383,-0.36934672951364383,-0.3515704754976519,61,1,145,145.0
19,0.0,0.0,,0.13939976692199707,84.01200270652771,-0.0018520705482373446,-0.5837510730706009,-0.5837510730706009,-0.5634186067011046,3,1,79,79.0
24,0.0,0.0,,0.12170004844665527,33.34562802314758,0.000923327404806327,-0.12444231659173965,-0.12444231659173965,-0.11432597041130066,314,0,0,0.0
21,0.0,0.0,,0.22184991836547852,3.3981003761291504,-0.0007076754305863963,-0.2267884612083435,-0.2267884612083435,-0.21999794244766235,51,0,0,0.0
3,0.0,0.0,,0.39059996604919434,0.37205028533935547,-0.0002313806290650771,0.28713293235842924,0.28713293235842924,0.27112627313829746,19,1,304,304.0
6,0.0,0.0,,0.14720739637102387,22.24819803237915,-0.003141542219971133,-0.5879765097834483,-0.5879765097834483,-0.5881292925830927,2,1,27,27.0
