participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration
18,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
19,1.0,0.0,,1,12,12.0
7,1.0,0.0,,0,0,0.0
3,1.0,0.0,,1,13,13.0
13,1.0,0.0,,1,14,14.0
18,1.0,0.0,,0,0,0.0
9,1.0,0.0,,1,18,18.0
19,0.0,0.0,,1,21,21.0
1,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
14,0.0,0.0,,1,89,89.0
22,0.0,0.0,,0,0,0.0
26,0.0,0.0,,0,0,0.0
16,1.0,0.0,,1,16,16.0
22,0.0,0.0,,0,0,0.0
3,1.0,0.0,,0,0,0.0
12,1.0,0.0,,1,37,37.0
5,0.0,0.0,,0,0,0.0
9,0.0,0.0,,1,23,23.0
21,1.0,0.0,,1,35,35.0
5,0.0,0.0,,0,0,0.0
7,0.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
12,1.0,0.0,,0,0,0.0
3,1.0,0.0,,0,0,0.0
15,0.0,0.0,,0,0,0.0
12,1.0,0.0,,0,0,0.0
26,0.0,0.0,,1,28,28.0
18,1.0,0.0,,0,0,0.0
15,0.0,0.0,,0,0,0.0
25,0.0,0.0,,1,104,104.0
14,0.0,0.0,,1,16,16.0
7,1.0,0.0,,1,32,32.0
9,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
21,1.0,0.0,,0,0,0.0
5,0.0,0.0,,1,19,19.0
17,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
19,1.0,0.0,,0,0,0.0
9,0.0,0.0,,0,0,0.0
6,0.0,0.0,,0,0,0.0
13,1.0,0.0,,1,14,14.0
12,1.0,0.0,,0,0,0.0
14,0.0,0.0,,1,44,44.0
4,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
22,0.0,0.0,,1,37,37.0
18,1.0,0.0,,1,8,8.0
2,0.0,0.0,,1,23,23.0
3,0.0,0.0,,0,0,0.0
8,1.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
8,1.0,0.0,,0,0,0.0
7,0.0,0.0,,0,0,0.0
7,1.0,0.0,,0,0,0.0
15,1.0,0.0,,1,42,42.0
15,0.0,0.0,,0,0,0.0
9,1.0,0.0,,0,0,0.0
2,0.0,0.0,,1,70,70.0
25,0.0,0.0,,1,23,23.0
4,0.0,0.0,,0,0,0.0
14,0.0,0.0,,1,16,16.0
14,0.0,0.0,,1,9,9.0
22,0.0,0.0,,0,0,0.0
15,0.0,0.0,,1,30,30.0
24,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
19,1.0,0.0,,1,16,16.0
17,1.0,0.0,,1,15,15.0
14,0.0,0.0,,0,0,0.0
3,1.0,0.0,,0,0,0.0
16,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
21,1.0,0.0,,0,0,0.0
2,0.0,0.0,,1,33,33.0
4,0.0,0.0,,0,0,0.0
9,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
13,0.0,0.0,,1,26,26.0
19,1.0,0.0,,0,0,0.0
7,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
26,0.0,0.0,,0,0,0.0
6,0.0,0.0,,1,18,18.0
22,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
25,0.0,0.0,,1,23,23.0
12,1.0,0.0,,1,33,33.0
17,1.0,0.0,,0,0,0.0
24,0.0,0.0,,1,7,7.0
22,0.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
6,0.0,0.0,,1,15,15.0
5,0.0,0.0,,0,0,0.0
6,0.0,0.0,,0,0,0.0
3,0.0,0.0,,0,0,0.0
1,1.0,0.0,,1,41,41.0
3,0.0,0.0,,1,11,11.0
1,1.0,0.0,,1,14,14.0
26,0.0,0.0,,0,0,0.0
19,1.0,0.0,,0,0,0.0
2,1.0,0.0,,1,24,24.0
17,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
22,0.0,0.0,,1,30,30.0
23,0.0,0.0,,0,0,0.0
7,1.0,0.0,,0,0,0.0
26,0.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
7,1.0,0.0,,1,22,22.0
13,1.0,0.0,,1,31,31.0
17,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
1,1.0,0.0,,1,7,7.0
5,0.0,0.0,,0,0,0.0
6,0.0,0.0,,0,0,0.0
25,0.0,0.0,,1,15,15.0
21,0.0,0.0,,0,0,0.0
23,0.0,0.0,,1,42,42.0
7,0.0,0.0,,0,0,0.0
22,0.0,0.0,,0,0,0.0
2,0.0,0.0,,1,34,34.0
2,1.0,0.0,,0,0,0.0
3,0.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
7,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
16,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
9,1.0,0.0,,0,0,0.0
25,0.0,0.0,,1,23,23.0
14,0.0,0.0,,0,0,0.0
2,1.0,0.0,,0,0,0.0
2,1.0,0.0,,1,23,23.0
25,0.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
12,0.0,0.0,,1,9,9.0
19,0.0,0.0,,0,0,0.0
6,0.0,0.0,,1,82,82.0
19,0.0,0.0,,1,17,17.0
19,1.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
9,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
13,1.0,0.0,,0,0,0.0
22,0.0,0.0,,1,23,23.0
6,0.0,0.0,,1,15,15.0
5,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
12,0.0,0.0,,1,9,9.0
24,1.0,0.0,,0,0,0.0
24,0.0,0.0,,1,30,30.0
6,0.0,0.0,,0,0,0.0
12,0.0,0.0,,0,0,0.0
13,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
2,0.0,0.0,,1,12,12.0
14,0.0,0.0,,1,21,21.0
3,1.0,0.0,,0,0,0.0
15,0.0,0.0,,1,28,28.0
19,1.0,0.0,,0,0,0.0
21,1.0,0.0,,0,0,0.0
25,0.0,0.0,,1,68,68.0
6,0.0,0.0,,1,54,54.0
4,0.0,0.0,,0,0,0.0
3,0.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
16,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
9,0.0,0.0,,1,106,106.0
24,0.0,0.0,,0,0,0.0
21,0.0,0.0,,0,0,0.0
3,0.0,0.0,,1,3,3.0
4,0.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
13,0.0,0.0,,1,23,23.0
16,0.0,0.0,,1,32,32.0
10,1.0,0.0,,1,95,95.0
3,0.0,0.0,,0,0,0.0
25,0.0,0.0,,0,0,0.0
5,0.0,0.0,,1,25,25.0
22,0.0,0.0,,1,30,30.0
22,0.0,0.0,,1,21,21.0
21,1.0,0.0,,1,32,32.0
11,0.0,0.0,,0,0,0.0
13,0.0,0.0,,1,12,12.0
19,0.0,0.0,,0,0,0.0
7,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
25,0.0,0.0,,1,42,42.0
17,1.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
8,1.0,0.0,,0,0,0.0
25,0.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
21,0.0,0.0,,1,101,101.0
17,1.0,0.0,,0,0,0.0
1,1.0,0.0,,1,39,39.0
23,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
22,0.0,0.0,,1,16,16.0
24,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
10,1.0,0.0,,0,0,0.0
13,0.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
6,0.0,0.0,,1,19,19.0
4,0.0,0.0,,0,0,0.0
5,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
14,0.0,0.0,,1,21,21.0
16,1.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
2,0.0,0.0,,1,17,17.0
14,0.0,0.0,,0,0,0.0
23,0.0,0.0,,1,42,42.0
4,0.0,0.0,,0,0,0.0
15,0.0,0.0,,0,0,0.0
19,0.0,0.0,,1,17,17.0
24,1.0,0.0,,0,0,0.0
24,0.0,0.0,,1,7,7.0
7,1.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
16,1.0,0.0,,0,0,0.0
6,0.0,0.0,,0,0,0.0
21,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
10,1.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
6,0.0,0.0,,1,108,108.0
22,0.0,0.0,,1,30,30.0
7,1.0,0.0,,1,20,20.0
24,1.0,0.0,,1,27,27.0
10,1.0,0.0,,1,96,96.0
19,0.0,0.0,,0,0,0.0
9,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
7,0.0,0.0,,0,0,0.0
15,1.0,0.0,,0,0,0.0
16,0.0,0.0,,0,0,0.0
21,0.0,0.0,,1,21,21.0
17,1.0,0.0,,1,24,24.0
6,0.0,0.0,,1,20,20.0
4,0.0,0.0,,0,0,0.0
24,0.0,0.0,,0,0,0.0
25,0.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
7,1.0,0.0,,1,26,26.0
4,0.0,0.0,,0,0,0.0
6,0.0,0.0,,0,0,0.0
3,0.0,0.0,,1,18,18.0
17,1.0,0.0,,1,19,19.0
21,1.0,0.0,,1,32,32.0
21,0.0,0.0,,1,8,8.0
9,0.0,0.0,,0,0,0.0
15,0.0,0.0,,0,0,0.0
22,0.0,0.0,,0,0,0.0
21,0.0,0.0,,1,23,23.0
21,0.0,0.0,,0,0,0.0
13,1.0,0.0,,1,103,103.0
6,0.0,0.0,,0,0,0.0
13,0.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
10,1.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
17,1.0,0.0,,0,0,0.0
9,1.0,0.0,,0,0,0.0
1,1.0,0.0,,1,6,6.0
19,0.0,0.0,,1,21,21.0
24,1.0,0.0,,1,27,27.0
13,1.0,0.0,,0,0,0.0
14,0.0,0.0,,1,18,18.0
18,1.0,0.0,,0,0,0.0
25,0.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
22,0.0,0.0,,1,18,18.0
24,1.0,0.0,,0,0,0.0
18,1.0,0.0,,0,0,0.0
16,1.0,0.0,,1,21,21.0
22,0.0,0.0,,0,0,0.0
21,1.0,0.0,,0,0,0.0
24,1.0,0.0,,0,0,0.0
24,0.0,0.0,,1,30,30.0
3,0.0,0.0,,1,53,53.0
19,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
23,0.0,0.0,,0,0,0.0
2,0.0,0.0,,0,0,0.0
24,0.0,0.0,,1,34,34.0
25,0.0,0.0,,0,0,0.0
24,0.0,0.0,,1,7,7.0
8,1.0,0.0,,1,15,15.0
18,1.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
19,1.0,0.0,,0,0,0.0
14,0.0,0.0,,0,0,0.0
4,0.0,0.0,,0,0,0.0
13,0.0,0.0,,1,16,16.0
26,0.0,0.0,,1,16,16.0
15,0.0,0.0,,0,0,0.0
24,0.0,0.0,,1,19,19.0
7,0.0,0.0,,0,0,0.0
25,0.0,0.0,,0,0,0.0
