participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
4,0.0,0.0,,5,92,65.2,0,0,0.0,2,10.5,18.01986894768327,64.0066735079048,1,7.5,4.731848741070685,9.688138465394466
23,0.0,0.0,,12,70,17.833333333333332,1,46,46.0,6,21.0,21.153677779183464,142.64405545126314,1,7.5,4.136754089167599,8.999315367478555
7,0.0,0.0,,8,73,39.875,0,0,0.0,1,17.0,23.791950481523703,85.01647836127714,2,9.25,6.87834931263176,26.694414267394734
6,0.0,0.0,,12,28,14.75,1,99,99.0,6,25.833333333333332,17.55513199734921,113.33037292458484,0,0.0,0.0,0.0
18,1.0,0.0,,13,31,14.846153846153847,0,0,0.0,3,43.333333333333336,31.027129440508222,194.67655813529245,0,0.0,0.0,0.0
25,0.0,0.0,,11,55,28.90909090909091,0,0,0.0,1,8.0,19.25944044590869,43.34190005533863,1,10.5,3.5469122071484187,11.982463594024846
23,0.0,0.0,,9,25,15.666666666666666,1,47,47.0,7,29.428571428571427,21.183162974110836,140.6168394066544,0,0.0,0.0,0.0
24,1.0,0.0,,9,85,28.88888888888889,0,0,0.0,2,39.0,33.51737863435109,155.817561471825,0,0.0,0.0,0.0
26,0.0,0.0,,18,36,15.222222222222221,1,20,20.0,3,16.666666666666668,10.654071122632237,82.05470630919277,3,8.0,3.3669331938863056,18.81397577471841
24,1.0,0.0,,9,82,32.333333333333336,0,0,0.0,2,24.0,33.51737863435109,155.20812725420424,0,0.0,0.0,0.0
14,0.0,0.0,,9,63,30.666666666666668,1,122,122.0,4,16.0,6.199414886643305,32.93045575385025,0,0.0,0.0,0.0
22,0.0,0.0,,10,51,29.0,0,0,0.0,4,11.0,18.507323014605053,90.2168780784205,0,0.0,0.0,0.0
4,0.0,0.0,,10,42,16.7,0,0,0.0,5,33.4,28.40010012764734,170.71164515705277,0,0.0,0.0,0.0
23,0.0,0.0,,10,87,24.5,1,46,46.0,5,18.6,19.458246822087794,112.66639842283976,1,9.0,3.960779026864323,22.400058352834623
6,0.0,0.0,,12,82,19.083333333333332,1,72,72.0,4,27.25,16.64648821424103,162.81343067288898,2,8.0,4.239658372482136,23.099831531952063
24,1.0,0.0,,13,54,19.692307692307693,0,0,0.0,4,20.5,25.255355913750208,136.05991850103362,2,8.5,4.038349226010971,22.64120291365429
19,1.0,0.0,,12,39,18.25,2,24,20.0,5,24.0,21.728813238468607,159.6447836694687,1,7.0,2.0552868801726216,9.625571333470456
14,0.0,0.0,,11,65,18.272727272727273,1,21,21.0,3,45.0,20.214476340533768,137.40353715757954,1,7.5,9.25896316858049,10.231483032142938
1,1.0,0.0,,12,64,16.083333333333332,0,0,0.0,5,30.2,17.231601133173193,104.78330369101498,0,0.0,0.0,0.0
9,1.0,0.0,,12,104,25.333333333333332,1,15,15.0,3,8.666666666666666,14.818795640418527,42.05008211042891,0,0.0,0.0,0.0
7,1.0,0.0,,15,66,18.866666666666667,2,81,52.5,5,8.8,6.33046472572625,36.354285809636906,1,13.5,2.139050046771615,19.176734553225415
12,1.0,0.0,,18,34,15.5,1,33,33.0,4,10.5,10.626299174773973,52.6513749731638,0,0.0,0.0,0.0
25,0.0,0.0,,14,22,11.571428571428571,2,57,36.0,5,33.6,13.539095784928506,148.99516805907794,0,0.0,0.0,0.0
17,1.0,0.0,,12,68,24.916666666666668,0,0,0.0,3,10.666666666666666,21.53789342960221,89.48435128053227,0,0.0,0.0,0.0
14,0.0,0.0,,12,27,16.416666666666668,1,21,21.0,4,35.0,11.150207899217293,50.80322961251298,0,0.0,0.0,0.0
22,0.0,0.0,,11,51,27.363636363636363,0,0,0.0,4,7.0,14.928910431284809,65.88459855181473,0,0.0,0.0,0.0
14,0.0,0.0,,12,28,17.583333333333332,1,21,21.0,4,31.5,11.150207899217293,50.80322961251298,0,0.0,0.0,0.0
7,1.0,0.0,,4,177,86.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,1.0,0.0,,13,65,20.53846153846154,0,0,0.0,1,59.0,31.416849607066656,248.89285151151466,0,0.0,0.0,0.0
26,0.0,0.0,,15,27,14.4,0,0,0.0,4,28.25,25.834994510160957,113.92390673160149,1,8.0,8.910059720748519,37.3283216502659
21,1.0,0.0,,13,35,17.692307692307693,1,152,152.0,5,21.2,16.77649154183115,92.05253138504881,0,0.0,0.0,0.0
5,0.0,0.0,,11,129,30.181818181818183,0,0,0.0,1,12.0,30.079986572265625,95.27354500628823,0,0.0,0.0,0.0
5,0.0,0.0,,15,43,16.666666666666668,1,16,16.0,5,15.2,26.84027917916568,170.06611044299146,0,0.0,0.0,0.0
23,0.0,0.0,,7,44,23.0,1,56,56.0,6,31.0,27.083077030373317,234.82623342787295,0,0.0,0.0,0.0
14,0.0,0.0,,13,28,17.923076923076923,1,21,21.0,4,25.75,11.150207899217293,50.68948077511621,0,0.0,0.0,0.0
25,0.0,0.0,,13,38,13.461538461538462,1,162,162.0,5,33.6,15.698287434883113,164.7000209817654,0,0.0,0.0,0.0
5,0.0,0.0,,14,56,20.142857142857142,1,17,17.0,5,9.2,17.967685207448273,92.42805972954287,1,8.0,3.4534878775174174,19.72428263386395
6,0.0,0.0,,8,62,30.5,1,177,177.0,5,20.8,15.100957696715279,78.51121283571482,0,0.0,0.0,0.0
23,0.0,0.0,,13,65,17.923076923076923,0,0,0.0,5,20.6,23.87354685292053,102.52183431001083,1,10.0,2.5071485016493233,20.950700766918622
21,1.0,0.0,,13,34,16.846153846153847,1,36,36.0,5,21.0,22.957555117866654,140.72625568516054,0,0.0,0.0,0.0
24,0.0,0.0,,8,66,27.25,0,0,0.0,3,41.333333333333336,21.754853001153705,94.14527853599775,0,0.0,0.0,0.0
18,1.0,0.0,,9,44,19.333333333333332,1,5,5.0,4,41.0,34.39548287630263,249.5967811359268,1,7.0,4.561164565443121,19.34884730174577
25,0.0,0.0,,11,45,20.636363636363637,1,42,42.0,5,22.0,22.52494496357097,135.15776488696014,0,0.0,0.0,0.0
14,0.0,0.0,,13,39,23.384615384615383,0,0,0.0,3,10.333333333333334,16.04335369704026,79.53119967986134,0,0.0,0.0,0.0
1,1.0,0.0,,10,83,30.5,2,48,27.5,3,8.0,7.317382111810382,34.338254467587156,0,0.0,0.0,0.0
21,0.0,0.0,,11,52,24.09090909090909,1,102,102.0,4,17.5,5.2150886532322485,31.682910301274664,0,0.0,0.0,0.0
22,0.0,0.0,,12,56,23.583333333333332,0,0,0.0,2,26.0,4.357295247916715,10.910695644830271,1,7.0,3.4771983634386343,16.97250995933174
15,0.0,0.0,,14,34,19.0,1,302,302.0,5,11.0,4.183875593086228,21.629448750537634,0,0.0,0.0,0.0
26,0.0,0.0,,13,24,15.384615384615385,0,0,0.0,5,27.2,27.24190671059938,114.75324979976965,0,0.0,0.0,0.0
2,1.0,0.0,,13,68,22.46153846153846,2,23,23.0,2,20.0,2.7829333067009383,55.103116040796905,1,7.0,3.4009791162050895,15.80764186141105
17,1.0,0.0,,10,57,23.0,0,0,0.0,4,26.75,28.881773392623295,208.57737574910848,1,10.5,7.91859150945475,34.11428498737356
2,0.0,0.0,,11,36,12.363636363636363,1,110,110.0,7,29.857142857142858,18.249967467977093,148.9525142043115,0,0.0,0.0,0.0
25,0.0,0.0,,17,38,14.058823529411764,2,51,34.0,3,31.666666666666668,17.441877154183533,159.23850997975828,0,0.0,0.0,0.0
21,1.0,0.0,,16,29,12.8125,0,0,0.0,6,20.166666666666668,19.740616094093333,127.70080602466942,1,8.0,3.642798978783072,18.20700401450663
25,0.0,0.0,,13,45,17.615384615384617,1,42,42.0,4,25.0,18.362804580640507,123.60306636084817,0,0.0,0.0,0.0
15,0.0,0.0,,13,43,20.692307692307693,2,30,23.0,4,17.0,19.599564196462197,131.6779396820275,1,7.0,7.787800571031965,31.077545167268426
15,1.0,0.0,,15,29,14.0,2,42,38.0,7,16.714285714285715,17.168372136200823,89.76743683823791,0,0.0,0.0,0.0
14,0.0,0.0,,10,59,22.0,2,41,31.0,3,38.333333333333336,19.588457995110215,124.53149275617572,0,0.0,0.0,0.0
17,1.0,0.0,,11,78,28.818181818181817,0,0,0.0,2,11.0,10.449077475356376,43.10678549671739,2,7.5,4.17037705983323,16.300894253577333
24,0.0,0.0,,11,114,26.636363636363637,0,0,0.0,2,21.5,19.174018931986176,138.02117102672696,2,8.75,2.6809860816074274,15.402275221974351
24,1.0,0.0,,14,45,19.5,0,0,0.0,5,12.2,28.775250943824936,118.61042033091076,0,0.0,0.0,0.0
3,1.0,0.0,,6,66,37.0,2,13,10.5,2,63.5,10.661571974019639,113.14525003614085,0,0.0,0.0,0.0
12,1.0,0.0,,16,43,18.6875,1,33,33.0,3,9.666666666666666,16.91928099777134,65.92334874188101,0,0.0,0.0,0.0
14,0.0,0.0,,10,99,27.5,1,20,20.0,4,17.5,17.5803714675565,99.26327902219076,1,7.0,2.919447984136573,10.722008364503797
7,1.0,0.0,,16,52,16.75,1,24,24.0,6,11.333333333333334,12.919720170207045,68.05476530264474,2,11.5,2.667322099446598,17.243878237703903
15,0.0,0.0,,15,34,19.066666666666666,1,302,302.0,4,9.0,0.3542919047933071,2.8343352383462403,0,0.0,0.0,0.0
24,0.0,0.0,,15,52,15.933333333333334,1,27,27.0,6,14.5,15.430448866044728,79.79485407648696,0,0.0,0.0,0.0
25,0.0,0.0,,12,45,23.166666666666668,1,42,42.0,4,13.5,12.664286449420434,71.31131007051421,0,0.0,0.0,0.0
1,1.0,0.0,,18,27,13.444444444444445,1,37,37.0,5,17.0,10.240383529771666,53.98440257167899,2,10.0,2.8294779177248652,20.401323268418402
18,1.0,0.0,,12,71,25.416666666666668,0,0,0.0,3,12.0,28.825973808007195,157.21401683246896,0,0.0,0.0,0.0
26,0.0,0.0,,14,32,13.857142857142858,0,0,0.0,7,21.142857142857142,22.55533317243527,130.64388916200514,2,8.5,6.845303561578309,30.497940402124293
7,1.0,0.0,,7,66,30.0,2,89,56.5,3,43.0,1.6650549647974646,10.894431493008527,1,13.5,2.139050046771615,19.176734553225415
23,0.0,0.0,,10,27,11.7,0,0,0.0,8,28.625,23.564976432494824,213.3766260496043,1,10.0,2.5071485016493233,20.950700766918622
23,0.0,0.0,,3,151,102.33333333333333,0,0,0.0,1,46.0,33.84047189768523,209.91427616968747,1,9.5,2.0730078361601163,12.223109065474809
6,0.0,0.0,,11,44,24.09090909090909,2,108,62.0,3,25.333333333333332,15.686388890624022,74.89246169068667,1,10.5,2.1895456517579683,17.156604675508984
3,0.0,0.0,,15,37,18.066666666666666,1,11,11.0,5,12.6,26.23861562209391,131.9368944175556,0,0.0,0.0,0.0
24,0.0,0.0,,19,42,13.894736842105264,1,7,7.0,7,9.0,14.716767193304976,74.12497140215571,1,7.0,4.08260761624911,19.07706036396269
22,0.0,0.0,,15,50,16.533333333333335,1,16,16.0,4,21.75,25.130247170291707,194.75781270189088,0,0.0,0.0,0.0
15,0.0,0.0,,13,39,21.692307692307693,1,295,295.0,5,8.6,1.3736219458236332,8.03641849005434,0,0.0,0.0,0.0
25,0.0,0.0,,13,38,14.153846153846153,3,18,16.666666666666668,4,37.5,19.818439658649925,237.056657556964,0,0.0,0.0,0.0
25,0.0,0.0,,11,45,23.636363636363637,1,42,42.0,3,22.666666666666668,13.210204495152764,115.95360497512752,0,0.0,0.0,0.0
13,1.0,0.0,,7,165,35.42857142857143,1,16,16.0,4,25.25,22.02369919240675,150.05057278656616,0,0.0,0.0,0.0
5,0.0,0.0,,8,103,33.0,1,13,13.0,3,28.0,31.115103444018036,140.29051851359972,1,7.0,2.370808309372772,12.538616321542552
9,1.0,0.0,,9,99,31.11111111111111,2,63,37.0,4,14.5,11.078643656632071,56.7960769740898,0,0.0,0.0,0.0
1,1.0,0.0,,14,47,18.142857142857142,1,14,14.0,4,18.0,14.405474622038046,118.95425652372381,0,0.0,0.0,0.0
24,0.0,0.0,,9,45,28.666666666666668,1,21,21.0,4,21.25,13.13300166384332,89.90122600012211,1,7.5,11.91822685984244,25.05876190429203
22,0.0,0.0,,12,51,24.75,1,30,30.0,1,25.0,13.956699184453262,33.015667702060064,0,0.0,0.0,0.0
6,0.0,0.0,,13,49,20.53846153846154,2,20,19.0,4,15.75,8.177408842386388,41.744329196069174,1,9.0,3.725714886517573,22.508808225440895
3,0.0,0.0,,14,32,13.857142857142858,1,17,17.0,7,20.0,22.43967262191975,152.36636803838482,0,0.0,0.0,0.0
7,1.0,0.0,,12,60,23.166666666666668,0,0,0.0,2,31.5,20.833957685605647,108.29433770492506,0,0.0,0.0,0.0
25,0.0,0.0,,12,45,18.666666666666668,1,42,42.0,5,21.4,15.367233381139048,101.02622174954305,0,0.0,0.0,0.0
4,0.0,0.0,,12,32,14.166666666666666,1,88,88.0,4,41.25,16.57142225832699,112.73757810973252,0,0.0,0.0,0.0
6,0.0,0.0,,12,40,20.583333333333332,1,16,16.0,3,28.333333333333332,30.249038653535823,151.50040842188443,0,0.0,0.0,0.0
15,1.0,0.0,,13,36,18.76923076923077,1,20,20.0,4,20.5,24.71388981273828,102.85189725490164,1,9.0,3.7403221909139535,22.61579052256323
4,0.0,0.0,,12,21,10.833333333333334,0,0,0.0,9,23.22222222222222,22.069432849558872,113.7876073438032,0,0.0,0.0,0.0
5,0.0,0.0,,16,43,15.8125,1,16,16.0,6,12.333333333333334,20.32953787115616,130.84134121167088,0,0.0,0.0,0.0
24,0.0,0.0,,17,42,14.411764705882353,1,7,7.0,9,9.666666666666666,20.054367728940193,113.99613740050239,1,7.0,4.08260761624911,19.07706036396269
19,0.0,0.0,,12,39,15.416666666666666,1,79,79.0,3,51.0,25.608142520712693,257.85231400682835,1,9.0,4.645869617458768,24.311980363067214
24,1.0,0.0,,16,41,17.125,1,27,27.0,3,19.0,21.840627018669277,172.86473399448982,0,0.0,0.0,0.0
26,0.0,0.0,,14,33,13.428571428571429,0,0,0.0,6,23.833333333333332,20.06605363382666,130.66618310475957,0,0.0,0.0,0.0
26,0.0,0.0,,14,46,16.071428571428573,0,0,0.0,3,33.666666666666664,26.49131832375188,131.00565257049564,0,0.0,0.0,0.0
6,0.0,0.0,,14,40,15.285714285714286,1,16,16.0,6,18.5,21.193617558110343,93.67440593360782,0,0.0,0.0,0.0
26,0.0,0.0,,12,53,20.666666666666668,0,0,0.0,4,20.5,24.187345619262537,104.71824490052713,0,0.0,0.0,0.0
22,0.0,0.0,,10,87,32.7,1,39,39.0,1,13.0,2.125980275781251,15.05133676790811,0,0.0,0.0,0.0
21,0.0,0.0,,13,52,20.76923076923077,2,102,52.5,4,14.0,3.198389185575276,25.200882515722196,0,0.0,0.0,0.0
7,0.0,0.0,,7,53,35.714285714285715,0,0,0.0,2,46.0,21.50699667166907,83.18812326133711,1,7.5,2.6377400609662764,10.82227282909825
24,1.0,0.0,,16,41,17.3125,1,27,27.0,3,18.0,22.712957677069962,138.98396415391088,0,0.0,0.0,0.0
3,1.0,0.0,,12,73,22.333333333333332,0,0,0.0,2,35.0,26.837111419471505,112.62688898774583,1,8.5,2.698211644516906,18.362680346557745
23,0.0,0.0,,7,42,22.142857142857142,1,56,56.0,6,32.0,27.083077030373317,239.92963047262876,0,0.0,0.0,0.0
8,1.0,0.0,,8,69,31.875,1,14,14.0,2,29.5,22.238077556213945,242.39813026817137,0,0.0,0.0,0.0
9,1.0,0.0,,8,99,34.125,2,153,82.0,4,17.25,2.3617811453329027,19.945840546186524,0,0.0,0.0,0.0
14,0.0,0.0,,13,40,23.0,1,33,33.0,4,8.5,11.976617243508972,67.00243055642022,0,0.0,0.0,0.0
14,0.0,0.0,,3,275,113.0,1,18,18.0,1,9.0,0.07729015411173042,0.6183212328935536,1,10.5,5.725142607822935,11.405481248120822
9,1.0,0.0,,12,104,24.916666666666668,1,15,15.0,4,8.0,19.2400566922945,67.06144441866034,0,0.0,0.0,0.0
24,0.0,0.0,,9,63,25.444444444444443,0,0,0.0,4,28.0,23.999072445914276,127.97750801624758,0,0.0,0.0,0.0
23,0.0,0.0,,12,137,23.0,0,0,0.0,3,21.333333333333332,18.34554212619062,145.5650656404953,2,7.25,3.666524982133138,16.989688523771974
8,1.0,0.0,,18,18,10.666666666666666,1,19,19.0,7,18.714285714285715,22.697792707330244,120.8579952596443,0,0.0,0.0,0.0
10,1.0,0.0,,13,57,17.53846153846154,1,253,253.0,7,15.0,1.7046489631037631,10.331066207862497,0,0.0,0.0,0.0
11,0.0,0.0,,13,43,20.384615384615383,1,57,57.0,5,12.2,19.27788922959464,72.39950151711014,0,0.0,0.0,0.0
19,0.0,0.0,,15,32,15.266666666666667,1,18,18.0,6,17.5,20.996360469195434,115.40416928287299,0,0.0,0.0,0.0
4,0.0,0.0,,21,26,12.619047619047619,0,0,0.0,4,11.25,25.086997385410736,103.10574755752441,0,0.0,0.0,0.0
2,0.0,0.0,,11,36,12.363636363636363,1,110,110.0,7,29.857142857142858,18.249967467977093,148.9525142043115,0,0.0,0.0,0.0
9,0.0,0.0,,7,95,42.857142857142854,1,22,22.0,2,23.0,14.597784670993725,39.661681111051365,0,0.0,0.0,0.0
2,0.0,0.0,,10,19,10.0,1,110,110.0,6,41.0,18.670911350295707,176.2344953428407,0,0.0,0.0,0.0
12,0.0,0.0,,15,66,19.2,0,0,0.0,5,10.0,23.307315743113747,94.88094906080258,2,8.0,3.3059406798690274,18.300381093173524
22,0.0,0.0,,13,95,25.46153846153846,1,39,39.0,0,0.0,0.0,0.0,2,9.0,3.7617469834568595,20.564382558024633
8,1.0,0.0,,13,65,17.384615384615383,0,0,0.0,5,20.4,27.927885942530498,164.49559789467958,0,0.0,0.0,0.0
23,0.0,0.0,,7,42,20.428571428571427,1,56,56.0,6,34.0,27.083077030373317,258.02747887226724,0,0.0,0.0,0.0
15,0.0,0.0,,11,27,14.636363636363637,1,51,51.0,6,30.0,24.466692791714305,169.64030553098934,0,0.0,0.0,0.0
24,0.0,0.0,,16,50,17.5625,2,30,18.5,4,11.25,12.490337002173488,64.23821002547315,1,7.0,4.08260761624911,19.07706036396269
22,0.0,0.0,,11,65,30.09090909090909,0,0,0.0,1,6.0,8.39458317161468,18.867474414093152,0,0.0,0.0,0.0
