participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
7,1.0,0.0,,6,35,14.833333333333334,0,0,0.0,2,10.5,15.373226316603596,85.64410889047761,0,0.0,0.0,0.0
15,1.0,0.0,,4,18,15.0,1,20,20.0,1,49.0,26.037858835575527,169.2573629840456,0,0.0,0.0,0.0
15,0.0,0.0,,3,27,16.666666666666668,0,0,0.0,2,26.5,31.611724972289558,203.55553242148108,0,0.0,0.0,0.0
9,1.0,0.0,,4,41,17.5,0,0,0.0,2,21.0,10.433187596693399,34.14776903231927,0,0.0,0.0,0.0
2,0.0,0.0,,3,24,17.666666666666668,1,70,70.0,3,20.0,13.16213512085089,79.64793067255454,0,0.0,0.0,0.0
25,0.0,0.0,,3,22,16.666666666666668,1,18,18.0,2,31.0,23.907559378448664,182.6485601111451,0,0.0,0.0,0.0
4,0.0,0.0,,5,42,19.2,0,0,0.0,1,9.0,18.078156430836145,63.40839912155718,0,0.0,0.0,0.0
14,0.0,0.0,,2,37,34.0,0,0,0.0,1,42.0,14.172702133537248,33.41177552527428,0,0.0,0.0,0.0
14,0.0,0.0,,4,39,19.75,1,44,44.0,2,16.5,1.3855220148226803,19.460996390834165,0,0.0,0.0,0.0
22,0.0,0.0,,8,21,10.125,1,26,26.0,4,6.75,7.8832916406395395,39.235255219413396,2,8.0,3.7143526588068427,19.67916952680666
15,0.0,0.0,,2,21,17.0,1,51,51.0,2,38.0,19.19510736226036,172.85670551580205,0,0.0,0.0,0.0
24,1.0,0.0,,1,26,26.0,1,74,74.0,1,89.0,6.975862694750982,75.01530578759808,0,0.0,0.0,0.0
24,1.0,0.0,,4,38,25.0,0,0,0.0,1,8.0,19.73050107107893,48.90775688001016,0,0.0,0.0,0.0
19,1.0,0.0,,2,22,18.5,1,10,10.0,2,38.5,23.38390502628442,185.7479609580272,0,0.0,0.0,0.0
17,1.0,0.0,,3,48,22.0,0,0,0.0,2,21.5,26.493443957876465,130.63481866995872,1,10.5,7.91859150945475,34.11428498737356
14,0.0,0.0,,4,36,22.0,1,22,22.0,2,8.0,22.740979007415994,104.17313028919226,0,0.0,0.0,0.0
3,1.0,0.0,,3,27,24.333333333333332,0,0,0.0,1,38.0,9.847067013764635,29.306057806489694,0,0.0,0.0,0.0
16,1.0,0.0,,3,53,30.666666666666668,0,0,0.0,1,17.0,22.718872316641512,74.1835783436964,0,0.0,0.0,0.0
14,0.0,0.0,,5,30,20.4,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
21,1.0,0.0,,7,28,14.142857142857142,0,0,0.0,1,7.0,12.953457221541239,34.87523264449778,1,8.0,3.642798978783072,18.20700401450663
2,0.0,0.0,,5,22,11.6,1,27,27.0,2,24.5,21.333178041819732,140.75115844730888,0,0.0,0.0,0.0
4,0.0,0.0,,7,19,11.571428571428571,0,0,0.0,2,10.0,14.38678115962242,46.773330457064084,0,0.0,0.0,0.0
9,1.0,0.0,,6,16,10.833333333333334,1,16,16.0,2,22.5,16.923703855827725,133.36696258952662,1,7.0,3.8174901920559474,18.586122795807242
23,0.0,0.0,,1,101,101.0,0,0,0.0,1,14.0,33.84047189768523,166.7608901220949,0,0.0,0.0,0.0
13,0.0,0.0,,4,30,18.5,1,15,15.0,2,17.0,19.515805033683566,126.21091412993725,0,0.0,0.0,0.0
19,1.0,0.0,,1,36,36.0,1,44,44.0,2,39.5,13.605592800817487,95.5714218643985,0,0.0,0.0,0.0
7,0.0,0.0,,1,65,65.0,1,21,21.0,1,45.0,4.875687327878513,105.47718690571244,1,9.0,4.0158585503654205,20.630492197951003
14,0.0,0.0,,5,25,15.0,1,23,23.0,3,11.0,20.8593440039805,104.98185230766317,0,0.0,0.0,0.0
26,0.0,0.0,,5,22,11.6,0,0,0.0,2,23.0,16.001050639767165,113.49076529742717,0,0.0,0.0,0.0
6,0.0,0.0,,3,39,20.0,0,0,0.0,2,26.5,29.135624178807543,138.47917228537852,1,8.0,3.529790292440092,15.071271232722228
22,0.0,0.0,,6,15,10.666666666666666,1,38,38.0,2,21.0,11.607460387587006,68.60803796356792,1,8.5,3.130402768927077,18.98758387914414
4,0.0,0.0,,4,36,22.25,1,4,4.0,2,11.5,11.038092489472549,51.23110097889241,0,0.0,0.0,0.0
4,0.0,0.0,,6,19,13.333333333333334,0,0,0.0,2,9.5,12.832911174991798,72.26228094505362,0,0.0,0.0,0.0
25,0.0,0.0,,4,15,10.0,1,2,2.0,2,34.0,26.414814283164866,225.83661063489512,0,0.0,0.0,0.0
12,1.0,0.0,,7,23,11.714285714285714,1,43,43.0,2,11.5,23.230287816360942,114.91506797295415,0,0.0,0.0,0.0
17,1.0,0.0,,3,48,36.0,0,0,0.0,0,0.0,0.0,0.0,1,10.5,7.91859150945475,34.11428498737356
24,0.0,0.0,,3,52,28.0,0,0,0.0,1,29.0,12.205240213609267,27.623373037242867,0,0.0,0.0,0.0
22,0.0,0.0,,4,53,20.75,0,0,0.0,1,25.0,17.51407241392833,119.34771870856585,1,8.5,3.130402768927077,18.98758387914414
17,1.0,0.0,,3,48,34.333333333333336,0,0,0.0,1,8.0,19.026578887360245,51.92393357928238,0,0.0,0.0,0.0
6,0.0,0.0,,7,22,10.142857142857142,0,0,0.0,2,16.0,5.835806586175719,63.722422036279085,0,0.0,0.0,0.0
5,0.0,0.0,,6,27,15.5,0,0,0.0,1,14.0,2.1945301177109173,10.92099728164757,0,0.0,0.0,0.0
6,0.0,0.0,,2,30,29.5,1,19,19.0,2,27.5,9.744710137644645,39.7058887626945,0,0.0,0.0,0.0
3,0.0,0.0,,3,32,25.333333333333332,0,0,0.0,3,10.666666666666666,20.25511062060587,133.06622140064258,0,0.0,0.0,0.0
1,1.0,0.0,,4,22,11.0,1,56,56.0,3,21.666666666666668,6.308118619404532,46.13148473438323,0,0.0,0.0,0.0
3,0.0,0.0,,1,9,9.0,0,0,0.0,1,17.0,28.257030471862233,397.29806519494576,0,0.0,0.0,0.0
1,1.0,0.0,,3,20,14.333333333333334,0,0,0.0,2,35.0,18.902905745611974,86.74539127439445,0,0.0,0.0,0.0
26,0.0,0.0,,2,8,7.5,0,0,0.0,3,33.0,20.230109634055548,120.16682468447488,0,0.0,0.0,0.0
19,1.0,0.0,,2,34,28.0,1,16,16.0,1,58.0,24.808260968505287,275.192681996354,1,7.0,2.0552868801726216,9.625571333470456
2,1.0,0.0,,2,26,19.0,1,23,23.0,1,73.0,7.377773163785582,57.91915823070337,0,0.0,0.0,0.0
17,1.0,0.0,,4,37,21.0,0,0,0.0,1,25.0,6.655892801466712,125.01392931915164,0,0.0,0.0,0.0
23,0.0,0.0,,5,26,17.2,0,0,0.0,2,10.5,16.68187279137378,98.13498463322878,0,0.0,0.0,0.0
22,0.0,0.0,,5,20,14.0,0,0,0.0,2,20.5,15.184532013358748,75.46634996726019,0,0.0,0.0,0.0
23,0.0,0.0,,3,29,21.333333333333332,1,42,42.0,2,23.5,4.134530522454566,34.17684111016639,0,0.0,0.0,0.0
7,1.0,0.0,,2,47,42.5,0,0,0.0,1,29.0,18.584458286985136,50.629911538608084,0,0.0,0.0,0.0
26,0.0,0.0,,5,19,12.6,0,0,0.0,1,41.0,26.74866818633288,144.12085522098036,0,0.0,0.0,0.0
24,0.0,0.0,,1,13,13.0,0,0,0.0,1,102.0,22.191659291142845,58.58945766599369,0,0.0,0.0,0.0
17,1.0,0.0,,4,25,19.75,0,0,0.0,2,14.5,27.369862212456752,113.24495383888092,0,0.0,0.0,0.0
7,1.0,0.0,,1,55,55.0,1,26,26.0,1,60.0,4.093924490029022,18.883826092073505,0,0.0,0.0,0.0
13,1.0,0.0,,4,18,13.5,0,0,0.0,4,14.5,22.80199166214322,93.45327072296277,0,0.0,0.0,0.0
17,1.0,0.0,,4,37,18.0,0,0,0.0,2,19.5,15.97677758895832,53.42529376761244,0,0.0,0.0,0.0
14,0.0,0.0,,3,63,36.0,1,8,8.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,1.0,0.0,,2,82,50.0,1,7,7.0,1,6.0,11.340266469805966,56.70133234902983,0,0.0,0.0,0.0
5,0.0,0.0,,6,22,14.5,0,0,0.0,1,13.0,31.7910495731297,185.5162793669501,1,8.5,4.698951902369565,22.008543353884704
6,0.0,0.0,,1,33,33.0,0,0,0.0,1,82.0,2.761149176525962,18.839948221834888,0,0.0,0.0,0.0
25,0.0,0.0,,5,16,10.2,1,99,99.0,3,18.0,1.2271537133093273,14.661464120297824,0,0.0,0.0,0.0
21,0.0,0.0,,3,45,33.666666666666664,0,0,0.0,1,12.0,5.292256282788662,11.878045990975195,0,0.0,0.0,0.0
23,0.0,0.0,,3,8,7.333333333333333,0,0,0.0,3,30.333333333333332,22.07606565406954,262.8136951836072,0,0.0,0.0,0.0
7,0.0,0.0,,1,82,82.0,0,0,0.0,2,16.5,22.913681302542294,64.97786075953888,0,0.0,0.0,0.0
22,0.0,0.0,,6,15,9.833333333333334,1,30,30.0,2,24.5,16.914841676470743,105.22759631522476,0,0.0,0.0,0.0
2,0.0,0.0,,3,23,15.0,1,23,23.0,2,34.0,25.487647745950113,152.30464064182436,0,0.0,0.0,0.0
2,1.0,0.0,,2,67,51.5,0,0,0.0,1,11.0,21.046241499380322,59.69348973139957,0,0.0,0.0,0.0
3,0.0,0.0,,5,31,15.8,0,0,0.0,4,8.0,20.270723945988212,82.54492227132491,0,0.0,0.0,0.0
23,0.0,0.0,,3,27,17.0,1,41,41.0,2,28.5,13.619174417414417,53.74918342784284,0,0.0,0.0,0.0
7,0.0,0.0,,3,33,24.0,0,0,0.0,1,37.0,29.315582185437105,158.4332186859937,0,0.0,0.0,0.0
4,0.0,0.0,,5,19,12.8,0,0,0.0,2,20.5,20.833274154516808,136.80454876324413,0,0.0,0.0,0.0
16,0.0,0.0,,3,28,16.666666666666668,0,0,0.0,2,29.0,24.388243014884182,185.9259748552872,0,0.0,0.0,0.0
4,0.0,0.0,,3,32,22.0,1,46,46.0,2,22.5,10.615874694569445,48.26815355498932,0,0.0,0.0,0.0
9,1.0,0.0,,5,45,21.8,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,4,23,14.5,1,23,23.0,2,25.0,7.122740247665251,76.42716511487944,0,0.0,0.0,0.0
14,0.0,0.0,,4,34,25.0,0,0,0.0,1,10.0,37.51745284807178,150.72183256495168,0,0.0,0.0,0.0
2,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,5.474205066060652,24.019109725743057,0,0.0,0.0,0.0
2,1.0,0.0,,2,37,35.5,0,0,0.0,2,20.5,23.816995238690147,141.5291353525812,0,0.0,0.0,0.0
25,0.0,0.0,,5,22,13.8,1,57,57.0,3,12.666666666666666,15.356830701615458,90.60472092782823,0,0.0,0.0,0.0
23,0.0,0.0,,6,18,11.333333333333334,0,0,0.0,3,12.333333333333334,14.488458761878915,48.60799727935549,0,0.0,0.0,0.0
12,0.0,0.0,,5,18,13.8,0,0,0.0,1,42.0,18.510031367514497,102.16100513069617,1,9.0,2.6544264307359424,20.35947198173222
19,0.0,0.0,,5,10,8.0,0,0,0.0,2,32.5,37.13755667469496,286.05032788317266,0,0.0,0.0,0.0
6,0.0,0.0,,2,59,42.5,1,25,25.0,2,14.5,4.258042252715076,17.259789356927584,0,0.0,0.0,0.0
19,0.0,0.0,,5,19,12.0,0,0,0.0,1,48.0,27.87580394482618,180.10202748780716,0,0.0,0.0,0.0
19,1.0,0.0,,5,19,13.2,0,0,0.0,2,21.5,19.45097717679414,136.44606646502686,0,0.0,0.0,0.0
4,0.0,0.0,,4,20,12.0,0,0,0.0,1,57.0,33.550813125917344,444.2459234557274,0,0.0,0.0,0.0
9,0.0,0.0,,4,16,11.5,1,18,18.0,2,31.0,20.44570299498668,207.21877685789684,0,0.0,0.0,0.0
18,1.0,0.0,,2,31,20.0,1,9,9.0,1,71.0,31.98028555805415,311.0204843004379,0,0.0,0.0,0.0
13,1.0,0.0,,4,36,20.25,1,31,31.0,2,14.0,3.9294917219380436,40.609342251795965,0,0.0,0.0,0.0
22,0.0,0.0,,4,45,25.0,0,0,0.0,1,6.0,1.785052984379012,7.86498472884662,0,0.0,0.0,0.0
6,0.0,0.0,,5,29,18.0,1,18,18.0,2,10.0,13.880995233802167,62.11466834163112,2,8.25,7.656948232491155,28.197251410485823
5,0.0,0.0,,5,23,17.2,1,73,73.0,1,15.0,5.010741419982964,70.15037987976103,0,0.0,0.0,0.0
18,1.0,0.0,,3,15,11.666666666666666,0,0,0.0,2,37.0,33.05434986213329,212.41711727360817,0,0.0,0.0,0.0
12,0.0,0.0,,7,20,11.142857142857142,0,0,0.0,2,11.0,28.186888191250446,123.89785342219051,1,10.5,3.0362323120045773,19.743887759555317
24,1.0,0.0,,5,35,18.4,0,0,0.0,1,10.0,1.042466784438788,3.80317558517056,0,0.0,0.0,0.0
24,0.0,0.0,,4,12,8.25,0,0,0.0,4,18.75,15.243878079171639,74.83226681066176,0,0.0,0.0,0.0
6,0.0,0.0,,5,10,8.2,0,0,0.0,4,16.25,21.985402891962494,108.06120097993731,0,0.0,0.0,0.0
12,0.0,0.0,,7,16,12.428571428571429,0,0,0.0,1,22.0,18.510031367514497,97.78937290685927,2,8.5,2.8314492086474776,19.0557011415437
13,0.0,0.0,,4,47,26.25,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,1.0,0.0,,5,15,9.8,1,17,17.0,1,57.0,24.634560260343317,483.24589638957264,0,0.0,0.0,0.0
2,0.0,0.0,,5,25,16.8,0,0,0.0,2,13.5,17.083002427282374,63.36505324503295,0,0.0,0.0,0.0
14,0.0,0.0,,4,40,25.5,0,0,0.0,1,7.0,18.830266233648526,45.68502925090965,0,0.0,0.0,0.0
3,1.0,0.0,,1,66,66.0,1,8,8.0,1,45.0,6.955349956753685,78.8365140481688,0,0.0,0.0,0.0
15,0.0,0.0,,3,37,27.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,1.0,0.0,,6,22,14.0,1,1,1.0,1,17.0,11.994957783899691,107.8088199231346,0,0.0,0.0,0.0
21,1.0,0.0,,4,35,24.0,0,0,0.0,1,12.0,41.02755339876719,204.10108851934456,0,0.0,0.0,0.0
25,0.0,0.0,,5,32,14.0,1,17,17.0,1,41.0,12.247455671964468,208.2067464233953,0,0.0,0.0,0.0
6,0.0,0.0,,4,35,19.75,0,0,0.0,1,33.0,46.9320126086301,226.74986512000464,0,0.0,0.0,0.0
4,0.0,0.0,,1,7,7.0,0,0,0.0,2,54.0,37.93611768755894,248.03550865339412,0,0.0,0.0,0.0
3,0.0,0.0,,6,22,11.666666666666666,0,0,0.0,4,9.0,8.889632363481203,48.38682972401502,0,0.0,0.0,0.0
24,1.0,0.0,,7,25,15.285714285714286,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
16,1.0,0.0,,2,65,36.5,0,0,0.0,1,38.0,10.419958172701865,26.807153531641298,0,0.0,0.0,0.0
24,1.0,0.0,,7,25,15.285714285714286,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,0.0,0.0,,2,9,8.0,1,22,22.0,1,96.0,4.003526414788191,38.54794529557559,0,0.0,0.0,0.0
24,0.0,0.0,,3,42,20.333333333333332,0,0,0.0,3,16.333333333333332,14.542880966942102,70.69127071995288,0,0.0,0.0,0.0
21,0.0,0.0,,2,76,54.5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,0.0,0.0,,4,19,11.5,0,0,0.0,2,32.0,21.048996791899192,115.65190646400154,0,0.0,0.0,0.0
4,0.0,0.0,,2,44,31.0,1,4,4.0,2,26.0,9.812865997929016,54.81639281195106,0,0.0,0.0,0.0
24,0.0,0.0,,3,40,28.0,0,0,0.0,1,23.0,8.299981354937021,19.568765513824545,0,0.0,0.0,0.0
18,1.0,0.0,,3,7,7.0,1,44,44.0,2,46.0,21.00859058262396,283.7931447618681,0,0.0,0.0,0.0
24,1.0,0.0,,3,30,25.333333333333332,0,0,0.0,2,16.0,17.317828049578424,67.23784093613203,0,0.0,0.0,0.0
14,0.0,0.0,,3,35,25.666666666666668,0,0,0.0,2,16.5,15.456057955293062,40.94863266647533,0,0.0,0.0,0.0
17,1.0,0.0,,5,26,16.4,1,35,35.0,1,16.0,2.877742259100726,43.16613388651023,0,0.0,0.0,0.0
24,1.0,0.0,,7,28,15.285714285714286,0,0,0.0,0,0.0,0.0,0.0,1,7.0,3.7135211408273845,19.75978646552188
24,1.0,0.0,,3,26,22.0,0,0,0.0,3,15.666666666666666,25.575577242376667,109.78252193330304,0,0.0,0.0,0.0
18,1.0,0.0,,1,31,31.0,1,9,9.0,1,81.0,31.98028555805415,311.0204843004379,0,0.0,0.0,0.0
14,0.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,2.9054709864642603,21.980631317736073,0,0.0,0.0,0.0
13,0.0,0.0,,2,77,42.0,1,24,24.0,2,15.0,20.57846869700781,109.10729658820938,0,0.0,0.0,0.0
16,0.0,0.0,,3,52,31.333333333333332,0,0,0.0,2,9.5,11.087447295640162,46.95504407837485,0,0.0,0.0,0.0
10,1.0,0.0,,3,46,33.333333333333336,0,0,0.0,1,7.0,31.824105722785138,141.21873489987007,0,0.0,0.0,0.0
3,0.0,0.0,,7,25,12.285714285714286,0,0,0.0,1,20.0,17.132690111191515,101.67162429084838,1,8.0,3.1299262371675636,15.475253290042025
25,0.0,0.0,,3,14,10.666666666666666,0,0,0.0,2,38.5,31.02249515450174,215.74865853528365,0,0.0,0.0,0.0
5,0.0,0.0,,2,20,17.0,0,0,0.0,1,80.0,5.126795245419089,24.284822792502343,0,0.0,0.0,0.0
22,0.0,0.0,,1,111,111.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,4,56,23.25,0,0,0.0,2,9.5,4.361294167230616,10.476234436208776,0,0.0,0.0,0.0
21,1.0,0.0,,5,34,15.0,0,0,0.0,1,24.0,22.639288769577465,57.632046349294946,0,0.0,0.0,0.0
11,0.0,0.0,,4,16,11.5,0,0,0.0,2,31.0,27.499084960451434,235.13581744153083,0,0.0,0.0,0.0
13,0.0,0.0,,5,30,21.2,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,0.0,0.0,,3,15,10.0,0,0,0.0,2,40.0,37.13755667469496,293.7286290733307,0,0.0,0.0,0.0
7,1.0,0.0,,4,52,22.25,0,0,0.0,2,11.5,20.775908277171336,109.1211829940627,0,0.0,0.0,0.0
23,0.0,0.0,,5,14,9.8,0,0,0.0,1,61.0,30.842108230859736,230.95246900424604,1,10.0,2.5071485016493233,20.950700766918622
25,0.0,0.0,,5,19,12.4,0,0,0.0,2,21.5,18.94199156217399,168.59432676001003,0,0.0,0.0,0.0
17,1.0,0.0,,7,25,12.714285714285714,0,0,0.0,2,8.5,17.641303166371422,51.101329316663865,0,0.0,0.0,0.0
18,1.0,0.0,,5,26,14.8,0,0,0.0,2,18.5,11.355513819796839,87.85561741283661,0,0.0,0.0,0.0
8,1.0,0.0,,4,11,9.5,0,0,0.0,2,34.5,15.72452030264492,146.16240093315355,0,0.0,0.0,0.0
25,0.0,0.0,,2,57,40.0,1,19,19.0,1,34.0,21.14726823990277,410.0859094722899,1,11.5,5.076104902161073,19.969158358993738
24,0.0,0.0,,3,34,28.333333333333332,0,0,0.0,1,24.0,7.682250673243963,23.724614648511405,0,0.0,0.0,0.0
14,0.0,0.0,,2,43,34.0,0,0,0.0,1,46.0,18.41028577361183,58.9587703102844,0,0.0,0.0,0.0
14,0.0,0.0,,5,30,21.6,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
21,0.0,0.0,,2,48,27.5,1,23,23.0,1,59.0,7.042972248057993,166.58831802041647,0,0.0,0.0,0.0
17,1.0,0.0,,3,68,33.0,0,0,0.0,1,6.0,22.67707770715293,81.75329815031314,0,0.0,0.0,0.0
