participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,7,45,19.0,3,28.0,13.210204495152764,120.83884776620302,0,0.0,0.0,0.0
25,0.0,0.0,,4,55,35.25,2,45.0,30.424115925030293,294.615578157877,1,10.5,3.5469122071484187,11.982463594024846
22,0.0,0.0,,7,98,24.857142857142858,2,26.0,11.607460387587006,68.60803796356792,1,8.5,3.130402768927077,18.98758387914414
19,0.0,0.0,,3,75,55.666666666666664,3,21.0,9.28324710764222,82.6926351640061,0,0.0,0.0,0.0
23,0.0,0.0,,6,27,14.166666666666666,5,28.6,25.76658913942058,257.82473312157447,0,0.0,0.0,0.0
23,0.0,0.0,,4,95,42.0,2,14.5,17.77466962163346,98.1251891182651,2,8.5,4.328126180922704,21.744748935547797
5,0.0,0.0,,12,20,11.583333333333334,5,15.2,17.74259947940598,112.73473885790409,0,0.0,0.0,0.0
15,1.0,0.0,,7,49,28.571428571428573,2,7.5,16.5707345605139,72.74662193564569,0,0.0,0.0,0.0
15,0.0,0.0,,10,33,15.8,3,20.0,34.40472294119327,266.630644494187,0,0.0,0.0,0.0
10,1.0,0.0,,11,50,14.363636363636363,6,10.666666666666666,20.574095978782072,96.80972317915415,2,10.0,3.1977862789268428,20.902281931034906
17,1.0,0.0,,9,37,19.22222222222222,3,14.666666666666666,28.353356412214964,157.08175845854728,0,0.0,0.0,0.0
14,0.0,0.0,,6,39,36.333333333333336,0,0.0,0.0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,3,55,44.333333333333336,2,50.0,25.88566074554125,258.8357267522391,1,10.5,3.5469122071484187,11.982463594024846
26,0.0,0.0,,5,67,43.2,1,15.0,2.245070856264681,31.430991987705376,0,0.0,0.0,0.0
9,0.0,0.0,,9,28,15.333333333333334,4,22.25,12.731366983811851,54.28352501785002,0,0.0,0.0,0.0
23,0.0,0.0,,8,32,12.625,5,25.4,28.40086624552158,165.782571865624,1,10.0,2.5071485016493233,20.950700766918622
17,1.0,0.0,,8,67,21.125,2,28.0,8.525943335145612,30.643661235167023,2,7.5,4.17037705983323,16.300894253577333
1,1.0,0.0,,7,67,24.857142857142858,3,17.333333333333332,6.077740768591473,49.49056028050317,0,0.0,0.0,0.0
23,0.0,0.0,,4,42,26.5,3,41.333333333333336,28.556711267926858,212.9512949549561,0,0.0,0.0,0.0
4,0.0,0.0,,3,99,51.333333333333336,1,10.0,44.45130020343599,270.874900070831,0,0.0,0.0,0.0
1,1.0,0.0,,9,73,19.333333333333332,5,10.6,19.35344743078025,93.69357697222355,0,0.0,0.0,0.0
5,0.0,0.0,,13,28,14.307692307692308,2,11.5,31.96004400826969,204.42920238791817,0,0.0,0.0,0.0
4,0.0,0.0,,6,92,33.666666666666664,2,12.0,10.154094755390748,69.31379990051383,1,7.5,4.731848741070685,9.688138465394466
5,0.0,0.0,,5,114,40.2,1,19.0,11.053036535557906,25.463373758979394,0,0.0,0.0,0.0
9,0.0,0.0,,2,109,74.0,1,86.0,1.3088947316908703,9.980768721975286,3,7.333333333333333,5.460245964667021,18.362918679235495
25,0.0,0.0,,5,76,29.0,4,21.5,17.974163465912554,88.18838295181885,0,0.0,0.0,0.0
14,0.0,0.0,,10,40,17.6,4,10.5,11.576207308262903,66.2071122561038,0,0.0,0.0,0.0
