participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,9,39,21.555555555555557,5,28.8,24.442142928831764,151.23939806335358,0,0.0,0.0,0.0
25,0.0,1.0,0.5,10,81,28.7,1,47.0,13.18187766124455,282.4085479348263,0,0.0,0.0,0.0
3,0.0,1.0,0.5,11,40,20.545454545454547,4,28.0,24.133710822970652,177.52354777614246,0,0.0,0.0,0.0
4,1.0,1.0,1.0,7,145,32.142857142857146,3,38.0,26.138632613687424,176.9350196513776,0,0.0,0.0,0.0
24,1.0,1.0,1.0,10,58,21.4,5,25.2,23.0889923635076,172.19048607136966,0,0.0,0.0,0.0
4,0.0,1.0,0.5,11,62,16.272727272727273,4,39.75,25.511711877823032,158.2821194687062,0,0.0,0.0,0.0
17,1.0,1.0,0.5,15,35,13.733333333333333,6,21.833333333333332,27.844635536446134,158.56053011676832,0,0.0,0.0,0.0
19,1.0,1.0,1.0,11,95,25.363636363636363,4,15.0,11.530481613789988,67.03653772859683,0,0.0,0.0,0.0
6,1.0,1.0,0.5,9,50,27.666666666666668,4,20.75,16.091241577625844,59.44507441590519,0,0.0,0.0,0.0
26,1.0,1.0,1.0,15,22,13.266666666666667,6,22.666666666666668,24.78860574681164,133.3376126572857,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,13,33,16.76923076923077,5,21.6,28.989979289574155,222.84099428844792,1,8.0,3.1472864971168666,18.11620673981796
23,1.0,1.0,1.0,9,57,17.444444444444443,7,25.857142857142858,26.143847101336938,202.2835954455218,0,0.0,0.0,0.0
16,1.0,1.0,0.5,13,31,17.923076923076923,2,51.5,27.528710483152576,116.23898461752238,2,8.0,3.057440339811445,15.126536839400112
18,1.0,1.0,0.5,10,29,15.8,3,59.666666666666664,27.545650778808525,322.61999653186257,0,0.0,0.0,0.0
22,1.0,1.0,1.0,7,96,43.285714285714285,2,20.5,4.200005825049627,14.802211882271594,1,7.5,5.828131960499238,12.531041917748908
26,1.0,1.0,1.0,3,112,77.0,2,61.0,30.83118543436595,212.11217649728468,0,0.0,0.0,0.0
5,1.0,1.0,0.5,14,55,19.714285714285715,2,26.5,8.810293695663766,20.32509877044865,0,0.0,0.0,0.0
10,1.0,1.0,1.0,13,83,21.53846153846154,4,15.25,23.36639545116455,121.34115076567326,3,9.166666666666666,3.3510058581545272,15.868180772618063
22,1.0,1.0,1.0,13,86,23.923076923076923,3,7.666666666666667,10.357008909279232,55.13104731774101,3,8.5,2.7517270167923944,15.395643240470164
16,1.0,1.0,1.0,16,45,11.9375,7,20.428571428571427,24.828012699425052,133.06292208420444,0,0.0,0.0,0.0
2,0.0,1.0,0.5,11,50,24.90909090909091,3,19.333333333333332,11.89531798949996,54.11523880623496,0,0.0,0.0,0.0
23,1.0,1.0,1.0,5,100,39.4,5,30.8,20.15794356339713,182.0089720379164,2,9.5,4.414586548978747,14.8594579039497
9,0.0,1.0,0.5,17,29,13.823529411764707,6,15.5,16.484308655158856,115.70074656690115,1,7.0,4.361183130175707,17.778558533684475
6,1.0,1.0,1.0,13,52,17.384615384615383,4,26.75,21.544962703795584,142.55102405666827,0,0.0,0.0,0.0
19,1.0,1.0,1.0,9,74,29.444444444444443,7,10.714285714285714,6.128875817545668,23.70189296038774,0,0.0,0.0,0.0
23,0.0,1.0,0.5,10,32,15.4,6,32.0,30.74913594809088,164.30578420859084,1,9.0,11.327779860392742,34.03407264199686
1,1.0,1.0,0.5,9,56,17.555555555555557,5,37.2,17.198315323584303,146.83430539390878,0,0.0,0.0,0.0
23,0.0,1.0,0.5,15,33,16.533333333333335,6,13.333333333333334,19.26836209349527,112.22032239949596,0,0.0,0.0,0.0
14,1.0,1.0,1.0,6,96,34.0,5,29.2,5.508598595924671,38.61852053828888,0,0.0,0.0,0.0
17,1.0,1.0,1.0,15,23,11.2,7,24.0,28.141462296004224,136.21483444021138,2,10.5,3.4088415155183225,23.148131826748138
21,1.0,1.0,1.0,13,38,18.0,4,25.25,21.44182275105936,181.19414804361162,0,0.0,0.0,0.0
17,1.0,1.0,1.0,12,130,26.25,2,8.5,28.199945392790003,112.10654486666536,0,0.0,0.0,0.0
16,1.0,1.0,1.0,13,24,13.692307692307692,3,50.0,16.759845736405822,94.2860475913107,0,0.0,0.0,0.0
14,1.0,1.0,1.0,9,127,34.333333333333336,2,17.5,10.105808133562103,47.980960349541014,0,0.0,0.0,0.0
24,0.0,1.0,0.5,14,57,21.642857142857142,2,8.5,27.104509949493874,166.91266831539693,0,0.0,0.0,0.0
19,1.0,1.0,1.0,14,30,12.214285714285714,6,27.0,20.49736346713188,160.53625564230677,1,8.5,3.393367476148435,22.554830298469966
25,1.0,1.0,1.0,12,42,25.083333333333332,3,10.333333333333334,2.9913516319492,20.951037097193094,0,0.0,0.0,0.0
25,1.0,1.0,1.0,8,80,35.25,4,14.0,10.809724909343768,120.45026931716217,0,0.0,0.0,0.0
19,1.0,1.0,1.0,8,85,35.375,1,56.0,27.86258341626865,209.26320617231215,0,0.0,0.0,0.0
21,1.0,1.0,0.5,9,38,23.11111111111111,3,43.0,18.998819794637136,234.8840762962328,0,0.0,0.0,0.0
5,1.0,1.0,1.0,11,108,25.181818181818183,5,11.8,17.91210545951875,60.48099298402191,1,11.0,4.210568458071157,15.509759942903374
19,1.0,1.0,1.0,8,85,27.875,6,20.833333333333332,15.430099486376847,100.60146510556619,0,0.0,0.0,0.0
22,1.0,1.0,1.0,16,26,12.3125,5,27.0,23.41222768604532,174.20781728766784,3,8.333333333333334,3.424768917126379,22.951523467815196
5,1.0,1.0,0.5,14,69,17.142857142857142,4,22.5,32.81461606750317,168.4149546359879,1,13.0,3.1561741226653477,20.128869997881885
19,1.0,1.0,1.0,5,121,65.2,1,15.0,3.202024628170219,6.55762612604255,0,0.0,0.0,0.0
24,1.0,1.0,1.0,10,57,31.8,2,13.0,26.325770079328283,61.614915436685365,0,0.0,0.0,0.0
21,1.0,1.0,0.5,8,55,21.75,5,34.8,23.217994263147357,261.1455184028562,0,0.0,0.0,0.0
12,0.0,1.0,0.5,16,119,15.8125,5,15.4,16.247793003274204,101.64340414897005,0,0.0,0.0,0.0
4,0.0,1.0,0.5,10,36,18.8,3,47.0,24.06208428035971,199.59905772947025,0,0.0,0.0,0.0
9,1.0,1.0,1.0,13,69,24.307692307692307,2,9.0,13.88905101003512,65.38264655121984,0,0.0,0.0,0.0
6,1.0,1.0,0.5,7,67,35.57142857142857,3,32.333333333333336,16.869467553838245,91.35867490857669,0,0.0,0.0,0.0
22,0.0,1.0,0.0,8,113,35.875,4,13.75,7.03686145204273,39.43270797467604,1,7.0,6.515590762318357,25.607347846123115
9,1.0,1.0,0.5,12,90,18.916666666666668,6,18.333333333333332,8.150158553142735,65.79817808179655,0,0.0,0.0,0.0
6,0.0,1.0,0.0,13,37,14.23076923076923,6,24.5,29.55438875367689,172.79620243338135,0,0.0,0.0,0.0
5,0.0,1.0,0.5,7,142,39.57142857142857,4,17.5,43.20229198063317,182.58260805067636,0,0.0,0.0,0.0
