participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,15,31,14.4,4,26.25,22.86601618483703,140.98884727460847,0,0.0,0.0,0.0
24,0.0,0.0,,10,114,30.8,2,17.5,19.282368483765687,135.5477333887347,2,8.75,2.6809860816074274,15.402275221974351
7,0.0,0.0,,8,81,39.875,1,16.0,35.05875797102518,159.5531051364703,1,9.5,3.5334913694876717,14.06372727755522
12,1.0,0.0,,16,34,16.0,5,15.4,12.634668613189891,69.29084000439474,0,0.0,0.0,0.0
4,0.0,0.0,,13,21,11.0,9,21.333333333333332,23.844061292151874,117.34039802081467,0,0.0,0.0,0.0
8,1.0,0.0,,11,51,19.727272727272727,5,24.2,24.867998126886484,164.54043416612353,0,0.0,0.0,0.0
9,1.0,0.0,,10,104,28.1,5,12.0,15.117349887567432,73.20327118220884,0,0.0,0.0,0.0
15,1.0,0.0,,16,36,19.0,1,20.0,8.410704901941841,118.52527504588684,0,0.0,0.0,0.0
26,0.0,0.0,,14,36,16.5,2,49.5,20.075337157271143,172.58919627161958,1,9.0,3.0377942688802078,20.149784165000383
16,1.0,0.0,,9,146,37.888888888888886,0,0.0,0.0,0.0,1,10.5,2.7200924240484845,20.78108936753747
22,0.0,0.0,,8,79,39.5,2,9.0,10.30200680327982,40.73800724706581,0,0.0,0.0,0.0
26,0.0,0.0,,14,32,13.857142857142858,7,21.142857142857142,22.55533317243527,138.81266374136854,2,8.5,6.845303561578309,30.497940402124293
7,0.0,0.0,,7,87,45.42857142857143,1,16.0,23.444159470897997,66.85696166525554,2,8.25,6.430473658371062,25.073687043166252
24,1.0,0.0,,12,45,20.916666666666668,5,17.6,22.430422669453886,124.7927151685441,0,0.0,0.0,0.0
21,1.0,0.0,,10,44,19.3,4,35.0,22.209346690217153,215.80008057962726,0,0.0,0.0,0.0
22,0.0,0.0,,13,50,17.307692307692307,4,28.0,19.634251639099674,98.08557211628604,0,0.0,0.0,0.0
21,1.0,0.0,,16,29,11.375,6,25.166666666666668,19.08086729273653,158.9406321481773,0,0.0,0.0,0.0
5,0.0,0.0,,11,53,21.818181818181817,5,17.4,32.62629960727594,175.5698725239818,0,0.0,0.0,0.0
21,0.0,0.0,,6,84,46.166666666666664,3,24.333333333333332,17.052340356687004,143.36155572018004,0,0.0,0.0,0.0
24,0.0,0.0,,10,114,33.3,1,7.0,32.10482229341162,176.2834730401423,2,8.75,2.6809860816074274,15.402275221974351
9,1.0,0.0,,10,99,26.0,5,15.4,17.004966544560126,75.63688264379266,1,7.0,3.4504532573349715,15.61922310278287
22,0.0,0.0,,8,67,38.0,2,15.0,10.30200680327982,41.30496249374194,0,0.0,0.0,0.0
21,1.0,0.0,,13,44,15.076923076923077,5,27.4,19.67154779317595,166.56349466257592,0,0.0,0.0,0.0
24,0.0,0.0,,8,101,35.125,3,20.666666666666668,13.881556200501167,78.8065684289007,0,0.0,0.0,0.0
16,0.0,0.0,,11,55,19.90909090909091,5,24.4,21.45623192883686,134.0957641186285,0,0.0,0.0,0.0
14,0.0,0.0,,14,65,16.142857142857142,2,50.0,27.676022747827137,189.91969268926977,1,7.5,9.25896316858049,10.231483032142938
6,0.0,0.0,,13,39,17.307692307692307,6,18.0,14.208868789040807,75.3570983768088,2,9.25,2.85966797209903,16.113937954115606
23,0.0,0.0,,10,51,24.5,3,31.0,13.487755068375309,96.95961990744206,0,0.0,0.0,0.0
4,0.0,0.0,,15,36,14.6,7,16.285714285714285,15.342897314165354,76.1586703510428,0,0.0,0.0,0.0
1,1.0,0.0,,20,27,14.35,3,10.333333333333334,11.72903477356929,56.137360389934905,1,10.0,3.0142293244898406,19.651699212562725
13,1.0,0.0,,5,157,62.2,3,13.333333333333334,13.084687048516328,50.26705427754708,0,0.0,0.0,0.0
19,0.0,0.0,,19,33,11.157894736842104,5,22.8,18.42661154212181,130.5504925671122,0,0.0,0.0,0.0
22,0.0,0.0,,15,38,19.4,5,7.0,12.268297289973418,55.760206562315055,2,8.0,3.7143526588068427,19.67916952680666
24,1.0,0.0,,16,35,17.5625,3,16.666666666666668,20.52307657377466,94.855249529684,0,0.0,0.0,0.0
22,0.0,0.0,,5,124,67.0,1,13.0,3.394626559592794,40.735518715113116,0,0.0,0.0,0.0
17,1.0,0.0,,12,26,15.416666666666666,5,28.6,15.344529465172972,142.38639901967454,2,7.25,3.8774898241552447,20.002845988163152
14,0.0,0.0,,7,103,43.42857142857143,1,28.0,22.53682786834066,159.60753138613376,0,0.0,0.0,0.0
15,1.0,0.0,,16,36,17.25,5,12.0,16.52750206339974,90.93107283306267,0,0.0,0.0,0.0
21,0.0,0.0,,5,113,58.6,2,26.5,22.38265939208205,102.6541924635921,1,8.0,4.708007586986607,14.494987972716933
6,0.0,0.0,,14,39,16.214285714285715,6,17.5,14.393353759388498,134.2928974563311,0,0.0,0.0,0.0
24,0.0,0.0,,17,26,12.470588235294118,7,15.285714285714286,19.28318663060222,113.19135866129388,0,0.0,0.0,0.0
4,0.0,0.0,,12,20,10.333333333333334,8,26.125,32.334032640480174,171.82364068277414,0,0.0,0.0,0.0
23,0.0,0.0,,13,21,12.076923076923077,5,36.2,18.097675958371216,102.43932347868108,1,8.0,4.253548345554735,18.731432277020037
7,0.0,0.0,,11,50,24.818181818181817,3,20.666666666666668,24.69138388454377,108.46399711601873,0,0.0,0.0,0.0
6,0.0,0.0,,13,30,16.846153846153847,6,18.666666666666668,13.931743738577117,77.70178916202603,1,10.5,2.1895456517579683,17.156604675508984
18,1.0,0.0,,12,26,13.916666666666666,6,29.0,25.670166539473993,229.3707826046033,0,0.0,0.0,0.0
25,0.0,0.0,,11,45,17.454545454545453,4,35.5,26.10318940234052,203.8829280581407,0,0.0,0.0,0.0
23,0.0,0.0,,12,23,10.75,6,34.833333333333336,20.589239812978864,129.47716919326686,0,0.0,0.0,0.0
24,1.0,0.0,,17,35,17.11764705882353,3,13.333333333333334,20.953662282239517,95.04972257666873,0,0.0,0.0,0.0
26,0.0,0.0,,16,36,17.5625,3,14.333333333333334,18.837498407837312,111.87042287760187,1,8.0,3.414572348788866,15.247644947870276
24,1.0,0.0,,13,54,19.615384615384617,4,20.0,24.857617193858108,134.3081806300632,2,8.5,4.038349226010971,22.64120291365429
14,0.0,0.0,,9,63,34.0,2,16.5,7.93944786810245,139.44625658878726,0,0.0,0.0,0.0
22,0.0,0.0,,12,58,27.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,0.0,0.0,,19,19,12.263157894736842,6,15.333333333333334,22.043689337011582,143.40903726845036,0,0.0,0.0,0.0
23,0.0,0.0,,11,25,15.090909090909092,7,25.571428571428573,20.71634561242123,131.23872361950063,0,0.0,0.0,0.0
6,0.0,0.0,,8,62,30.375,4,24.25,20.43325959849298,115.7507066729371,0,0.0,0.0,0.0
24,1.0,0.0,,14,45,19.571428571428573,5,12.2,28.248677378158526,121.84669862772175,0,0.0,0.0,0.0
19,1.0,0.0,,3,311,110.66666666666667,2,10.5,16.371219808765026,134.72430963808284,1,7.5,3.582308010474411,11.880847602868936
14,0.0,0.0,,12,65,17.166666666666668,3,43.0,20.622311998343275,136.6604656895561,1,7.5,9.25896316858049,10.231483032142938
1,1.0,0.0,,15,64,17.6,4,17.5,20.924567997809483,120.4949192346979,1,7.0,3.303674431065903,18.329181875526054
9,1.0,0.0,,11,99,24.636363636363637,5,13.0,16.59072106158027,74.50479047930071,1,7.0,3.4504532573349715,15.61922310278287
7,1.0,0.0,,15,54,19.733333333333334,5,9.0,18.6547196204763,96.40493558822355,1,10.5,4.626347538583513,16.13356629591064
12,1.0,0.0,,16,43,18.0,3,12.666666666666666,21.044377340584177,75.52219790534294,0,0.0,0.0,0.0
25,0.0,0.0,,13,38,13.076923076923077,4,41.25,24.9757901942584,250.90891028884414,0,0.0,0.0,0.0
17,1.0,0.0,,13,37,17.846153846153847,4,25.25,16.2546394603439,115.97877582630694,0,0.0,0.0,0.0
14,0.0,0.0,,14,35,19.285714285714285,5,12.4,12.634581608278403,47.835307494272755,0,0.0,0.0,0.0
22,0.0,0.0,,13,58,25.923076923076923,0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,0.0,0.0,,8,99,36.375,3,17.333333333333332,16.60116721778049,111.98422225534758,1,7.0,2.919447984136573,10.722008364503797
7,1.0,0.0,,4,96,44.0,1,172.0,24.230815198430367,77.98956487630083,0,0.0,0.0,0.0
8,1.0,0.0,,13,65,20.076923076923077,2,34.0,22.620130728594205,217.32584335186817,0,0.0,0.0,0.0
26,0.0,0.0,,16,24,13.375,5,22.2,23.52773306709016,106.92140866173406,0,0.0,0.0,0.0
21,1.0,0.0,,13,35,17.923076923076923,5,20.4,16.77649154183115,91.58669517460129,0,0.0,0.0,0.0
5,0.0,0.0,,11,129,30.545454545454547,1,8.0,30.079986572265625,95.26266329013889,0,0.0,0.0,0.0
5,0.0,0.0,,6,186,55.333333333333336,2,7.5,25.256448841055764,115.89830088782058,0,0.0,0.0,0.0
23,0.0,0.0,,4,152,63.25,3,33.0,25.100425190677683,174.4875564193504,0,0.0,0.0,0.0
14,0.0,0.0,,13,53,22.923076923076923,3,9.333333333333334,13.401382033821235,84.20169216017884,0,0.0,0.0,0.0
25,0.0,0.0,,14,38,14.0,4,36.5,21.195196200044442,232.53115369947727,0,0.0,0.0,0.0
5,0.0,0.0,,6,186,55.0,2,7.5,25.256448841055764,115.89830088782058,0,0.0,0.0,0.0
6,0.0,0.0,,15,39,15.666666666666666,4,23.75,13.606840846264074,160.97028808662827,0,0.0,0.0,0.0
23,0.0,0.0,,3,145,93.66666666666667,2,36.0,34.84979056861202,230.14280847551902,0,0.0,0.0,0.0
21,1.0,0.0,,14,44,14.428571428571429,4,32.75,18.773862770240036,186.52518133964998,0,0.0,0.0,0.0
24,0.0,0.0,,10,114,30.8,2,17.5,25.193026667510132,135.0648483790686,2,8.75,2.6809860816074274,15.402275221974351
18,1.0,0.0,,14,33,12.285714285714286,6,27.833333333333332,24.329987430894075,174.12827532673953,1,7.0,4.561164565443121,19.34884730174577
25,0.0,0.0,,12,45,18.083333333333332,6,19.333333333333332,22.507948115519167,118.86017712522387,0,0.0,0.0,0.0
14,0.0,0.0,,9,53,32.333333333333336,2,21.0,4.6070540650760385,94.07366974710136,0,0.0,0.0,0.0
1,1.0,0.0,,11,39,14.272727272727273,6,29.5,14.427111830106606,88.77598278955797,0,0.0,0.0,0.0
21,0.0,0.0,,12,52,22.75,4,14.0,3.198389185575276,25.200882515722196,0,0.0,0.0,0.0
22,0.0,0.0,,14,62,18.428571428571427,4,20.25,21.385986629105275,173.47398043133057,0,0.0,0.0,0.0
15,0.0,0.0,,11,27,15.181818181818182,5,33.2,26.918595331807467,207.28732726780413,0,0.0,0.0,0.0
26,0.0,0.0,,3,287,114.66666666666667,1,9.0,4.889888131007605,13.31172618063708,2,10.5,5.172441831090429,21.873789957372832
2,1.0,0.0,,8,67,40.5,2,8.5,25.315240800236708,122.30470685325938,0,0.0,0.0,0.0
17,1.0,0.0,,10,49,26.3,4,19.0,17.942709210257767,115.71130400498743,1,9.5,3.1955695237676833,17.996042159175992
2,0.0,0.0,,11,38,24.272727272727273,4,19.0,4.77472414055341,24.29914843573464,0,0.0,0.0,0.0
25,0.0,0.0,,13,36,15.153846153846153,6,21.666666666666668,7.7356534629617535,49.38976413314754,0,0.0,0.0,0.0
21,1.0,0.0,,12,44,16.666666666666668,4,33.0,12.215108417448835,144.05029059452278,0,0.0,0.0,0.0
25,0.0,0.0,,12,45,25.583333333333332,3,8.666666666666666,12.447022557125202,66.28692404390029,0,0.0,0.0,0.0
15,0.0,0.0,,14,33,17.428571428571427,5,17.8,24.600160242933523,189.00018571976227,0,0.0,0.0,0.0
15,1.0,0.0,,15,33,15.8,5,17.4,12.141526017656009,69.55978601367526,0,0.0,0.0,0.0
14,0.0,0.0,,9,94,36.55555555555556,1,10.0,37.51745284807178,150.72183256495168,0,0.0,0.0,0.0
17,1.0,0.0,,8,78,32.5,3,29.0,30.220070158396407,183.33902210495478,0,0.0,0.0,0.0
24,0.0,0.0,,9,63,29.555555555555557,5,15.0,24.05860353360755,111.10788992705298,1,7.5,11.91822685984244,25.05876190429203
24,1.0,0.0,,11,55,27.363636363636363,3,13.333333333333334,16.897861904846604,131.60804138035988,1,10.0,2.2373860223751287,12.743944131175994
3,1.0,0.0,,16,34,14.375,5,19.8,19.343336176362282,94.55626049690497,2,8.25,4.059369248550011,13.555718341022667
12,1.0,0.0,,16,43,17.875,2,11.5,14.121044795543831,66.57442817163837,0,0.0,0.0,0.0
14,0.0,0.0,,13,40,21.615384615384617,5,10.2,15.339583724158578,70.86862534151616,0,0.0,0.0,0.0
7,1.0,0.0,,15,66,18.8,5,9.0,11.567969792359397,61.952319404841845,1,13.5,2.139050046771615,19.176734553225415
15,0.0,0.0,,13,43,22.23076923076923,3,13.666666666666666,11.245320233668116,80.21436672770123,1,7.0,7.787800571031965,31.077545167268426
24,0.0,0.0,,10,63,28.1,6,10.166666666666666,22.578627932019703,121.82739296701874,1,7.5,11.91822685984244,25.05876190429203
25,0.0,0.0,,12,20,13.916666666666666,4,41.25,25.473314099843776,206.78119943779507,0,0.0,0.0,0.0
1,1.0,0.0,,14,73,20.857142857142858,4,10.5,12.77284739628393,81.68347634730716,0,0.0,0.0,0.0
18,1.0,0.0,,11,71,20.181818181818183,5,24.4,24.429292261877684,148.2172238334769,0,0.0,0.0,0.0
26,0.0,0.0,,15,33,12.866666666666667,5,25.4,25.606025172313004,146.16020728534886,0,0.0,0.0,0.0
7,1.0,0.0,,9,82,36.333333333333336,1,6.0,0.2080132049706055,1.0400660248529274,0,0.0,0.0,0.0
23,0.0,0.0,,12,65,17.416666666666668,6,21.333333333333332,25.15297744830595,149.31138447885658,1,10.0,2.5071485016493233,20.950700766918622
23,0.0,0.0,,2,148,139.5,1,75.0,33.84047189768523,263.98681298279473,1,9.5,2.0730078361601163,12.223109065474809
6,0.0,0.0,,12,44,22.666666666666668,4,17.0,13.932948449692361,95.91244797304054,1,10.5,2.1895456517579683,17.156604675508984
3,0.0,0.0,,16,37,16.3125,6,12.0,23.104894497342247,110.02548308426879,0,0.0,0.0,0.0
24,0.0,0.0,,17,26,11.823529411764707,7,16.857142857142858,19.28318663060222,113.19135866129388,0,0.0,0.0,0.0
22,0.0,0.0,,16,50,15.6875,3,24.333333333333332,22.92245399733675,206.98453017824832,0,0.0,0.0,0.0
15,0.0,0.0,,16,43,16.1875,6,11.5,17.230206184768235,92.26300905717933,1,7.0,7.787800571031965,31.077545167268426
25,0.0,0.0,,13,36,15.153846153846153,6,21.666666666666668,7.730957322541766,49.258898890581555,0,0.0,0.0,0.0
25,0.0,0.0,,10,45,24.4,3,30.0,13.210204495152764,120.83884776620302,0,0.0,0.0,0.0
13,1.0,0.0,,6,187,42.166666666666664,4,24.25,17.20937603343323,135.16874348231474,0,0.0,0.0,0.0
5,0.0,0.0,,14,70,17.928571428571427,4,19.75,23.996391793422916,161.8046404541168,0,0.0,0.0,0.0
9,1.0,0.0,,9,99,34.0,2,14.5,0.4946043786280265,6.677159111478011,0,0.0,0.0,0.0
1,1.0,0.0,,14,20,12.0,5,32.6,15.920377248558395,78.34243069077101,1,9.0,3.436155829999576,21.70939109495037
24,0.0,0.0,,10,63,27.0,5,13.8,21.3864080614403,129.14406453343707,1,7.5,11.91822685984244,25.05876190429203
22,0.0,0.0,,13,65,24.153846153846153,3,8.666666666666666,24.495974804909196,150.03441381023114,0,0.0,0.0,0.0
6,0.0,0.0,,16,28,14.75,5,17.4,13.757106893478886,91.25121275840715,1,9.0,3.725714886517573,22.508808225440895
3,0.0,0.0,,13,39,16.692307692307693,7,17.285714285714285,24.31393810937696,193.57549773658906,0,0.0,0.0,0.0
7,1.0,0.0,,7,104,37.714285714285715,2,30.5,0.749352533947911,4.494846220952297,0,0.0,0.0,0.0
25,0.0,0.0,,9,55,31.444444444444443,2,25.5,25.772157447187645,244.4269736767245,1,10.5,3.5469122071484187,11.982463594024846
4,0.0,0.0,,12,33,11.583333333333334,7,28.142857142857142,30.331578546182786,170.81156866666657,0,0.0,0.0,0.0
6,0.0,0.0,,11,77,28.181818181818183,2,12.5,2.7947300487991567,29.717997589499365,1,9.0,3.725714886517573,22.508808225440895
15,1.0,0.0,,15,36,17.133333333333333,7,11.428571428571429,14.95299912293695,71.58869565191782,0,0.0,0.0,0.0
4,0.0,0.0,,21,26,12.714285714285714,5,10.2,20.847337179791335,85.40345291566182,0,0.0,0.0,0.0
5,0.0,0.0,,17,36,16.41176470588235,4,13.0,26.897788913682145,148.52528262459015,1,8.5,4.698951902369565,22.008543353884704
24,0.0,0.0,,17,30,15.588235294117647,6,10.166666666666666,15.320924160701011,64.75345075548745,1,7.0,4.08260761624911,19.07706036396269
19,0.0,0.0,,12,28,12.166666666666666,6,31.666666666666668,24.42733937486417,189.7145192202073,0,0.0,0.0,0.0
24,1.0,0.0,,16,35,17.75,4,12.0,26.610846486262535,114.72333952366844,0,0.0,0.0,0.0
26,0.0,0.0,,14,33,14.714285714285714,5,24.0,24.366283428169446,133.23027196716433,0,0.0,0.0,0.0
26,0.0,0.0,,7,99,37.142857142857146,3,28.333333333333332,5.456665272117713,25.999692551715082,0,0.0,0.0,0.0
6,0.0,0.0,,14,44,18.642857142857142,5,14.0,8.164496894857567,43.371632057260214,1,10.5,2.1895456517579683,17.156604675508984
26,0.0,0.0,,11,36,14.818181818181818,5,35.8,22.841629047096635,120.38593267137495,1,9.0,3.0377942688802078,20.149784165000383
22,0.0,0.0,,15,37,14.733333333333333,4,27.75,8.048836696072438,53.24599751957741,2,7.5,3.7143526588068427,19.09272225021746
21,0.0,0.0,,4,97,69.25,1,72.0,8.036510184811672,186.69899963984267,1,8.0,4.708007586986607,14.494987972716933
7,0.0,0.0,,7,81,38.57142857142857,2,33.0,2.1483853080410595,21.540693593337995,1,9.0,6.148493208962679,21.30509141282043
24,1.0,0.0,,13,35,19.692307692307693,5,16.8,21.307597398844784,129.90783730005256,0,0.0,0.0,0.0
3,1.0,0.0,,15,40,19.933333333333334,3,10.0,19.085607642716578,65.86558303473602,2,8.25,3.82349718819831,12.671568573705882
23,0.0,0.0,,5,132,41.8,4,35.0,26.218361129793347,178.51730192233683,0,0.0,0.0,0.0
8,1.0,0.0,,11,51,18.90909090909091,5,26.0,24.867998126886484,165.0255496883667,0,0.0,0.0,0.0
9,1.0,0.0,,11,45,21.545454545454547,4,23.5,11.815018945455602,34.38134764098787,0,0.0,0.0,0.0
14,0.0,0.0,,8,39,34.75,1,58.0,31.808239865483554,104.92407347221432,0,0.0,0.0,0.0
14,0.0,0.0,,13,56,20.46153846153846,5,13.2,14.723753249098976,86.55134962582608,1,7.0,2.919447984136573,10.722008364503797
9,1.0,0.0,,9,99,33.111111111111114,4,10.75,1.5632868375082845,11.234487444904524,0,0.0,0.0,0.0
24,0.0,0.0,,10,63,27.7,5,13.0,25.44362415377062,142.09010329460867,1,7.5,11.91822685984244,25.05876190429203
23,0.0,0.0,,9,95,24.555555555555557,5,24.2,24.296608350534804,161.1364996461805,1,8.0,3.396131543119771,11.939331236308256
8,1.0,0.0,,19,28,11.631578947368421,5,20.2,21.483629523103666,134.95877563815287,0,0.0,0.0,0.0
10,1.0,0.0,,15,32,15.2,7,15.428571428571429,18.48351009577498,90.77402086212308,0,0.0,0.0,0.0
11,0.0,0.0,,13,34,17.23076923076923,6,18.5,29.052761582625024,160.92018976024306,0,0.0,0.0,0.0
19,0.0,0.0,,13,39,15.76923076923077,3,43.666666666666664,25.347485985307326,227.64771447156338,1,9.0,4.645869617458768,24.311980363067214
4,0.0,0.0,,20,26,12.5,5,13.6,27.28809216271609,108.76714713633825,0,0.0,0.0,0.0
2,0.0,0.0,,12,38,22.0,4,18.5,6.9836550175764565,78.43027977842564,0,0.0,0.0,0.0
9,0.0,0.0,,11,97,27.727272727272727,2,14.0,5.666814315650116,49.274979242940994,0,0.0,0.0,0.0
2,0.0,0.0,,10,36,15.7,6,31.5,15.77555027963561,114.72903406108001,0,0.0,0.0,0.0
12,0.0,0.0,,17,25,12.470588235294118,5,22.0,31.723402281370046,163.43233071440878,0,0.0,0.0,0.0
22,0.0,0.0,,17,38,15.647058823529411,6,11.166666666666666,11.40647415589409,54.09418515117426,2,8.0,3.7143526588068427,19.67916952680666
8,1.0,0.0,,9,69,30.555555555555557,3,22.0,15.77463070634375,105.8302552139022,0,0.0,0.0,0.0
23,0.0,0.0,,10,32,13.7,6,34.5,25.42554755549565,210.6589706487738,1,10.0,2.5071485016493233,20.950700766918622
15,0.0,0.0,,14,33,17.714285714285715,3,24.0,20.730757904053196,201.72299933924356,0,0.0,0.0,0.0
24,0.0,0.0,,7,101,40.714285714285715,2,28.0,7.31226753265944,69.10902164366856,0,0.0,0.0,0.0
22,0.0,0.0,,18,60,16.444444444444443,4,8.5,11.630537031019376,57.650560884581836,1,8.0,6.307549479088679,14.556600044648615
12,0.0,0.0,,14,32,15.642857142857142,5,21.8,24.616224015509392,157.00803036121619,0,0.0,0.0,0.0
12,0.0,0.0,,17,39,18.529411764705884,1,7.0,6.26928890694257,22.402928835521106,0,0.0,0.0,0.0
18,1.0,0.0,,15,31,15.533333333333333,5,19.8,15.703106886202457,74.89334174799647,0,0.0,0.0,0.0
18,1.0,0.0,,14,31,14.785714285714286,4,30.0,25.313622187721588,159.82290106271037,0,0.0,0.0,0.0
3,1.0,0.0,,19,34,13.157894736842104,3,23.666666666666668,26.83214545533887,137.18912955932777,3,8.666666666666666,3.4450090453165387,15.048739743920521
23,0.0,0.0,,9,112,22.666666666666668,4,35.0,24.87011761847968,151.00521865375447,0,0.0,0.0,0.0
16,0.0,0.0,,14,24,12.857142857142858,4,38.25,19.63835205867948,154.48388874290683,0,0.0,0.0,0.0
18,1.0,0.0,,15,23,12.133333333333333,4,34.25,35.72811047228239,240.89145185734475,0,0.0,0.0,0.0
14,0.0,0.0,,9,57,33.44444444444444,2,16.0,4.6070540650760385,93.17751673568738,1,10.5,7.269451842064805,11.405481248120822
26,0.0,0.0,,14,24,14.785714285714286,5,25.6,27.24190671059938,120.77876358227611,0,0.0,0.0,0.0
19,0.0,0.0,,11,28,12.636363636363637,6,33.0,24.540908747461682,191.68583887115958,0,0.0,0.0,0.0
6,0.0,0.0,,9,62,27.22222222222222,4,24.25,20.43325959849298,115.7507066729371,0,0.0,0.0,0.0
7,0.0,0.0,,8,79,39.375,1,17.0,3.6035600615555397,24.138302676675988,1,9.5,3.8679821235775993,8.707762304726042
25,0.0,0.0,,12,22,12.166666666666666,5,36.2,12.790202148103205,143.68497577493622,0,0.0,0.0,0.0
24,0.0,0.0,,12,52,24.416666666666668,3,14.666666666666666,21.410074675023537,137.9641521460466,2,7.25,7.497226191338898,21.67886749801744
23,0.0,0.0,,9,89,20.11111111111111,4,40.75,24.87011761847968,152.9503927243975,0,0.0,0.0,0.0
26,0.0,0.0,,13,24,15.384615384615385,5,27.2,27.24190671059938,131.79805251762562,0,0.0,0.0,0.0
9,0.0,0.0,,7,133,42.42857142857143,2,18.0,14.324109479684317,47.49610251103014,0,0.0,0.0,0.0
19,0.0,0.0,,9,48,19.77777777777778,6,28.166666666666668,18.76798081659333,144.39254402111982,2,8.25,3.411943296639702,20.824978803018855
17,1.0,0.0,,16,53,15.9375,5,15.4,17.393790908379835,71.04676637101655,0,0.0,0.0,0.0
23,0.0,0.0,,8,42,21.5,5,35.0,18.955298314973515,103.47833149186208,1,9.0,5.260120818725636,31.550166634787338
12,1.0,0.0,,11,55,29.09090909090909,1,18.0,0.7127398493095517,12.116577438261952,0,0.0,0.0,0.0
2,1.0,0.0,,5,67,50.0,2,45.0,25.315240800236708,123.2580863330551,0,0.0,0.0,0.0
6,0.0,0.0,,14,41,17.428571428571427,3,31.666666666666668,10.863676934798749,149.9844395722324,0,0.0,0.0,0.0
18,1.0,0.0,,13,33,13.076923076923077,6,28.5,24.329987430894075,174.12827532673953,1,7.0,4.561164565443121,19.34884730174577
18,1.0,0.0,,13,31,14.76923076923077,4,33.0,31.856741038776068,181.1947282569688,0,0.0,0.0,0.0
23,0.0,0.0,,2,144,127.0,1,100.0,33.84047189768523,263.98681298279473,1,9.0,2.0730078361601163,11.712883848497153
19,0.0,0.0,,13,32,16.076923076923077,5,25.8,26.572733526125766,166.24647575087488,0,0.0,0.0,0.0
23,0.0,0.0,,12,65,18.083333333333332,5,24.0,21.628684841721096,108.44694150690498,1,10.0,2.5071485016493233,20.950700766918622
