participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
23,1.0,1.0,0.0,6,42,26.5,3,23.0,17.704695572318524,127.14512355086542,0,0.0,0.0,0.0
24,0.0,1.0,0.5,8,57,24.375,1,26.0,23.595689472359997,81.01208558315211,0,0.0,0.0,0.0
18,1.0,1.0,1.0,5,74,37.6,1,37.0,18.10544305892673,46.907599251931,0,0.0,0.0,0.0
16,0.0,1.0,0.5,11,42,19.272727272727273,0,0.0,0.0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,11,22,10.909090909090908,6,16.0,20.55321236213847,136.97513570904582,0,0.0,0.0,0.0
21,0.0,1.0,0.5,5,35,22.8,3,37.0,23.016943595953943,130.4394880217748,1,11.5,6.22401577632031,33.76495363562439
7,1.0,1.0,0.5,7,88,28.285714285714285,3,8.333333333333334,14.388048996444354,49.755408209158226,0,0.0,0.0,0.0
18,1.0,1.0,1.0,4,92,53.0,1,10.0,33.556623758502475,169.93076850194234,1,11.0,7.041788776086082,6.970892642824137
4,0.0,1.0,0.5,6,34,13.5,3,49.666666666666664,24.49393505734878,231.88630042075894,0,0.0,0.0,0.0
9,1.0,1.0,1.0,7,44,21.142857142857142,5,14.4,13.144294956008196,66.60974052779986,0,0.0,0.0,0.0
6,1.0,1.0,0.0,7,29,16.285714285714285,4,27.5,9.593767224499116,71.30825935253587,0,0.0,0.0,0.0
6,1.0,1.0,1.0,10,80,20.1,3,7.333333333333333,23.71727075622995,107.39324446868977,3,7.666666666666667,3.3621515272245155,16.074124835771784
17,1.0,1.0,0.5,4,89,34.25,2,44.5,31.620161176166334,226.59075590034064,0,0.0,0.0,0.0
3,1.0,1.0,0.5,12,35,15.0,2,21.0,14.464367934667873,130.3565988859654,0,0.0,0.0,0.0
26,1.0,1.0,0.5,8,56,28.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,4,104,54.0,1,16.0,0.8470893857618317,12.706340786427319,1,12.5,2.4834900222936236,14.837316396593195
25,1.0,1.0,1.0,5,55,39.8,1,25.0,20.59449686297838,55.49192723172648,0,0.0,0.0,0.0
24,0.0,1.0,0.5,12,25,12.166666666666666,2,32.0,18.14421215137477,133.2273912960206,0,0.0,0.0,0.0
22,1.0,1.0,1.0,8,36,18.25,3,25.333333333333332,17.768755179428208,151.51945053923487,1,9.0,3.032939900559656,20.071401805934833
4,0.0,1.0,0.5,9,20,12.333333333333334,3,37.666666666666664,27.48596617778991,217.9182727670035,1,9.5,4.02396743601542,17.95204422289609
18,1.0,1.0,1.0,5,32,21.0,4,30.75,30.812675697014893,210.86798038640416,0,0.0,0.0,0.0
9,1.0,1.0,1.0,10,39,16.2,2,23.5,23.375281109675598,141.8210625440442,1,8.0,3.1326675118312197,17.653291420233977
24,0.0,1.0,0.5,9,36,20.11111111111111,1,31.0,47.78074520931979,218.6964030750237,1,9.0,3.3103021120926854,23.670770472304113
24,1.0,1.0,1.0,6,52,35.666666666666664,1,7.0,3.1694911448499163,15.64336749735872,0,0.0,0.0,0.0
25,1.0,1.0,1.0,8,41,19.25,3,21.333333333333332,9.179937080795215,105.77787315279271,0,0.0,0.0,0.0
17,0.0,1.0,0.5,11,51,17.545454545454547,2,12.5,4.256617047160023,17.418320522064224,3,9.0,3.4997014594019844,25.150208196723952
22,1.0,1.0,1.0,11,26,12.0,6,14.333333333333334,14.454796166409736,86.92018879548745,0,0.0,0.0,0.0
18,0.0,1.0,0.0,7,22,13.571428571428571,3,43.666666666666664,38.42266607243821,342.90424261703225,0,0.0,0.0,0.0
24,1.0,1.0,0.5,7,25,12.571428571428571,6,23.5,24.61723317581634,118.19785960520498,0,0.0,0.0,0.0
6,0.0,1.0,0.0,4,86,49.5,1,31.0,16.293998193612165,42.564949339251214,1,7.0,4.624833563566095,20.32864381826947
9,1.0,1.0,1.0,7,27,15.142857142857142,3,40.666666666666664,26.11887353041219,186.99674172534537,0,0.0,0.0,0.0
6,0.0,1.0,0.5,5,90,42.6,1,9.0,16.49390717992676,87.37017725639372,1,8.0,4.772686047598079,16.31266709195345
9,1.0,1.0,1.0,8,43,19.625,1,45.0,11.328583517847948,116.36627284790235,0,0.0,0.0,0.0
9,1.0,1.0,0.5,4,93,40.75,2,34.5,1.6876321646535017,18.14924087807686,0,0.0,0.0,0.0
2,1.0,1.0,0.5,12,38,15.0,4,11.0,24.057508502428437,151.80015811730036,1,7.0,3.5122812729598696,17.321118183890064
21,1.0,1.0,1.0,7,83,28.571428571428573,1,19.0,28.00231439410023,111.58608721241171,0,0.0,0.0,0.0
7,1.0,1.0,1.0,8,36,23.75,2,16.0,26.216260092310577,105.55836654602646,0,0.0,0.0,0.0
23,1.0,1.0,0.5,8,67,25.75,2,6.5,18.632755295135315,82.02697090098724,0,0.0,0.0,0.0
23,0.0,1.0,0.0,7,32,21.142857142857142,2,34.0,4.289682856310492,23.723783018937162,0,0.0,0.0,0.0
16,1.0,1.0,1.0,13,29,14.923076923076923,2,9.0,10.50509887415096,44.26025387179175,2,8.5,2.55961016045534,16.44879876938374
24,1.0,1.0,0.5,4,64,48.0,1,31.0,25.299527394456167,77.96531475398287,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,183,183.0,1,52.0,13.417123910419894,28.92929521481933,2,8.5,0.6054511984513604,3.5365175935861726
17,0.0,1.0,0.5,8,52,23.5,1,36.0,32.833271910293924,171.70224870779603,0,0.0,0.0,0.0
23,1.0,1.0,1.0,9,31,14.0,5,18.6,17.255895245768958,89.51766277508426,0,0.0,0.0,0.0
14,0.0,1.0,0.5,7,43,25.0,3,15.333333333333334,13.280118323109493,91.59592873269658,0,0.0,0.0,0.0
24,0.0,1.0,0.5,14,22,12.928571428571429,2,19.0,27.97541425888612,148.39476262434783,0,0.0,0.0,0.0
24,0.0,1.0,0.5,5,56,39.0,1,25.0,27.220236086299515,220.39315341651394,0,0.0,0.0,0.0
13,1.0,1.0,1.0,6,20,14.166666666666666,3,48.333333333333336,21.879807007538158,162.6131934317028,0,0.0,0.0,0.0
4,1.0,1.0,1.0,8,38,18.5,3,20.0,8.641100915481514,88.41953010691869,0,0.0,0.0,0.0
13,1.0,1.0,1.0,8,31,17.375,3,27.0,27.551132133083332,177.0755569873733,0,0.0,0.0,0.0
3,0.0,1.0,0.5,8,32,19.5,3,23.0,13.769750473795545,58.24131283834752,0,0.0,0.0,0.0
15,0.0,1.0,0.5,9,39,20.444444444444443,3,11.0,5.944193436399093,31.892470413555298,0,0.0,0.0,0.0
6,1.0,1.0,1.0,9,44,22.555555555555557,2,8.5,4.452993730926042,20.27546959639169,1,9.0,2.9580332688094813,20.802419809174673
16,1.0,1.0,1.0,7,41,25.857142857142858,1,40.0,31.69453546158291,98.74042459146452,0,0.0,0.0,0.0
11,1.0,1.0,1.0,8,35,15.75,3,32.0,16.184046996664502,132.18319324840778,0,0.0,0.0,0.0
24,1.0,1.0,1.0,10,45,17.6,2,22.0,32.08871119516865,183.59545301902716,1,8.5,3.3717794892278574,18.895799353382774
25,1.0,1.0,1.0,8,32,17.125,2,43.0,17.318896919958547,65.59103528519117,0,0.0,0.0,0.0
7,1.0,1.0,1.0,4,87,51.5,2,11.5,14.50509242182144,46.71358460922572,1,7.5,6.256618686509985,8.496878914474674
11,1.0,1.0,1.0,5,41,14.0,3,52.666666666666664,35.193156324997666,270.8939818411293,1,9.5,2.8444772001158425,15.786415033648126
8,1.0,1.0,1.0,11,27,14.0,4,16.0,20.12320553552211,109.07568503665705,1,8.0,3.536575307416771,21.29096093977362
21,1.0,1.0,0.0,9,56,18.0,3,21.666666666666668,25.87680437097878,253.92357648803537,0,0.0,0.0,0.0
26,1.0,1.0,1.0,9,15,9.555555555555555,6,22.666666666666668,21.277694632952436,115.57038641285698,0,0.0,0.0,0.0
4,0.0,1.0,0.5,12,15,9.583333333333334,5,21.0,25.2479307534257,146.70934396615615,1,8.0,3.9708907946648218,27.442725823731628
19,1.0,1.0,1.0,6,82,28.0,1,56.0,24.68680931740508,125.09031584121423,1,10.0,2.9554718365547017,17.105811699877183
24,1.0,1.0,0.5,11,37,12.454545454545455,5,17.0,30.278484425760816,168.04720485647312,0,0.0,0.0,0.0
4,0.0,1.0,0.5,6,30,16.0,1,121.0,33.728937458456805,354.3731295436876,0,0.0,0.0,0.0
3,0.0,1.0,0.5,11,40,16.09090909090909,4,11.0,15.929473363578758,79.87353651862577,0,0.0,0.0,0.0
23,1.0,1.0,1.0,6,35,20.833333333333332,3,34.0,29.1261546266778,213.6358434690396,0,0.0,0.0,0.0
23,1.0,1.0,1.0,5,58,26.2,2,48.5,23.4006629397202,93.13891829015517,0,0.0,0.0,0.0
5,1.0,1.0,0.5,4,87,54.0,1,12.0,13.895580401108008,39.60279623098671,0,0.0,0.0,0.0
24,0.0,1.0,0.5,6,55,30.666666666666668,3,14.333333333333334,25.226321769417126,96.06105423089468,0,0.0,0.0,0.0
5,1.0,1.0,1.0,6,95,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,3,129,65.66666666666667,2,16.5,15.506394275029404,52.51897850034996,1,8.5,6.805403100720681,10.44268709127314
17,1.0,1.0,1.0,10,31,16.7,3,16.333333333333332,19.828330784010422,83.9814737598834,1,8.0,4.044955737303578,23.763839503399083
15,1.0,1.0,0.5,9,35,17.555555555555557,4,14.75,14.971142855771722,69.55199514998233,0,0.0,0.0,0.0
5,1.0,1.0,0.5,7,56,22.714285714285715,2,29.0,24.47619924650924,187.92841045440218,0,0.0,0.0,0.0
4,1.0,1.0,0.5,11,36,15.181818181818182,4,13.75,28.477257683726307,113.5213794981984,0,0.0,0.0,0.0
25,1.0,1.0,1.0,9,29,12.88888888888889,6,16.833333333333332,26.74638168180103,155.5225510826743,1,8.5,5.961691976342968,35.72187808372929
3,0.0,1.0,0.5,7,29,14.714285714285714,3,39.666666666666664,20.64372059706052,145.29386427626693,0,0.0,0.0,0.0
1,1.0,1.0,1.0,3,43,23.666666666666668,2,81.0,26.38060057167074,195.08504558995998,0,0.0,0.0,0.0
3,0.0,1.0,0.5,9,45,22.0,3,9.666666666666666,26.220270910368594,99.5447149642402,0,0.0,0.0,0.0
8,1.0,1.0,1.0,12,42,14.666666666666666,3,10.666666666666666,4.644008240221187,39.02763770997373,0,0.0,0.0,0.0
5,1.0,1.0,0.5,6,58,35.666666666666664,1,12.0,32.77577700046773,113.58386334391565,0,0.0,0.0,0.0
7,0.0,1.0,0.5,10,35,20.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,0.0,1.0,0.5,11,21,10.909090909090908,5,19.4,17.475198945513355,90.1713877674417,1,7.0,3.704785095056962,17.55995320046808
6,0.0,1.0,0.0,4,120,49.25,2,17.5,0.8975610166958752,11.006800022053092,1,10.0,3.303576837433491,10.749616453514403
24,0.0,1.0,0.5,6,10,8.5,5,34.8,38.805473973211875,281.2958246940399,0,0.0,0.0,0.0
9,0.0,1.0,0.0,7,83,27.714285714285715,3,11.666666666666666,1.9318732120317386,16.671638278156376,0,0.0,0.0,0.0
13,0.0,1.0,0.5,4,107,50.0,2,12.0,21.449142621801347,158.94032816607609,0,0.0,0.0,0.0
14,1.0,1.0,1.0,4,152,54.25,1,12.0,31.9307159994992,206.47117215474483,1,9.0,3.0775082742496638,20.118613255217902
1,1.0,1.0,1.0,6,35,18.166666666666668,4,30.25,15.867506337143947,84.78655795484893,0,0.0,0.0,0.0
8,1.0,1.0,0.5,14,31,12.285714285714286,3,12.0,4.525045504446933,26.256723300975832,0,0.0,0.0,0.0
24,0.0,1.0,0.5,7,50,29.428571428571427,2,10.0,21.744638831128523,140.93465062763687,0,0.0,0.0,0.0
13,0.0,1.0,0.0,6,38,24.0,4,20.75,0.4499209633558942,4.81542985778406,0,0.0,0.0,0.0
4,0.0,1.0,0.5,9,63,21.444444444444443,2,8.0,13.490017398328941,67.15026574802769,0,0.0,0.0,0.0
22,1.0,1.0,0.5,7,45,21.142857142857142,3,26.0,14.64529374140138,100.39216135062752,0,0.0,0.0,0.0
18,1.0,1.0,1.0,5,78,36.6,2,19.5,32.125095346350555,111.65853102605544,1,12.5,8.291938736149785,12.09117015068908
8,1.0,1.0,0.0,7,18,12.0,5,29.2,29.824969021007625,188.34316137115502,0,0.0,0.0,0.0
24,0.0,1.0,0.5,6,18,10.666666666666666,3,53.0,21.596394114947632,229.85199778808234,0,0.0,0.0,0.0
1,1.0,1.0,1.0,4,94,41.75,2,28.5,28.255615633327594,175.73018701199695,0,0.0,0.0,0.0
19,1.0,1.0,1.0,3,103,61.666666666666664,3,16.0,5.913125654128756,14.557181840612719,0,0.0,0.0,0.0
21,1.0,1.0,0.5,6,27,14.0,3,47.333333333333336,26.34586812951494,142.32497372823696,0,0.0,0.0,0.0
12,0.0,1.0,0.5,14,21,11.571428571428571,4,14.75,20.225807212120404,96.76515890511368,0,0.0,0.0,0.0
22,0.0,1.0,0.5,9,55,22.0,2,14.5,9.333689238448896,51.23153700656512,0,0.0,0.0,0.0
19,1.0,1.0,1.0,4,89,50.0,1,24.0,1.2480608455714295,11.46173600507624,1,9.0,4.540387258661095,11.613705442998967
15,0.0,1.0,0.5,6,34,18.666666666666668,3,36.0,21.007690626573442,142.81748099822227,0,0.0,0.0,0.0
9,0.0,1.0,0.0,11,37,16.727272727272727,3,12.666666666666666,24.776062087825917,141.3852593485768,0,0.0,0.0,0.0
7,0.0,1.0,0.5,3,155,69.0,2,12.5,16.84157431135018,66.66084165269588,0,0.0,0.0,0.0
23,1.0,1.0,1.0,7,19,11.571428571428571,2,68.0,38.13420270473214,368.99224909779724,0,0.0,0.0,0.0
16,1.0,1.0,0.0,9,26,12.777777777777779,3,35.666666666666664,17.76592939150327,135.20447599387052,0,0.0,0.0,0.0
17,1.0,1.0,1.0,8,34,15.25,3,34.333333333333336,39.66760934366062,292.47587849307786,1,11.0,2.714410910260969,19.31677631662614
4,1.0,1.0,0.5,9,40,15.555555555555555,5,16.8,14.882960593002249,72.28782639223847,0,0.0,0.0,0.0
4,0.0,1.0,0.5,11,37,11.272727272727273,2,49.0,26.576867104208677,159.95198782938672,0,0.0,0.0,0.0
12,1.0,1.0,1.0,4,63,39.75,1,69.0,8.258244688567231,31.79187538114969,0,0.0,0.0,0.0
8,1.0,1.0,1.0,11,45,16.545454545454547,6,6.5,22.741314813682582,113.1447320798386,0,0.0,0.0,0.0
3,0.0,1.0,0.5,12,30,14.916666666666666,4,9.25,12.180200779073893,61.67263579361416,1,9.0,3.3696729139570936,22.092627026754755
6,0.0,1.0,0.0,5,68,35.8,2,24.5,19.003095387052333,127.35047969770751,0,0.0,0.0,0.0
14,1.0,1.0,1.0,10,34,13.6,3,28.0,18.791082275096773,158.8546510990865,0,0.0,0.0,0.0
14,1.0,1.0,0.5,7,52,19.714285714285715,5,17.4,21.89545801238986,169.20909042454167,0,0.0,0.0,0.0
24,1.0,1.0,0.5,13,19,12.23076923076923,5,11.0,15.698916268537769,85.15531133844021,0,0.0,0.0,0.0
3,1.0,1.0,1.0,9,39,12.555555555555555,4,27.25,27.0836307500505,166.7303438075146,0,0.0,0.0,0.0
13,1.0,1.0,1.0,7,31,15.714285714285714,4,29.0,22.067742038828037,157.5129758448569,0,0.0,0.0,0.0
18,1.0,1.0,1.0,9,13,9.666666666666666,4,31.5,30.45388111933489,188.29575721793108,0,0.0,0.0,0.0
21,0.0,1.0,0.5,11,43,18.0,2,11.0,13.93578919882868,59.73967943787294,0,0.0,0.0,0.0
1,1.0,1.0,1.0,4,58,26.25,3,40.0,13.489240123974298,85.99048480924228,2,9.25,5.051117099555844,19.992060666966037
4,1.0,1.0,1.0,12,25,12.833333333333334,6,11.0,16.138708051434765,59.49108677876893,0,0.0,0.0,0.0
6,0.0,1.0,0.5,4,92,57.5,0,0.0,0.0,0.0,1,7.5,3.0996620934037287,6.56485524647851
1,1.0,1.0,1.0,4,42,22.25,3,46.333333333333336,28.240110702926632,161.00932901234367,1,6.5,6.919581092293525,27.202545875895183
13,1.0,1.0,1.0,8,30,20.0,2,33.0,12.447826959848344,98.9858556770808,0,0.0,0.0,0.0
16,1.0,1.0,1.0,7,22,10.285714285714286,4,37.75,8.962494046522046,84.06694928766733,0,0.0,0.0,0.0
14,1.0,1.0,1.0,6,98,30.166666666666668,3,15.0,12.44952340841521,53.689486314416946,1,7.0,3.9903551004708575,16.389722061936858
14,0.0,1.0,0.5,12,46,14.916666666666666,2,18.5,23.470082776834186,169.53296971977653,1,8.5,3.5030917023648946,18.123033188567632
21,1.0,1.0,1.0,7,37,27.285714285714285,2,16.0,30.48801938267807,168.07815881752836,0,0.0,0.0,0.0
18,1.0,1.0,0.0,7,44,22.857142857142858,2,31.0,18.284559829411656,119.31842442603094,0,0.0,0.0,0.0
2,0.0,1.0,0.5,7,45,16.142857142857142,3,37.666666666666664,10.875726928395736,152.60167761403233,0,0.0,0.0,0.0
3,0.0,1.0,0.5,10,24,12.2,4,25.0,24.231972014595677,181.35334132816428,0,0.0,0.0,0.0
7,1.0,1.0,1.0,4,93,45.25,2,23.5,6.7649927545527575,42.75801571293472,0,0.0,0.0,0.0
12,0.0,1.0,0.5,12,32,16.916666666666668,2,8.5,18.76044608975092,71.56683509673535,0,0.0,0.0,0.0
5,1.0,1.0,0.0,7,49,19.857142857142858,4,21.5,32.3511745716582,160.46202407652018,0,0.0,0.0,0.0
3,1.0,1.0,0.5,8,45,16.0,3,31.333333333333332,24.74085637575472,158.1236915541692,0,0.0,0.0,0.0
24,1.0,1.0,1.0,13,32,12.846153846153847,5,10.2,18.056151107128798,84.47847705945283,0,0.0,0.0,0.0
14,1.0,1.0,1.0,5,56,39.2,1,26.0,21.940714026136057,71.25390737641374,0,0.0,0.0,0.0
1,1.0,1.0,1.0,11,34,15.454545454545455,2,24.5,10.382420454836106,53.574748961564325,0,0.0,0.0,0.0
24,1.0,1.0,0.5,10,37,17.1,2,23.5,12.71656539823552,45.53380806949867,0,0.0,0.0,0.0
4,1.0,1.0,1.0,12,17,10.25,4,21.5,25.61812749841489,150.70539417611457,0,0.0,0.0,0.0
13,1.0,1.0,1.0,6,29,20.666666666666668,3,33.666666666666664,30.824567443460992,245.13202673358288,0,0.0,0.0,0.0
21,1.0,1.0,0.0,4,59,40.25,3,23.666666666666668,13.868191853374915,168.35083199141488,1,7.5,6.041358353840238,21.737318394673586
2,1.0,1.0,0.0,10,29,11.1,5,22.4,17.959510359601524,133.82367985374128,0,0.0,0.0,0.0
23,1.0,1.0,0.5,9,67,22.88888888888889,1,7.0,20.580849980074987,46.02830519959333,0,0.0,0.0,0.0
26,1.0,1.0,1.0,8,30,15.625,2,46.5,32.166269654971536,233.37237109613935,0,0.0,0.0,0.0
26,1.0,1.0,1.0,10,39,18.1,4,10.0,10.517481220496233,59.12913004850752,0,0.0,0.0,0.0
21,0.0,1.0,1.0,6,28,19.0,3,37.666666666666664,18.298174862090644,123.49157653330009,0,0.0,0.0,0.0
23,0.0,1.0,0.5,6,55,25.666666666666668,2,37.0,18.090246243843847,244.50756820053837,1,9.0,11.308362706938665,10.38783521881989
6,0.0,1.0,0.5,9,47,21.666666666666668,3,9.0,20.197984888172854,88.44023945548497,1,12.0,2.9225502492287334,27.920658166268154
