participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,4,44,26.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,5,15,10.2,2,28.5,20.912920418063454,192.3216360961455,0,0.0,0.0,0.0
19,1.0,0.0,,0,0,0.0,1,116.0,5.235187759658249,18.72003173828125,0,0.0,0.0,0.0
7,1.0,0.0,,3,52,30.0,1,23.0,13.392423101374977,58.5530561600985,0,0.0,0.0,0.0
3,1.0,0.0,,3,41,33.333333333333336,1,11.0,14.367793991285591,143.67793991285583,0,0.0,0.0,0.0
13,1.0,0.0,,4,27,17.25,1,40.0,10.59972418046331,151.94880927963882,0,0.0,0.0,0.0
18,1.0,0.0,,3,44,23.0,2,22.0,31.635895975270792,205.5482220294825,0,0.0,0.0,0.0
9,1.0,0.0,,3,45,32.666666666666664,1,12.0,2.1424472272455355,17.977739599160962,0,0.0,0.0,0.0
19,0.0,0.0,,3,15,11.666666666666666,3,26.0,23.48507442578695,202.13952465653483,0,0.0,0.0,0.0
1,1.0,0.0,,6,22,13.333333333333334,3,10.333333333333334,11.72903477356929,56.137360389934905,0,0.0,0.0,0.0
24,1.0,0.0,,2,54,40.0,1,27.0,9.72029980614544,137.04314217781956,0,0.0,0.0,0.0
14,0.0,0.0,,2,58,37.0,1,40.0,2.2744782533258543,21.39517080076298,0,0.0,0.0,0.0
22,0.0,0.0,,1,75,75.0,1,40.0,15.54266052801526,48.08886285013409,0,0.0,0.0,0.0
26,0.0,0.0,,6,27,16.666666666666668,1,6.0,6.907065294128667,31.091628193944377,0,0.0,0.0,0.0
16,1.0,0.0,,0,0,0.0,1,116.0,1.3509355207774427,16.41851648585109,0,0.0,0.0,0.0
22,0.0,0.0,,4,35,25.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,1.0,0.0,,2,15,11.0,3,30.666666666666668,9.412073379277885,36.969764970135664,0,0.0,0.0,0.0
12,1.0,0.0,,4,46,24.5,1,13.0,1.164233027853637,13.97079633424363,0,0.0,0.0,0.0
5,0.0,0.0,,3,48,31.0,1,18.0,1.79998779296875,5.716654460359479,0,0.0,0.0,0.0
9,0.0,0.0,,1,79,79.0,1,36.0,3.061846961034223,6.842372628580253,2,8.0,6.380221053612741,23.34924852088754
21,1.0,0.0,,3,29,16.333333333333332,3,21.333333333333332,29.282666429540853,211.12898232691649,0,0.0,0.0,0.0
5,0.0,0.0,,3,55,36.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,0.0,0.0,,1,32,32.0,2,41.5,21.154207871466603,78.47853736744813,0,0.0,0.0,0.0
24,0.0,0.0,,6,24,13.833333333333334,3,7.333333333333333,12.711079541029688,42.1474539246365,1,7.0,4.08260761624911,19.07706036396269
12,1.0,0.0,,3,53,30.0,1,18.0,16.42989295592591,38.62422593763349,0,0.0,0.0,0.0
3,1.0,0.0,,3,26,15.0,2,32.5,20.54000402556547,97.92726401818501,0,0.0,0.0,0.0
15,0.0,0.0,,4,30,18.0,2,18.5,19.11794459872084,106.20212739884028,0,0.0,0.0,0.0
12,1.0,0.0,,2,55,47.5,1,16.0,7.22641196358318,19.664784416784986,0,0.0,0.0,0.0
26,0.0,0.0,,3,36,33.0,1,10.0,28.421370222704343,104.95604186404697,0,0.0,0.0,0.0
18,1.0,0.0,,5,26,16.6,2,11.5,22.41889578966569,127.84076234730391,0,0.0,0.0,0.0
15,0.0,0.0,,3,27,16.333333333333332,3,21.333333333333332,28.944648508081325,184.10559804862456,0,0.0,0.0,0.0
25,0.0,0.0,,5,28,15.4,2,17.0,4.418857967596879,71.37653454798617,0,0.0,0.0,0.0
14,0.0,0.0,,2,55,47.0,1,20.0,15.83201366916422,34.585337424743514,0,0.0,0.0,0.0
7,1.0,0.0,,3,23,14.666666666666666,1,63.0,7.671531901815105,28.63011905060212,0,0.0,0.0,0.0
9,0.0,0.0,,4,39,20.5,3,10.0,29.778019467438824,216.81088788291967,1,8.0,9.3480628559338,7.353086552526916
18,1.0,0.0,,2,44,35.5,1,39.0,36.920100443184744,164.22300546157842,0,0.0,0.0,0.0
21,1.0,0.0,,3,29,18.0,3,19.666666666666668,18.090405879057826,127.76161603978943,0,0.0,0.0,0.0
5,0.0,0.0,,5,20,14.0,3,10.666666666666666,17.998769106998022,59.57037407587959,0,0.0,0.0,0.0
17,1.0,0.0,,3,32,22.333333333333332,2,21.5,17.793259040226047,44.7118107765723,0,0.0,0.0,0.0
14,0.0,0.0,,4,25,16.5,3,14.333333333333334,3.253041753754705,43.37389005006238,0,0.0,0.0,0.0
19,1.0,0.0,,1,19,19.0,1,95.0,33.89452787839487,465.94026966187243,0,0.0,0.0,0.0
9,0.0,0.0,,3,49,23.666666666666668,1,36.0,4.003526414788191,25.85025062270067,0,0.0,0.0,0.0
6,0.0,0.0,,2,48,43.0,2,12.0,1.1865906178987338,3.645472068005307,0,0.0,0.0,0.0
13,1.0,0.0,,1,87,87.0,1,28.0,5.073430506998872,22.065876901985998,0,0.0,0.0,0.0
12,1.0,0.0,,7,16,12.571428571428571,1,11.0,2.4344060217658785,17.785652145771603,0,0.0,0.0,0.0
14,0.0,0.0,,1,88,88.0,1,23.0,2.087996910367844,6.985412556059187,0,0.0,0.0,0.0
4,0.0,0.0,,4,36,19.5,2,17.0,11.25545814126838,31.458886086070976,0,0.0,0.0,0.0
4,0.0,0.0,,8,19,13.125,0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,1.0,0.0,,6,14,11.166666666666666,4,10.75,22.837682217280513,86.3636103236757,0,0.0,0.0,0.0
22,0.0,0.0,,3,38,33.0,2,7.5,16.454214749619062,68.92878827176769,0,0.0,0.0,0.0
18,1.0,0.0,,3,36,27.333333333333332,1,26.0,35.64755363845236,147.8032374200997,0,0.0,0.0,0.0
2,0.0,0.0,,5,30,18.2,2,10.0,20.16728503500407,144.4410623319452,0,0.0,0.0,0.0
3,0.0,0.0,,3,31,17.333333333333332,3,20.333333333333332,29.525106559674914,165.10830340224592,0,0.0,0.0,0.0
8,1.0,0.0,,2,69,41.5,1,27.0,12.376678019785032,27.81104442827278,0,0.0,0.0,0.0
4,0.0,0.0,,7,19,10.857142857142858,1,27.0,9.834466558283388,146.44883153452943,0,0.0,0.0,0.0
8,1.0,0.0,,2,51,47.5,2,9.5,10.440130588080777,30.127215486361017,0,0.0,0.0,0.0
7,0.0,0.0,,3,44,35.333333333333336,1,7.0,24.103564052302854,57.19537211067106,0,0.0,0.0,0.0
7,1.0,0.0,,1,33,33.0,1,79.0,24.230815198430367,77.76998061130719,0,0.0,0.0,0.0
15,1.0,0.0,,4,31,21.0,2,8.5,10.54999621986356,26.905499637497645,0,0.0,0.0,0.0
15,0.0,0.0,,4,28,21.5,2,8.5,31.835934011535507,162.7851030624854,0,0.0,0.0,0.0
9,1.0,0.0,,1,39,39.0,1,76.0,24.986058109663993,59.815370405271494,0,0.0,0.0,0.0
2,0.0,0.0,,3,26,17.333333333333332,2,30.5,11.823406852670447,84.020855897123,0,0.0,0.0,0.0
25,0.0,0.0,,5,38,16.4,1,28.0,5.310924001292798,127.57764725460684,0,0.0,0.0,0.0
4,0.0,0.0,,4,19,14.5,1,45.0,37.59889042518308,177.80986990778987,0,0.0,0.0,0.0
14,0.0,0.0,,1,115,115.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,0.0,0.0,,6,20,10.666666666666666,1,43.0,17.261803651327035,39.508266232372314,0,0.0,0.0,0.0
22,0.0,0.0,,1,41,41.0,1,74.0,0.2928995156379457,2.5878692402945775,0,0.0,0.0,0.0
15,0.0,0.0,,4,32,23.75,1,14.0,14.687151066576792,156.5494312984251,0,0.0,0.0,0.0
24,1.0,0.0,,4,37,24.5,1,8.0,1.7745522808456269,4.60679720306253,0,0.0,0.0,0.0
24,1.0,0.0,,5,34,17.0,1,20.0,2.3001596598821683,14.88996201097002,0,0.0,0.0,0.0
19,1.0,0.0,,2,47,30.0,1,54.0,23.247648194314987,57.48031667941344,0,0.0,0.0,0.0
17,1.0,0.0,,3,44,27.333333333333332,2,15.5,27.717049874139096,163.12926208952533,0,0.0,0.0,0.0
14,0.0,0.0,,2,70,39.5,1,33.0,7.98878063387426,19.909059881750903,0,0.0,0.0,0.0
