participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,1.0,0.0,,0.14295005798339844,8.275049448013306,0.002292614857880976,-0.10570594668388367,-0.10570594668388367,-0.09541881084442139,116,2,19.5,10.471957057291625,21.56816269993157,0,0.0,0.0,0.0
2,0.0,0.0,,0.9987000226974487,0.0,0.007319236504880748,0.4324807769212967,0.4324807769212967,0.39475115366054303,111,3,19.666666666666668,15.153691632046852,146.3254039484023,0,0.0,0.0,0.0
25,0.0,0.0,,0.0,12.008149147033691,0.0005920760936582996,-0.1995076686143875,-0.1995076686143875,-0.16685619950294495,0,2,32.0,20.91037320819414,120.22892773704307,0,0.0,0.0,0.0
4,0.0,0.0,,0.7663497924804688,0.0,0.002461408087446531,0.3372780680656433,0.3372780680656433,0.30023112893104553,105,3,24.0,31.83580051349105,157.5534760679965,0,0.0,0.0,0.0
14,0.0,0.0,,0.2156505584716797,0.06334972381591797,0.0014258479687573361,0.10076826810836792,0.10076826810836792,0.0986565351486206,98,1,116.0,1.5170201586590804,9.13121380143592,0,0.0,0.0,0.0
14,0.0,0.0,,0.12169981002807617,6.343899965286255,-0.030417064235265755,-0.8434982707357813,-0.8434982707357813,-0.9141154867365844,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,0.34889984130859375,0.8232002258300781,-0.0009096368445441716,0.1518871784210205,0.1518871784210205,0.16196870803833008,48,1,18.0,17.51407241392833,119.34771870856585,1,8.0,4.6112153253155626,17.564971140103403
15,0.0,0.0,,0.440349817276001,3.7636008262634277,-0.00889900817069898,-0.06355273723602295,-0.06355273723602295,-0.07733139395713806,15,3,18.666666666666668,24.942107350896467,208.66292359956216,0,0.0,0.0,0.0
24,1.0,0.0,,0.37724995613098145,0.028699874877929688,0.0015365097384069872,0.15772992372512817,0.15772992372512817,0.14820629358291626,78,1,47.0,26.02927136869165,134.96819087786488,0,0.0,0.0,0.0
24,1.0,0.0,,0.042999982833862305,12.513055324554443,0.00039461995341637067,-0.13488894701004028,-0.13488894701004028,-0.1263250708580017,116,1,21.0,21.108815644337305,79.27365609069601,0,0.0,0.0,0.0
19,1.0,0.0,,0.14085006713867188,0.7499008178710938,-7.164733231127515e-05,0.03830038756132126,0.03830038756132126,0.03056246042251587,57,1,13.0,23.247648194314987,55.884933094431936,0,0.0,0.0,0.0
17,1.0,0.0,,0.0,33.68579435348511,-0.015505071531626002,-1.0303895473480225,-1.0303895473480225,-0.9936747550964355,0,1,57.0,39.64621559678191,305.90340008632853,0,0.0,0.0,0.0
14,0.0,0.0,,0.8138000965118408,5.219599962234497,-0.0002865803835016077,0.2760568714549399,0.2760568714549399,0.31694751381874087,90,1,6.0,28.45038837945063,122.18746156675132,0,0.0,0.0,0.0
3,1.0,0.0,,0.024349689483642578,6.181201457977295,-0.0035085802403098595,-0.23172609508037567,-0.23172609508037567,-0.22305011749267578,60,2,30.0,20.54000402556547,97.92726401818501,0,0.0,0.0,0.0
16,1.0,0.0,,0.18719983100891113,7.889500141143799,-0.018695036224847115,-0.5475085800529546,-0.5475085800529546,-0.5596238988287309,34,3,7.333333333333333,5.863932687804755,23.754264758681966,0,0.0,0.0,0.0
14,0.0,0.0,,0.0031995773315429688,1.885800838470459,-0.004449408654855495,-0.22151827812194824,-0.22151827812194824,-0.2165377140045166,2,1,17.0,18.9783391252631,49.99733815353439,1,7.0,3.8610098219142417,20.649249378109758
21,1.0,0.0,,0.28694963455200195,0.7631001472473145,0.002372254343331106,0.1081555187702179,0.1081555187702179,0.10999995470046997,115,3,29.0,20.08578839362885,134.3098239152131,0,0.0,0.0,0.0
2,0.0,0.0,,0.6564500331878662,0.14400005340576172,0.004358993552868697,0.22980204224586487,0.22980204224586487,0.2520124018192291,73,2,49.5,29.212083132693365,288.1828556393034,0,0.0,0.0,0.0
4,0.0,0.0,,0.41190004348754883,0.3310999870300293,0.00329001560045969,0.20806071162223816,0.20806071162223816,0.19139379262924194,105,2,9.0,10.168632897563283,31.41818614797059,0,0.0,0.0,0.0
9,1.0,0.0,,0.38049983978271484,3.993643045425415,0.0041412325739605075,0.01655832678079605,0.01655832678079605,0.003112703561782837,114,1,40.0,2.8036888605668326,8.532735552019087,0,0.0,0.0,0.0
23,0.0,0.0,,0.5800502300262451,0.4361991882324219,0.004297120297913907,0.2757876515388489,0.2757876515388489,0.23646876215934753,68,1,66.0,33.13364724672643,237.90902380965417,0,0.0,0.0,0.0
13,0.0,0.0,,0.0,37.63317394256592,-0.00043712283054726797,-0.3540262281894684,-0.3540262281894684,-0.32651233673095703,0,1,30.0,32.12725335111672,85.55134248801986,0,0.0,0.0,0.0
19,1.0,0.0,,0.4209003448486328,1.530099868774414,-0.008253458965440831,-0.1274779886007309,-0.1274779886007309,-0.15008103847503662,30,2,25.5,20.793178523070242,196.78841051387886,0,0.0,0.0,0.0
7,0.0,0.0,,0.10340023040771484,8.333688259124756,-0.0015664223270204453,-0.09255963563919067,-0.09255963563919067,-0.08088105916976929,32,1,35.0,1.1246637936391337,15.761292848304347,0,0.0,0.0,0.0
14,0.0,0.0,,0.23239994049072266,0.10559892654418945,0.0002784220467642205,0.09754040837287903,0.09754040837287903,0.0912938117980957,81,1,94.0,11.600927496278944,51.135142552775214,0,0.0,0.0,0.0
26,0.0,0.0,,0.03784990310668945,10.945547819137573,0.0001709521630539605,-0.1792815774679184,-0.1792815774679184,-0.17753127217292786,4,4,16.25,15.282903182534529,85.50969290720151,1,9.0,4.780547402408099,23.667559153982687
6,0.0,0.0,,0.12335289225858759,20.497949719429016,-0.00747555770049961,-0.3829516946759998,-0.3829516946759998,-0.34928271525046406,15,2,33.0,18.02224338946096,81.63898399722352,0,0.0,0.0,0.0
22,0.0,0.0,,0.07445001602172852,14.546249389648438,-0.005654402541568313,-0.21501192450523376,-0.21501192450523376,-0.1999186873435974,15,1,27.0,22.220774618039492,140.4699683508902,0,0.0,0.0,0.0
4,0.0,0.0,,0.43199992179870605,6.821809267997741,-0.0016481154711275904,0.05669532066736466,0.05669532066736466,0.10884375870227814,115,1,30.0,14.0982048461248,83.42755628951046,0,0.0,0.0,0.0
4,0.0,0.0,,0.36570000648498535,1.1349012851715088,0.002767438476161302,0.06709694117307663,0.06709694117307663,0.097012460231781,113,5,10.8,20.585489805828622,84.7772106686282,0,0.0,0.0,0.0
25,0.0,0.0,,0.4550999402999878,21.20532712953932,0.0047345446942530685,-0.19959816158327282,-0.19959816158327282,-0.1568165669108138,98,2,46.0,26.30659019391141,305.93743570404536,0,0.0,0.0,0.0
12,1.0,0.0,,0.37855005264282227,0.6147994995117188,-0.0019907385776761423,0.016442934051156044,0.016442934051156044,0.030868887901306152,46,2,8.5,19.32345292098681,66.27589802976811,0,0.0,0.0,0.0
17,1.0,0.0,,0.19404983520507812,0.24895191192626953,0.0005370684677183708,0.08445477485656738,0.08445477485656738,0.07864344120025635,95,1,13.0,32.71630890422114,168.57516000633183,1,10.5,7.91859150945475,34.11428498737356
24,0.0,0.0,,0.16984987258911133,0.43290233612060547,0.0008699961694320298,0.030277157202363014,0.030277157202363014,0.05801233649253845,97,2,10.5,17.159417569806003,83.56078197365827,0,0.0,0.0,0.0
22,0.0,0.0,,0.049449920654296875,16.859349370002747,-0.0024669137338894616,-0.2112350193863241,-0.2112350193863241,-0.20396366657830084,4,1,15.0,1.0111641767720592,5.286198267662716,0,0.0,0.0,0.0
17,1.0,0.0,,0.09375,2.434499740600586,-0.00355416904790407,-0.11916237324476242,-0.11916237324476242,-0.12256878614425659,6,2,20.0,5.3300527093567585,65.4602931704135,0,0.0,0.0,0.0
6,0.0,0.0,,0.40995001792907715,1.2264506816864014,0.003180859465092346,0.06898713856935501,0.06898713856935501,0.09779366850852966,102,2,8.0,14.587117420072559,89.8890160596398,0,0.0,0.0,0.0
5,0.0,0.0,,0.0,2.804650068283081,-0.003019958667966359,-0.3039397597312927,-0.3039397597312927,-0.29045629501342773,0,2,21.5,24.852198834835544,68.34682084438974,0,0.0,0.0,0.0
6,0.0,0.0,,0.33914995193481445,0.4019995927810669,0.001253930226357588,0.10986247837034047,0.10986247837034047,0.09523557832366536,114,2,12.5,3.4484737981427056,36.04555385765308,0,0.0,0.0,0.0
3,0.0,0.0,,0.1541001796722412,0.45549821853637695,0.0006691777519222037,0.046545665488283865,0.046545665488283865,0.04886701007684069,41,1,20.0,3.6937166554155016,47.88553451095961,0,0.0,0.0,0.0
1,1.0,0.0,,0.029149770736694336,1.0585999488830566,-0.00091576053869376,-0.14816320146250928,-0.14816320146250928,-0.14816915437231581,1,2,16.0,7.117547678845201,53.08152226061888,1,7.5,3.739142382598437,18.947198392826927
3,0.0,0.0,,0.21085000038146973,3.3812999725341797,-0.012991779997004033,-0.2023107047773834,-0.2023107047773834,-0.2790856957435608,31,2,13.5,27.813967941436978,255.0628297271877,0,0.0,0.0,0.0
1,1.0,0.0,,0.0,1.3487000465393066,-0.01080491872455421,-0.5766308052927,-0.5766308052927,-0.5291554922999641,0,2,12.5,10.416499758847461,61.061351033483945,0,0.0,0.0,0.0
26,0.0,0.0,,0.06694984436035156,0.9987006187438965,9.344401907861169e-05,-0.1115112379193306,-0.1115112379193306,-0.11730638146400452,94,1,14.0,15.660796364605526,84.58968644941154,1,7.0,4.324179415825486,22.62061383915018
19,1.0,0.0,,0.14165019989013672,0.5009498596191406,-0.003812261372275401,-0.05577128008008003,-0.05577128008008003,-0.053812384605407715,11,1,59.0,23.247648194314987,57.48031667941344,0,0.0,0.0,0.0
2,1.0,0.0,,0.1304999589920044,0.6720001697540283,-0.0036550596536304232,-0.06298298000270484,-0.06298298000270484,-0.059930045406023646,26,1,25.0,21.722317095845746,85.91710160137106,0,0.0,0.0,0.0
17,1.0,0.0,,0.07389974594116211,2.7930092811584473,8.666950712835815e-05,-0.06536263972520828,-0.06536263972520828,-0.02193140983581543,114,1,16.0,2.396996443290781,19.30173021474265,0,0.0,0.0,0.0
23,0.0,0.0,,0.30159997940063477,1.019002914428711,0.00016742381711703537,0.05274603713271964,0.05274603713271964,0.03798744082450867,73,4,17.75,16.681738418680514,69.62397777119823,0,0.0,0.0,0.0
22,0.0,0.0,,0.06624996662139893,1.353100061416626,-0.0019847201230751813,-0.13314554069796178,-0.13314554069796178,-0.11944068509798783,12,3,7.333333333333333,6.739432924389276,19.151959436855403,0,0.0,0.0,0.0
23,0.0,0.0,,0.2628002166748047,0.03719902038574219,0.0020184502150504386,0.0826096385717392,0.0826096385717392,0.08633774518966675,116,0,0.0,0.0,0.0,1,8.5,3.842543448364255,15.303844565116865
7,1.0,0.0,,0.13344979286193848,6.24560022354126,-0.014762967032190296,-0.33846560502663636,-0.33846560502663636,-0.4789861866406032,18,0,0.0,0.0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.07109999656677246,3.015699863433838,-0.013559008288139452,-0.3783383960397834,-0.3783383960397834,-0.3940897458616426,49,1,63.0,2.245070856264681,42.17060687274818,0,0.0,0.0,0.0
24,0.0,0.0,,0.4197624666350226,0.47175025939941406,0.003449129852665992,0.13432111699356988,0.13432111699356988,0.12247049842561997,103,3,15.333333333333334,6.6177882511096975,44.7862228975813,0,0.0,0.0,0.0
17,1.0,0.0,,0.13014984130859375,0.14945054054260254,-6.842174820723529e-05,0.02724519371986389,0.02724519371986389,0.022531121969223022,107,1,18.0,40.73785021405339,111.3098128665021,0,0.0,0.0,0.0
7,1.0,0.0,,0.13704967498779297,3.3152685165405273,-0.00042007611115837826,-0.02099723555147648,-0.02099723555147648,-0.0025500059127807617,63,0,0.0,0.0,0.0,1,9.5,3.1955941521215805,15.311021922182388
13,1.0,0.0,,0.2511668602625523,5.0766414403915405,-0.0030342404823928437,-0.021219241313445263,-0.021219241313445263,-0.05022555589675903,22,2,20.5,16.747305873107276,70.46253627595668,0,0.0,0.0,0.0
17,1.0,0.0,,0.25570011138916016,4.431548066761183,-0.0012175495972296293,0.046472848990024664,0.046472848990024664,0.03271521887053619,116,1,28.0,9.401955532600407,28.473643622769362,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,3.4512009620666504,-0.002778580560015208,-0.18387266993522644,-0.18387266993522644,-0.1909313201904297,0,1,45.0,18.481505027829307,77.99387099078757,1,7.0,3.8610098219142417,20.649249378109758
1,1.0,0.0,,0.17420005798339844,0.10355043411254883,0.0004569727270193257,0.04552168771624565,0.04552168771624565,0.053312480449676514,113,1,14.0,31.90027814007509,87.09431616931381,0,0.0,0.0,0.0
5,0.0,0.0,,0.24339985847473145,16.532500982284546,-0.005619100810194182,-0.33928465843200684,-0.33928465843200684,-0.26566874980926514,32,4,12.25,20.817066865148234,131.75568384067802,0,0.0,0.0,0.0
6,0.0,0.0,,0.46790003776550293,4.165179347991942,-0.0018868771876011706,0.25485116141474146,0.25485116141474146,0.28606758713722225,54,2,11.0,6.493811326861859,43.77911513129375,0,0.0,0.0,0.0
25,0.0,0.0,,0.31097308030495263,0.23459994792938232,-0.00017782286578964005,0.11059531034567417,0.11059531034567417,0.09368919008053267,39,3,18.666666666666668,8.266032027129592,58.36051496435173,0,0.0,0.0,0.0
21,0.0,0.0,,1.1794499158859253,0.0,-0.00262899110679014,0.7169700743805649,0.7169700743805649,0.663835727633574,37,2,19.5,8.961231936807899,119.97005350629038,1,8.5,7.174550269009693,28.652708564976813
23,0.0,0.0,,0.02785015106201172,16.66159987449646,-0.023119003666369233,-1.1668461561203003,-1.1668461561203003,-1.101024866104126,3,1,75.0,33.66551648513699,265.0042868482578,0,0.0,0.0,0.0
