participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.17400002479553223,24.451502799987793,-0.0004421846502471268,-0.15633989939709755,-0.15633989939709755,-0.1466406088249356,21,4,42.5,25.295220331873086,157.3427162434985,0,0.0,0.0,0.0
25,0.0,0.0,,0.2678651452064513,2.6659242510795593,-0.00042227339444233673,-0.14257355832852392,-0.14257355832852392,-0.15718925158182778,227,2,19.0,20.20335434290573,235.0158096814432,1,10.5,3.5469122071484187,11.982463594024846
22,0.0,0.0,,0.6948000192642212,0.5489994287490845,0.0032361777914916494,0.291347291399155,0.291347291399155,0.27666814639513804,186,1,11.0,3.019263909486121,30.19263909486103,1,8.5,3.130402768927077,18.98758387914414
19,0.0,0.0,,0.5950000286102295,10.442199230194092,0.003131993960954588,0.1886576041893617,0.1886576041893617,0.1691832492226048,143,4,21.75,24.924654026150357,145.98630540816197,0,0.0,0.0,0.0
23,0.0,0.0,,0.30049991607666016,0.09764814376831055,0.0011920845276737388,0.17567375302314758,0.17567375302314758,0.17708028852939606,202,1,8.0,1.8000122070726419,6.170770064568791,2,9.0,2.9577756422621855,13.873965167724446
23,0.0,0.0,,0.22605037689208984,5.409244060516357,0.00020150144722620746,-0.01783808134496212,-0.01783808134496212,-0.03835655748844147,236,5,28.6,20.664866244844653,147.29890546121027,0,0.0,0.0,0.0
5,0.0,0.0,,1.0815000534057617,0.4912998676300049,0.0008727202126669217,0.41047057899241707,0.41047057899241707,0.4086347515518601,139,2,11.0,5.353877447888366,48.844969927032,0,0.0,0.0,0.0
15,1.0,0.0,,0.32480013370513916,1.099699854850769,-0.00038831171028592157,0.11278786035529674,0.11278786035529674,0.10055110473041383,47,3,9.666666666666666,4.541789849767459,20.972357997881236,0,0.0,0.0,0.0
15,0.0,0.0,,0.0,75.0916736125946,-0.0024980720756210208,-0.8685298212469882,-0.8685298212469882,-0.8181168379539098,0,5,28.8,24.928434664623214,169.78684012577568,0,0.0,0.0,0.0
10,1.0,0.0,,0.047950029373168945,1.5803501605987549,-0.003668696264726412,-0.2271723837792119,-0.2271723837792119,-0.16252213286778147,50,2,18.5,13.11655566890968,43.57574555447828,0,0.0,0.0,0.0
17,1.0,0.0,,0.36789989471435547,2.900351047515869,0.0007969753521435637,-0.10120699554681778,-0.10120699554681778,-0.1110067069530487,231,1,6.0,4.181335012216024,16.99261439982002,0,0.0,0.0,0.0
14,0.0,0.0,,0.35614967346191406,28.559165954589844,0.0012148241861887705,-0.1254720836877823,-0.1254720836877823,-0.14475013315677643,230,2,6.0,13.692779929578467,31.49290162419227,0,0.0,0.0,0.0
25,0.0,0.0,,0.4167001247406006,1.3286001682281494,0.0011075073527341208,0.16935966908931732,0.16935966908931732,0.17482995986938477,125,2,7.0,18.74512354039116,83.46904963096328,0,0.0,0.0,0.0
26,0.0,0.0,,0.3265500068664551,0.05214977264404297,0.0003028115238166872,0.15372927486896515,0.15372927486896515,0.14536017179489136,230,3,27.666666666666668,27.02367690224077,117.41412521649535,0,0.0,0.0,0.0
9,0.0,0.0,,0.21375012397766113,20.88966622511546,0.0006723132263696046,-0.1008583287146524,-0.1008583287146524,-0.09414455254872639,195,4,21.0,13.317004117089404,106.10900903656822,0,0.0,0.0,0.0
