participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
18,1.0,0.0,,4,40,25.5,0,0,0.0
23,0.0,0.0,,3,35,22.666666666666668,1,47,47.0
19,1.0,0.0,,0,0,0.0,0,0,0.0
7,1.0,0.0,,2,66,56.5,0,0,0.0
3,1.0,0.0,,6,13,9.666666666666666,1,17,17.0
13,1.0,0.0,,3,38,25.666666666666668,1,31,31.0
18,1.0,0.0,,5,26,16.8,0,0,0.0
9,1.0,0.0,,5,35,18.4,0,0,0.0
19,0.0,0.0,,2,26,25.0,1,65,65.0
1,1.0,0.0,,3,63,31.666666666666668,1,14,14.0
24,1.0,0.0,,5,20,14.4,0,0,0.0
14,0.0,0.0,,2,54,44.0,0,0,0.0
22,0.0,0.0,,7,13,10.714285714285714,1,23,23.0
26,0.0,0.0,,4,20,13.75,0,0,0.0
16,1.0,0.0,,1,101,101.0,0,0,0.0
22,0.0,0.0,,6,22,12.666666666666666,1,38,38.0
3,1.0,0.0,,5,21,11.0,1,17,17.0
12,1.0,0.0,,4,27,21.0,0,0,0.0
5,0.0,0.0,,3,33,22.666666666666668,0,0,0.0
9,0.0,0.0,,2,18,12.5,1,22,22.0
21,1.0,0.0,,3,26,16.333333333333332,0,0,0.0
5,0.0,0.0,,1,70,70.0,0,0,0.0
7,0.0,0.0,,1,53,53.0,0,0,0.0
24,0.0,0.0,,2,52,37.0,0,0,0.0
12,1.0,0.0,,7,21,13.714285714285714,0,0,0.0
3,1.0,0.0,,4,28,21.0,1,83,83.0
15,0.0,0.0,,3,21,16.333333333333332,1,35,35.0
12,1.0,0.0,,8,24,12.875,0,0,0.0
26,0.0,0.0,,5,14,9.4,0,0,0.0
18,1.0,0.0,,7,25,13.714285714285714,0,0,0.0
15,0.0,0.0,,5,31,15.8,1,45,45.0
25,0.0,0.0,,3,21,13.0,1,17,17.0
14,0.0,0.0,,4,31,13.25,1,20,20.0
7,1.0,0.0,,7,17,10.714285714285714,1,24,24.0
9,0.0,0.0,,2,80,44.5,1,26,26.0
18,1.0,0.0,,1,87,87.0,0,0,0.0
21,1.0,0.0,,4,35,17.5,1,35,35.0
5,0.0,0.0,,5,36,21.0,0,0,0.0
17,1.0,0.0,,4,53,22.25,0,0,0.0
14,0.0,0.0,,3,65,32.0,0,0,0.0
19,1.0,0.0,,1,22,22.0,1,20,20.0
9,0.0,0.0,,3,38,30.0,0,0,0.0
6,0.0,0.0,,3,36,26.0,0,0,0.0
13,1.0,0.0,,4,47,24.75,1,9,9.0
12,1.0,0.0,,6,19,14.5,1,33,33.0
14,0.0,0.0,,4,38,22.5,0,0,0.0
4,0.0,0.0,,4,26,12.75,0,0,0.0
4,0.0,0.0,,5,16,11.4,0,0,0.0
18,1.0,0.0,,3,26,14.333333333333334,0,0,0.0
22,0.0,0.0,,3,35,26.333333333333332,0,0,0.0
18,1.0,0.0,,2,9,8.5,0,0,0.0
2,0.0,0.0,,3,36,27.666666666666668,1,108,108.0
3,0.0,0.0,,5,11,9.6,0,0,0.0
8,1.0,0.0,,5,22,12.2,0,0,0.0
4,0.0,0.0,,4,15,10.25,0,0,0.0
8,1.0,0.0,,4,16,12.0,0,0,0.0
7,0.0,0.0,,5,21,17.2,0,0,0.0
7,1.0,0.0,,1,41,41.0,0,0,0.0
15,1.0,0.0,,6,18,11.5,1,30,30.0
15,0.0,0.0,,5,31,18.6,1,45,45.0
9,1.0,0.0,,4,23,16.75,1,63,63.0
2,0.0,0.0,,4,30,15.75,1,70,70.0
25,0.0,0.0,,4,32,15.75,1,23,23.0
4,0.0,0.0,,1,82,82.0,0,0,0.0
14,0.0,0.0,,6,19,11.333333333333334,0,0,0.0
14,0.0,0.0,,3,40,32.333333333333336,0,0,0.0
22,0.0,0.0,,5,32,16.6,1,30,30.0
15,0.0,0.0,,4,24,17.5,1,56,56.0
24,1.0,0.0,,2,54,34.0,0,0,0.0
24,1.0,0.0,,3,53,35.333333333333336,0,0,0.0
19,1.0,0.0,,5,24,14.6,0,0,0.0
17,1.0,0.0,,2,67,40.5,0,0,0.0
14,0.0,0.0,,1,28,28.0,0,0,0.0
3,1.0,0.0,,1,34,34.0,1,22,22.0
16,1.0,0.0,,1,75,75.0,1,16,16.0
14,0.0,0.0,,4,38,17.0,1,41,41.0
21,1.0,0.0,,4,35,24.0,0,0,0.0
2,0.0,0.0,,2,36,21.5,1,21,21.0
4,0.0,0.0,,1,80,80.0,1,21,21.0
9,1.0,0.0,,5,42,19.0,1,15,15.0
23,0.0,0.0,,2,65,44.0,0,0,0.0
13,0.0,0.0,,3,57,32.666666666666664,0,0,0.0
19,1.0,0.0,,5,30,15.8,1,12,12.0
7,0.0,0.0,,3,45,27.0,0,0,0.0
14,0.0,0.0,,6,22,11.5,0,0,0.0
26,0.0,0.0,,2,11,9.5,0,0,0.0
6,0.0,0.0,,3,44,29.333333333333332,0,0,0.0
22,0.0,0.0,,0,0,0.0,0,0,0.0
4,0.0,0.0,,3,36,27.333333333333332,1,4,4.0
4,0.0,0.0,,1,98,98.0,0,0,0.0
25,0.0,0.0,,4,21,14.25,1,17,17.0
12,1.0,0.0,,3,26,18.666666666666668,0,0,0.0
17,1.0,0.0,,3,50,34.666666666666664,0,0,0.0
24,0.0,0.0,,6,26,12.5,0,0,0.0
22,0.0,0.0,,2,55,46.5,0,0,0.0
17,1.0,0.0,,6,26,15.166666666666666,1,6,6.0
6,0.0,0.0,,2,38,37.5,1,14,14.0
5,0.0,0.0,,6,23,13.0,0,0,0.0
6,0.0,0.0,,2,74,56.5,0,0,0.0
3,0.0,0.0,,5,17,11.8,0,0,0.0
1,1.0,0.0,,3,64,37.333333333333336,0,0,0.0
3,0.0,0.0,,2,37,29.5,1,80,80.0
1,1.0,0.0,,4,35,16.0,1,14,14.0
26,0.0,0.0,,2,53,49.5,0,0,0.0
19,1.0,0.0,,1,60,60.0,0,0,0.0
2,1.0,0.0,,2,45,41.5,0,0,0.0
17,1.0,0.0,,5,37,15.8,0,0,0.0
23,0.0,0.0,,1,56,56.0,0,0,0.0
22,0.0,0.0,,5,60,22.2,0,0,0.0
23,0.0,0.0,,0,0,0.0,0,0,0.0
7,1.0,0.0,,3,55,30.0,1,26,26.0
26,0.0,0.0,,2,8,7.5,0,0,0.0
24,0.0,0.0,,5,16,11.6,1,26,26.0
17,1.0,0.0,,3,45,36.333333333333336,0,0,0.0
7,1.0,0.0,,4,33,15.5,1,31,31.0
13,1.0,0.0,,4,37,21.25,1,31,31.0
17,1.0,0.0,,5,26,13.6,0,0,0.0
14,0.0,0.0,,2,29,22.5,1,17,17.0
1,1.0,0.0,,5,24,15.2,1,11,11.0
5,0.0,0.0,,0,0,0.0,0,0,0.0
6,0.0,0.0,,2,33,31.0,1,19,19.0
25,0.0,0.0,,2,25,22.0,0,0,0.0
21,0.0,0.0,,2,48,30.5,1,23,23.0
23,0.0,0.0,,5,34,18.2,0,0,0.0
7,0.0,0.0,,2,76,54.5,0,0,0.0
22,0.0,0.0,,2,47,39.5,0,0,0.0
2,0.0,0.0,,2,36,30.0,1,33,33.0
2,1.0,0.0,,3,60,30.0,1,23,23.0
3,0.0,0.0,,3,33,25.666666666666668,1,98,98.0
23,0.0,0.0,,2,43,25.5,0,0,0.0
7,0.0,0.0,,3,51,35.0,0,0,0.0
4,0.0,0.0,,4,19,12.0,0,0,0.0
16,0.0,0.0,,3,64,32.333333333333336,0,0,0.0
4,0.0,0.0,,1,7,7.0,0,0,0.0
9,1.0,0.0,,4,31,14.0,1,18,18.0
25,0.0,0.0,,3,18,13.333333333333334,1,15,15.0
14,0.0,0.0,,5,22,13.6,0,0,0.0
2,1.0,0.0,,3,39,21.333333333333332,1,26,26.0
2,1.0,0.0,,1,62,62.0,0,0,0.0
25,0.0,0.0,,5,13,9.2,1,99,99.0
