participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
15,0.0,1.0,0.5,9,39,21.555555555555557,0,0,0.0
25,0.0,1.0,0.5,10,81,28.7,1,19,19.0
3,0.0,1.0,0.5,11,40,20.545454545454547,2,20,18.0
4,1.0,1.0,1.0,7,145,32.142857142857146,0,0,0.0
24,1.0,1.0,1.0,10,58,21.4,1,36,36.0
4,0.0,1.0,0.5,11,62,16.272727272727273,0,0,0.0
17,1.0,1.0,0.5,15,35,13.733333333333333,0,0,0.0
19,1.0,1.0,1.0,11,95,25.363636363636363,1,24,24.0
6,1.0,1.0,0.5,9,50,27.666666666666668,1,86,86.0
26,1.0,1.0,1.0,15,22,13.266666666666667,0,0,0.0
18,1.0,1.0,0.5,13,33,16.76923076923077,0,0,0.0
23,1.0,1.0,1.0,9,57,17.444444444444443,0,0,0.0
16,1.0,1.0,0.5,13,31,17.923076923076923,0,0,0.0
18,1.0,1.0,0.5,10,29,15.8,2,98,65.5
22,1.0,1.0,1.0,7,96,43.285714285714285,1,32,32.0
26,1.0,1.0,1.0,3,112,77.0,0,0,0.0
5,1.0,1.0,0.5,14,55,19.714285714285715,1,67,67.0
10,1.0,1.0,1.0,13,83,21.53846153846154,2,28,17.5
22,1.0,1.0,1.0,13,86,23.923076923076923,1,30,30.0
16,1.0,1.0,1.0,16,45,11.9375,0,0,0.0
2,0.0,1.0,0.5,11,50,24.90909090909091,1,21,21.0
23,1.0,1.0,1.0,5,100,39.4,1,51,51.0
9,0.0,1.0,0.5,17,29,13.823529411764707,2,19,18.0
6,1.0,1.0,1.0,13,52,17.384615384615383,1,123,123.0
19,1.0,1.0,1.0,9,74,29.444444444444443,1,151,151.0
23,0.0,1.0,0.5,10,32,15.4,0,0,0.0
1,1.0,1.0,0.5,9,56,17.555555555555557,1,14,14.0
23,0.0,1.0,0.5,15,33,16.533333333333335,0,0,0.0
14,1.0,1.0,1.0,6,96,34.0,1,264,264.0
17,1.0,1.0,1.0,15,23,11.2,0,0,0.0
21,1.0,1.0,1.0,13,38,18.0,1,15,15.0
17,1.0,1.0,1.0,12,130,26.25,0,0,0.0
16,1.0,1.0,1.0,13,24,13.692307692307692,1,25,25.0
14,1.0,1.0,1.0,9,127,34.333333333333336,1,26,26.0
24,0.0,1.0,0.5,14,57,21.642857142857142,0,0,0.0
19,1.0,1.0,1.0,14,30,12.214285714285714,1,18,18.0
25,1.0,1.0,1.0,12,42,25.083333333333332,1,43,43.0
25,1.0,1.0,1.0,8,80,35.25,2,38,25.5
19,1.0,1.0,1.0,8,85,35.375,0,0,0.0
21,1.0,1.0,0.5,9,38,23.11111111111111,1,27,27.0
5,1.0,1.0,1.0,11,108,25.181818181818183,1,20,20.0
19,1.0,1.0,1.0,8,85,27.875,1,29,29.0
22,1.0,1.0,1.0,16,26,12.3125,1,25,25.0
5,1.0,1.0,0.5,14,69,17.142857142857142,0,0,0.0
19,1.0,1.0,1.0,5,121,65.2,0,0,0.0
24,1.0,1.0,1.0,10,57,31.8,0,0,0.0
21,1.0,1.0,0.5,8,55,21.75,2,26,20.0
12,0.0,1.0,0.5,16,119,15.8125,0,0,0.0
4,0.0,1.0,0.5,10,36,18.8,0,0,0.0
9,1.0,1.0,1.0,13,69,24.307692307692307,1,20,20.0
6,1.0,1.0,0.5,7,67,35.57142857142857,1,149,149.0
22,0.0,1.0,0.0,8,113,35.875,1,21,21.0
9,1.0,1.0,0.5,12,90,18.916666666666668,2,131,75.5
6,0.0,1.0,0.0,13,37,14.23076923076923,2,17,11.0
5,0.0,1.0,0.5,7,142,39.57142857142857,1,20,20.0
14,0.0,1.0,0.0,16,35,12.75,2,148,112.5
19,0.0,1.0,0.5,11,32,11.545454545454545,2,19,17.0
24,0.0,1.0,0.5,9,48,35.55555555555556,0,0,0.0
6,1.0,1.0,0.0,7,56,40.142857142857146,2,22,21.5
24,0.0,1.0,0.5,19,30,14.105263157894736,0,0,0.0
24,0.0,1.0,0.5,11,77,30.181818181818183,0,0,0.0
2,1.0,1.0,0.0,18,28,15.055555555555555,2,116,61.5
7,1.0,1.0,1.0,3,168,105.66666666666667,1,24,24.0
23,1.0,1.0,0.0,10,42,17.0,2,56,38.0
24,0.0,1.0,0.5,13,45,20.923076923076923,0,0,0.0
18,1.0,1.0,1.0,6,117,56.166666666666664,0,0,0.0
16,0.0,1.0,0.5,18,27,15.88888888888889,1,12,12.0
26,1.0,1.0,1.0,16,22,10.0,0,0,0.0
21,0.0,1.0,0.5,7,52,30.857142857142858,1,35,35.0
7,1.0,1.0,0.5,6,127,50.833333333333336,1,27,27.0
18,1.0,1.0,1.0,6,93,56.0,0,0,0.0
4,0.0,1.0,0.5,8,29,12.0,0,0,0.0
9,1.0,1.0,1.0,10,62,26.0,1,20,20.0
19,1.0,1.0,1.0,7,93,38.57142857142857,1,145,145.0
6,1.0,1.0,0.0,14,52,18.071428571428573,1,22,22.0
6,1.0,1.0,1.0,12,84,25.583333333333332,1,22,22.0
14,0.0,1.0,0.0,9,56,21.666666666666668,1,241,241.0
17,1.0,1.0,0.5,6,90,47.333333333333336,0,0,0.0
3,1.0,1.0,0.5,17,32,14.176470588235293,1,16,16.0
26,1.0,1.0,0.5,11,56,29.181818181818183,0,0,0.0
1,0.0,1.0,0.0,4,104,68.0,0,0,0.0
25,1.0,1.0,1.0,8,55,34.625,1,24,24.0
24,0.0,1.0,0.5,13,54,19.23076923076923,1,32,32.0
23,1.0,1.0,0.5,11,43,16.818181818181817,1,62,62.0
22,1.0,1.0,1.0,12,63,20.166666666666668,1,29,29.0
4,0.0,1.0,0.5,17,25,11.823529411764707,1,10,10.0
18,1.0,1.0,1.0,7,55,32.142857142857146,0,0,0.0
9,1.0,1.0,1.0,13,48,20.76923076923077,1,18,18.0
24,0.0,1.0,0.5,16,36,17.0625,0,0,0.0
24,1.0,1.0,1.0,10,77,32.1,0,0,0.0
17,0.0,1.0,0.5,17,42,15.882352941176471,0,0,0.0
22,1.0,1.0,1.0,19,39,13.473684210526315,2,31,29.5
18,0.0,1.0,0.0,9,22,11.222222222222221,0,0,0.0
24,1.0,1.0,0.5,10,33,18.9,0,0,0.0
6,0.0,1.0,0.0,7,122,45.57142857142857,1,92,92.0
9,1.0,1.0,1.0,12,57,17.5,2,16,16.0
9,1.0,1.0,0.5,8,93,35.875,2,135,75.5
2,1.0,1.0,0.5,16,38,16.5,1,64,64.0
21,1.0,1.0,1.0,9,41,19.444444444444443,0,0,0.0
23,0.0,1.0,0.5,12,77,17.416666666666668,1,69,69.0
7,1.0,1.0,1.0,12,54,25.083333333333332,0,0,0.0
23,1.0,1.0,0.5,10,67,28.5,0,0,0.0
23,0.0,1.0,0.0,13,43,21.46153846153846,1,51,51.0
16,1.0,1.0,1.0,18,82,16.77777777777778,1,7,7.0
24,1.0,1.0,0.5,9,64,36.77777777777778,0,0,0.0
19,1.0,1.0,1.0,4,204,70.25,1,133,133.0
2,0.0,1.0,0.0,8,100,31.0,1,61,61.0
17,0.0,1.0,0.5,9,67,29.22222222222222,0,0,0.0
23,1.0,1.0,1.0,17,31,12.235294117647058,1,52,52.0
14,0.0,1.0,0.5,6,168,50.0,1,57,57.0
24,0.0,1.0,0.5,17,44,16.705882352941178,0,0,0.0
24,0.0,1.0,0.5,9,56,32.77777777777778,1,9,9.0
4,1.0,1.0,1.0,12,39,19.916666666666668,1,28,28.0
15,1.0,1.0,0.5,10,47,26.8,1,133,133.0
3,0.0,1.0,0.5,13,61,21.846153846153847,1,15,15.0
15,0.0,1.0,0.5,16,39,17.4375,1,32,32.0
6,1.0,1.0,1.0,9,90,33.22222222222222,1,213,213.0
16,1.0,1.0,1.0,9,120,36.22222222222222,1,8,8.0
11,1.0,1.0,1.0,13,36,19.23076923076923,0,0,0.0
24,1.0,1.0,1.0,12,64,24.583333333333332,0,0,0.0
25,1.0,1.0,1.0,10,52,27.3,1,136,136.0
7,1.0,1.0,1.0,3,237,109.0,1,26,26.0
7,1.0,1.0,1.0,3,157,112.33333333333333,1,21,21.0
11,1.0,1.0,1.0,11,21,9.272727272727273,1,16,16.0
8,1.0,1.0,1.0,11,106,24.636363636363637,0,0,0.0
21,1.0,1.0,0.0,13,56,21.307692307692307,0,0,0.0
26,1.0,1.0,1.0,12,50,16.166666666666668,1,35,35.0
4,0.0,1.0,0.5,14,22,10.0,0,0,0.0
19,1.0,1.0,1.0,11,85,26.09090909090909,1,19,19.0
24,1.0,1.0,0.5,15,55,15.866666666666667,1,29,29.0
4,0.0,1.0,0.5,10,25,12.6,0,0,0.0
3,0.0,1.0,0.5,16,49,14.0625,0,0,0.0
23,1.0,1.0,1.0,11,45,19.545454545454547,0,0,0.0
23,1.0,1.0,1.0,12,58,17.083333333333332,0,0,0.0
5,1.0,1.0,0.5,6,70,42.166666666666664,1,28,28.0
24,0.0,1.0,0.5,12,47,23.083333333333332,0,0,0.0
5,1.0,1.0,1.0,7,60,38.0,1,11,11.0
7,1.0,1.0,1.0,3,154,106.66666666666667,1,19,19.0
17,1.0,1.0,1.0,10,77,27.9,1,15,15.0
15,1.0,1.0,0.5,14,46,19.0,1,161,161.0
5,1.0,1.0,0.5,12,57,24.5,1,16,16.0
4,1.0,1.0,0.5,15,28,13.266666666666667,0,0,0.0
25,1.0,1.0,1.0,9,51,21.444444444444443,0,0,0.0
3,0.0,1.0,0.5,11,46,21.636363636363637,1,13,13.0
1,1.0,1.0,1.0,6,43,23.166666666666668,0,0,0.0
3,0.0,1.0,0.5,13,45,19.076923076923077,1,9,9.0
8,1.0,1.0,1.0,13,42,20.615384615384617,0,0,0.0
5,1.0,1.0,0.5,12,58,26.333333333333332,1,13,13.0
7,0.0,1.0,0.5,10,57,28.0,1,102,102.0
18,0.0,1.0,0.5,14,21,11.0,0,0,0.0
6,0.0,1.0,0.0,4,120,78.25,1,102,102.0
24,0.0,1.0,0.5,8,58,16.125,1,3,3.0
9,0.0,1.0,0.0,13,83,23.692307692307693,2,111,60.5
14,1.0,1.0,1.0,4,258,88.0,0,0,0.0
1,1.0,1.0,1.0,7,85,30.142857142857142,1,12,12.0
7,1.0,1.0,1.0,4,129,82.0,1,28,28.0
8,1.0,1.0,0.5,18,34,13.333333333333334,0,0,0.0
24,0.0,1.0,0.5,8,50,26.0,2,17,17.0
13,0.0,1.0,0.0,10,38,18.0,2,111,64.0
4,0.0,1.0,0.5,15,24,14.533333333333333,0,0,0.0
9,0.0,1.0,0.5,14,33,19.071428571428573,1,20,20.0
22,1.0,1.0,0.5,13,44,21.076923076923077,1,22,22.0
18,1.0,1.0,1.0,8,76,39.0,0,0,0.0
8,1.0,1.0,0.0,14,26,12.571428571428571,0,0,0.0
24,0.0,1.0,0.5,14,23,11.5,1,30,30.0
1,1.0,1.0,1.0,10,48,21.1,0,0,0.0
21,1.0,1.0,0.5,9,39,19.88888888888889,0,0,0.0
12,0.0,1.0,0.5,20,41,14.5,0,0,0.0
22,0.0,1.0,0.5,13,55,19.53846153846154,2,30,27.0
19,1.0,1.0,1.0,7,116,43.285714285714285,1,50,50.0
15,0.0,1.0,0.5,11,34,16.545454545454547,1,12,12.0
9,0.0,1.0,0.0,17,38,16.529411764705884,1,15,15.0
7,0.0,1.0,0.5,2,166,160.5,1,23,23.0
23,1.0,1.0,1.0,8,19,11.625,0,0,0.0
16,1.0,1.0,0.0,15,37,13.8,0,0,0.0
23,0.0,1.0,0.0,14,30,12.357142857142858,1,48,48.0
17,1.0,1.0,1.0,15,34,14.4,0,0,0.0
4,1.0,1.0,0.5,11,64,20.363636363636363,2,17,15.5
4,0.0,1.0,0.5,16,30,11.625,0,0,0.0
12,1.0,1.0,1.0,7,78,42.0,0,0,0.0
8,1.0,1.0,1.0,10,141,30.3,0,0,0.0
3,0.0,1.0,0.5,11,99,26.727272727272727,1,16,16.0
6,0.0,1.0,0.0,7,121,45.285714285714285,1,18,18.0
14,1.0,1.0,1.0,14,43,16.428571428571427,1,38,38.0
14,1.0,1.0,0.5,13,52,15.76923076923077,2,20,16.0
24,1.0,1.0,0.5,15,51,17.6,1,22,22.0
3,1.0,1.0,1.0,14,39,17.0,1,17,17.0
13,1.0,1.0,1.0,12,50,17.833333333333332,1,24,24.0
18,1.0,1.0,1.0,13,70,15.0,0,0,0.0
21,0.0,1.0,0.5,17,43,14.470588235294118,0,0,0.0
1,1.0,1.0,1.0,11,58,21.454545454545453,1,116,116.0
4,1.0,1.0,1.0,10,171,27.7,0,0,0.0
6,0.0,1.0,0.5,3,242,99.0,0,0,0.0
1,1.0,1.0,1.0,7,52,30.0,0,0,0.0
13,1.0,1.0,1.0,12,34,22.5,0,0,0.0
16,1.0,1.0,1.0,11,47,18.636363636363637,0,0,0.0
14,0.0,1.0,0.5,13,64,23.384615384615383,1,18,18.0
21,1.0,1.0,1.0,11,65,27.727272727272727,0,0,0.0
18,1.0,1.0,0.0,13,44,19.307692307692307,0,0,0.0
3,0.0,1.0,0.5,17,31,14.058823529411764,1,18,18.0
7,1.0,1.0,1.0,4,133,71.0,2,24,22.5
12,0.0,1.0,0.5,15,63,21.0,0,0,0.0
5,1.0,1.0,0.0,11,50,24.0,0,0,0.0
3,1.0,1.0,0.5,11,55,25.09090909090909,1,4,4.0
24,1.0,1.0,1.0,17,40,17.529411764705884,0,0,0.0
14,1.0,1.0,1.0,6,105,51.833333333333336,1,22,22.0
22,1.0,1.0,1.0,14,36,13.714285714285714,1,157,157.0
1,1.0,1.0,1.0,14,34,17.857142857142858,1,9,9.0
24,1.0,1.0,0.5,16,39,16.875,0,0,0.0
2,1.0,1.0,1.0,12,26,12.583333333333334,2,154,87.0
4,1.0,1.0,1.0,14,83,17.214285714285715,0,0,0.0
13,1.0,1.0,1.0,12,29,17.0,2,12,9.5
21,1.0,1.0,0.0,5,66,53.0,1,25,25.0
23,1.0,1.0,0.5,12,67,22.166666666666668,1,54,54.0
26,1.0,1.0,1.0,8,94,30.5,0,0,0.0
26,1.0,1.0,1.0,11,104,27.181818181818183,0,0,0.0
21,0.0,1.0,1.0,13,28,15.076923076923077,1,169,169.0
23,0.0,1.0,0.5,9,27,15.555555555555555,0,0,0.0
6,0.0,1.0,0.5,17,47,15.705882352941176,1,15,15.0
6,1.0,1.0,1.0,6,154,52.5,2,26,23.5
3,1.0,1.0,1.0,13,63,23.615384615384617,0,0,0.0
24,0.0,1.0,0.5,14,29,13.571428571428571,0,0,0.0
