participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
9,0.0,0.0,,8,109,36.0,1,16,16.0
17,1.0,0.0,,8,57,27.75,1,15,15.0
19,1.0,0.0,,9,27,15.666666666666666,1,12,12.0
19,1.0,0.0,,12,34,16.75,2,42,29.0
17,1.0,0.0,,8,57,27.75,1,15,15.0
8,1.0,0.0,,13,65,18.46153846153846,0,0,0.0
14,0.0,0.0,,10,94,30.7,1,23,23.0
23,0.0,0.0,,9,75,18.333333333333332,0,0,0.0
23,0.0,0.0,,11,32,13.090909090909092,0,0,0.0
16,0.0,0.0,,11,24,12.454545454545455,0,0,0.0
19,0.0,0.0,,20,34,12.2,2,18,11.0
24,0.0,0.0,,14,40,16.357142857142858,1,27,27.0
21,0.0,0.0,,4,123,77.0,1,21,21.0
3,0.0,0.0,,15,37,16.533333333333335,1,11,11.0
6,0.0,0.0,,15,39,15.866666666666667,1,30,30.0
3,0.0,0.0,,12,42,18.75,2,16,15.0
13,0.0,0.0,,9,77,33.888888888888886,2,24,17.0
16,0.0,0.0,,10,95,23.5,1,38,38.0
25,0.0,0.0,,14,31,14.214285714285714,1,252,252.0
19,0.0,0.0,,21,34,12.047619047619047,1,17,17.0
3,0.0,0.0,,14,30,13.714285714285714,1,17,17.0
13,0.0,0.0,,12,30,18.916666666666668,1,30,30.0
14,0.0,0.0,,9,59,21.88888888888889,2,41,31.0
18,1.0,0.0,,13,31,14.76923076923077,0,0,0.0
24,0.0,0.0,,15,26,13.0,1,27,27.0
7,0.0,0.0,,8,53,36.0,0,0,0.0
12,1.0,0.0,,18,34,15.5,1,33,33.0
4,0.0,0.0,,12,81,22.083333333333332,1,85,85.0
8,1.0,0.0,,10,69,28.9,1,67,67.0
9,1.0,0.0,,9,99,34.0,2,155,79.0
15,1.0,0.0,,12,45,25.25,2,63,46.5
26,0.0,0.0,,19,30,14.631578947368421,2,29,24.5
16,1.0,0.0,,11,53,22.272727272727273,2,25,15.0
22,0.0,0.0,,16,50,15.5,2,16,13.5
26,0.0,0.0,,14,24,15.928571428571429,0,0,0.0
7,0.0,0.0,,8,51,36.125,0,0,0.0
24,1.0,0.0,,13,89,23.76923076923077,1,27,27.0
21,1.0,0.0,,13,35,17.384615384615383,1,152,152.0
22,0.0,0.0,,8,134,34.375,1,28,28.0
21,1.0,0.0,,12,44,16.583333333333332,1,32,32.0
5,0.0,0.0,,12,53,16.416666666666668,1,25,25.0
21,0.0,0.0,,12,36,20.25,2,31,28.5
24,0.0,0.0,,19,30,13.31578947368421,1,7,7.0
9,1.0,0.0,,10,104,25.2,1,18,18.0
22,0.0,0.0,,14,55,17.928571428571427,1,16,16.0
21,1.0,0.0,,12,44,19.0,1,32,32.0
24,0.0,0.0,,10,114,30.9,1,13,13.0
16,0.0,0.0,,9,38,14.444444444444445,0,0,0.0
14,0.0,0.0,,11,60,25.09090909090909,1,122,122.0
6,0.0,0.0,,12,40,20.5,1,16,16.0
23,0.0,0.0,,10,32,14.1,0,0,0.0
4,0.0,0.0,,17,26,12.470588235294118,0,0,0.0
1,1.0,0.0,,12,20,12.166666666666666,1,39,39.0
13,1.0,0.0,,7,103,40.42857142857143,1,14,14.0
19,0.0,0.0,,8,63,23.0,2,27,22.5
22,0.0,0.0,,17,38,16.529411764705884,1,26,26.0
24,1.0,0.0,,12,50,25.583333333333332,1,27,27.0
22,0.0,0.0,,2,275,163.0,0,0,0.0
17,1.0,0.0,,11,56,18.545454545454547,0,0,0.0
14,0.0,0.0,,10,40,21.2,1,122,122.0
15,1.0,0.0,,15,33,15.733333333333333,2,42,38.0
21,0.0,0.0,,10,54,29.9,1,24,24.0
6,0.0,0.0,,11,41,21.90909090909091,2,30,22.0
24,0.0,0.0,,18,42,13.944444444444445,1,7,7.0
4,0.0,0.0,,9,92,33.333333333333336,0,0,0.0
23,0.0,0.0,,11,42,18.727272727272727,1,47,47.0
7,0.0,0.0,,6,82,45.833333333333336,1,21,21.0
6,0.0,0.0,,12,44,23.083333333333332,1,108,108.0
18,1.0,0.0,,13,26,12.0,1,5,5.0
25,0.0,0.0,,8,55,30.625,1,19,19.0
23,0.0,0.0,,7,196,37.42857142857143,0,0,0.0
24,1.0,0.0,,16,41,17.25,1,27,27.0
26,0.0,0.0,,10,53,22.4,0,0,0.0
24,1.0,0.0,,14,54,19.214285714285715,0,0,0.0
14,0.0,0.0,,9,63,34.111111111111114,1,44,44.0
22,0.0,0.0,,9,59,36.44444444444444,1,34,34.0
4,0.0,0.0,,11,20,12.090909090909092,0,0,0.0
23,0.0,0.0,,15,35,13.466666666666667,1,46,46.0
6,0.0,0.0,,10,62,25.0,1,111,111.0
24,1.0,0.0,,13,35,19.307692307692307,0,0,0.0
19,1.0,0.0,,12,49,19.083333333333332,2,16,15.0
