participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
7,1.0,0.0,,15,54,20.133333333333333,0,0,0.0,4,8.5,21.833290879416168,110.89797817534684
8,1.0,0.0,,13,65,18.384615384615383,0,0,0.0,3,28.333333333333332,15.000841084702627,114.50529605810688
26,0.0,0.0,,10,32,13.1,0,0,0.0,6,35.666666666666664,22.11893168340825,189.56864701486003
21,1.0,0.0,,10,37,19.3,2,152,92.0,6,24.666666666666668,14.324243728191371,80.07562360677457
5,0.0,0.0,,14,70,17.928571428571427,2,13,8.0,6,13.833333333333334,32.099156780084144,185.84987060406954
5,0.0,0.0,,8,149,38.125,1,28,28.0,1,31.0,42.541242533259854,121.43142354844969
23,0.0,0.0,,2,129,126.0,0,0,0.0,1,102.0,5.204740625407418,25.907001351020345
14,0.0,0.0,,14,40,20.857142857142858,1,33,33.0,4,9.0,11.502237809986376,66.08519780026826
25,0.0,0.0,,13,36,15.538461538461538,1,213,213.0,6,20.833333333333332,7.887580967002674,48.35482286492362
5,0.0,0.0,,17,27,16.88235294117647,1,73,73.0,3,13.333333333333334,14.059571214426297,94.23068867616023
6,0.0,0.0,,9,62,28.88888888888889,1,177,177.0,4,20.75,12.371933645814657,68.67790548713735
23,0.0,0.0,,4,170,59.75,1,56,56.0,3,37.0,25.781837610824933,182.1584583898614
21,1.0,0.0,,19,29,12.31578947368421,0,0,0.0,6,15.166666666666666,16.700824401210856,113.70508676400414
24,0.0,0.0,,9,52,29.88888888888889,1,21,21.0,5,14.8,12.249815172679273,75.27243391759328
18,1.0,0.0,,11,44,17.181818181818183,1,5,5.0,3,47.666666666666664,34.78785396336239,288.1663453267169
25,0.0,0.0,,11,45,20.90909090909091,1,42,42.0,5,21.4,22.52494496357097,135.15776488696014
14,0.0,0.0,,8,70,36.375,0,0,0.0,1,47.0,15.83201366916422,34.585337424743514
1,1.0,0.0,,16,64,16.9375,0,0,0.0,3,21.0,18.322719495436548,104.39678233426675
21,0.0,0.0,,12,52,21.666666666666668,2,102,59.5,5,13.8,7.504490102279983,79.51005105841485
22,0.0,0.0,,11,65,23.454545454545453,1,16,16.0,4,21.75,19.290486290906234,173.76740650131566
15,0.0,0.0,,12,31,18.333333333333332,2,45,39.0,5,22.8,19.394856974367492,149.6176576120749
26,0.0,0.0,,14,27,14.142857142857142,0,0,0.0,5,28.0,24.721637304779833,175.55933296284906
2,1.0,0.0,,7,67,44.714285714285715,1,23,23.0,2,15.0,6.191428593054051,55.657514902820814
17,1.0,0.0,,9,57,27.555555555555557,1,15,15.0,3,29.0,28.141384446006143,185.76028888868836
2,0.0,0.0,,15,36,11.466666666666667,2,27,24.0,7,23.428571428571427,17.159623120703497,136.88394876151114
25,0.0,0.0,,13,38,13.076923076923077,2,17,16.0,4,41.25,24.9757901942584,252.22728447120602
21,1.0,0.0,,18,29,12.722222222222221,0,0,0.0,7,13.857142857142858,15.64398149937821,95.46521687607193
25,0.0,0.0,,7,55,23.0,3,19,13.0,4,45.25,25.796395923537702,234.61285331845306
15,0.0,0.0,,13,34,19.53846153846154,1,161,161.0,5,15.4,15.987775536251268,88.70341075457867
15,1.0,0.0,,15,36,14.0,1,34,34.0,7,16.714285714285715,23.646708056277824,111.20056989702893
14,0.0,0.0,,7,119,44.714285714285715,2,17,13.0,2,15.5,15.615637559643238,72.437439185225
17,1.0,0.0,,12,26,15.416666666666666,1,27,27.0,5,28.6,22.10418292571442,168.36548924528662
24,0.0,0.0,,15,52,15.666666666666666,1,27,27.0,6,14.5,15.430448866044728,79.79485407648696
24,1.0,0.0,,14,54,19.428571428571427,0,0,0.0,3,20.333333333333332,26.29860157185937,160.8984534522342
3,1.0,0.0,,8,73,32.875,1,13,13.0,4,19.75,28.205244674470126,166.09338814827856
12,1.0,0.0,,18,18,10.5,1,38,38.0,8,17.25,15.842593772107893,83.69923746175657
14,0.0,0.0,,7,100,44.714285714285715,1,18,18.0,2,13.5,2.7873210395679524,7.141330514409567
7,1.0,0.0,,4,96,49.25,0,0,0.0,2,76.0,20.307849568255378,55.4546849413384
15,0.0,0.0,,13,34,19.53846153846154,1,161,161.0,5,15.6,15.987775536251268,88.70341075457867
24,0.0,0.0,,18,42,14.444444444444445,0,0,0.0,6,9.666666666666666,23.712137864663827,140.82098351775133
25,0.0,0.0,,9,55,24.77777777777778,1,19,19.0,3,38.0,27.10147814719365,222.099203531639
1,1.0,0.0,,14,55,21.5,3,78,34.666666666666664,3,10.333333333333334,2.159790828158865,19.59327518499803
18,1.0,0.0,,14,33,12.928571428571429,1,5,5.0,5,31.2,23.06762301286379,180.71793060003225
26,0.0,0.0,,16,33,12.75,0,0,0.0,4,28.75,25.891126025168926,168.6828136674129
7,1.0,0.0,,8,106,41.125,1,120,120.0,0,0.0,0.0,0.0
23,0.0,0.0,,7,42,17.714285714285715,1,56,56.0,7,31.857142857142858,26.691358183371854,257.1501623365789
23,0.0,0.0,,7,53,24.285714285714285,1,56,56.0,6,29.5,27.083077030373317,220.22922093868218
6,0.0,0.0,,6,77,40.666666666666664,3,77,36.666666666666664,3,34.0,2.721565669439656,68.71243493857678
3,0.0,0.0,,15,32,14.866666666666667,1,17,17.0,6,18.5,20.12919332499793,149.73625276039533
24,0.0,0.0,,11,63,26.272727272727273,1,21,21.0,5,10.4,25.44362415377062,141.95291473880286
22,0.0,0.0,,11,58,28.727272727272727,1,30,30.0,1,8.0,2.364929172221182,12.891572040390843
15,0.0,0.0,,13,38,21.53846153846154,1,302,302.0,5,8.6,1.5184727090777153,8.215431190209234
25,0.0,0.0,,13,38,14.23076923076923,3,18,16.666666666666668,4,37.25,20.02185512766142,237.056657556964
25,0.0,0.0,,7,55,27.714285714285715,2,19,10.0,5,30.4,24.359783741871315,180.8410813829104
13,1.0,0.0,,6,193,43.166666666666664,1,16,16.0,3,29.666666666666668,21.940828972587436,174.90986298214588
5,0.0,0.0,,14,53,15.642857142857142,1,25,25.0,7,16.142857142857142,24.52809527219167,109.32404446338386
9,1.0,0.0,,9,99,29.88888888888889,2,63,37.0,5,13.8,9.373725872557484,48.37648285951575
1,1.0,0.0,,15,73,19.4,0,0,0.0,3,13.333333333333334,13.478292876895003,110.12652627573004
24,0.0,0.0,,18,42,14.11111111111111,1,7,7.0,8,8.875,14.093639034641306,67.71423639895715
22,0.0,0.0,,14,64,18.571428571428573,1,16,16.0,4,19.75,21.385986629105275,173.04921680180632
6,0.0,0.0,,13,28,14.846153846153847,1,99,99.0,6,22.5,19.146317005752607,125.19319984472459
3,0.0,0.0,,12,46,20.583333333333332,1,18,18.0,5,17.6,23.535198739497197,158.75795744084357
7,1.0,0.0,,5,96,43.2,0,0,0.0,1,131.0,24.230815198430367,77.98956487630083
25,0.0,0.0,,7,55,23.0,3,19,13.666666666666666,4,45.25,31.028674219808014,264.98955660735766
4,0.0,0.0,,7,92,47.714285714285715,0,0,0.0,1,6.0,19.47410633339681,86.60290417601928
6,0.0,0.0,,12,44,24.166666666666668,2,95,55.5,2,25.0,18.32425184567292,66.15083170766198
15,1.0,0.0,,14,28,14.0,2,39,29.5,6,22.5,17.766295978860395,100.37219935462792
4,0.0,0.0,,13,63,19.692307692307693,1,85,85.0,6,13.666666666666666,11.006278264034577,72.3020093854356
5,0.0,0.0,,15,43,15.866666666666667,1,16,16.0,6,15.166666666666666,26.137010543346758,144.814026606619
24,0.0,0.0,,17,42,15.058823529411764,0,0,0.0,7,9.285714285714286,21.30847691963651,125.94162408111842
19,0.0,0.0,,15,33,11.8,1,18,18.0,5,32.6,29.740541987808957,204.654266706353
24,1.0,0.0,,14,45,19.642857142857142,0,0,0.0,3,17.333333333333332,28.537061396264363,181.0894262725732
26,0.0,0.0,,17,33,12.588235294117647,0,0,0.0,4,25.25,25.663497573808435,139.56988393660902
26,0.0,0.0,,14,53,20.285714285714285,0,0,0.0,3,12.333333333333334,25.42801894485199,108.67083618884328
6,0.0,0.0,,12,30,16.5,1,108,108.0,6,22.666666666666668,13.931743738577117,77.76536178509141
26,0.0,0.0,,14,53,18.214285714285715,0,0,0.0,4,17.75,27.88097966504578,131.81411836140373
22,0.0,0.0,,15,37,14.733333333333333,2,28,27.0,4,27.75,8.048836696072438,53.24599751957741
21,0.0,0.0,,9,54,34.55555555555556,1,8,8.0,1,16.0,5.525649995740286,11.79553595784265
7,0.0,0.0,,12,79,25.416666666666668,0,0,0.0,2,11.5,14.11121558626774,68.58969142027858
24,1.0,0.0,,14,45,19.142857142857142,0,0,0.0,4,15.75,26.6799999582826,150.6336975444172
3,1.0,0.0,,16,40,19.4375,0,0,0.0,3,6.333333333333333,10.196833968897504,40.474886714873016
23,0.0,0.0,,12,65,17.416666666666668,0,0,0.0,5,25.6,22.44033228311293,158.21605763334088
8,1.0,0.0,,16,28,11.9375,1,15,15.0,5,28.2,22.55267167787185,179.90424084892132
9,1.0,0.0,,17,36,14.235294117647058,2,16,13.5,7,13.0,20.048343554032527,100.37664101574762
14,0.0,0.0,,8,70,35.75,0,0,0.0,1,52.0,15.83201366916422,34.585337424743514
14,0.0,0.0,,14,40,21.142857142857142,1,33,33.0,4,8.75,14.364678580496003,77.99726746584713
9,1.0,0.0,,11,99,24.545454545454547,2,63,37.0,5,13.2,16.59072106158027,74.51009654293073
24,0.0,0.0,,16,42,15.0,1,27,27.0,6,13.333333333333334,20.587553450694895,128.0328729751085
23,0.0,0.0,,13,23,12.23076923076923,0,0,0.0,5,35.8,18.097675958371216,102.43932347868108
8,1.0,0.0,,14,30,11.714285714285714,0,0,0.0,6,28.166666666666668,24.025275025639502,151.38975207771452
10,1.0,0.0,,16,57,13.875,0,0,0.0,3,8.666666666666666,16.532829978314798,78.5887642425465
11,0.0,0.0,,10,154,29.4,0,0,0.0,3,15.333333333333334,18.699018906225515,75.54962758883472
19,0.0,0.0,,15,39,15.8,1,79,79.0,3,34.0,9.888735509699696,93.20296484483929
4,0.0,0.0,,20,26,12.5,0,0,0.0,5,13.6,27.28809216271609,108.76714713633825
2,0.0,0.0,,15,31,13.2,2,161,92.0,7,19.571428571428573,7.17852298225448,52.4170494714325
9,0.0,0.0,,4,109,81.5,2,16,13.5,2,13.0,20.64279826188419,84.65854871459045
2,0.0,0.0,,14,32,11.428571428571429,2,132,76.5,8,22.375,10.513870290755396,100.79006415000524
12,0.0,0.0,,14,68,21.642857142857142,0,0,0.0,4,7.75,26.848060473805795,106.87400772065467
22,0.0,0.0,,15,37,14.733333333333333,2,28,27.0,4,27.75,7.794165230140082,37.98501310902689
8,1.0,0.0,,18,28,11.944444444444445,0,0,0.0,5,22.0,25.308660758722215,152.87207780198955
23,0.0,0.0,,10,65,20.0,0,0,0.0,4,34.75,24.058860365195017,117.39868643265694
15,0.0,0.0,,13,43,22.153846153846153,1,30,30.0,4,10.25,9.40065214793935,64.9940849092172
24,0.0,0.0,,16,31,14.25,1,27,27.0,6,15.0,20.239895396605576,131.75343223679315
22,0.0,0.0,,16,60,17.3125,2,23,17.0,6,9.5,13.445296719782668,59.83204082923166
12,0.0,0.0,,16,39,18.3125,0,0,0.0,3,12.666666666666666,17.939771132748017,96.16925806691272
12,0.0,0.0,,18,33,15.0,0,0,0.0,5,11.0,29.822454505456108,137.9370152301055
18,1.0,0.0,,12,26,14.916666666666666,1,17,17.0,4,39.25,27.4146950004018,246.89336295014678
18,1.0,0.0,,13,26,11.538461538461538,1,5,5.0,7,26.571428571428573,28.52907037199638,193.03280286003138
3,1.0,0.0,,5,125,59.8,3,13,11.0,3,17.0,12.497664713513396,101.74252669688758
23,0.0,0.0,,12,25,13.416666666666666,0,0,0.0,5,31.0,22.446865928367437,156.93032036071145
16,0.0,0.0,,16,24,12.3125,1,26,26.0,4,33.5,17.788267572088788,113.43212803454236
18,1.0,0.0,,15,31,14.0,0,0,0.0,5,22.8,22.014780031197365,120.38971051983431
14,0.0,0.0,,8,99,39.875,0,0,0.0,2,11.0,20.611032611416537,124.58324996251295
26,0.0,0.0,,13,27,13.23076923076923,0,0,0.0,4,40.5,29.860452497294457,149.00039124008646
19,0.0,0.0,,19,32,13.631578947368421,1,17,17.0,3,23.0,19.7158490499842,128.52855817050795
6,0.0,0.0,,10,59,20.9,1,25,25.0,5,27.4,18.613488346264138,105.28222823043473
7,0.0,0.0,,7,87,44.857142857142854,0,0,0.0,2,14.5,29.15283065977429,158.90210683680655
25,0.0,0.0,,16,38,14.875,1,17,17.0,3,28.333333333333332,21.427391062345066,211.89620755531118
24,0.0,0.0,,5,101,53.6,2,34,32.0,3,26.666666666666668,8.845621676068708,67.93018594691559
23,0.0,0.0,,9,149,26.555555555555557,0,0,0.0,4,25.5,24.87011761847968,148.03477973329464
26,0.0,0.0,,15,32,14.2,0,0,0.0,5,24.8,25.012902944307818,179.97055966034407
9,0.0,0.0,,8,133,40.625,2,125,75.5,1,8.0,1.391713488208061,9.741994417456276
19,0.0,0.0,,20,32,13.0,1,17,17.0,3,21.0,19.7158490499842,121.74588945727463
17,1.0,0.0,,17,49,16.647058823529413,1,22,22.0,2,25.0,14.5597530370863,53.17637063211647
23,0.0,0.0,,12,137,21.166666666666668,0,0,0.0,5,17.0,17.200618942125363,106.41472845054113
12,1.0,0.0,,15,34,15.866666666666667,1,39,39.0,6,15.833333333333334,18.530752992034877,93.10637118581974
2,1.0,0.0,,10,140,30.7,2,12,9.0,4,10.0,19.33834715209281,120.62010351806703
6,0.0,0.0,,12,48,23.75,1,122,122.0,4,13.75,3.9609995301292393,14.73579167482482
18,1.0,0.0,,12,32,12.333333333333334,1,5,5.0,7,27.571428571428573,23.26339933611407,148.6625304756245
18,1.0,0.0,,11,26,15.181818181818182,1,17,17.0,4,43.5,27.4146950004018,256.20437527009096
23,0.0,0.0,,13,65,17.923076923076923,0,0,0.0,4,25.5,28.746691880583583,122.39908202180098
19,0.0,0.0,,12,33,15.75,1,18,18.0,4,37.25,28.18316969086148,210.91535397246213
23,0.0,0.0,,5,115,38.4,1,56,56.0,4,39.25,26.174622276656287,179.0607061837385
22,0.0,0.0,,8,91,36.875,2,30,25.5,2,21.5,8.365956553988585,44.39020545212553
15,0.0,0.0,,13,34,18.307692307692307,1,161,161.0,4,22.75,21.83692330524562,144.67171558144537
23,0.0,0.0,,9,133,24.77777777777778,0,0,0.0,4,29.5,24.87011761847968,151.00521865375447
19,1.0,0.0,,10,22,15.3,1,86,86.0,3,62.666666666666664,22.298438643245248,261.05390520590686
13,0.0,0.0,,9,30,15.555555555555555,1,104,104.0,6,34.333333333333336,27.052569958624616,134.21709527051627
17,1.0,0.0,,9,78,33.333333333333336,0,0,0.0,2,19.5,27.717049874139096,185.19401643720605
14,0.0,0.0,,15,29,17.2,1,20,20.0,5,13.8,14.478434517889571,77.12304574369786
15,0.0,0.0,,10,31,17.7,2,51,48.0,6,26.833333333333332,21.313798139790162,157.65787662161168
23,0.0,0.0,,16,35,12.625,1,44,44.0,7,18.714285714285715,14.076736009102598,88.07427233500688
8,1.0,0.0,,8,69,30.875,1,14,14.0,2,29.5,22.238077556213945,242.39813026817137
25,0.0,0.0,,12,38,13.666666666666666,1,162,162.0,5,36.0,16.76533447339667,167.8382557536992
2,1.0,0.0,,8,72,36.75,0,0,0.0,2,25.5,25.039094210516588,131.25818731433446
19,1.0,0.0,,10,26,13.8,1,12,12.0,7,29.714285714285715,18.77264810961191,169.49011859672774
18,1.0,0.0,,12,24,13.416666666666666,0,0,0.0,5,33.8,31.950452654135557,207.58668607554992
2,0.0,0.0,,12,23,10.5,2,24,23.5,5,43.2,25.19828876016399,224.166810372254
22,0.0,0.0,,11,67,28.272727272727273,2,30,25.5,1,11.0,2.9506992793601015,29.50699279360083
7,1.0,0.0,,7,104,38.0,1,142,142.0,2,29.5,10.329948429030326,36.68492636139962
25,0.0,0.0,,8,55,30.625,1,19,19.0,3,32.666666666666664,29.34148639804484,227.23422256610704
9,0.0,0.0,,10,95,29.2,1,22,22.0,5,10.8,10.050387063992806,43.87669705889824
13,1.0,0.0,,6,104,45.333333333333336,1,14,14.0,2,37.5,16.033024821012297,103.68100571997738
22,0.0,0.0,,10,98,31.5,1,38,38.0,3,8.0,10.136152549230228,45.10281393778487
17,1.0,0.0,,13,26,14.692307692307692,1,46,46.0,6,22.833333333333332,25.57573690317621,132.86623887909005
24,1.0,0.0,,13,54,19.76923076923077,0,0,0.0,4,19.75,24.589679458142992,132.947060011686
24,0.0,0.0,,9,114,30.0,0,0,0.0,2,35.5,21.106214875797935,83.58313067113862
13,1.0,0.0,,5,103,50.8,2,16,15.0,2,47.0,22.13408018495466,222.4675216903041
7,0.0,0.0,,9,79,31.0,0,0,0.0,1,50.0,27.097767378896346,137.9819099814405
12,0.0,0.0,,14,68,22.071428571428573,0,0,0.0,3,8.333333333333334,27.50880887261002,130.1740591926605
14,0.0,0.0,,15,29,17.2,1,20,20.0,4,16.25,10.985446052499306,67.25200341551398
22,0.0,0.0,,8,130,42.375,1,39,39.0,0,0.0,0.0,0.0
13,1.0,0.0,,11,36,18.09090909090909,1,120,120.0,4,34.5,13.652753574626635,126.55311418288078
18,1.0,0.0,,8,93,34.375,0,0,0.0,2,28.0,28.510687912944277,134.79510405170748
17,1.0,0.0,,13,32,14.076923076923077,0,0,0.0,5,29.8,24.37659392751749,133.2071528324364
1,1.0,0.0,,10,83,23.6,2,41,24.0,5,18.8,16.192333406328387,78.06625487225173
6,0.0,0.0,,15,39,15.733333333333333,1,30,30.0,3,32.666666666666664,10.79690386590372,142.58512155438856
24,1.0,0.0,,10,65,30.8,1,18,18.0,3,10.666666666666666,20.911144144184583,141.51886892549746
17,1.0,0.0,,13,32,13.923076923076923,0,0,0.0,5,30.2,24.37659392751749,133.2071528324364
4,0.0,0.0,,14,83,15.857142857142858,0,0,0.0,6,18.5,18.96332482892487,84.7590923278744
17,1.0,0.0,,13,51,20.76923076923077,0,0,0.0,3,19.333333333333332,19.16490727506216,147.6303665889429
