participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
7,1.0,0.0,,2,45,41.5,0,0,0.0,1,31.0,18.584458286985136,50.629911538608084
9,0.0,0.0,,5,30,20.6,0,0,0.0,0,0.0,0.0,0.0
18,1.0,0.0,,5,33,17.4,0,0,0.0,2,12.0,16.545883295891667,98.52593026873753
21,1.0,0.0,,6,30,11.833333333333334,0,0,0.0,2,17.0,27.04598277533106,189.5478914212767
5,0.0,0.0,,5,37,17.6,0,0,0.0,2,7.5,22.608285326911705,67.98269249711214
17,1.0,0.0,,7,20,12.0,0,0,0.0,2,8.5,17.641303166371422,51.101329316663865
14,0.0,0.0,,2,43,32.0,0,0,0.0,1,50.0,18.41028577361183,58.9587703102844
19,1.0,0.0,,1,26,26.0,0,0,0.0,2,44.5,32.66445141895291,297.8724877805947
9,0.0,0.0,,2,17,12.0,1,22,22.0,1,88.0,4.003526414788191,38.32784651870113
6,0.0,0.0,,3,26,15.333333333333334,0,0,0.0,2,31.0,40.71997658578695,231.63962146799525
13,1.0,0.0,,2,16,13.5,1,23,23.0,1,83.0,22.61266450408739,316.26619670542715
12,1.0,0.0,,5,10,8.2,0,0,0.0,5,14.0,21.684673075140882,105.48711914127412
14,0.0,0.0,,3,42,22.666666666666668,0,0,0.0,2,20.0,21.111101795104574,80.09574524604591
4,0.0,0.0,,7,12,9.142857142857142,0,0,0.0,3,13.333333333333334,29.495066064506943,141.20508640834385
4,0.0,0.0,,3,19,11.0,0,0,0.0,2,37.5,36.149760459377,221.27798402958808
18,1.0,0.0,,2,24,16.5,0,0,0.0,3,27.0,20.42103793564,94.32880225429092
22,0.0,0.0,,6,21,15.833333333333334,0,0,0.0,1,13.0,2.0929264802704184,20.748762893854305
18,1.0,0.0,,7,24,12.714285714285714,0,0,0.0,2,9.0,15.97739017784467,64.05715910797969
2,0.0,0.0,,3,28,21.0,1,33,33.0,2,23.5,2.7061019313847905,43.875299218915906
3,0.0,0.0,,8,21,12.125,0,0,0.0,1,6.0,17.132690111191515,79.6261949072436
8,1.0,0.0,,3,51,31.333333333333332,1,67,67.0,2,8.5,13.630381339956827,30.14486663003329
4,0.0,0.0,,3,44,33.666666666666664,0,0,0.0,1,8.0,1.0703745714343464,3.4369016093996247
8,1.0,0.0,,4,22,14.0,0,0,0.0,2,26.5,31.593201752159338,261.832271544791
7,0.0,0.0,,1,66,66.0,0,0,0.0,1,49.0,26.473730145389123,135.87191959169388
7,1.0,0.0,,3,39,24.666666666666668,1,26,26.0,1,29.0,1.657689403375553,11.287401566944528
15,1.0,0.0,,7,14,10.857142857142858,0,0,0.0,2,11.5,13.823065100636143,40.72309776121344
15,0.0,0.0,,4,31,22.0,1,28,28.0,1,16.0,1.9697456649194847,14.342832021826721
9,1.0,0.0,,6,21,14.333333333333334,1,15,15.0,2,8.0,13.15808083361958,44.93489791162695
2,0.0,0.0,,5,25,16.2,0,0,0.0,2,15.0,17.083002427282374,63.36505324503295
25,0.0,0.0,,4,18,10.0,1,111,111.0,3,24.0,2.9487925823723455,67.82222939456317
4,0.0,0.0,,4,8,7.5,0,0,0.0,3,27.333333333333332,32.35051122514081,184.39469528566391
14,0.0,0.0,,4,35,23.75,0,0,0.0,1,6.0,18.572076444522846,44.31492169530214
14,0.0,0.0,,2,57,36.5,1,17,17.0,1,41.0,2.2744782533258543,21.39517080076298
22,0.0,0.0,,3,59,29.0,1,34,34.0,1,22.0,1.0111641767720592,6.21141196334018
15,0.0,0.0,,3,32,25.333333333333332,0,0,0.0,3,11.0,10.394649725217947,79.29018366209324
24,1.0,0.0,,4,27,17.25,1,39,39.0,1,40.0,5.134376957105561,200.24070132711614
24,1.0,0.0,,4,31,19.75,0,0,0.0,2,14.5,24.74873827741464,138.3469762291977
19,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,5.235187759658249,19.507717583394463
17,1.0,0.0,,2,50,37.5,0,0,0.0,2,18.0,26.551627245839754,164.346543228858
14,0.0,0.0,,1,39,39.0,0,0,0.0,1,76.0,15.83201366916422,34.585337424743514
3,1.0,0.0,,4,39,24.75,0,0,0.0,1,13.0,0.6778650681616255,5.323697565266228
16,1.0,0.0,,4,14,10.25,1,25,25.0,2,35.5,12.3154104053827,82.3676900548224
14,0.0,0.0,,3,51,24.0,1,44,44.0,2,20.5,1.3855220148226803,20.357421921488754
21,1.0,0.0,,4,34,20.75,0,0,0.0,1,19.0,24.072553398314763,123.1970639308738
2,0.0,0.0,,5,13,9.8,1,27,27.0,3,20.666666666666668,16.211190917243734,114.82581332072779
4,0.0,0.0,,5,14,10.4,0,0,0.0,2,28.0,26.342755404327576,130.27407042372215
9,1.0,0.0,,4,21,15.75,1,11,11.0,3,15.333333333333334,14.687225667419623,71.95142832492148
23,0.0,0.0,,5,29,16.2,1,42,42.0,1,28.0,6.181961992202239,51.44339968585493
13,0.0,0.0,,4,33,27.0,0,0,0.0,0,0.0,0.0,0.0
19,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,5.235187759658249,22.045801400174902
7,0.0,0.0,,3,46,33.0,0,0,0.0,1,11.0,5.797206202142647,11.626378067594414
14,0.0,0.0,,1,90,90.0,0,0,0.0,1,25.0,9.866292343645812,22.268155000483432
26,0.0,0.0,,2,15,12.5,0,0,0.0,2,44.5,22.01434720215171,217.7038381943138
6,0.0,0.0,,3,39,31.666666666666668,1,18,18.0,1,14.0,1.180464734338626,15.346041546401969
22,0.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,0.2933146357536316,2.352871002462244
4,0.0,0.0,,6,16,10.333333333333334,0,0,0.0,4,12.0,28.61406064108437,113.17433916153033
4,0.0,0.0,,2,9,8.5,0,0,0.0,3,32.333333333333336,37.42412575249608,223.34226061489326
25,0.0,0.0,,5,38,14.4,1,17,17.0,1,40.0,12.247455671964468,195.95929075143096
12,1.0,0.0,,6,28,14.166666666666666,1,5,5.0,2,11.0,19.375961924587852,91.82908864728347
17,1.0,0.0,,5,35,17.2,0,0,0.0,1,24.0,6.439911871205814,121.36624341959114
24,0.0,0.0,,6,26,12.833333333333334,0,0,0.0,2,15.0,13.80982397475036,54.31014845596766
22,0.0,0.0,,4,37,23.0,1,28,28.0,2,7.0,16.93358772323824,66.20146332008377
17,1.0,0.0,,5,17,10.2,0,0,0.0,3,18.0,26.966620056582272,129.847214297708
6,0.0,0.0,,3,41,32.333333333333336,1,12,12.0,1,12.0,1.7849057101540051,19.633962811693756
5,0.0,0.0,,5,27,19.8,1,4,4.0,1,8.0,21.90268922861666,48.91113015588336
6,0.0,0.0,,3,40,26.0,0,0,0.0,2,17.5,21.042692088629998,144.35331671807674
3,0.0,0.0,,7,21,11.714285714285714,0,0,0.0,3,8.666666666666666,20.239742496976223,71.89857121711735
1,1.0,0.0,,3,41,25.0,1,11,11.0,1,36.0,9.326754315682955,158.08636874995972
3,0.0,0.0,,7,21,11.714285714285714,0,0,0.0,2,10.5,14.968869927202702,56.73317192223684
1,1.0,0.0,,4,31,17.75,1,14,14.0,1,40.0,17.830976128176623,177.02149872544356
26,0.0,0.0,,3,36,29.0,0,0,0.0,2,11.5,16.848536679070108,63.5564433571106
19,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,3.4778268248378947,16.057031304571904
2,1.0,0.0,,2,67,42.0,0,0,0.0,1,30.0,21.581577522591775,84.757629740084
17,1.0,0.0,,3,46,37.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,4,15,11.0,0,0,0.0,3,22.666666666666668,22.67559375826043,123.96103516545271
22,0.0,0.0,,3,67,29.333333333333332,1,21,21.0,2,12.5,11.996324121123825,50.438685288364304
23,0.0,0.0,,3,33,22.666666666666668,1,42,42.0,2,21.5,4.173206093462378,31.413530633325056
7,1.0,0.0,,2,87,56.5,1,3,3.0,0,0.0,0.0,0.0
26,0.0,0.0,,2,61,48.5,0,0,0.0,1,12.0,17.27542750579451,40.36919577787348
24,0.0,0.0,,7,26,12.571428571428571,0,0,0.0,2,6.0,17.786841348340573,55.00844606436334
17,1.0,0.0,,2,18,17.0,0,0,0.0,2,40.0,19.797896071401144,158.1353837167133
7,1.0,0.0,,5,49,19.0,0,0,0.0,2,7.0,24.339209351184564,132.56865219317334
13,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,24.875914656895997,93.63520150980236
17,1.0,0.0,,2,43,34.5,0,0,0.0,1,45.0,30.935818228533122,92.61715632351255
14,0.0,0.0,,1,94,94.0,0,0,0.0,1,21.0,1.8458412335760568,17.14253030029055
1,1.0,0.0,,3,8,7.333333333333333,0,0,0.0,3,30.333333333333332,19.648156473338215,120.33519061433998
5,0.0,0.0,,2,85,46.0,1,28,28.0,2,11.0,2.451344648689508,6.320064247249434
6,0.0,0.0,,3,72,30.333333333333332,1,44,44.0,1,18.0,1.4568417698599767,24.766310087619402
25,0.0,0.0,,4,41,16.75,1,17,17.0,1,40.0,12.247455671964468,195.95929075143096
21,0.0,0.0,,1,21,21.0,1,21,21.0,1,94.0,13.135282481826438,81.55041462537395
23,0.0,0.0,,1,35,35.0,0,0,0.0,1,80.0,33.66551648513699,265.0042868482578
7,0.0,0.0,,2,73,50.5,0,0,0.0,1,8.0,28.093527475769044,108.54381012975716
22,0.0,0.0,,1,109,109.0,0,0,0.0,1,6.0,5.044635131450014,11.521586129450055
2,0.0,0.0,,5,20,17.0,1,50,50.0,2,13.5,3.6252552833839116,45.315691042298596
2,1.0,0.0,,2,67,57.5,0,0,0.0,0,0.0,0.0,0.0
3,0.0,0.0,,7,29,14.428571428571429,0,0,0.0,1,6.0,17.132690111191515,79.6261949072436
23,0.0,0.0,,3,50,27.0,0,0,0.0,1,24.0,26.29002607439207,95.15399967339339
7,0.0,0.0,,3,53,35.0,0,0,0.0,1,6.0,13.99170789507023,32.115850031089764
4,0.0,0.0,,3,19,12.333333333333334,0,0,0.0,2,38.0,28.207913695360254,216.7163985624418
16,0.0,0.0,,3,23,16.333333333333332,0,0,0.0,2,30.0,24.388243014884182,188.78808855956657
4,0.0,0.0,,2,10,8.5,0,0,0.0,3,32.333333333333336,26.830106392156512,169.12294267877087
9,1.0,0.0,,2,55,33.0,0,0,0.0,1,48.0,26.546812100729568,84.08899313042869
25,0.0,0.0,,2,10,9.0,1,15,15.0,2,46.0,30.679654605701394,305.93743570404536
14,0.0,0.0,,3,43,32.333333333333336,0,0,0.0,1,16.0,17.928187600236672,43.07505149919352
2,1.0,0.0,,3,60,27.666666666666668,1,23,23.0,2,15.0,5.276014699206997,25.22888901024149
2,1.0,0.0,,1,85,85.0,0,0,0.0,1,30.0,24.1297772770846,127.4713974569429
25,0.0,0.0,,3,54,26.0,1,23,23.0,2,15.5,11.559007990660913,114.58186768059734
23,0.0,0.0,,1,42,42.0,1,3,3.0,2,36.5,31.42667251184492,237.57172302433105
12,0.0,0.0,,2,15,11.5,1,33,33.0,2,43.0,19.788582279660567,151.34639395634014
19,0.0,0.0,,4,30,15.0,0,0,0.0,1,47.0,27.876888589060016,171.18609725507173
6,0.0,0.0,,3,40,22.0,0,0,0.0,1,44.0,1.9084904241153162,11.317527926913037
19,0.0,0.0,,1,66,66.0,1,25,25.0,1,49.0,5.148187716258522,129.2261480932252
19,1.0,0.0,,2,16,16.0,0,0,0.0,2,41.0,16.835326793737057,139.82542904780374
4,0.0,0.0,,4,15,10.25,0,0,0.0,4,17.75,28.507233568443837,126.37730759135964
9,0.0,0.0,,1,46,46.0,1,16,16.0,1,69.0,32.87604227623835,124.59850359649745
18,1.0,0.0,,2,71,50.0,0,0,0.0,1,9.0,1.673305327452136,8.15092046584593
13,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,5.220145697959495,22.924686100645953
22,0.0,0.0,,5,19,15.0,0,0,0.0,1,33.0,23.72482096967193,96.77555652965955
6,0.0,0.0,,4,25,21.25,1,17,17.0,2,10.0,12.995520347641422,60.37054886460122
5,0.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,2.4843349285255196,15.416084934360578
18,1.0,0.0,,2,15,12.5,0,0,0.0,2,44.0,34.66405678564568,268.88975147225324
12,0.0,0.0,,6,32,13.833333333333334,0,0,0.0,3,7.666666666666667,18.123647947941755,96.13570619340707
24,1.0,0.0,,5,32,19.6,0,0,0.0,1,7.0,9.901894772948818,23.9676027431393
24,0.0,0.0,,3,63,34.333333333333336,0,0,0.0,1,7.0,5.48693396714021,22.84093879761289
6,0.0,0.0,,5,25,15.2,1,16,16.0,1,23.0,36.042997022654696,101.98915312456195
12,0.0,0.0,,5,19,15.4,0,0,0.0,3,10.666666666666666,13.72445311688327,97.648207047101
13,0.0,0.0,,1,62,62.0,1,24,24.0,1,53.0,7.309560414768631,156.73341689088514
18,1.0,0.0,,4,11,9.0,0,0,0.0,2,38.0,29.75464219182939,204.4644489753954
2,0.0,0.0,,3,30,26.666666666666668,1,33,33.0,2,16.5,1.9161292350582695,36.57066271585098
14,0.0,0.0,,2,39,31.5,0,0,0.0,1,51.0,5.654148832830728,13.898814380654288
3,1.0,0.0,,2,86,50.5,1,22,22.0,1,12.0,8.411507397819527,92.52658137601446
15,0.0,0.0,,5,28,19.6,1,30,30.0,1,6.0,3.866647890753057,19.333239453765053
19,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,5.235187759658249,18.813269770911692
21,1.0,0.0,,3,37,17.333333333333332,1,35,35.0,3,19.0,12.19765560389016,46.2657118467994
25,0.0,0.0,,2,19,17.0,0,0,0.0,1,80.0,35.52828420142187,187.4263615668102
6,0.0,0.0,,3,40,26.666666666666668,1,20,20.0,2,15.0,4.183015639581242,54.104221592669504
4,0.0,0.0,,1,10,10.0,1,12,12.0,2,52.5,31.43299526566151,230.4930915854224
3,0.0,0.0,,6,25,13.333333333333334,0,0,0.0,3,8.333333333333334,9.312426599591275,40.546502869353716
24,1.0,0.0,,5,28,19.6,0,0,0.0,2,6.0,8.663530187371707,19.67513409349866
16,1.0,0.0,,3,51,35.666666666666664,0,0,0.0,0,0.0,0.0,0.0
24,1.0,0.0,,2,45,34.5,0,0,0.0,1,43.0,3.3006174492148026,17.804118341188417
9,0.0,0.0,,1,97,97.0,0,0,0.0,1,18.0,3.061846961034223,6.69868742278807
24,0.0,0.0,,3,35,26.0,1,30,30.0,2,17.5,12.631376068782991,69.50290067093326
21,0.0,0.0,,2,70,51.5,0,0,0.0,1,7.0,29.907700263623767,150.7373958075085
3,0.0,0.0,,2,32,22.5,0,0,0.0,2,33.0,34.261202438085924,218.35930574901425
4,0.0,0.0,,4,13,11.5,0,0,0.0,4,15.25,15.322439225778357,90.31755980304447
24,0.0,0.0,,6,26,14.833333333333334,0,0,0.0,2,8.0,17.423094017655366,71.04867707326194
18,1.0,0.0,,3,29,26.666666666666668,0,0,0.0,1,30.0,20.527628854469416,62.233606369220944
24,1.0,0.0,,3,50,35.333333333333336,0,0,0.0,1,6.0,27.035975227809946,126.37763594655227
14,0.0,0.0,,1,80,80.0,0,0,0.0,1,35.0,7.952673415481538,17.66925811796403
17,1.0,0.0,,5,26,16.4,1,40,40.0,1,21.0,1.1136266821207768,22.272533642414906
24,1.0,0.0,,4,45,23.5,0,0,0.0,1,16.0,24.94238203512156,82.2863902929124
24,1.0,0.0,,5,26,17.2,0,0,0.0,1,20.0,17.284881441159552,81.99835778691207
18,1.0,0.0,,1,7,7.0,1,5,5.0,2,54.0,37.38410957379453,337.89173153592174
14,0.0,0.0,,3,33,28.333333333333332,0,0,0.0,1,25.0,31.808239865483554,104.92407347221432
13,0.0,0.0,,1,82,82.0,1,24,24.0,1,33.0,7.309560414768631,155.67003842706447
16,0.0,0.0,,1,12,12.0,0,0,0.0,2,51.5,22.664241716501742,204.5267233055743
10,1.0,0.0,,3,41,28.666666666666668,0,0,0.0,1,23.0,35.87570550068908,102.66921778445506
3,0.0,0.0,,5,25,13.4,0,0,0.0,1,35.0,40.24082598998642,293.14122594150143
25,0.0,0.0,,4,45,23.25,1,42,42.0,2,9.5,2.4357635205106867,20.70398992434057
5,0.0,0.0,,2,75,43.5,0,0,0.0,1,27.0,2.9368726173175124,28.463044399447355
22,0.0,0.0,,3,20,12.333333333333334,1,16,16.0,3,25.333333333333332,14.517931787722636,132.41063320019177
22,0.0,0.0,,4,39,24.5,0,0,0.0,2,7.0,11.760934020349094,41.60060299949212
21,1.0,0.0,,3,20,12.666666666666666,1,35,35.0,2,35.0,9.860722843199213,75.3167543850901
11,0.0,0.0,,5,31,17.0,1,17,17.0,3,8.0,15.30317339014666,52.97698138975037
13,0.0,0.0,,2,31,30.0,1,16,16.0,1,49.0,18.7869261664196,103.3360260807287
19,0.0,0.0,,8,18,11.25,1,16,16.0,1,14.0,5.091792787333787,61.10151344800513
7,1.0,0.0,,1,16,16.0,1,26,26.0,1,99.0,4.093924490029022,18.883826092073505
23,0.0,0.0,,5,24,17.2,1,42,42.0,1,23.0,5.839373077846413,45.83969664881573
25,0.0,0.0,,3,32,28.0,0,0,0.0,1,24.0,2.9943928498797763,9.314145677643406
17,1.0,0.0,,3,59,28.333333333333332,1,22,22.0,2,14.0,6.92858237026359,21.466629145235295
18,1.0,0.0,,6,26,15.333333333333334,0,0,0.0,1,17.0,21.207532714722273,193.6323530510001
8,1.0,0.0,,2,51,47.5,1,67,67.0,2,9.5,10.440130588080777,30.127215486361017
25,0.0,0.0,,2,13,10.5,1,16,16.0,2,45.0,32.37159098169977,225.19231933390728
24,0.0,0.0,,4,45,20.5,1,21,21.0,2,13.0,22.106391980790367,162.73533247364986
14,0.0,0.0,,4,22,13.25,1,41,41.0,2,27.0,4.377366243836384,67.09804692212134
14,0.0,0.0,,3,40,30.333333333333332,0,0,0.0,1,22.0,18.830266233648526,45.68502925090965
21,0.0,0.0,,5,22,12.8,1,96,96.0,3,15.0,1.638328583680397,22.936600171525143
17,1.0,0.0,,2,18,17.0,0,0,0.0,1,77.0,36.888956769394156,335.59745836038974
1,1.0,0.0,,5,26,16.2,1,14,14.0,1,28.0,2.4986543548495153,29.015984310030632
23,0.0,0.0,,4,25,15.5,0,0,0.0,4,12.5,15.784790951917387,92.07632401842682
4,0.0,0.0,,5,19,14.0,0,0,0.0,3,12.333333333333334,14.189227759396106,71.35748583013692
22,0.0,0.0,,4,47,24.5,0,0,0.0,1,11.0,18.201335968309845,54.63196829754284
24,1.0,0.0,,5,27,17.4,0,0,0.0,1,15.0,30.41068048418851,215.93835875372156
24,1.0,0.0,,4,24,15.5,0,0,0.0,3,16.0,28.175835868378158,191.56629769393749
10,1.0,0.0,,6,28,13.666666666666666,0,0,0.0,2,13.5,25.73470346838038,143.39976565310636
13,0.0,0.0,,3,16,11.0,0,0,0.0,2,39.5,33.322906337798294,156.45305478646515
17,1.0,0.0,,3,47,21.333333333333332,0,0,0.0,1,47.0,33.11256689598618,288.14122091812806
4,0.0,0.0,,3,16,13.0,0,0,0.0,3,24.666666666666668,24.98955682176616,210.78358437720644
6,0.0,0.0,,5,28,16.0,0,0,0.0,1,23.0,8.207755528251015,37.226366307210945
4,0.0,0.0,,7,19,11.571428571428571,0,0,0.0,3,8.333333333333334,8.798786480576434,37.45518979410807
5,0.0,0.0,,5,26,12.2,0,0,0.0,2,21.5,26.38667015486756,120.1826669469319
14,0.0,0.0,,3,36,27.666666666666668,1,16,16.0,2,13.0,3.6983121925770286,16.239099908222883
14,0.0,0.0,,1,96,96.0,0,0,0.0,1,19.0,7.952673415481538,16.80079941370536
16,1.0,0.0,,2,50,39.0,0,0,0.0,1,29.0,31.052639485865093,100.91887638052293
18,1.0,0.0,,3,46,32.333333333333336,0,0,0.0,1,9.0,26.245977734922352,98.96276655232468
2,0.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,2.134525738743986,18.10489499418555
14,0.0,0.0,,4,36,26.0,1,2,2.0,0,0.0,0.0,0.0
23,0.0,0.0,,3,8,7.666666666666667,0,0,0.0,2,44.0,30.927224664014,260.43928967392276
4,0.0,0.0,,1,27,27.0,0,0,0.0,1,88.0,11.259606316149165,54.11396725040855
15,0.0,0.0,,3,21,16.333333333333332,1,41,41.0,3,20.0,8.918060854767345,111.22209612711667
19,0.0,0.0,,4,15,11.75,1,18,18.0,1,64.0,29.570579359805077,334.8232693219087
24,1.0,0.0,,5,28,18.2,0,0,0.0,2,9.0,33.858540569544374,141.09475185202774
24,0.0,0.0,,2,38,30.5,1,34,34.0,2,26.5,5.361092945000572,35.23646285195847
7,1.0,0.0,,1,41,41.0,0,0,0.0,1,74.0,1.3440239184941354,8.179801461009788
24,0.0,0.0,,3,54,29.666666666666668,1,13,13.0,1,24.0,32.10480921812701,223.96518920199142
18,1.0,0.0,,6,16,12.666666666666666,0,0,0.0,2,13.5,15.35469484432755,65.89500487608834
16,1.0,0.0,,7,24,13.142857142857142,1,16,16.0,2,6.5,7.056119645296226,23.91941112339044
6,0.0,0.0,,5,9,8.4,0,0,0.0,2,32.0,26.432875940842678,152.77698591189008
21,0.0,0.0,,5,22,11.6,1,102,102.0,3,17.0,1.4174438341516105,22.67910134642524
4,0.0,0.0,,7,21,11.571428571428571,0,0,0.0,2,13.0,21.822723124279005,86.30468390812953
10,1.0,0.0,,8,11,8.375,0,0,0.0,2,17.5,5.443568723787605,84.23654758961395
4,0.0,0.0,,4,8,7.75,0,0,0.0,5,16.2,20.467806509940477,106.32041858159462
14,0.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,1.5170201586590804,13.847116428205208
6,0.0,0.0,,3,37,27.0,0,0,0.0,2,14.0,15.77846722343381,137.3270008334316
22,0.0,0.0,,5,24,18.0,0,0,0.0,1,21.0,22.9698415560512,68.49892859565682
7,1.0,0.0,,0,0,0.0,0,0,0.0,1,116.0,0.8384373261080277,10.213977887343097
24,1.0,0.0,,2,30,19.5,0,0,0.0,1,75.0,43.97576919587918,295.972926612549
10,1.0,0.0,,4,50,20.0,1,20,20.0,3,9.333333333333334,14.395073456569014,77.64846471892196
19,0.0,0.0,,2,15,12.0,1,18,18.0,2,44.5,21.124249541184625,260.5617869707415
9,0.0,0.0,,3,20,14.666666666666666,1,18,18.0,2,34.5,9.304239793010229,161.4888260029334
14,0.0,0.0,,5,27,15.2,1,21,21.0,4,8.75,12.676553052372542,58.86017682935292
7,0.0,0.0,,2,72,50.0,0,0,0.0,1,13.0,25.167058566527206,100.35057029641958
15,1.0,0.0,,4,28,20.5,1,42,42.0,2,11.0,2.1111062748613874,21.111062748613477
16,0.0,0.0,,2,16,13.5,0,0,0.0,1,87.0,3.6643343050182673,21.980651310504424
21,0.0,0.0,,4,52,23.75,1,16,16.0,1,10.0,31.21631246975148,280.9468122277633
17,1.0,0.0,,3,52,31.333333333333332,0,0,0.0,2,9.5,20.010770708545717,136.90739974208265
6,0.0,0.0,,4,12,9.0,0,0,0.0,3,23.666666666666668,26.782441497451583,235.66013740248277
4,0.0,0.0,,4,17,9.75,0,0,0.0,4,18.0,26.438282839757438,97.38196667864064
24,0.0,0.0,,5,29,15.0,0,0,0.0,1,36.0,1.458515392948842,19.803748715551503
25,0.0,0.0,,5,25,13.6,0,0,0.0,2,19.5,21.200614964146382,147.8613748727793
17,1.0,0.0,,2,43,34.5,0,0,0.0,1,45.0,19.009510958961766,40.39090600889023
23,0.0,0.0,,3,14,11.333333333333334,0,0,0.0,2,39.5,31.534785548507603,166.92819265919704
7,1.0,0.0,,2,68,37.5,1,23,23.0,1,35.0,3.7340459120522245,15.809108424293234
4,0.0,0.0,,5,26,15.2,1,21,21.0,3,11.666666666666666,10.201371509850208,52.45870054265666
6,0.0,0.0,,7,22,13.285714285714286,0,0,0.0,1,10.0,21.077690386550838,67.97128095356831
3,0.0,0.0,,2,37,25.0,1,80,80.0,2,32.0,2.7134911531118315,21.808823901780823
17,1.0,0.0,,2,18,17.0,0,0,0.0,2,40.0,19.797896071401144,158.5041515463007
21,1.0,0.0,,3,26,18.0,0,0,0.0,2,27.5,30.789011137933493,259.9052316028042
21,0.0,0.0,,3,62,36.0,0,0,0.0,0,0.0,0.0,0.0
9,0.0,0.0,,5,31,17.2,1,23,23.0,2,12.5,16.3963888629578,115.39807386539569
15,0.0,0.0,,5,27,14.8,0,0,0.0,2,12.0,12.932731228276058,92.72606103153946
