participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
25,0.0,0.0,,5,55,35.0,1,19,19.0,2,26.5,25.772157447187645,247.7510489712634
25,0.0,0.0,,4,49,20.25,2,19,17.5,3,49.333333333333336,32.41835433619112,299.9035185903381
22,0.0,0.0,,11,38,16.727272727272727,1,26,26.0,6,6.833333333333333,11.129965701835575,46.3943464836124
19,0.0,0.0,,4,76,52.25,2,25,17.0,1,16.0,5.148187716258522,77.2228157438775
23,0.0,0.0,,6,40,20.166666666666668,0,0,0.0,3,35.333333333333336,14.672832353205195,95.14767866177952
23,0.0,0.0,,4,56,31.5,0,0,0.0,1,106.0,5.685066628180629,28.047130928957202
5,0.0,0.0,,11,27,17.0,0,0,0.0,2,14.5,27.62769689728647,119.09709880077915
15,1.0,0.0,,10,34,15.6,1,32,32.0,5,12.0,18.259994834336194,91.29246327115769
15,0.0,0.0,,8,43,25.375,1,30,30.0,1,14.0,14.687161704084302,156.5494312984251
10,1.0,0.0,,12,29,13.916666666666666,1,37,37.0,4,13.0,23.213663259836657,116.24340954044409
17,1.0,0.0,,10,28,13.3,0,0,0.0,6,15.0,21.188710285363584,102.52873707854042
14,0.0,0.0,,11,27,16.636363636363637,1,21,21.0,5,7.8,12.158101259993966,54.643701015254386
25,0.0,0.0,,7,45,22.428571428571427,1,42,42.0,3,21.333333333333332,13.210204495152764,115.95360497512752
26,0.0,0.0,,11,36,17.0,1,20,20.0,1,22.0,11.653457197264505,142.44295381554736
9,0.0,0.0,,6,47,27.0,1,18,18.0,2,32.5,20.445702994986682,207.2907843918128
23,0.0,0.0,,5,42,20.8,1,56,56.0,5,25.0,26.002660757257836,216.29163394871821
17,1.0,0.0,,6,50,30.333333333333332,0,0,0.0,3,15.0,19.884764431928634,126.6474585985493
1,1.0,0.0,,10,59,20.4,1,18,18.0,2,8.0,2.7461204010720883,18.049366306230617
23,0.0,0.0,,1,112,112.0,0,0,0.0,1,123.0,5.395704758708581,32.86874364803247
4,0.0,0.0,,8,17,9.25,0,0,0.0,6,24.833333333333332,25.721003820661306,133.0154265816008
1,1.0,0.0,,10,49,16.5,1,14,14.0,5,10.6,7.746216935114122,44.31238076994407
5,0.0,0.0,,13,28,14.384615384615385,0,0,0.0,3,8.0,21.422362916955475,113.3582086640371
4,0.0,0.0,,10,42,14.1,0,0,0.0,3,25.333333333333332,31.83580051349105,166.46841520280643
5,0.0,0.0,,11,27,17.09090909090909,1,6,6.0,2,15.0,29.993044648673283,137.725994098905
9,0.0,0.0,,7,40,20.142857142857142,1,18,18.0,4,22.0,15.259964615799955,125.6356259992
25,0.0,0.0,,7,20,12.428571428571429,1,19,19.0,4,35.5,27.48702466603091,203.95373532816728
14,0.0,0.0,,11,29,17.727272727272727,0,0,0.0,3,6.0,18.61198274620252,61.724421605045286
14,0.0,0.0,,4,99,55.5,0,0,0.0,1,10.0,32.84371355558019,221.54047230825068
4,0.0,0.0,,8,42,14.375,0,0,0.0,6,17.333333333333332,18.393254196787442,92.27375761066095
10,1.0,0.0,,7,46,26.0,1,13,13.0,3,12.666666666666666,24.220005117302534,118.0738451498047
4,0.0,0.0,,7,21,11.714285714285714,0,0,0.0,6,24.166666666666668,29.829517559119168,145.39874233027265
16,1.0,0.0,,8,42,17.5,1,25,25.0,4,22.0,16.140377035662436,66.05800509616455
17,1.0,0.0,,6,57,26.0,0,0,0.0,2,35.0,34.31792885102691,257.5779791739389
24,1.0,0.0,,6,54,26.166666666666668,0,0,0.0,4,16.75,26.78435305282963,136.32148113840768
18,1.0,0.0,,8,71,26.25,0,0,0.0,2,8.0,26.28181794268246,71.33231888967605
18,1.0,0.0,,13,19,10.23076923076923,1,8,8.0,3,24.666666666666668,21.714128839529224,165.56699207512105
9,1.0,0.0,,11,45,17.818181818181817,2,16,15.5,2,13.0,12.031532857308067,134.3729420294777
18,1.0,0.0,,9,31,15.333333333333334,0,0,0.0,3,27.333333333333332,21.47924845111618,110.43994900228063
12,0.0,0.0,,12,25,12.333333333333334,0,0,0.0,6,12.0,28.885517537482382,131.45841504933088
13,0.0,0.0,,8,32,17.625,1,72,72.0,3,24.666666666666668,5.884451333371512,73.84636244239407
12,1.0,0.0,,5,56,40.2,1,15,15.0,2,13.0,8.912849851291185,43.57363874748971
14,0.0,0.0,,5,103,44.6,1,17,17.0,0,0.0,0.0,0.0
26,0.0,0.0,,7,62,27.285714285714285,1,28,28.0,1,29.0,1.6848668260118858,16.411658373347702
25,0.0,0.0,,9,20,14.0,0,0,0.0,3,29.666666666666668,23.98821331773432,154.6182888528147
24,1.0,0.0,,9,27,13.11111111111111,1,74,74.0,2,52.5,15.457805373457536,101.67450552542569
1,1.0,0.0,,10,49,15.8,1,14,14.0,4,16.25,8.484015839776541,55.00206626286551
7,1.0,0.0,,4,62,33.75,1,23,23.0,2,46.0,8.559248114310464,20.757713359909552
6,0.0,0.0,,5,34,24.2,1,159,159.0,3,35.333333333333336,1.137960885927696,9.791655163179284
