participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
5,1.0,1.0,1.0,1,20,20.0,1,11.0,4.210568458071157,15.509759942903374
22,1.0,1.0,1.0,1,25,25.0,3,8.333333333333334,3.424768917126379,22.951523467815196
5,1.0,1.0,0.5,0,0,0.0,1,13.0,3.1561741226653477,20.128869997881885
19,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,2,14,11.0,0,0.0,0.0,0.0
12,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,1,20,20.0,0,0.0,0.0,0.0
6,1.0,1.0,0.5,1,219,219.0,0,0.0,0.0,0.0
22,0.0,1.0,0.0,1,21,21.0,0,0.0,0.0,0.0
9,1.0,1.0,0.5,2,131,69.5,1,9.5,10.165511999860382,14.052798176946508
6,0.0,1.0,0.0,2,17,11.0,0,0.0,0.0,0.0
5,0.0,1.0,0.5,1,20,20.0,0,0.0,0.0,0.0
14,0.0,1.0,0.0,2,148,78.5,1,8.0,4.823018144181947,17.728780538725733
19,0.0,1.0,0.5,2,19,17.0,0,0.0,0.0,0.0
2,0.0,1.0,0.0,2,90,60.5,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
17,0.0,1.0,0.0,1,25,25.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,0.0,2,95,51.0,1,12.5,2.655878876840064,21.130880472012628
7,1.0,1.0,1.0,2,24,21.0,0,0.0,0.0,0.0
23,1.0,1.0,0.0,2,56,38.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,1,7.0,1.6422516911096054,8.899692262543024
18,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
16,0.0,1.0,0.5,1,12,12.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
21,0.0,1.0,0.5,1,35,35.0,1,16.0,4.333816513285944,27.868637232810592
7,1.0,1.0,0.5,1,27,27.0,1,8.5,3.279837560079944,9.62289469353938
18,1.0,1.0,1.0,0,0,0.0,1,10.0,2.116955985091728,5.611459818173628
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,145,145.0,2,8.75,7.197084949007282,15.43637167442774
6,1.0,1.0,0.0,1,22,22.0,3,7.833333333333333,3.09959537097525,16.840359992600856
6,1.0,1.0,1.0,1,22,22.0,1,8.0,3.3026011730691267,8.40630749991994
14,0.0,1.0,0.0,1,241,241.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0,0.0,2,7.75,2.8559939340314755,7.828249848672369
3,1.0,1.0,0.5,2,16,12.0,0,0.0,0.0,0.0
26,1.0,1.0,0.5,0,0,0.0,1,8.5,3.049257757869272,18.134071693641665
1,0.0,1.0,0.0,0,0,0.0,2,8.25,4.720934271002412,18.174130857693072
25,1.0,1.0,1.0,1,24,24.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,1,32,32.0,0,0.0,0.0,0.0
23,1.0,1.0,0.5,1,62,62.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,1,29,29.0,2,8.5,3.2147771080140233,18.738191220587744
4,0.0,1.0,0.5,0,0,0.0,1,8.0,3.726184998520257,18.304355058352847
18,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,1,9.0,3.3103021120926854,23.670770472304113
24,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,201,201.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0,0.0,3,9.0,3.4997014594019844,25.150208196723952
22,1.0,1.0,1.0,1,31,31.0,0,0.0,0.0,0.0
18,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
6,0.0,1.0,0.0,1,92,92.0,1,8.0,5.003855490416845,24.36408213376869
9,1.0,1.0,1.0,2,16,16.0,0,0.0,0.0,0.0
6,0.0,1.0,0.5,1,8,8.0,0,0.0,0.0,0.0
9,1.0,1.0,0.5,2,21,18.5,0,0.0,0.0,0.0
2,1.0,1.0,0.5,1,64,64.0,1,7.0,3.5122812729598696,17.321118183890064
21,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,1,69,69.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.0,1,51,51.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,1,7,7.0,2,8.5,2.55961016045534,16.44879876938374
24,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,1,52,52.0,1,7.0,3.4333777607106883,19.7925717509899
14,0.0,1.0,0.5,1,48,48.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,2,86,53.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,1,28,28.0,0,0.0,0.0,0.0
15,1.0,1.0,0.5,1,133,133.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,15,15.0,0,0.0,0.0,0.0
15,0.0,1.0,0.5,1,32,32.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,215,215.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,1,8,8.0,0,0.0,0.0,0.0
11,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0,0.0,1,8.5,3.3717794892278574,18.895799353382774
25,1.0,1.0,1.0,1,43,43.0,1,9.0,15.773436681543426,33.301926981949634
7,1.0,1.0,1.0,1,26,26.0,1,9.5,1.7363271801752935,9.63963934464087
7,1.0,1.0,1.0,1,21,21.0,1,12.5,3.1706591416290797,14.24562830043212
11,1.0,1.0,1.0,1,16,16.0,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0,0.0,1,7.0,6.021799350036623,20.846482370841372
21,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,1,35,35.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,1,8.0,3.9708907946648218,27.442725823731628
19,1.0,1.0,1.0,1,19,19.0,1,6.5,6.884654041130158,25.288336432261566
24,1.0,1.0,0.5,1,29,29.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,6,6.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0,0.0,1,10.5,3.2910444903169163,14.270107795905517
23,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1,28,28.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,1.0,1,11,11.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,1,19,19.0,1,8.5,6.805403100720681,10.44268709127314
17,1.0,1.0,1.0,1,15,15.0,1,8.0,4.044955737303578,23.763839503399083
15,1.0,1.0,0.5,1,161,161.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1,16,16.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0,0.0,1,13.0,10.964020686659037,23.55861424306299
3,0.0,1.0,0.5,1,13,13.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,9,9.0,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1,13,13.0,0,0.0,0.0,0.0
7,0.0,1.0,0.5,1,102,102.0,0,0.0,0.0,0.0
18,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
6,0.0,1.0,0.0,1,102,102.0,1,10.0,3.303576837433491,10.749616453514403
24,0.0,1.0,0.5,1,3,3.0,0,0.0,0.0,0.0
9,0.0,1.0,0.0,1,111,111.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,1,12,12.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,2,28,25.5,0,0.0,0.0,0.0
8,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,2,17,17.0,0,0.0,0.0,0.0
13,0.0,1.0,0.0,2,111,64.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,1,8.5,3.682373068340895,22.170388915766
22,1.0,1.0,0.5,1,22,22.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0,0.0,1,10.5,3.1753036012036593,8.566145984245864
8,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,1,30,30.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0,0,0.0,1,8.0,4.023910663475339,19.224457842918078
12,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
22,0.0,1.0,0.5,2,30,27.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,1,50,50.0,1,9.0,10.568635091272771,12.608795306038262
15,0.0,1.0,0.5,1,12,12.0,0,0.0,0.0,0.0
9,0.0,1.0,0.0,0,0,0.0,2,7.5,3.6496779395926486,17.62171274931923
7,0.0,1.0,0.5,1,23,23.0,2,7.75,3.5301017576812885,8.620428525957848
23,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,0.0,0,0,0.0,1,7.0,4.080906278309452,18.15852710006044
23,0.0,1.0,0.0,1,48,48.0,1,10.0,1.8925981419976305,12.587895668690603
17,1.0,1.0,1.0,0,0,0.0,2,12.5,2.4978278106360516,18.819975911809614
4,1.0,1.0,0.5,2,17,15.5,1,9.0,11.883521434213652,33.599886702707636
4,0.0,1.0,0.5,0,0,0.0,1,9.0,3.6964412503404196,24.619400974230636
12,1.0,1.0,1.0,0,0,0.0,1,8.0,4.379346756796558,16.0727238133646
8,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,16,16.0,1,7.0,10.773623249429615,40.31430353880967
6,0.0,1.0,0.0,2,18,18.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,38,38.0,1,8.0,2.5158324761936783,12.017526658476836
14,1.0,1.0,0.5,2,20,16.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,1,22,22.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,1,17,17.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,1,24,24.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0,0.0,2,7.5,3.1848482729368497,17.66054886202463
21,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0,0.0,1,7.0,5.838405953378213,27.016575740202352
6,0.0,1.0,0.5,0,0,0.0,2,7.25,2.1887021553970945,5.890113363025646
13,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,52,52.0,1,7.0,3.9903551004708575,16.389722061936858
14,0.0,1.0,0.5,1,18,18.0,1,8.5,3.5030917023648946,18.123033188567632
21,1.0,1.0,1.0,0,0,0.0,1,8.5,8.681479120605962,22.887885151541877
18,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,18,18.0,0,0.0,0.0,0.0
7,1.0,1.0,1.0,2,24,22.5,0,0.0,0.0,0.0
12,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
13,0.0,1.0,0.5,1,29,29.0,0,0.0,0.0,0.0
3,1.0,1.0,0.5,1,4,4.0,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,22,22.0,2,10.0,3.9473723597984236,14.59763282867744
22,1.0,1.0,1.0,1,157,157.0,1,10.0,3.2540227447922807,22.856149411244665
1,1.0,1.0,1.0,1,9,9.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,1.0,2,154,87.0,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0,0.0,1,7.5,6.489733445784908,26.416563491068224
13,1.0,1.0,1.0,1,12,12.0,0,0.0,0.0,0.0
21,1.0,1.0,0.0,1,25,25.0,0,0.0,0.0,0.0
2,1.0,1.0,0.0,2,31,30.0,0,0.0,0.0,0.0
23,1.0,1.0,0.5,1,54,54.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,3,8.333333333333334,3.0615548032083297,19.280999632064763
21,0.0,1.0,1.0,2,169,92.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
6,0.0,1.0,0.5,0,0,0.0,2,10.5,3.403755073466646,27.963981482327767
6,1.0,1.0,1.0,2,26,23.5,0,0.0,0.0,0.0
3,1.0,1.0,1.0,0,0,0.0,1,11.0,4.781003239831694,17.754015074834655
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,1,73,73.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
6,0.0,1.0,0.5,0,0,0.0,3,10.0,3.51527977262061,24.42683777733761
2,1.0,1.0,1.0,1,53,53.0,1,7.0,6.210803936240488,22.451709538770352
9,1.0,1.0,1.0,2,24,18.5,3,11.166666666666666,3.4859935465919247,15.683694970048942
22,1.0,1.0,1.0,1,28,28.0,3,9.0,3.0369843553167946,19.918803832226356
15,1.0,1.0,1.0,1,34,34.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,17,17.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,1,6,6.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1,36,36.0,1,8.0,6.102642201345434,6.369658690366464
13,1.0,1.0,1.0,1,24,24.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,0,0,0.0,1,7.5,3.3552894145381966,20.707035767339306
3,1.0,1.0,1.0,2,16,10.0,2,9.5,3.1456390487689854,23.686147202715524
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
23,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,1,44,44.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,2,18,15.0,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0,0,0.0,1,8.0,3.0057122814043495,17.33785919859281
19,1.0,1.0,1.0,0,0,0.0,1,12.5,2.5402740228909764,16.756642025983176
14,1.0,1.0,0.5,1,33,33.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,1,75,75.0,0,0.0,0.0,0.0
23,0.0,1.0,0.5,1,8,8.0,1,9.0,1.5938743597951506,11.836506796052905
15,1.0,1.0,0.5,1,51,51.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,17,17.0,0,0.0,0.0,0.0
24,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,2,78,41.5,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0,0.0,2,12.75,3.092163238887744,25.426685958721507
6,1.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
14,1.0,1.0,1.0,1,65,65.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,0,0,0.0,2,10.75,2.895283743722346,20.80233385923452
1,1.0,1.0,1.0,1,12,12.0,2,8.25,4.781261280897473,18.176309386273175
19,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,21,21.0,0,0.0,0.0,0.0
21,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
25,0.0,1.0,0.5,1,19,19.0,1,7.5,10.597786013894325,15.374185091152988
23,1.0,1.0,0.5,1,89,89.0,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
13,0.0,1.0,0.5,2,29,25.5,0,0.0,0.0,0.0
21,0.0,1.0,0.5,0,0,0.0,1,8.5,5.7555458571704445,25.324912243101412
23,0.0,1.0,0.0,1,40,40.0,0,0.0,0.0,0.0
15,1.0,1.0,1.0,2,45,34.5,3,8.333333333333334,3.9200106615695183,19.32533186775286
4,1.0,1.0,1.0,0,0,0.0,1,8.5,6.319909291279499,20.6022209248349
8,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0
3,1.0,1.0,0.5,1,2,2.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,1,41,41.0,0,0.0,0.0,0.0
12,1.0,1.0,1.0,1,11,11.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,1,13,13.0,0,0.0,0.0,0.0
4,1.0,1.0,0.5,1,11,11.0,1,8.0,7.480386737958726,14.78626562667749
9,1.0,1.0,1.0,1,20,20.0,0,0.0,0.0,0.0
9,0.0,1.0,0.5,2,22,21.5,1,10.5,7.23801387707884,27.640350798543714
21,0.0,1.0,0.0,1,30,30.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,1.0,2,101,61.5,0,0.0,0.0,0.0
22,1.0,1.0,1.0,2,18,16.5,0,0.0,0.0,0.0
9,0.0,1.0,0.5,2,19,11.5,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,27,27.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,2,71,47.0,1,10.0,4.329420777954814,21.7985509379353
3,1.0,1.0,1.0,1,5,5.0,2,10.0,3.354721894350535,18.731860662581596
9,0.0,1.0,0.0,1,17,17.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,1,15,15.0,0,0.0,0.0,0.0
26,0.0,1.0,0.5,0,0,0.0,2,7.75,3.6687825624580803,22.94332879469074
8,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
24,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
1,1.0,1.0,0.0,2,22,15.5,1,7.0,3.375015355722346,19.099047359118742
16,1.0,1.0,0.0,1,24,24.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
8,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,1,18,18.0,1,7.0,3.953412342145391,18.594694391943467
23,0.0,1.0,0.5,1,46,46.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,1,27,27.0,2,8.0,4.73497438353186,17.3827901605104
14,0.0,1.0,0.5,1,38,38.0,1,8.0,6.448693139979123,23.956504155422877
14,1.0,1.0,1.0,2,25,14.5,0,0.0,0.0,0.0
15,1.0,1.0,1.0,1,42,42.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,1,11,11.0,0,0.0,0.0,0.0
21,1.0,1.0,0.5,0,0,0.0,1,9.0,4.66806503938281,17.267158983687267
3,0.0,1.0,0.5,1,27,27.0,3,7.666666666666667,3.697332141594488,19.919418847391672
7,1.0,1.0,1.0,1,130,130.0,0,0.0,0.0,0.0
5,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
9,1.0,1.0,1.0,1,123,123.0,2,10.5,2.8191645409534036,22.65262437661881
4,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
7,0.0,1.0,0.5,1,20,20.0,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
1,1.0,1.0,1.0,2,34,21.5,0,0.0,0.0,0.0
6,0.0,1.0,0.5,1,20,20.0,2,10.25,4.102356058694918,16.368830456241195
1,0.0,1.0,0.0,2,95,53.0,1,7.0,4.408453306954,17.521491191403683
14,1.0,1.0,1.0,1,89,89.0,2,8.25,5.608274310561595,22.44220302800125
23,1.0,1.0,0.0,1,15,15.0,0,0.0,0.0,0.0
2,1.0,1.0,1.0,2,121,70.5,2,8.75,2.5186137371750026,16.13874720802756
17,1.0,1.0,0.5,0,0,0.0,3,9.0,3.5919828678956462,22.844009776226496
2,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
18,1.0,1.0,1.0,0,0,0.0,1,7.0,3.847082734549694,15.501690924817698
10,1.0,1.0,0.0,2,19,17.5,0,0.0,0.0,0.0
7,0.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,13,13.0,1,7.0,2.5979781917401756,15.162343328317835
24,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
14,0.0,1.0,0.5,1,27,27.0,0,0.0,0.0,0.0
6,1.0,1.0,1.0,1,19,19.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
18,0.0,1.0,0.0,1,25,25.0,0,0.0,0.0,0.0
16,0.0,1.0,0.0,1,30,30.0,1,12.5,2.261130286651115,18.946450050268762
13,0.0,1.0,0.5,2,20,19.0,1,8.0,5.620812092867192,29.21576811120407
26,1.0,1.0,0.5,0,0,0.0,2,10.75,4.71056324532621,19.763984553004505
14,0.0,1.0,0.5,0,0,0.0,2,7.0,3.5894304843095552,19.751041041581708
17,1.0,1.0,1.0,1,22,22.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
4,0.0,1.0,0.5,1,16,16.0,0,0.0,0.0,0.0
25,1.0,1.0,1.0,1,18,18.0,2,7.25,4.130274390324443,14.612600207736813
5,1.0,1.0,0.5,2,112,62.0,0,0.0,0.0,0.0
23,1.0,1.0,0.0,1,22,22.0,1,7.0,6.382350467802111,19.596528339421358
24,0.0,1.0,0.5,1,16,16.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0,0.0,1,10.0,6.718696630093484,20.134070169750725
21,1.0,1.0,1.0,1,8,8.0,1,8.0,3.463654460233422,19.8229783239562
2,0.0,1.0,0.0,2,23,23.0,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
1,0.0,1.0,0.0,2,11,9.0,1,10.0,1.5024971993382177,10.26638334322288
23,0.0,1.0,0.5,2,33,25.0,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,94,94.0,0,0.0,0.0,0.0
3,1.0,1.0,1.0,1,11,11.0,2,7.5,3.6098479861949535,20.1804897875392
14,1.0,1.0,1.0,1,170,170.0,0,0.0,0.0,0.0
13,1.0,1.0,1.0,1,77,77.0,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
17,1.0,1.0,1.0,0,0,0.0,0,0.0,0.0,0.0
16,1.0,1.0,1.0,1,19,19.0,1,10.5,4.049763810112308,21.376582007976697
15,1.0,1.0,0.5,1,35,35.0,0,0.0,0.0,0.0
12,1.0,1.0,1.0,0,0,0.0,1,7.0,3.7524811875106403,15.083654305009361
19,1.0,1.0,1.0,1,48,48.0,1,12.5,4.592119615430832,17.983687670601164
9,1.0,1.0,0.5,1,125,125.0,1,7.0,7.681513918378348,27.431872062517904
