trial_id,model_name,params,avg_f1,std_f1,avg_kappa,std_kappa,avg_accuracy,std_accuracy,f1_overall,kappa_overall,accuracy_overall,balanced_accuracy,roc_auc_overall,weighted_roc,roc_avg,confusion_matrix,y_pred,y_actual
227,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
119,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
379,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
381,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
161,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
392,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
481,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
155,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
148,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
146,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
145,knn,{'n_neighbors': 21},0.5362664820072622,0.08605695428804344,0.08170690067263492,0.16846512050067014,0.5408534503363175,0.08423256025033508,0.5368442290028511,0.07373271889400923,0.5368663594470046,0.5368663594470047,"{0: 0.5201946196445972, 1: 0.5201946196445975}","{0: 0.5201946196445972, 1: 0.5201946196445975}",0.5201946196445975,"[[345 306]
 [297 354]]",[0. 1. 1. ... 1. 0. 1.],[1. 1. 1. ... 0. 0. 0.]
