participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
16,1.0,0.0,,0.11844992637634277,25.865056719098774,0.00022734206937857857,-0.2326927633367033,-0.2326927633367033,-0.208271073443549,11,3,38,23.666666666666668,0,0.0,0.0,0.0
14,0.0,0.0,,0.10564994812011719,5.981849908828735,-0.017415795010706756,-0.6273123229670727,-0.6273123229670727,-0.7291563704609871,100,4,30,21.0,0,0.0,0.0,0.0
21,1.0,0.0,,1.1352500915527344,5.197550058364868,-0.024080420010603915,-0.17933596810723978,-0.17933596810723978,-0.31813893981021024,63,3,35,23.333333333333332,0,0.0,0.0,0.0
2,0.0,0.0,,0.14824998378753662,37.22665345668793,-0.009934067958673971,-0.6969934961734674,-0.6969934961734674,-0.7037367971394868,10,5,20,15.6,0,0.0,0.0,0.0
4,0.0,0.0,,0.37130022048950195,6.356048822402954,-0.002054538748458645,-0.13012388348579407,-0.13012388348579407,-0.1652374565601349,44,4,20,12.0,0,0.0,0.0,0.0
9,1.0,0.0,,0.5558502674102783,0.6833491325378418,0.005427851939885333,0.2016643591416188,0.2016643591416188,0.19965879763993966,114,3,33,18.333333333333332,0,0.0,0.0,0.0
23,0.0,0.0,,0.24304986000061035,1.1304008960723877,-0.002091557415881313,-0.03572240471839905,-0.03572240471839905,-0.04653763771057129,56,4,14,10.25,1,10.0,2.5071485016493233,20.950700766918622
13,0.0,0.0,,0.3749884458688584,0.22403066855210518,0.0029784370946813418,0.19161040966327375,0.19161040966327375,0.19323762838657077,50,1,28,28.0,0,0.0,0.0,0.0
19,1.0,0.0,,0.1708124876022339,1.1662001609802246,-0.007815315694871415,-0.1592153443230523,-0.1592153443230523,-0.16619160599433458,67,4,45,19.25,0,0.0,0.0,0.0
7,0.0,0.0,,0.26035022735595703,0.014300346374511719,0.0005283922952525837,0.12964364886283875,0.12964364886283875,0.11717498302459717,87,3,34,28.0,0,0.0,0.0,0.0
14,0.0,0.0,,0.06255006790161133,14.419948101043701,-0.003910982406388229,-0.22332388162612915,-0.22332388162612915,-0.19608747959136963,10,5,30,21.2,0,0.0,0.0,0.0
26,0.0,0.0,,0.0,17.090949058532715,0.000445045868773654,-0.23519912362098694,-0.23519912362098694,-0.20239999890327454,0,3,11,10.333333333333334,0,0.0,0.0,0.0
6,0.0,0.0,,0.09390020370483398,10.011420011520386,0.003879526085701298,-0.07664286631804246,-0.07664286631804246,0.0041800558567046675,53,1,29,29.0,0,0.0,0.0,0.0
22,0.0,0.0,,0.5509999990463257,0.015249967575073242,0.0045421092580860386,0.25699531522571534,0.25699531522571534,0.23974848617635003,101,6,15,11.0,1,8.5,3.130402768927077,18.98758387914414
4,0.0,0.0,,0.3745002746582031,0.6555986404418945,0.0006507733283048412,0.12208437919616699,0.12208437919616699,0.11808764934539795,43,3,12,9.0,0,0.0,0.0,0.0
4,0.0,0.0,,0.2633500099182129,2.754000663757324,-0.003669396128350994,-0.133965402841568,-0.133965402841568,-0.12405002117156982,11,7,21,11.571428571428571,0,0.0,0.0,0.0
25,0.0,0.0,,0.22879981994628906,1.951904058456421,-0.00020402668209470667,-0.005206574685871601,-0.005206574685871601,-0.0013313591480255127,34,2,25,22.0,0,0.0,0.0,0.0
12,1.0,0.0,,0.5368999242782593,0.1068500280380249,0.002446959416518191,0.20019118042073697,0.20019118042073697,0.19611513767446576,110,7,23,11.714285714285714,0,0.0,0.0,0.0
17,1.0,0.0,,0.36984968185424805,0.11940145492553711,0.002256193314146864,0.16084255278110504,0.16084255278110504,0.14847484230995178,75,4,40,25.75,1,8.5,6.72857050191101,25.28572149588959
24,0.0,0.0,,0.35370004177093506,0.30160024762153625,0.0022971518169686853,0.15470553412396684,0.15470553412396684,0.11715000122785568,107,7,22,12.714285714285714,1,7.0,4.08260761624911,19.07706036396269
22,0.0,0.0,,0.5173999071121216,0.02200019359588623,0.0038606530032319186,0.19392473982949543,0.19392473982949543,0.20261398623862037,116,5,39,18.6,0,0.0,0.0,0.0
17,1.0,0.0,,0.6723999977111816,0.023049592971801758,0.004949351108015769,0.3154154121875763,0.3154154121875763,0.2767312526702881,97,4,23,14.25,0,0.0,0.0,0.0
6,0.0,0.0,,0.15005016326904297,0.06400036811828613,0.00047927907999234764,0.06503156209603334,0.06503156209603334,0.056067424416542,109,1,69,69.0,0,0.0,0.0,0.0
5,0.0,0.0,,0.14024996757507324,0.34169682963141046,-0.000625633861494471,-0.007734496369321122,-0.007734496369321122,0.0013828195374587793,116,2,75,41.0,0,0.0,0.0,0.0
6,0.0,0.0,,0.3787503242492676,0.24504852294921875,0.0014281997694384142,0.1286502182483673,0.1286502182483673,0.11725014448165894,59,4,13,9.25,0,0.0,0.0,0.0
3,0.0,0.0,,0.0,17.93797016143799,-0.0023362297815911325,-0.285302996635437,-0.285302996635437,-0.2489566206932068,0,8,22,12.75,0,0.0,0.0,0.0
1,1.0,0.0,,0.5621500015258789,0.3493013381958008,0.004402128291577755,0.20804481208324432,0.20804481208324432,0.2215312123298645,103,5,29,18.0,2,8.0,3.140125905004914,18.31595291742283
3,0.0,0.0,,0.24605930833255485,6.923020195686954,-0.034287457897569665,-1.3872713594355137,-1.3872713594355137,-1.3859270359512275,28,5,13,10.4,0,0.0,0.0,0.0
1,1.0,0.0,,0.0,18.231250631809232,-0.0031200305869088906,-0.23152899181740916,-0.23152899181740916,-0.221055052181085,0,3,18,12.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.09310007095336914,0.42189979553222656,-0.0033783396261963783,-0.14239802956581116,-0.14239802956581116,-0.14284980297088623,4,3,53,34.333333333333336,0,0.0,0.0,0.0
19,1.0,0.0,,0.3783998489379883,4.55735170841217,0.004200316849198975,-0.08836543152474949,-0.08836543152474949,-0.0837714842387608,112,1,15,15.0,0,0.0,0.0,0.0
2,1.0,0.0,,0.20819997787475586,1.2847027778625488,-0.0016135192110000793,0.013468652963638306,0.013468652963638306,0.020899921655654907,12,11,13,8.636363636363637,1,7.0,3.4009791162050895,15.80764186141105
17,1.0,0.0,,0.43690013885498047,0.3336002826690674,0.0014332520770430643,0.27311065793037415,0.27311065793037415,0.2584875226020813,77,4,37,18.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.2037496566772461,0.06350040435791016,0.0008266883165179735,0.07689756155014038,0.07689756155014038,0.07583731412887573,106,3,77,37.666666666666664,0,0.0,0.0,0.0
22,0.0,0.0,,0.3266000747680664,0.0,0.0016545365373331073,0.22211624681949615,0.22211624681949615,0.20846247673034668,91,2,64,46.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.49914979934692383,0.0067005157470703125,0.0034341622482240578,0.24679334461688995,0.24679334461688995,0.22192484140396118,106,6,49,16.833333333333332,0,0.0,0.0,0.0
7,1.0,0.0,,0.06555032730102539,1.042304515838623,0.0007931786457865478,0.008392239920794964,0.008392239920794964,0.005237400531768799,4,0,0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.03964996337890625,2.525498390197754,-0.0014908785539817528,-0.13301147520542145,-0.13301147520542145,-0.13406243920326233,7,4,36,25.5,1,7.0,4.324179415825486,22.62061383915018
24,0.0,0.0,,0.0,22.315654516220093,-0.002082700629613689,-0.29022055864334106,-0.29022055864334106,-0.2829250693321228,0,4,52,25.25,0,0.0,0.0,0.0
17,1.0,0.0,,0.31985020637512207,0.8426494598388672,-0.0014068791337829235,0.10315517336130142,0.10315517336130142,0.08508127927780151,58,4,23,19.25,0,0.0,0.0,0.0
7,1.0,0.0,,0.012500286102294922,2.611849784851074,-0.0025943516166437876,-0.16255810856819153,-0.16255810856819153,-0.14958113431930542,8,3,38,29.666666666666668,0,0.0,0.0,0.0
13,1.0,0.0,,0.12939977645874023,14.112321019172668,-0.0002566380064108976,-0.18802251163710895,-0.18802251163710895,-0.1389506310224533,76,4,21,13.75,0,0.0,0.0,0.0
17,1.0,0.0,,0.0,10.533007144927979,-0.00016162611961607703,-0.13722443580627441,-0.13722443580627441,-0.1359938681125641,0,3,46,33.333333333333336,0,0.0,0.0,0.0
14,0.0,0.0,,0.10975027084350586,0.4891996383666992,-0.0050087748853107255,-0.20136117935180664,-0.20136117935180664,-0.1977933645248413,24,4,36,25.0,1,11.5,2.0708706464851065,15.539738080305462
1,1.0,0.0,,0.0,3.5430963039398193,0.0004316219888126983,-0.11972296543610401,-0.11972296543610401,-0.11345615983009338,0,1,65,65.0,0,0.0,0.0,0.0
5,0.0,0.0,,0.024599552154541016,2.651900291442871,-0.007147470645544104,-0.5302975177764893,-0.5302975177764893,-0.4994312524795532,3,6,32,15.5,0,0.0,0.0,0.0
6,0.0,0.0,,0.021250009536743164,4.996399998664856,-0.04056704486106049,-1.2312339605429232,-1.2312339605429232,-1.2486879634976047,6,1,65,65.0,0,0.0,0.0,0.0
25,0.0,0.0,,0.17634987831115723,2.505000352859497,-0.0023328277747415157,0.0002192187513041738,0.0002192187513041738,-0.01997320318078416,88,6,22,11.5,0,0.0,0.0,0.0
21,0.0,0.0,,0.6912999153137207,2.501286991711321,0.00792061248196708,0.15999633990801299,0.15999633990801299,0.16616898837494737,96,1,60,60.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.37764978408813477,0.5747489929199219,0.004181663095249891,0.15687695145606995,0.15687695145606995,0.15140628814697266,97,2,40,38.0,0,0.0,0.0,0.0
7,0.0,0.0,,0.05879974365234375,3.5771989822387695,0.0003054329791911744,-0.05075424164533615,-0.05075424164533615,-0.040987491607666016,82,3,33,24.666666666666668,0,0.0,0.0,0.0
22,0.0,0.0,,0.016849994659423828,20.278900027275085,-0.0014279355533537944,-0.24305724842935547,-0.24305724842935547,-0.22533236651861366,3,3,59,27.333333333333332,0,0.0,0.0,0.0
2,0.0,0.0,,0.7793500423431396,0.08650004863739014,0.006722679876418086,0.3386209688634954,0.3386209688634954,0.29867046168356226,89,3,36,18.666666666666668,1,7.0,3.7610417752691525,19.663321425808395
2,1.0,0.0,,0.1304999589920044,0.6720001697540283,-0.0036550596536304232,-0.06298298000270484,-0.06298298000270484,-0.059930045406023646,26,2,49,44.0,0,0.0,0.0,0.0
3,0.0,0.0,,0.3861503601074219,0.7605977058410645,0.002757018590263215,0.15238651633262634,0.15238651633262634,0.11758142709732056,99,4,32,20.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.06445026397705078,2.7068252563476562,0.0005157944196013245,-0.051402974873781204,-0.051402974873781204,-0.03995579481124878,113,4,56,25.5,0,0.0,0.0,0.0
7,0.0,0.0,,0.538100004196167,1.0224729674203026,0.004171289840956484,0.21591157179612383,0.21591157179612383,0.18981938418887911,78,3,33,28.0,0,0.0,0.0,0.0
4,0.0,0.0,,0.8271999359130859,0.0,0.004566936844925772,0.44116100668907166,0.44116100668907166,0.3776686489582062,90,4,8,7.5,0,0.0,0.0,0.0
16,0.0,0.0,,0.26129961013793945,0.41985177993774414,0.00128982342367297,0.06701608002185822,0.06701608002185822,0.03640604019165039,83,6,29,16.5,0,0.0,0.0,0.0
4,0.0,0.0,,0.45295000076293945,0.4781503677368164,0.002954364312429517,0.1949140429496765,0.1949140429496765,0.20651236176490784,82,3,19,16.0,0,0.0,0.0,0.0
9,1.0,0.0,,0.47759997844696045,0.0,0.0020080772963154588,0.31242099480751234,0.31242099480751234,0.2852410272271271,76,7,41,13.857142857142858,1,7.0,3.8174901920559474,18.586122795807242
25,0.0,0.0,,0.20420002937316895,0.8706004619598389,-0.0003809332338451551,-0.002876120852306485,-0.002876120852306485,0.02331867814064026,68,7,18,10.714285714285714,0,0.0,0.0,0.0
14,0.0,0.0,,0.2825500965118408,0.7555496692657471,0.002374814744637295,0.027188887962928177,0.027188887962928177,0.024827230361200048,68,3,24,17.666666666666668,0,0.0,0.0,0.0
2,1.0,0.0,,0.21414995193481445,1.350755214691162,0.0027138840141228368,0.04839425906538963,0.04839425906538963,0.05679982900619507,114,0,0,0.0,0,0.0,0.0,0.0
2,1.0,0.0,,0.2427501678466797,0.8052511215209961,0.002803702187146196,0.08069832623004913,0.08069832623004913,0.08681881427764893,112,0,0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,0.8891719253095864,3.821053468852093,0.009183593442300962,0.20352091340937167,0.20352091340937167,0.2115032186442149,113,5,26,12.4,0,0.0,0.0,0.0
23,0.0,0.0,,0.36675024032592773,0.0002498626708984375,0.0028094443594043287,0.17791004478931427,0.17791004478931427,0.17527520656585693,80,4,47,21.5,0,0.0,0.0,0.0
12,0.0,0.0,,0.3569498062133789,0.35975003242492676,0.002397601478229771,0.19316713511943817,0.19316713511943817,0.19164371490478516,80,5,22,13.8,1,9.0,2.6544264307359424,20.35947198173222
19,0.0,0.0,,0.2423999309539795,9.26260256767273,-0.0022682133689070545,-0.09998083725953713,-0.09998083725953713,-0.10503528620067393,46,3,12,9.333333333333334,0,0.0,0.0,0.0
6,0.0,0.0,,0.4903998374938965,0.022449970245361328,0.002353872336624435,0.19929449260234833,0.19929449260234833,0.2136499583721161,84,5,14,10.4,0,0.0,0.0,0.0
19,0.0,0.0,,0.6019997596740723,6.613862037658691,0.0070533033816388415,0.08898951858282089,0.08898951858282089,0.09716850519180298,107,5,21,15.8,0,0.0,0.0,0.0
19,1.0,0.0,,0.18005037307739258,7.643248558044434,-0.013278542794174994,-0.6312916278839111,-0.6312916278839111,-0.6007561087608337,16,5,28,14.8,0,0.0,0.0,0.0
