participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.18019962310791016,3.5854475498199463,0.0004493468461898242,0.0006101916078478098,0.0006101916078478098,0.005860106088221073,169,8,41,26.125,0,0.0,0.0,0.0
25,0.0,0.0,,0.43310022354125977,1.0844488143920898,0.0014539325173377393,0.14733637869358063,0.14733637869358063,0.14864006638526917,170,9,36,22.77777777777778,0,0.0,0.0,0.0
22,0.0,0.0,,0.21669995784759521,17.382122874259945,-0.00210673672441081,-0.12104774175313958,-0.12104774175313958,-0.11387156789583974,16,13,30,12.076923076923077,2,8.0,3.7143526588068427,19.67916952680666
19,0.0,0.0,,0.32959985733032227,0.18065118789672852,0.0005219636494017447,0.14948855340480804,0.14948855340480804,0.1304466277360916,5,16,33,11.125,0,0.0,0.0,0.0
23,0.0,0.0,,0.1452498435974121,8.211647033691406,-0.0006012216838291358,-0.087123341858387,-0.087123341858387,-0.09860658645629883,127,8,65,19.25,0,0.0,0.0,0.0
23,0.0,0.0,,0.7119994163513184,0.08460068702697754,0.0007451062249229577,0.41497471928596497,0.41497471928596497,0.4053098261356354,108,8,18,10.75,0,0.0,0.0,0.0
5,0.0,0.0,,0.48074984550476074,4.527350068092346,-0.002172089002558906,-0.1304130453600662,-0.1304130453600662,-0.014580054160876148,223,10,43,19.1,0,0.0,0.0,0.0
15,1.0,0.0,,0.45789992809295654,1.5884511470794678,-0.001245011887053425,0.212360261864803,0.212360261864803,0.19380167609169371,113,7,28,17.428571428571427,0,0.0,0.0,0.0
15,0.0,0.0,,0.9232000112533569,0.683595141539207,0.0033949679943862296,0.43022184683803766,0.43022184683803766,0.3962546214079245,205,10,27,14.3,0,0.0,0.0,0.0
10,1.0,0.0,,0.4811999797821045,3.557633353131158,0.0010202324555608792,-0.06199612798570076,-0.06199612798570076,-0.06900798975526393,168,14,20,11.357142857142858,0,0.0,0.0,0.0
17,1.0,0.0,,0.4220001697540283,5.382299900054932,-0.002269988925417382,0.002478145848849651,0.002478145848849651,0.12222519165430311,221,12,49,17.166666666666668,2,7.0,3.7631077151223806,18.95864707886738
14,0.0,0.0,,0.9149997234344482,0.027700066566467285,0.0005290852747604163,0.470705191797345,0.470705191797345,0.47281001960831603,153,11,40,16.363636363636363,0,0.0,0.0,0.0
25,0.0,0.0,,0.4374501705169678,1.0235495567321777,0.0010543566302785119,0.19616518914699554,0.19616518914699554,0.18074335157871246,120,8,36,25.125,0,0.0,0.0,0.0
26,0.0,0.0,,0.11634993553161621,159.35454940795898,-0.007076992703150738,-1.0502470399759993,-1.0502470399759993,-1.0282000110663618,27,6,67,35.833333333333336,1,8.5,5.439794713576564,20.19751274523135
9,0.0,0.0,,0.36715030670166016,1.051551103591919,0.0005937843742250317,0.1028461828827858,0.1028461828827858,0.09773994982242584,129,9,28,16.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.060100555419921875,10.6607985496521,-0.010146981072617252,-0.5616657137870789,-0.5616657137870789,-0.5122997164726257,41,1,164,164.0,0,0.0,0.0,0.0
17,1.0,0.0,,0.15365004539489746,0.8441498279571533,-0.0022607441746145054,-0.18489572405815125,-0.18489572405815125,-0.17283324897289276,13,7,78,30.0,0,0.0,0.0,0.0
1,1.0,0.0,,0.20640015602111816,3.4461960792541504,0.0005705513858905609,0.025773277765587913,0.025773277765587913,0.01794731392819659,152,8,54,21.5,0,0.0,0.0,0.0
23,0.0,0.0,,0.36675024032592773,5.59679651260376,0.0003149727295800083,0.047383394092321396,0.047383394092321396,0.041273389011621475,151,8,35,14.0,0,0.0,0.0,0.0
4,0.0,0.0,,0.12930011749267578,31.922590970993042,-0.0011342875256954252,-0.2841412425041199,-0.2841412425041199,-0.2627432644367218,28,10,21,11.7,0,0.0,0.0,0.0
1,1.0,0.0,,0.2194499969482422,1.4943032264709473,-2.0310345438029845e-05,0.027633314952254295,0.027633314952254295,0.018299976363778114,103,10,74,21.9,1,8.0,6.897591146580416,17.651311617965664
5,0.0,0.0,,0.26670074462890625,1.7087483406066895,-0.0015524303201569008,-0.12739244103431702,-0.12739244103431702,-0.1092761978507042,13,12,28,14.333333333333334,0,0.0,0.0,0.0
4,0.0,0.0,,0.041649818420410156,116.97835946083069,-0.01015344824024649,-1.0001939535140991,-1.0001939535140991,-0.9413168430328369,70,8,93,20.375,0,0.0,0.0,0.0
