participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,0.42824995517730713,3.518007165507266,0.0007482136450157331,0.10148662044888451,0.10148662044888451,0.10404765394112996,250,8,109,34.375,3,7.333333333333333,5.460245964667021,18.362918679235495
17,1.0,0.0,,0.15789997577667236,4.639099955558777,-0.0021975199148357794,-0.4835765026196712,-0.4835765026196712,-0.5023662812179989,192,12,26,16.0,2,7.25,3.8774898241552447,20.002845988163152
19,1.0,0.0,,0.274399995803833,48.574236035346985,-0.00128988648905769,-0.3741637611923431,-0.3741637611923431,-0.3574794822904482,119,10,22,15.2,0,0.0,0.0,0.0
19,1.0,0.0,,0.879650354385376,0.8790497779846191,-0.0025856806989673774,0.007146809281421309,0.007146809281421309,0.0063719906960416775,81,14,29,14.285714285714286,0,0.0,0.0,0.0
17,1.0,0.0,,0.1284501552581787,30.69443392753601,-0.001284921083177922,-0.22305725514888763,-0.22305725514888763,-0.21613241732120514,44,7,78,39.142857142857146,2,7.5,4.17037705983323,16.300894253577333
8,1.0,0.0,,0.33915019035339355,60.677151679992676,0.0006540064733761651,-0.18847857415676117,-0.18847857415676117,-0.18583907186985016,353,13,65,17.384615384615383,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,0.8954498767852783,-0.0020013956409459265,-0.4835624394296598,-0.4835624394296598,-0.47154849242220165,0,9,50,30.333333333333332,1,7.0,3.8610098219142417,20.649249378109758
23,0.0,0.0,,0.2727499008178711,181.54700636863708,-0.004127104196059756,-0.6719594597816467,-0.6719594597816467,-0.644326388835907,125,9,125,24.11111111111111,0,0.0,0.0,0.0
23,0.0,0.0,,0.0,133.47634315490723,0.00045013884005893576,-0.5254303812980652,-0.5254303812980652,-0.5014673471450806,0,11,32,13.0,1,10.0,2.5071485016493233,20.950700766918622
16,0.0,0.0,,0.7549498081207275,5.304553031921387,0.001277826064585572,0.24180744342109403,0.24180744342109403,0.24609867047453624,352,11,38,17.545454545454547,0,0.0,0.0,0.0
