participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,1,23,23.0,5,12.2,24.43155917090308,177.09081552957414,0,0.0,0.0,0.0
17,1.0,0.0,,1,15,15.0,3,23.0,22.92505792160257,101.13151521936827,1,10.5,7.91859150945475,34.11428498737356
19,1.0,0.0,,1,16,16.0,1,70.0,24.808260968505287,284.4332557136412,1,7.0,2.0552868801726216,9.625571333470456
19,1.0,0.0,,1,86,86.0,5,41.4,15.739414496740675,171.56543580421925,0,0.0,0.0,0.0
17,1.0,0.0,,0,0,0.0,1,7.0,15.605553419100701,42.37987056264976,2,7.5,4.17037705983323,16.300894253577333
8,1.0,0.0,,1,67,67.0,5,26.8,25.44193225614612,172.5731874276591,0,0.0,0.0,0.0
14,0.0,0.0,,2,44,42.5,4,18.75,9.49988388668664,63.22373081460152,1,7.0,3.8610098219142417,20.649249378109758
23,0.0,0.0,,1,47,47.0,7,20.571428571428573,18.777092171850747,111.2770937891244,1,9.0,5.260120818725636,31.550166634787338
23,0.0,0.0,,1,56,56.0,4,38.5,26.174622276656287,179.0607061837385,0,0.0,0.0,0.0
16,0.0,0.0,,0,0,0.0,4,47.25,27.216451340323996,200.6895376361023,0,0.0,0.0,0.0
19,0.0,0.0,,1,79,79.0,3,52.666666666666664,25.608142520712693,262.10116523682433,0,0.0,0.0,0.0
24,0.0,0.0,,2,30,18.5,3,15.0,14.533230973703107,81.238754113026,0,0.0,0.0,0.0
21,0.0,0.0,,1,8,8.0,2,24.5,9.427867123615556,41.524299748922424,0,0.0,0.0,0.0
3,0.0,0.0,,1,11,11.0,6,13.5,23.5108741582891,113.66842155906245,0,0.0,0.0,0.0
6,0.0,0.0,,1,25,25.0,5,24.6,18.613488346264138,104.0513090492527,0,0.0,0.0,0.0
3,0.0,0.0,,0,0,0.0,8,14.125,20.10460609454861,106.79689966463826,0,0.0,0.0,0.0
13,0.0,0.0,,0,0,0.0,3,31.0,23.419351816976263,113.87747987025425,0,0.0,0.0,0.0
16,0.0,0.0,,1,26,26.0,4,36.25,22.999599840464334,126.35306092141462,0,0.0,0.0,0.0
25,0.0,0.0,,3,18,16.666666666666668,4,38.5,19.818439658649925,237.056657556964,0,0.0,0.0,0.0
19,0.0,0.0,,1,79,79.0,4,40.75,19.909027134205534,198.44731414502394,0,0.0,0.0,0.0
3,0.0,0.0,,2,16,15.0,5,24.0,21.367443964706546,135.8647348898406,0,0.0,0.0,0.0
13,0.0,0.0,,2,72,44.0,4,22.75,9.110070041633534,78.15158096290045,0,0.0,0.0,0.0
14,0.0,0.0,,1,17,17.0,2,18.5,13.104064071258259,85.44495355490308,0,0.0,0.0,0.0
18,1.0,0.0,,1,17,17.0,4,44.25,27.424456758199593,252.74358444257953,0,0.0,0.0,0.0
24,0.0,0.0,,1,27,27.0,6,15.666666666666666,20.239895396605576,135.03099164097014,0,0.0,0.0,0.0
7,0.0,0.0,,0,0,0.0,2,25.5,26.562924750285383,94.81333181051565,0,0.0,0.0,0.0
12,1.0,0.0,,0,0,0.0,6,11.0,19.36492140836858,87.22539786797857,1,8.5,2.7158198082012595,14.174001384487205
4,0.0,0.0,,0,0,0.0,9,20.666666666666668,21.39824467728292,109.53616857943172,0,0.0,0.0,0.0
8,1.0,0.0,,1,67,67.0,3,19.666666666666668,30.41612928791069,196.49357627952622,0,0.0,0.0,0.0
9,1.0,0.0,,1,15,15.0,5,12.6,17.00044359539107,73.57368375495489,0,0.0,0.0,0.0
15,1.0,0.0,,2,42,38.0,6,15.666666666666666,14.905838408279829,75.76627441356986,0,0.0,0.0,0.0
26,0.0,0.0,,0,0,0.0,4,40.75,17.793586255692272,110.32924827934565,1,9.0,3.0377942688802078,20.149784165000383
16,1.0,0.0,,1,16,16.0,2,6.5,7.056119645296226,23.91941112339044,0,0.0,0.0,0.0
22,0.0,0.0,,2,30,25.5,2,8.5,2.995780060029693,19.49075301118415,1,7.5,10.30648787244788,11.544597749916932
