participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,0,0,0.0,1,12.0,40.16360386584227,167.61598906733124,0,0.0,0.0,0.0
23,0.0,0.0,,0,0,0.0,1,85.0,29.020737686653206,330.7868607152878,0,0.0,0.0,0.0
19,1.0,0.0,,0,0,0.0,4,11.25,19.86010233668156,86.61951641725724,0,0.0,0.0,0.0
7,1.0,0.0,,1,31,31.0,1,38.0,1.5849861820292879,17.42669767805423,0,0.0,0.0,0.0
3,1.0,0.0,,0,0,0.0,2,15.0,16.86070083617117,61.76681091605818,0,0.0,0.0,0.0
13,1.0,0.0,,1,24,24.0,1,77.0,22.61266450408739,286.4019732243697,0,0.0,0.0,0.0
18,1.0,0.0,,0,0,0.0,1,25.0,13.392971485783029,32.968956839163475,0,0.0,0.0,0.0
9,1.0,0.0,,0,0,0.0,3,13.333333333333334,21.558059513206842,65.29727629510991,0,0.0,0.0,0.0
19,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,1.0,0.0,,0,0,0.0,1,24.0,18.516081002059313,86.70868034365343,0,0.0,0.0,0.0
24,1.0,0.0,,0,0,0.0,1,76.0,43.97576919587918,295.972926612549,0,0.0,0.0,0.0
14,0.0,0.0,,0,0,0.0,1,12.0,3.7037884191585366,21.342697073599776,0,0.0,0.0,0.0
22,0.0,0.0,,0,0,0.0,2,13.0,10.977067144273336,30.837524024968538,0,0.0,0.0,0.0
26,0.0,0.0,,0,0,0.0,2,11.5,20.74241818814226,90.82340008541716,2,8.5,6.845303561578309,30.497940402124293
16,1.0,0.0,,0,0,0.0,1,34.0,18.390821360376982,56.24869928372714,0,0.0,0.0,0.0
22,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,1.0,0.0,,0,0,0.0,2,14.0,4.502828945529071,12.403084491237784,0,0.0,0.0,0.0
12,1.0,0.0,,0,0,0.0,1,19.0,26.105899580279804,116.10327102788739,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,2,9.0,11.956779730765732,26.811158412229652,0,0.0,0.0,0.0
9,0.0,0.0,,0,0,0.0,3,9.666666666666666,11.437823139279446,59.98893703233235,0,0.0,0.0,0.0
21,1.0,0.0,,0,0,0.0,3,16.333333333333332,11.570248548418027,86.16780964514074,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,1,116.0,2.846391416901172,36.659528449764295,0,0.0,0.0,0.0
7,0.0,0.0,,0,0,0.0,1,19.0,28.093527475769044,108.6115842671382,1,9.0,10.223207255775847,39.32510125723425
24,0.0,0.0,,1,18,18.0,1,18.0,13.538383794115019,230.15252449995472,0,0.0,0.0,0.0
12,1.0,0.0,,0,0,0.0,2,17.0,25.031794686039532,116.24951720500836,0,0.0,0.0,0.0
3,1.0,0.0,,0,0,0.0,1,22.0,35.01412006532199,243.85800882647467,0,0.0,0.0,0.0
15,0.0,0.0,,1,28,28.0,1,24.0,2.352890717180599,18.46441764584011,0,0.0,0.0,0.0
12,1.0,0.0,,0,0,0.0,1,6.0,13.310113902092343,29.70512990898742,0,0.0,0.0,0.0
26,0.0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,1.0,0.0,,0,0,0.0,1,19.0,36.33031982550147,317.6984751744798,0,0.0,0.0,0.0
15,0.0,0.0,,1,30,30.0,2,13.0,5.212281994060835,17.2232266725488,0,0.0,0.0,0.0
25,0.0,0.0,,1,15,15.0,2,41.0,32.397719870860136,304.66876189963835,0,0.0,0.0,0.0
14,0.0,0.0,,1,21,21.0,2,30.0,3.6684799013922245,27.00163632811394,0,0.0,0.0,0.0
7,1.0,0.0,,1,32,32.0,1,45.0,2.546019943938838,18.855453339569042,0,0.0,0.0,0.0
9,0.0,0.0,,0,0,0.0,1,10.0,2.2768341252019697,5.433951290346076,0,0.0,0.0,0.0
18,1.0,0.0,,1,5,5.0,2,54.0,37.38410957379453,338.3846551681882,0,0.0,0.0,0.0
21,1.0,0.0,,1,36,36.0,2,22.0,13.236055913624362,66.77535855559306,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,1,16.0,31.7910495731297,192.2994100822199,0,0.0,0.0,0.0
17,1.0,0.0,,0,0,0.0,4,12.75,22.962413844859665,116.39001854465312,0,0.0,0.0,0.0
14,0.0,0.0,,0,0,0.0,1,87.0,13.977835833428578,37.97239888332295,0,0.0,0.0,0.0
19,1.0,0.0,,0,0,0.0,1,12.0,14.260237003054822,81.22392767994995,0,0.0,0.0,0.0
9,0.0,0.0,,0,0,0.0,1,65.0,1.3088947316908703,8.205147345209385,0,0.0,0.0,0.0
6,0.0,0.0,,1,25,25.0,1,55.0,4.143601974062448,22.95738105484436,0,0.0,0.0,0.0
13,1.0,0.0,,1,10,10.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
