participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
15,0.0,1.0,0.5,0,0,0.0,2,35.5,30.132360297413676,168.8948353142511,0,0.0,0.0,0.0
25,0.0,1.0,0.5,0,0,0.0,1,36.0,24.29281374064457,87.60125755813046,0,0.0,0.0,0.0
3,0.0,1.0,0.5,1,16,16.0,2,32.0,22.096749454328947,108.26253279119918,0,0.0,0.0,0.0
4,1.0,1.0,1.0,0,0,0.0,3,20.0,21.9820741986301,91.50464295526778,0,0.0,0.0,0.0
24,1.0,1.0,1.0,0,0,0.0,3,12.333333333333334,34.28784020580674,215.48451069576382,0,0.0,0.0,0.0
4,0.0,1.0,0.5,0,0,0.0,2,24.5,17.128641397451016,77.22950270376482,0,0.0,0.0,0.0
17,1.0,1.0,0.5,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,1.0,1.0,1.0,0,0,0.0,2,21.0,19.135429388158798,91.68951040099782,0,0.0,0.0,0.0
6,1.0,1.0,0.5,0,0,0.0,1,23.0,17.78965755863163,85.04912099451653,0,0.0,0.0,0.0
26,1.0,1.0,1.0,0,0,0.0,2,8.5,23.077661190945726,93.83827404617193,1,10.0,3.4301595774440505,21.577477384796133
18,1.0,1.0,0.5,0,0,0.0,2,17.5,34.71455779055662,242.9235047277289,0,0.0,0.0,0.0
23,1.0,1.0,1.0,0,0,0.0,3,21.0,19.900053488507805,169.65717931101184,0,0.0,0.0,0.0
16,1.0,1.0,0.5,0,0,0.0,1,116.0,2.1154103208175954,19.10974790114926,0,0.0,0.0,0.0
18,1.0,1.0,0.5,1,7,7.0,3,18.0,19.048625122453558,151.02588279749904,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0,0.0,1,22.0,6.6683741693766665,21.61078871016313,1,8.0,6.023650006223267,24.709306712345672
26,1.0,1.0,1.0,0,0,0.0,3,20.666666666666668,21.536186175453647,122.1885474708542,0,0.0,0.0,0.0
5,1.0,1.0,0.5,1,16,16.0,1,15.0,1.012845850894103,14.179841912517091,0,0.0,0.0,0.0
10,1.0,1.0,1.0,1,18,18.0,2,27.0,26.057896752826935,185.2712275404741,0,0.0,0.0,0.0
22,1.0,1.0,1.0,0,0,0.0,1,9.0,28.03818303030253,114.33718553027465,1,10.0,2.9681527409159782,20.207372173943185
24,0.0,1.0,0.5,0,0,0.0,1,23.0,1.7850689861454843,19.694163481861015,0,0.0,0.0,0.0
16,1.0,1.0,1.0,0,0,0.0,3,20.0,21.85188321771508,101.53041499970197,0,0.0,0.0,0.0
2,0.0,1.0,0.5,0,0,0.0,2,12.5,7.197764639339172,15.890789452267265,0,0.0,0.0,0.0
23,1.0,1.0,1.0,1,51,51.0,3,26.333333333333332,15.864191382150864,76.58863091986905,0,0.0,0.0,0.0
