participant,study_status,scene_familiarity,recall_status,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,1,42,42.0,3,14.333333333333334,7.298237108910808,50.05116037292927,0,0.0,0.0,0.0
25,0.0,0.0,,1,42,42.0,2,9.5,2.4357635205106867,20.70398992434057,0,0.0,0.0,0.0
22,0.0,0.0,,0,0,0.0,2,13.5,17.02714274101261,88.5880741658365,0,0.0,0.0,0.0
19,0.0,0.0,,2,25,23.0,2,35.5,4.77692901344488,96.9131254140367,0,0.0,0.0,0.0
23,0.0,0.0,,0,0,0.0,3,8.333333333333334,16.782404029178885,72.1247751015374,1,10.0,2.5071485016493233,20.950700766918622
23,0.0,0.0,,0,0,0.0,2,64.5,7.43877673561944,24.80412245400609,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,5,12.8,21.11353186468563,119.56435037341878,0,0.0,0.0,0.0
15,1.0,0.0,,1,20,20.0,4,21.5,25.409176795498603,119.02855222044244,0,0.0,0.0,0.0
15,0.0,0.0,,1,30,30.0,1,6.0,3.866647890753057,19.333239453765053,1,7.0,7.787800571031965,31.077545167268426
10,1.0,0.0,,0,0,0.0,2,16.0,23.936734384404595,95.18671707789895,1,8.0,4.274682680864512,21.343067769130222
17,1.0,0.0,,0,0,0.0,1,48.0,33.11256689598618,288.14122091812806,1,7.5,3.5404603087622233,16.65620838075882
14,0.0,0.0,,1,18,18.0,2,18.5,7.1249961438244895,17.053693456139758,1,10.5,7.269451842064805,11.405481248120822
25,0.0,0.0,,1,18,18.0,3,36.0,24.742007387375164,193.72957113204038,0,0.0,0.0,0.0
26,0.0,0.0,,1,20,20.0,2,15.0,18.70220545130081,121.0294458461068,0,0.0,0.0,0.0
9,0.0,0.0,,1,7,7.0,1,7.0,20.48903664157588,122.93421984945527,0,0.0,0.0,0.0
23,0.0,0.0,,0,0,0.0,1,118.0,5.395704758708581,32.86874364803247,1,10.5,3.842543448364255,15.544117131589527
17,1.0,0.0,,1,15,15.0,2,20.0,23.719132921247912,108.46935870781445,0,0.0,0.0,0.0
1,1.0,0.0,,0,0,0.0,2,13.0,17.012975357099457,135.73695332044855,0,0.0,0.0,0.0
23,0.0,0.0,,1,31,31.0,2,45.0,34.84979056861202,239.32455688978973,0,0.0,0.0,0.0
4,0.0,0.0,,0,0,0.0,8,15.75,19.845155871634383,100.74180126724778,0,0.0,0.0,0.0
1,1.0,0.0,,1,14,14.0,3,14.0,6.077740768591473,48.502087656942514,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,2,29.5,36.022804336536204,223.15244177104006,0,0.0,0.0,0.0
4,0.0,0.0,,0,0,0.0,5,29.8,31.49574218110381,179.21861903747518,0,0.0,0.0,0.0
5,0.0,0.0,,0,0,0.0,3,14.0,16.67901730923472,57.0060611025117,0,0.0,0.0,0.0
9,0.0,0.0,,1,26,26.0,1,20.0,19.75906184128421,50.76587829870813,0,0.0,0.0,0.0
