participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
16,1.0,1.0,0.5,0.3571000099182129,0.6390001773834229,0.0011104412418642981,0.10167047381401062,0.10167047381401062,0.11867335438728333,150,6,31,20.5,2,50.5,27.528710483152576,114.23586103486852
18,1.0,1.0,0.5,0.0,41.00449228286743,1.2577769936103692e-05,-0.3246699903584734,-0.3246699903584734,-0.3281132430939901,0,7,26,12.714285714285714,3,45.0,26.04241897719847,245.14483648938076
22,1.0,1.0,1.0,0.12009978294372559,50.00880444049835,-0.011629840735777768,-0.9046166119193226,-0.9046166119193226,-0.8680917923997491,88,4,96,46.0,3,16.0,2.9471896012340864,10.751255562053666
26,1.0,1.0,1.0,0.1305999755859375,162.0774791240692,-0.004873440903673313,-0.9432635307312012,-0.9432635307312012,-0.9081165194511414,38,2,67,56.0,2,61.0,30.83118543436595,212.11217649728468
5,1.0,1.0,0.5,0.8686500787734985,0.2357996702194214,0.0019748540634655963,0.5246245202132921,0.5246245202132921,0.5051737643924414,98,8,55,21.375,1,46.0,9.799335004948631,21.575198193681445
24,0.0,1.0,0.5,0.18130016326904297,22.604849934577942,-0.012658368179720565,-0.8496282251575326,-0.8496282251575326,-0.7607149238939639,34,8,38,23.0,1,40.0,9.476274083623874,100.34087486680903
16,1.0,1.0,1.0,0.5891499519348145,0.02435016632080078,0.00028251946235616525,0.3539690673351288,0.3539690673351288,0.33515650033950806,139,10,45,14.2,5,16.2,20.665555658197214,97.60715620353145
2,0.0,1.0,0.5,0.7414000034332275,1.44039785861969,0.003015111521283197,0.37642762102658234,0.37642762102658234,0.3639470060666402,184,5,50,34.0,2,25.5,12.725346512580296,68.29900753249213
23,1.0,1.0,1.0,0.1495000123977661,66.11780560016632,0.0021427026549519367,-0.5109420139578325,-0.5109420139578325,-0.4784185914432301,227,4,42,23.25,5,27.8,18.141181267552263,162.0346159273308
9,0.0,1.0,0.5,0.0,131.5465402007103,0.001342817984152065,-0.7989158074564069,-0.7989158074564069,-0.7760384645337373,0,12,19,12.5,4,17.0,13.178559557016904,119.55144067722142
23,0.0,1.0,0.5,0.5121500492095947,0.1707000732421875,0.0004805099231703829,0.23811323940753937,0.23811323940753937,0.24549995362758636,114,5,31,16.4,4,37.25,31.820133545380266,168.15250188667184
1,1.0,1.0,0.5,0.6967998743057251,0.0,-0.0001161997436004384,0.24352991254017825,0.24352991254017825,0.24320802207977052,97,5,56,22.0,3,39.333333333333336,15.15977050576388,129.25167356519782
23,0.0,1.0,0.5,0.2675001621246338,3.497994899749756,-0.0006596173143469115,0.043846309185028076,0.043846309185028076,0.023556804284453392,90,11,32,15.727272727272727,4,10.75,18.0118377219799,89.7303630847544
14,1.0,1.0,1.0,0.3948497772216797,12.281256897598023,0.0018771528734962443,-0.020701393296446966,-0.020701393296446966,-0.015374441724266438,210,4,72,29.0,4,29.0,7.280793077184295,59.924617054978384
17,1.0,1.0,1.0,0.23479986190795898,1.0710034370422363,0.0008556966318378558,0.04141739383339882,0.04141739383339882,0.034623194485902786,149,9,22,10.0,5,27.4,30.757284645040063,147.22769074466413
21,1.0,1.0,1.0,0.3200998306274414,1.2461504936218262,0.000937539389067519,0.12575278402883797,0.12575278402883797,0.1195036937793096,225,7,38,23.571428571428573,2,29.5,16.31304815408293,179.0513957844889
17,1.0,1.0,1.0,0.14555025100708008,121.67333459854126,-0.00742554622572767,-0.7180144190788269,-0.7180144190788269,-0.6898165345191956,53,11,47,18.636363636363637,1,10.0,33.36649652471796,178.14630121160664
16,1.0,1.0,1.0,0.041500091552734375,37.36824655532837,-0.0003993940133655703,-0.24338699971573263,-0.24338699971573263,-0.227522445947696,18,6,28,15.0,2,68.5,21.94876856251321,110.90777648897259
14,1.0,1.0,1.0,0.0937502384185791,204.37931728363037,-0.010891668861239896,-1.3141346344967935,-1.3141346344967935,-1.2695089564752327,33,7,80,26.428571428571427,2,17.5,10.105808133562103,47.980960349541014
24,0.0,1.0,0.5,0.6048998832702637,15.006146430969238,0.002851205885762461,0.004910167306661606,0.004910167306661606,-0.002983315847814083,234,11,45,17.454545454545453,2,6.5,23.167825857902642,80.53581296901986
19,1.0,1.0,1.0,0.03390002250671387,19.51015067100525,-0.0029924917443386267,-0.38634899296338043,-0.38634899296338043,-0.3695190659558655,1,6,30,15.5,4,32.75,24.082920905459655,198.2996267399432
25,1.0,1.0,1.0,0.0849001407623291,110.28293776512146,-0.009132428479548533,-0.7624173652270675,-0.7624173652270675,-0.7279145256678262,40,9,39,20.88888888888889,3,11.0,2.7183567753099003,19.040073100718075
25,1.0,1.0,1.0,0.21039998531341553,102.71450936794282,-0.007832286824409923,-0.6769226789474487,-0.6769226789474487,-0.6625933583711042,70,6,64,31.333333333333332,2,16.0,21.31149132561572,237.51299521053443
19,1.0,1.0,1.0,0.10244989395141602,2.2144486904144287,-9.787175046267311e-05,-0.15623052418231964,-0.15623052418231964,-0.13196665048599243,224,3,85,58.0,1,56.0,27.86258341626865,209.26320617231215
22,1.0,1.0,0.0,0.5919500589370728,0.19319963455200195,0.0009448394530681524,0.20595246528271383,0.20595246528271383,0.2101915166362172,115,9,39,19.11111111111111,2,26.5,11.839200233521705,65.51981646590501
21,1.0,1.0,0.5,0.6883001327514648,1.1065983772277832,0.0015847896453651702,0.303691029548645,0.303691029548645,0.29815673828125,113,6,31,21.666666666666668,3,31.333333333333332,18.998824657880167,210.15932965960567
5,1.0,1.0,1.0,0.9923999309539795,0.1279505491256714,0.00432039293861043,0.33461288661393435,0.33461288661393435,0.3055126383191063,236,8,31,20.75,5,11.8,17.91210545951875,60.48099298402191
19,1.0,1.0,1.0,0.3205995559692383,17.413568258285522,0.0022651364587578243,-0.0983717069029808,-0.0983717069029808,-0.09857678413391113,220,5,87,24.2,5,22.0,18.23940487751442,116.84770991817928
22,1.0,1.0,1.0,0.5585999488830566,2.58636034320999,0.0011351382788121036,0.04511485346258944,0.04511485346258944,0.03990190710340228,171,7,26,15.285714285714286,3,39.333333333333336,21.822471439234857,182.80854230353225
5,1.0,1.0,0.5,1.1015000343322754,0.17524957656860352,0.00497668900945041,0.49453651905059814,0.49453651905059814,0.47879669070243835,212,11,25,14.363636363636363,3,16.666666666666668,28.71774273361307,144.46299857935819
19,1.0,1.0,1.0,0.42150020599365234,2.4551029205322266,-0.0001852155481188959,0.07835358381271362,0.07835358381271362,0.07666648179292679,139,4,121,52.5,1,15.0,3.202024628170219,6.55762612604255
24,1.0,1.0,1.0,0.18215036392211914,2.506899833679199,-0.009815901425612103,-0.4975931644439697,-0.4975931644439697,-0.45017310976982117,147,6,53,32.666666666666664,3,11.333333333333334,22.569561093463392,52.88683865008003
21,1.0,1.0,0.5,0.5498001575469971,9.84244332222081,-0.00047363083033231945,-0.046425431338040654,-0.046425431338040654,-0.027155393940220898,226,6,31,18.333333333333332,4,30.0,25.764606611392146,241.27028296831946
12,0.0,1.0,0.5,0.3833000659942627,0.842249870300293,0.0002079714754880915,0.03294897451996803,0.03294897451996803,0.06300336867570877,104,16,17,9.0,4,17.5,18.19368469850151,120.62359547888106
4,0.0,1.0,0.5,0.0003001689910888672,13.401844501495361,-0.0005962613500413139,-0.32663673162460327,-0.32663673162460327,-0.2971764802932739,185,5,36,21.8,2,55.0,33.187526258645846,282.8029919943554
9,1.0,1.0,1.0,1.169049859046936,0.0,0.0029674324417582046,0.7390484176104581,0.7390484176104581,0.7300016179917351,157,7,69,29.428571428571427,1,17.0,1.7511948849659869,5.793294297162039
6,1.0,1.0,0.5,0.09570002555847168,8.323650121688843,-0.009573868181866386,-0.5263081411772137,-0.5263081411772137,-0.48392105947079705,87,4,50,39.0,2,36.5,25.55153874685915,140.825315634937
22,0.0,1.0,0.0,0.22895002365112305,1.4570969160307539,-0.0003144127152828235,0.03141121748630508,0.03141121748630508,0.03042191136063949,53,6,113,30.666666666666668,3,15.333333333333334,6.679235600950169,44.61721655144939
9,1.0,1.0,0.5,0.3618001937866211,128.9656503200531,-0.0047560079711410465,-0.8845702455013613,-0.8845702455013613,-0.8403385525658017,40,10,32,12.7,5,18.4,11.041259546219518,100.39599149977589
6,0.0,1.0,0.0,0.6924401760101322,0.8773481845855713,0.0021780008524006954,0.22489620411949318,0.22489620411949318,0.19858345985412598,141,9,20,11.11111111111111,4,29.5,33.652012943238226,209.23647303529793
5,0.0,1.0,0.5,1.489687417944273,0.9842264794168023,0.002097208068390645,0.49560693874640804,0.49560693874640804,0.4749105964861219,172,5,93,32.2,4,17.5,43.20229198063317,182.58260805067636
19,0.0,1.0,0.5,0.6561503410339355,3.5411951541900635,0.003324202274967081,0.24369606136772703,0.24369606136772703,0.1999510916796598,199,7,15,9.285714285714286,5,32.8,22.595931429924555,175.4345140135936
2,0.0,1.0,0.0,0.5706498622894287,15.63307078551035,0.0015872173455482796,0.051766584694134046,0.051766584694134046,0.02968617405220743,24,8,30,12.25,5,26.0,14.809523041627273,173.24182671044548
24,0.0,1.0,0.5,0.5365505218505859,0.46254920959472656,0.0019354692275228163,0.20504821836948395,0.20504821836948395,0.19258683919906616,201,6,48,35.0,1,17.0,29.010738897906087,79.54387031066824
6,1.0,1.0,0.0,0.07809996604919434,1.56184983253479,-0.005167234559315525,-0.29556454787274455,-0.29556454787274455,-0.26615333566761984,133,5,56,33.2,3,21.0,6.657061852389131,40.886232650728296
17,0.0,1.0,0.0,0.3572499752044678,0.12575006484985352,0.00037512297115000723,0.16354405879974365,0.16354405879974365,0.15538331866264343,212,7,45,24.285714285714285,3,19.0,27.867047600811375,224.70359793813077
13,1.0,1.0,1.0,0.1960000991821289,2.6090500354766846,-0.012219845701896978,-0.9217951669974668,-0.9217951669974668,-0.8501015374154755,51,7,20,12.428571428571429,4,34.5,25.25184437663685,194.86299313034985
14,0.0,1.0,0.5,0.24029994010925293,14.37241005897522,0.00041008528891728135,-0.03807571869862231,-0.03807571869862231,-0.03998656272888183,121,8,43,20.0,3,19.666666666666668,21.62583741390898,132.495192823701
24,0.0,1.0,0.5,0.6374998092651367,2.7053074836730957,0.00047786760364673924,0.05931391194462776,0.05931391194462776,0.04862314835190773,12,14,30,12.071428571428571,4,11.75,27.334349349184535,145.45628894564766
24,0.0,1.0,0.5,0.1221003532409668,29.36824679374695,-0.01118427557337611,-0.5973588228225708,-0.5973588228225708,-0.5550130009651184,45,8,78,26.875,1,12.0,20.613277277373196,86.07371957695645
2,1.0,1.0,0.0,0.36555743937524365,0.07774996757507324,0.0006372057584683511,0.24879455465807698,0.24879455465807698,0.24543477756830887,81,12,24,13.833333333333334,4,12.75,2.8051220807126676,26.28633867679068
23,1.0,1.0,0.0,0.32955026626586914,19.72999393939972,-0.0032543497468616673,-0.044538904845966065,-0.044538904845966065,-0.04730612618665001,6,6,42,22.666666666666668,4,22.5,15.431395143093532,127.8813217503532
24,0.0,1.0,0.5,0.2053999900817871,17.57423758506775,0.000550098803034343,-0.12348108738660812,-0.12348108738660812,-0.12262988090515137,187,8,45,20.125,1,56.0,28.46103954312027,91.62515160288586
18,1.0,1.0,1.0,0.07830047607421875,99.63863921165466,-0.012576632596633951,-0.9960104823112488,-0.9960104823112488,-0.9370864033699036,1,5,74,43.6,1,7.0,18.10544305892673,43.669594193766414
16,0.0,1.0,0.5,0.12619972229003906,9.382753372192383,-0.001750408138952111,-0.2457701712846756,-0.2457701712846756,-0.23291009664535522,21,13,27,14.692307692307692,1,20.0,5.077679613553819,12.2302836140973
26,1.0,1.0,1.0,0.4378495216369629,16.53115463256836,-0.004255318698875251,-0.207619771361351,-0.207619771361351,-0.20622342824935913,66,13,22,10.461538461538462,7,10.428571428571429,17.98646215155451,88.86827074124214
21,0.0,1.0,0.5,0.5186026030116615,0.34040021896362305,0.00034021350760072227,0.12063648881791514,0.12063648881791514,0.11010174309765848,142,5,35,21.2,3,41.0,22.100971273831615,134.39839019585153
7,1.0,1.0,0.5,0.1468505859375,65.54388236999512,-0.008912259662123547,-0.5781891942024231,-0.5781891942024231,-0.5553762912750244,63,5,118,41.4,1,13.0,31.348838606819463,117.697698649379
18,1.0,1.0,1.0,0.36465001106262207,0.006349802017211914,0.0006584116619236977,0.1035567969083786,0.1035567969083786,0.09585671126842499,234,3,92,72.33333333333333,1,11.0,32.046684435406746,115.16498888145645
4,0.0,1.0,0.5,0.7103996276855469,0.1017003059387207,0.0016350067065095805,0.36880597472190857,0.36880597472190857,0.35477980971336365,197,6,29,12.833333333333334,5,30.6,19.458674679388086,167.383194010396
9,1.0,1.0,1.0,0.0997999906539917,26.71248996257782,-0.0005512851192142749,-0.1312682920367406,-0.1312682920367406,-0.11580230455104713,31,7,44,19.714285714285715,5,17.4,17.75053707012713,80.69776774448208
19,1.0,1.0,1.0,0.06999993324279785,2.127650022506714,-0.0098713022005634,-0.5852964216143773,-0.5852964216143773,-0.5446911409923009,108,5,93,35.4,1,45.0,20.923160216882483,87.5450212747731
6,1.0,1.0,0.0,0.3344001770019531,17.82973562375359,0.0017671264852269289,-0.04645217898525768,-0.04645217898525768,-0.026239591577778696,216,8,34,17.375,4,20.25,9.012354260948296,69.32974683192889
17,1.0,1.0,0.5,0.08805036544799805,7.953698635101318,-0.008192682655719836,-0.49875473976135254,-0.49875473976135254,-0.4758363962173462,110,5,90,33.8,2,29.5,31.620161176166334,221.52761258812527
3,1.0,1.0,0.5,0.6855341635252294,0.423450231552124,0.002852942762181808,0.36448183291069064,0.36448183291069064,0.35837690906504976,169,12,22,12.333333333333334,3,25.333333333333332,18.181506412481365,116.39883698958268
26,1.0,1.0,0.5,0.40380001068115234,0.0,0.0008103661321825595,0.1892831176519394,0.1892831176519394,0.18009647727012634,204,6,50,38.166666666666664,0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.34489965438842773,0.8858990669250488,0.001607364970743442,0.1196322962641716,0.1196322962641716,0.11910995095968246,194,2,104,80.0,1,74.0,2.2726803282942316,27.29126539391104
25,1.0,1.0,1.0,0.13775062561035156,1.1463499069213867,-0.0019640823735277784,-0.14834780991077423,-0.14834780991077423,-0.1182863712310791,134,5,55,35.8,1,43.0,16.26745196344041,50.08968794605168
24,0.0,1.0,0.5,0.030499935150146484,171.69679307937622,-0.00901367571752385,-1.5279085636138916,-1.5279085636138916,-1.4686533212661743,2,10,49,15.7,2,30.0,15.583116949905426,103.94590410946456
22,1.0,1.0,1.0,0.6156500577926636,0.012549877166748047,0.001566305665790568,0.2240155834688919,0.2240155834688919,0.2153213809638895,191,9,26,14.88888888888889,4,22.5,13.290912484620563,106.21790513285882
4,0.0,1.0,0.5,0.3270500898361206,3.9495999813079834,-0.002961315460305009,-0.050328455896820196,-0.050328455896820196,0.06769668261210124,50,11,20,12.727272727272727,3,27.333333333333332,27.48596617778991,206.1261882338275
18,1.0,1.0,1.0,0.11605024337768555,178.0121307373047,-0.008038243327108027,-1.4600610733032227,-1.4600610733032227,-1.4183632135391235,16,5,32,22.0,4,30.25,22.600172305602474,153.86980594533466
9,1.0,1.0,1.0,0.7392001152038574,1.7188984155654907,0.0016291503383263595,0.3076333914125016,0.3076333914125016,0.3058220470160769,235,8,39,19.125,4,18.25,25.989501006611746,136.8395805602815
24,0.0,1.0,0.5,0.7819995880126953,0.043700218200683594,0.0018124584625891958,0.4021543264389038,0.4021543264389038,0.38479992747306824,235,10,36,19.3,1,17.0,11.73965748192214,137.69925705784289
24,1.0,1.0,1.0,0.13049983978271484,53.985103607177734,-0.0125169610085412,-0.8427295684814453,-0.8427295684814453,-0.7742968201637268,113,7,61,29.0,2,12.5,17.579506017591132,65.31582387509107
25,1.0,1.0,1.0,0.12385010719299316,12.852100014686584,-0.009553893217522988,-0.6433665596483126,-0.6433665596483126,-0.5942731382110256,107,7,41,23.142857142857142,3,20.0,9.179937080795215,105.53436127769477
17,0.0,1.0,0.5,0.13435029983520508,16.10652184486389,-0.001030592546758765,-0.09265270084142685,-0.09265270084142685,-0.07630976289510727,48,12,33,13.0,3,19.0,12.415877387214449,50.88617438411452
22,1.0,1.0,1.0,0.5072500705718994,3.9362499713897705,-0.006768747996455965,-0.09600915259952787,-0.09600915259952787,-0.021821153883276316,103,11,26,13.454545454545455,4,16.0,14.993479876307607,96.37907877912892
18,0.0,1.0,0.0,0.6326503753662109,3.0599968433380127,0.0012980221411625283,0.14799484610557556,0.14799484610557556,0.12042341381311417,227,6,22,13.166666666666666,2,73.0,38.32823798678328,446.38856681362677
24,1.0,1.0,0.5,0.0,70.91366815567017,0.0017589683867858055,-0.5208344459533691,-0.5208344459533691,-0.4921264946460724,0,6,25,14.5,4,34.75,27.933784470182673,149.92869996848827
6,0.0,1.0,0.0,0.21975040435791016,3.0984997749328613,-0.00447624763109892,-0.18061934411525726,-0.18061934411525726,-0.15548308193683624,117,5,59,45.4,0,0.0,0.0,0.0
9,1.0,1.0,1.0,0.6308000087738037,0.540542721748352,0.0015569259060221187,0.15290507133499984,0.15290507133499984,0.1424014170964559,164,9,27,13.555555555555555,4,26.0,28.66047857457581,186.93685458652962
6,0.0,1.0,0.5,0.5181999206542969,2.8292675018310547,0.0027379187318654352,0.14497970044612885,0.14497970044612885,0.13893966376781464,210,5,48,29.2,3,27.0,16.943212012395378,82.33616201766759
9,1.0,1.0,1.0,0.16109991073608398,260.76816034317017,-0.000123404970751235,-1.3477177861370617,-1.3477177861370617,-1.3269655678794927,3,8,43,19.375,3,20.333333333333332,16.066403828207182,91.48675094955843
9,1.0,1.0,0.5,0.600699782371521,0.12720024585723877,0.0017487751488109392,0.35703453383868256,0.35703453383868256,0.3401059648874776,232,5,93,37.6,2,19.5,1.6876321646535017,17.310129831877447
21,1.0,1.0,1.0,0.3756999969482422,0.4163985252380371,0.0015286164728051032,0.20550240576267242,0.20550240576267242,0.19428344070911407,223,7,41,20.0,2,39.5,12.497122013864862,45.48292420514235
23,0.0,1.0,0.5,0.3862999677658081,60.68364362905896,-0.0011787687565678225,-0.2304653055054226,-0.2304653055054226,-0.2281567539992156,111,9,29,13.666666666666666,4,24.5,14.659036095977042,70.6152649574538
7,1.0,1.0,1.0,0.5976998805999756,0.06364965438842773,-0.0005914159504984143,0.24458734691143036,0.24458734691143036,0.2414800226688385,130,8,37,24.0,2,16.5,10.277800013619167,37.90628210822317
23,1.0,1.0,0.5,0.7777004241943359,0.14029812812805176,0.003323979594380939,0.35103487968444824,0.35103487968444824,0.33613356947898865,224,6,67,34.666666666666664,1,6.0,30.849636138202207,133.70709307475332
23,0.0,1.0,0.0,0.19405019283294678,11.460498809814453,-0.0017653100236861396,-0.0836263135515688,-0.0836263135515688,-0.08603236484377878,99,8,32,22.125,2,19.0,4.289682856310492,22.63591074923052
16,1.0,1.0,1.0,0.09219980239868164,169.73960435390472,-0.011782889504375844,-1.1948206278845228,-1.1948206278845228,-1.149423392613729,57,12,59,17.0,1,11.0,18.201075355517403,76.6460026222428
24,1.0,1.0,0.5,0.2384500503540039,191.79823899269104,-0.006982033625208691,-1.481738805770874,-1.481738805770874,-1.4369100332260132,24,5,64,43.6,0,0.0,0.0,0.0
17,0.0,1.0,0.5,0.28365015983581543,0.19620013236999512,0.0004001428833633394,0.08307382464408875,0.08307382464408875,0.08365332335233688,155,7,52,20.857142857142858,2,40.5,20.178553963241523,101.20285593872549
23,1.0,1.0,1.0,1.0614501237869263,0.5246493816375732,-0.0001054150835807013,0.30869054190720185,0.30869054190720185,0.3328544252323654,126,11,31,12.727272727272727,4,19.0,20.65068609266156,98.94936720269496
14,0.0,1.0,0.5,0.09200000762939453,160.80154669284823,-0.0073431187270297646,-1.119974889332735,-1.119974889332735,-1.0838051539751237,7,6,48,30.0,2,18.5,4.158750102313991,72.77812679049427
24,0.0,1.0,0.5,0.10739994049072266,160.48374915122986,0.0008655634466606279,-1.022518515586853,-1.022518515586853,-1.0059763193130493,1,13,39,13.76923076923077,2,19.0,27.97541425888612,148.39476262434783
24,0.0,1.0,0.5,0.017800092697143555,6.7913981676101685,-0.002462774358741353,-0.31106832233662346,-0.31106832233662346,-0.2946282347043355,11,3,118,67.33333333333333,1,21.0,18.644989630058422,152.1920442236867
13,1.0,1.0,1.0,0.4677999019622803,2.9431642268293645,-0.0014922751219838286,-0.09344118456297283,-0.09344118456297283,-0.08552529625398068,26,5,20,13.2,2,82.5,28.86332513002396,243.72861516128694
4,1.0,1.0,1.0,0.7056000232696533,0.14864981174468994,0.0010666196537881586,0.2849774345566955,0.2849774345566955,0.261530971846818,155,8,36,20.25,2,23.5,10.991875784694672,128.68974398332284
15,1.0,1.0,0.5,0.33714985847473145,4.99210000038147,-0.006711668957660831,-0.2900064575018259,-0.2900064575018259,-0.25171752011598053,21,8,32,20.25,4,14.5,6.468512632622566,42.96067205343112
3,0.0,1.0,0.5,0.5596499443054199,0.44775116443634033,0.002283130501636676,0.2728311842000937,0.2728311842000937,0.23885997037092846,178,8,60,23.375,2,15.5,8.683786300139253,26.847656028510155
15,0.0,1.0,0.5,0.10650014877319336,28.362794876098633,-0.0050798097222217375,-0.44180444675155833,-0.44180444675155833,-0.40475861343871866,7,11,39,16.90909090909091,3,10.333333333333334,6.131217827633148,33.28618540958365
6,1.0,1.0,1.0,0.11534976959228516,25.29850149154663,-0.00837701242283766,-0.4267973623195278,-0.4267973623195278,-0.37555930393713494,129,7,72,29.857142857142858,1,13.0,0.5002777345507757,6.003332814609024
16,1.0,1.0,1.0,0.012407166617257381,324.46868789196014,-0.0048606655552204635,-1.7740051952595448,-1.7740051952595448,-1.6991232554117839,1,8,41,25.0,2,10.0,27.52992380626847,100.90678743516627
11,1.0,1.0,1.0,0.2793002128601074,2.2896437644958496,0.0011166177763089725,-0.019079091027379036,-0.019079091027379036,-0.02386312559247017,217,9,35,16.11111111111111,3,25.333333333333332,22.973953625198515,140.0048696455174
24,1.0,1.0,1.0,0.0745997428894043,112.93340682983398,-0.0130660379592059,-0.9644169807434082,-0.9644169807434082,-0.9081134796142578,108,8,61,22.75,1,38.0,32.45885000541647,159.05632249468297
25,1.0,1.0,1.0,0.06564998626708984,5.029200077056885,-0.02367880854548487,-2.112344581869584,-2.112344581869584,-1.9913590178721217,41,7,40,22.142857142857142,1,67.0,29.33552820314457,63.71490540614908
7,1.0,1.0,1.0,0.1197500228881836,9.36264944076538,-0.005209201796689065,-0.2540591210755618,-0.2540591210755618,-0.21599894288145466,143,3,117,69.0,2,13.0,9.268267112873309,26.53171992029444
7,1.0,1.0,1.0,0.12835001945495605,1.683000087738037,-0.0031255670793505783,-0.08080238229614772,-0.08080238229614772,-0.038373546600341805,50,3,157,72.33333333333333,1,12.0,0.5436573261030034,5.980230587132665
11,1.0,1.0,1.0,0.6537501811981201,5.393948435783386,-0.0005653940278022256,0.02155714346889705,0.02155714346889705,0.03748004966311989,152,5,8,7.2,5,39.0,21.543368664181,186.12647240235955
8,1.0,1.0,1.0,0.0,52.601219177246094,-2.4756459767245202e-05,-0.5658531188964844,-0.5658531188964844,-0.5708635449409485,0,10,50,15.7,3,20.333333333333332,17.986043457196846,114.32070870796313
21,1.0,1.0,0.0,0.2528996467590332,2.2473607063293457,-0.0006090657154321142,0.033448927104473114,0.033448927104473114,0.03163312375545502,148,7,56,23.142857142857142,3,20.666666666666668,13.223819307038232,118.34853147253945
26,1.0,1.0,1.0,0.6652998924255371,17.424892902374268,0.004791129748474145,0.007531982846558094,0.007531982846558094,-0.01971324346959591,213,10,29,10.9,7,16.0,19.300339968772438,84.57153041903027
4,0.0,1.0,0.5,0.5688002109527588,0.07019996643066406,0.0007240469789680124,0.2075107842683792,0.2075107842683792,0.2153633087873459,211,9,15,9.555555555555555,5,28.2,25.2479307534257,148.40494731286304
19,1.0,1.0,1.0,0.22390031814575195,13.496898174285889,-0.012761111155729738,-0.7413931488990784,-0.7413931488990784,-0.6821663975715637,105,7,70,28.142857142857142,1,26.0,24.68680931740508,125.07220366553709
24,1.0,1.0,0.5,0.06889915466308594,44.78768539428711,0.0006389832615667739,-0.2272709459066391,-0.2272709459066391,-0.2190137803554535,4,11,27,13.636363636363637,4,18.25,36.18901549192977,196.3166739914737
4,0.0,1.0,0.5,0.34055018424987793,10.52154803276062,-0.00288291956854623,-0.17960824072360992,-0.17960824072360992,-0.1415964961051941,135,6,25,15.833333333333334,1,132.0,33.728937458456805,354.3731295436876
3,0.0,1.0,0.5,0.6187496185302734,0.0,0.0003254249175313811,0.3148304522037506,0.3148304522037506,0.30256325006484985,143,10,49,15.8,4,15.0,16.33263918930814,97.27495942454112
23,1.0,1.0,1.0,0.5966501235961914,0.24444961547851562,-0.0002819531142615246,0.25307753682136536,0.25307753682136536,0.25613343715667725,96,7,27,19.285714285714285,3,30.333333333333332,29.1261546266778,213.1937781922583
23,1.0,1.0,1.0,0.1293501853942871,16.537890195846558,0.00011539358343394292,-0.1536165326833725,-0.1536165326833725,-0.1595432460308075,10,5,58,26.2,2,48.5,26.66921371375778,141.137021527857
